Date,CMCT
2022-02-28,7.607842922210693
2022-03-01,7.607842922210693
2022-03-02,7.598039150238037
2022-03-03,7.617647171020508
2022-03-04,7.32352876663208
2022-03-07,7.215685844421387
2022-03-08,7.598039150238037
2022-03-09,7.647058963775635
2022-03-10,7.892157077789307
2022-03-11,8.019607543945312
2022-03-14,7.843136787414551
2022-03-15,7.872549057006836
2022-03-16,7.82352876663208
2022-03-17,7.686275005340576
2022-03-18,7.656863212585449
2022-03-21,7.745098114013672
2022-03-22,7.617647171020508
2022-03-23,7.735293865203857
2022-03-24,7.519608020782471
2022-03-25,7.401960849761963
2022-03-28,7.352941036224365
2022-03-29,7.617647171020508
2022-03-30,7.607842922210693
2022-03-31,7.588234901428223
2022-04-01,7.647058963775635
2022-04-04,7.568626880645752
2022-04-05,7.627450942993164
2022-04-06,7.470588207244873
2022-04-07,7.470588207244873
2022-04-08,7.421568870544434
2022-04-11,7.264706134796143
2022-04-12,7.156863212585449
2022-04-13,7.274509906768799
2022-04-14,7.313724994659424
2022-04-18,7.127450942993164
2022-04-19,7.117647171020508
2022-04-20,7.32352876663208
2022-04-21,7.303922176361084
2022-04-22,7.058824062347412
2022-04-25,7.039216041564941
2022-04-26,6.950980186462402
2022-04-27,7.009803771972656
2022-04-28,6.980391979217529
2022-04-29,6.931373119354248
2022-05-02,6.882352828979492
2022-05-03,6.941175937652588
2022-05-04,7.019608020782471
2022-05-05,6.715685844421387
2022-05-06,6.539216041564941
2022-05-09,6.17647123336792
2022-05-10,6.196077823638916
2022-05-11,6.274509906768799
2022-05-12,6.431373119354248
2022-05-13,6.764706134796143
2022-05-16,6.960783958435059
2022-05-17,6.970588207244873
2022-05-18,6.911765098571777
2022-05-19,6.784314155578613
2022-05-20,6.82352876663208
2022-05-23,7.0
2022-05-24,6.960783958435059
2022-05-25,6.745098114013672
2022-05-26,6.950980186462402
2022-05-27,7.1372551918029785
2022-05-31,7.186275005340576
2022-06-01,7.117647171020508
2022-06-02,7.2941179275512695
2022-06-03,7.352941036224365
2022-06-06,7.519608020782471
2022-06-07,7.372549057006836
2022-06-08,7.441175937652588
2022-06-09,7.401960849761963
2022-06-10,7.303922176361084
2022-06-13,6.980391979217529
2022-06-14,6.813724994659424
2022-06-15,7.078431129455566
2022-06-16,6.941175937652588
2022-06-17,7.098039150238037
2022-06-21,7.274509906768799
2022-06-22,7.274509906768799
2022-06-23,7.284314155578613
2022-06-24,7.303922176361084
2022-06-27,7.441175937652588
2022-06-28,7.32352876663208
2022-06-29,7.039216041564941
2022-06-30,6.960783958435059
2022-07-01,7.098039150238037
2022-07-05,6.980391979217529
2022-07-06,6.960783958435059
2022-07-07,7.009803771972656
2022-07-08,7.088234901428223
2022-07-11,6.872549057006836
2022-07-12,7.0
2022-07-13,6.941175937652588
2022-07-14,6.82352876663208
2022-07-15,6.8627448081970215
2022-07-18,6.901960849761963
2022-07-19,6.8627448081970215
2022-07-20,6.901960849761963
2022-07-21,6.960783958435059
2022-07-22,6.990196228027344
2022-07-25,6.960783958435059
2022-07-26,6.872549057006836
2022-07-27,6.8627448081970215
2022-07-28,6.8627448081970215
2022-07-29,6.892157077789307
2022-08-01,6.852941036224365
2022-08-02,6.813724994659424
2022-08-03,6.872549057006836
2022-08-04,6.8627448081970215
2022-08-05,6.8627448081970215
2022-08-08,6.7941179275512695
2022-08-09,6.960783958435059
2022-08-10,6.970588207244873
2022-08-11,6.990196228027344
2022-08-12,6.970588207244873
2022-08-15,7.009803771972656
2022-08-16,6.882352828979492
2022-08-17,6.882352828979492
2022-08-18,6.8333330154418945
2022-08-19,6.892157077789307
2022-08-22,6.901960849761963
2022-08-23,6.960783958435059
2022-08-24,6.872549057006836
2022-08-25,6.931373119354248
2022-08-26,6.892157077789307
2022-08-29,6.882352828979492
2022-08-30,6.8627448081970215
2022-08-31,6.882352828979492
2022-09-01,6.980391979217529
2022-09-02,6.911765098571777
2022-09-06,6.872549057006836
2022-09-07,6.970588207244873
2022-09-08,6.950980186462402
2022-09-09,6.813724994659424
2022-09-12,6.852941036224365
2022-09-13,6.813724994659424
2022-09-14,6.774509906768799
2022-09-15,6.696077823638916
2022-09-16,6.784314155578613
2022-09-19,6.578431129455566
2022-09-20,6.656863212585449
2022-09-21,6.607842922210693
2022-09-22,6.598039150238037
2022-09-23,6.519608020782471
2022-09-26,6.3333330154418945
2022-09-27,6.2058820724487305
2022-09-28,6.245098114013672
2022-09-29,6.274509906768799
2022-09-30,6.264706134796143
2022-10-03,6.32352876663208
2022-10-04,6.519608020782471
2022-10-05,6.480391979217529
2022-10-06,6.372549057006836
2022-10-07,6.245098114013672
2022-10-10,6.284314155578613
2022-10-11,6.186275005340576
2022-10-12,6.313724994659424
2022-10-13,6.627450942993164
2022-10-14,6.558824062347412
2022-10-17,6.617647171020508
2022-10-18,6.686275005340576
2022-10-19,6.607842922210693
2022-10-20,6.617647171020508
2022-10-21,6.529411792755127
2022-10-24,6.617647171020508
2022-10-25,6.617647171020508
2022-10-26,6.617647171020508
2022-10-27,6.686275005340576
2022-10-28,6.67647123336792
2022-10-31,6.6372551918029785
2022-11-01,6.656863212585449
2022-11-02,6.460783958435059
2022-11-03,6.254901885986328
2022-11-04,6.225490093231201
2022-11-07,6.303922176361084
2022-11-08,6.2058820724487305
2022-11-09,5.774509906768799
2022-11-10,6.245098114013672
2022-11-11,6.372549057006836
2022-11-14,6.235293865203857
2022-11-15,6.215685844421387
2022-11-16,6.254901885986328
2022-11-17,6.147058963775635
2022-11-18,6.098039150238037
2022-11-21,6.078431129455566
2022-11-22,6.107842922210693
2022-11-23,6.049019813537598
2022-11-25,5.990196228027344
2022-11-28,5.882352828979492
2022-11-29,5.882352828979492
2022-11-30,5.911765098571777
2022-12-01,5.8627448081970215
2022-12-02,5.892157077789307
2022-12-05,5.686275005340576
2022-12-06,5.6372551918029785
2022-12-07,5.558824062347412
2022-12-08,5.490196228027344
2022-12-09,5.441175937652588
2022-12-12,5.3333330154418945
2022-12-13,4.921568870544434
2022-12-14,4.990196228027344
2022-12-15,5.0
2022-12-16,5.088234901428223
2022-12-19,5.147058963775635
2022-12-20,5.0
2022-12-21,4.941175937652588
2022-12-22,4.882352828979492
2022-12-23,4.921568870544434
2022-12-27,4.813724994659424
2022-12-28,4.941175937652588
2022-12-29,4.803922176361084
2022-12-30,4.803922176361084
2023-01-03,4.892157077789307
2023-01-04,5.088234901428223
2023-01-05,4.921568870544434
2023-01-06,4.931373119354248
2023-01-09,5.098039150238037
2023-01-10,5.274509906768799
2023-01-11,5.156863212585449
2023-01-12,5.098039150238037
2023-01-13,5.490196228027344
2023-01-17,5.382352828979492
2023-01-18,5.147058963775635
2023-01-19,5.117647171020508
2023-01-20,5.274509906768799
2023-01-23,5.284314155578613
2023-01-24,5.088234901428223
2023-01-25,5.225490093231201
2023-01-26,5.225490093231201
2023-01-27,5.098039150238037
2023-01-30,5.058824062347412
2023-01-31,5.17647123336792
2023-02-01,5.1372551918029785
2023-02-02,5.147058963775635
2023-02-03,5.3333330154418945
2023-02-06,5.490196228027344
2023-02-07,5.549019813537598
2023-02-08,5.401960849761963
2023-02-09,5.284314155578613
2023-02-10,5.352941036224365
2023-02-13,5.421568870544434
2023-02-14,5.147058963775635
2023-02-15,5.284314155578613
2023-02-16,5.2941179275512695
2023-02-17,5.343136787414551
2023-02-21,5.225490093231201
2023-02-22,5.147058963775635
2023-02-23,5.049019813537598
2023-02-24,4.950980186462402
2023-02-27,4.950980186462402
2023-02-28,4.980391979217529
2023-03-01,4.754901885986328
2023-03-02,4.8627448081970215
2023-03-03,4.852941036224365
2023-03-06,4.911765098571777
2023-03-07,4.803922176361084
2023-03-08,4.803922176361084
2023-03-09,4.7058820724487305
2023-03-10,4.343136787414551
2023-03-13,4.5
2023-03-14,4.460783958435059
2023-03-15,4.372549057006836
2023-03-16,4.480391979217529
2023-03-17,4.411765098571777
2023-03-20,4.411765098571777
2023-03-21,4.3627448081970215
2023-03-22,4.215685844421387
2023-03-23,4.117647171020508
2023-03-24,4.088234901428223
2023-03-27,3.931372880935669
2023-03-28,3.84313702583313
2023-03-29,3.8921570777893066
2023-03-30,3.901961088180542
2023-03-31,3.9901959896087646
2023-04-03,4.078431129455566
2023-04-04,4.0
2023-04-05,4.0
2023-04-06,4.078431129455566
2023-04-10,4.1372551918029785
2023-04-11,4.156863212585449
2023-04-12,4.1372551918029785
2023-04-13,4.1372551918029785
2023-04-14,4.147058963775635
2023-04-17,5.039216041564941
2023-04-18,4.931373119354248
2023-04-19,4.735293865203857
2023-04-20,4.558824062347412
2023-04-21,4.539216041564941
2023-04-24,4.607842922210693
2023-04-25,4.509803771972656
2023-04-26,4.450980186462402
2023-04-27,4.411765098571777
2023-04-28,4.392157077789307
2023-05-01,4.392157077789307
2023-05-02,4.343136787414551
2023-05-03,4.392157077789307
2023-05-04,4.313724994659424
2023-05-05,4.382352828979492
2023-05-08,4.068626880645752
2023-05-09,4.068626880645752
2023-05-10,4.284314155578613
2023-05-11,4.656863212585449
2023-05-12,4.607842922210693
2023-05-15,4.882352828979492
2023-05-16,4.911765098571777
2023-05-17,4.82352876663208
2023-05-18,4.950980186462402
2023-05-19,4.941175937652588
2023-05-22,5.029411792755127
2023-05-23,5.009803771972656
