Date,GPUS
2023-02-15,777.9898681640625
2023-02-16,722.4191284179688
2023-02-17,666.8484497070312
2023-02-21,722.4191284179688
2023-02-22,666.8484497070312
2023-02-23,666.8484497070312
2023-02-24,666.8484497070312
2023-02-27,666.8484497070312
2023-02-28,666.8484497070312
2023-03-01,666.8484497070312
2023-03-02,611.2777709960938
2023-03-03,666.8484497070312
2023-03-06,666.8484497070312
2023-03-07,611.2777709960938
2023-03-08,555.70703125
2023-03-09,555.70703125
2023-03-10,500.1363220214844
2023-03-13,611.2777709960938
2023-03-14,555.70703125
2023-03-15,500.1363220214844
2023-03-16,500.1363220214844
2023-03-17,500.1363220214844
2023-03-20,500.1363220214844
2023-03-21,500.1363220214844
2023-03-22,500.1363220214844
2023-03-23,500.1363220214844
2023-03-24,500.1363220214844
2023-03-27,500.1363220214844
2023-03-28,555.70703125
2023-03-29,500.1363220214844
2023-03-30,500.1363220214844
2023-03-31,555.70703125
2023-04-03,611.2777709960938
2023-04-04,611.2777709960938
2023-04-05,555.70703125
2023-04-06,555.70703125
2023-04-10,555.70703125
2023-04-11,611.2777709960938
2023-04-12,555.70703125
2023-04-13,611.2777709960938
2023-04-14,611.2777709960938
2023-04-17,555.70703125
2023-04-18,611.2777709960938
2023-04-19,611.2777709960938
2023-04-20,611.2777709960938
2023-04-21,555.70703125
2023-04-24,500.1363220214844
2023-04-25,500.1363220214844
2023-04-26,500.1363220214844
2023-04-27,500.1363220214844
2023-04-28,500.1363220214844
2023-05-01,500.1363220214844
2023-05-02,500.1363220214844
2023-05-03,500.1363220214844
2023-05-04,500.1363220214844
2023-05-05,500.1363220214844
2023-05-08,500.1363220214844
2023-05-09,500.1363220214844
2023-05-10,500.1363220214844
2023-05-11,500.1363220214844
2023-05-12,444.5656433105469
2023-05-15,500.1363220214844
2023-05-16,388.99493408203125
2023-05-17,333.4242248535156
2023-05-18,294.52471923828125
2023-05-19,272.29644775390625
2023-05-22,231.5446014404297
2023-05-23,262.1084899902344
2023-05-24,239.50973510742188
2023-05-25,228.02511596679688
2023-05-26,218.3928680419922
2023-05-30,214.31768798828125
2023-05-31,206.3525390625
2023-06-01,210.9834442138672
2023-06-02,216.72573852539062
2023-06-05,207.09349060058594
2023-06-06,211.16867065429688
2023-06-07,209.31631469726562
2023-06-08,195.97935485839844
2023-06-09,186.16184997558594
2023-06-12,168.56446838378906
2023-06-13,180.79002380371094
2023-06-14,168.9349365234375
2023-06-15,157.07984924316406
2023-06-16,163.93357849121094
2023-06-20,163.192626953125
2023-06-21,162.26644897460938
2023-06-22,162.45169067382812
2023-06-23,195.3125
2023-06-26,179.443359375
2023-06-27,167.96875
2023-06-28,142.822265625
2023-06-29,128.662109375
2023-06-30,125.732421875
2023-07-03,129.39453125
2023-07-05,125.244140625
2023-07-06,121.826171875
2023-07-07,123.291015625
2023-07-10,114.2578125
2023-07-11,80.56640625
2023-07-12,129.638671875
2023-07-13,102.783203125
2023-07-14,89.84375
2023-07-17,95.703125
2023-07-18,99.853515625
2023-07-19,91.796875
2023-07-20,99.609375
2023-07-21,94.970703125
2023-07-24,90.087890625
2023-07-25,84.9609375
2023-07-26,83.0078125
2023-07-27,72.509765625
2023-07-28,73.974609375
2023-07-31,71.044921875
2023-08-01,70.068359375
2023-08-02,63.720703125
2023-08-03,59.326171875
2023-08-04,56.396484375
2023-08-07,58.10546875
2023-08-08,58.10546875
2023-08-09,54.6875
2023-08-10,53.466796875
2023-08-11,55.419921875
2023-08-14,55.17578125
2023-08-15,47.607421875
2023-08-16,41.9921875
2023-08-17,41.50390625
2023-08-18,41.9921875
2023-08-21,43.701171875
2023-08-22,37.841796875
2023-08-23,37.109375
2023-08-24,31.73828125
2023-08-25,31.494140625
2023-08-28,28.564453125
2023-08-29,26.611328125
2023-08-30,25.390625
2023-08-31,24.658203125
2023-09-01,25.634765625
2023-09-05,28.3203125
2023-09-06,24.658203125
2023-09-07,22.4609375
2023-09-08,19.775390625
2023-09-11,19.04296875
2023-09-12,17.333984375
2023-09-13,16.845703125
2023-09-14,15.869140625
2023-09-15,15.13671875
2023-09-18,16.11328125
2023-09-19,14.892578125
2023-09-20,13.671875
2023-09-21,12.451171875
2023-09-22,11.474609375
2023-09-25,10.742188453674316
2023-09-26,10.009765625
2023-09-27,9.521484375
2023-09-28,9.765625
2023-09-29,8.056640625
2023-10-02,7.568358898162842
2023-10-03,7.324219226837158
2023-10-04,6.835937976837158
2023-10-05,7.080078125
2023-10-06,6.591796875
2023-10-09,5.859375
2023-10-10,5.126953125
2023-10-11,4.882812976837158
2023-10-12,4.638671875
2023-10-13,4.150391101837158
2023-10-16,3.662108898162842
2023-10-17,4.150391101837158
2023-10-18,3.90625
2023-10-19,3.662108898162842
2023-10-20,3.417968988418579
2023-10-23,3.90625
2023-10-24,4.394530773162842
2023-10-25,3.662108898162842
2023-10-26,3.90625
2023-10-27,3.417968988418579
2023-10-30,3.173827886581421
2023-10-31,2.929687976837158
2023-11-01,3.173827886581421
2023-11-02,3.173827886581421
2023-11-03,2.929687976837158
2023-11-06,2.929687976837158
2023-11-07,2.929687976837158
2023-11-08,2.929687976837158
2023-11-09,2.929687976837158
2023-11-10,2.685547113418579
2023-11-13,2.929687976837158
2023-11-14,2.685547113418579
2023-11-15,2.685547113418579
2023-11-16,2.685547113418579
2023-11-17,2.685547113418579
2023-11-20,2.685547113418579
2023-11-21,2.197266101837158
2023-11-22,2.197266101837158
2023-11-24,2.197266101837158
2023-11-27,2.197266101837158
2023-11-28,1.953125
2023-11-29,2.197266101837158
2023-11-30,2.197266101837158
2023-12-01,2.197266101837158
2023-12-04,2.441406011581421
2023-12-05,2.441406011581421
2023-12-06,2.441406011581421
2023-12-07,2.197266101837158
2023-12-08,2.441406011581421
2023-12-11,2.197266101837158
2023-12-12,1.953125
2023-12-13,2.197266101837158
2023-12-14,2.197266101837158
2023-12-15,1.953125
2023-12-18,1.953125
2023-12-19,2.197266101837158
2023-12-20,2.197266101837158
2023-12-21,1.953125
2023-12-22,1.953125
2023-12-26,2.441406011581421
2023-12-27,2.685547113418579
2023-12-28,2.441406011581421
2023-12-29,2.197266101837158
2024-01-02,2.441406011581421
2024-01-03,2.197266101837158
2024-01-04,2.197266101837158
2024-01-05,1.953125
2024-01-08,1.953125
2024-01-09,1.7089840173721313
2024-01-10,1.7089840173721313
2024-01-11,1.7089840173721313
2024-01-12,1.7089840173721313
2024-01-16,1.2207030057907104
2024-01-17,0.8691409826278687
2024-01-18,0.78125
2024-01-19,0.7421879768371582
2024-01-22,0.6835939884185791
2024-01-23,0.6054689884185791
2024-01-24,0.6054689884185791
2024-01-25,0.6152340173721313
2024-01-26,0.625
2024-01-29,0.6347659826278687
2024-01-30,0.546875
2024-01-31,0.4882810115814209
2024-02-01,0.5078129768371582
2024-02-02,0.46875
2024-02-05,0.40039101243019104
2024-02-06,0.3515630066394806
2024-02-07,0.40039101243019104
2024-02-08,0.390625
2024-02-09,0.390625
2024-02-12,0.40039101243019104
2024-02-13,0.5078129768371582
2024-02-14,0.45898398756980896
2024-02-15,0.45898398756980896
2024-02-16,0.43945300579071045
2024-02-20,0.4296880066394806
2024-02-21,0.4101560115814209
2024-02-22,0.390625
2024-02-23,0.36132800579071045
2024-02-26,0.38085898756980896
2024-02-27,0.4492189884185791
2024-02-28,0.47851601243019104
2024-02-29,0.43945300579071045
2024-03-01,0.4492189884185791
2024-03-04,0.390625
2024-03-05,0.390625
2024-03-06,0.390625
2024-03-07,0.38085898756980896
2024-03-08,0.38085898756980896
2024-03-11,0.4296880066394806
2024-03-12,0.38085898756980896
2024-03-13,0.46875
2024-03-14,0.41992199420928955
2024-03-15,0.41992199420928955
2024-03-18,0.390625
2024-03-19,0.36132800579071045
2024-03-20,0.3710939884185791
2024-03-21,0.36132800579071045
2024-03-22,0.3515630066394806
2024-03-25,0.36132800579071045
2024-03-26,0.36132800579071045
2024-03-27,0.3515630066394806
2024-03-28,0.3710939884185791
2024-04-01,0.36132800579071045
2024-04-02,0.36132800579071045
2024-04-03,0.3515630066394806
2024-04-04,0.3515630066394806
2024-04-05,0.3515630066394806
2024-04-08,0.36132800579071045
2024-04-09,0.3515630066394806
2024-04-10,0.3515630066394806
2024-04-11,0.34179699420928955
2024-04-12,0.33000001311302185
2024-04-15,0.2800000011920929
2024-04-16,0.28999999165534973
2024-04-17,0.25999999046325684
2024-04-18,0.23999999463558197
2024-04-19,0.30000001192092896
2024-04-22,0.30000001192092896
2024-04-23,0.3199999928474426
2024-04-24,0.30000001192092896
2024-04-25,0.2800000011920929
2024-04-26,0.2800000011920929
2024-04-29,0.30000001192092896
2024-04-30,0.30000001192092896
2024-05-01,0.28999999165534973
2024-05-02,0.33000001311302185
2024-05-03,0.33000001311302185
2024-05-06,0.3400000035762787
2024-05-07,0.36000001430511475
2024-05-08,0.36000001430511475
2024-05-09,0.3700000047683716
2024-05-10,0.3499999940395355
2024-05-13,0.3499999940395355
2024-05-14,0.36000001430511475
2024-05-15,0.3400000035762787
2024-05-16,0.3499999940395355
2024-05-17,0.3799999952316284
2024-05-20,0.38999998569488525
2024-05-21,0.4699999988079071
2024-05-22,0.3700000047683716
2024-05-23,0.3799999952316284
2024-05-24,0.3799999952316284
2024-05-28,0.36000001430511475
2024-05-29,0.33000001311302185
2024-05-30,0.3400000035762787
2024-05-31,0.3400000035762787
2024-06-03,0.3400000035762787
2024-06-04,0.33000001311302185
2024-06-05,0.33000001311302185
2024-06-06,0.33000001311302185
2024-06-07,0.3100000023841858
2024-06-10,0.3199999928474426
2024-06-11,0.3100000023841858
2024-06-12,0.3100000023841858
2024-06-13,0.28999999165534973
2024-06-14,0.30000001192092896
2024-06-17,0.2800000011920929
2024-06-18,0.3100000023841858
2024-06-20,0.3100000023841858
2024-06-21,0.2800000011920929
2024-06-24,0.30000001192092896
2024-06-25,0.30000001192092896
2024-06-26,0.3100000023841858
2024-06-27,0.2800000011920929
2024-06-28,0.28999999165534973
2024-07-01,0.2800000011920929
2024-07-02,0.27000001072883606
2024-07-03,0.28999999165534973
2024-07-05,0.28999999165534973
2024-07-08,0.2800000011920929
2024-07-09,0.2800000011920929
2024-07-10,0.2800000011920929
2024-07-11,0.2800000011920929
2024-07-12,0.2800000011920929
2024-07-15,0.3199999928474426
2024-07-16,0.3199999928474426
2024-07-17,0.3199999928474426
2024-07-18,0.28999999165534973
2024-07-19,0.30000001192092896
2024-07-22,0.2800000011920929
2024-07-23,0.28999999165534973
2024-07-24,0.28999999165534973
2024-07-25,0.30000001192092896
2024-07-26,0.3100000023841858
2024-07-29,0.30000001192092896
2024-07-30,0.2800000011920929
2024-07-31,0.2800000011920929
2024-08-01,0.27000001072883606
2024-08-02,0.23999999463558197
2024-08-05,0.23000000417232513
2024-08-06,0.23000000417232513
2024-08-07,0.23000000417232513
2024-08-08,0.2199999988079071
2024-08-09,0.20999999344348907
2024-08-12,0.20000000298023224
2024-08-13,0.20999999344348907
2024-08-14,0.20000000298023224
2024-08-15,0.20000000298023224
2024-08-16,0.23000000417232513
2024-08-19,0.25
2024-08-20,0.23000000417232513
2024-08-21,0.23999999463558197
2024-08-22,0.23000000417232513
2024-08-23,0.23000000417232513
2024-08-26,0.23999999463558197
2024-08-27,0.23000000417232513
2024-08-28,0.20999999344348907
2024-08-29,0.20999999344348907
2024-08-30,0.20000000298023224
2024-09-03,0.20999999344348907
2024-09-04,0.20000000298023224
2024-09-05,0.2199999988079071
2024-09-06,0.20000000298023224
2024-09-09,0.20999999344348907
2024-09-10,0.20999999344348907
2024-09-11,0.20999999344348907
2024-09-12,0.20999999344348907
2024-09-13,0.23000000417232513
2024-09-16,0.2199999988079071
2024-09-17,0.2199999988079071
2024-09-18,0.2199999988079071
2024-09-19,0.20999999344348907
2024-09-20,0.20999999344348907
2024-09-23,0.2199999988079071
2024-09-24,0.2199999988079071
2024-09-25,0.20000000298023224
2024-09-26,0.2199999988079071
2024-09-27,0.2199999988079071
2024-09-30,0.23000000417232513
2024-10-01,0.23000000417232513
2024-10-02,0.2199999988079071
2024-10-03,0.2199999988079071
2024-10-04,0.23000000417232513
2024-10-07,0.20999999344348907
2024-10-08,0.20000000298023224
2024-10-09,0.20000000298023224
2024-10-10,0.20000000298023224
2024-10-11,0.20999999344348907
2024-10-14,0.20999999344348907
2024-10-15,0.2199999988079071
2024-10-16,0.23000000417232513
2024-10-17,0.23000000417232513
2024-10-18,0.23000000417232513
2024-10-21,0.23000000417232513
2024-10-22,0.23000000417232513
2024-10-23,0.2199999988079071
2024-10-24,0.2199999988079071
2024-10-25,0.2199999988079071
2024-10-28,0.2199999988079071
2024-10-29,0.23000000417232513
2024-10-30,0.20999999344348907
2024-10-31,0.20000000298023224
2024-11-01,0.20000000298023224
2024-11-04,0.20000000298023224
2024-11-05,0.20999999344348907
2024-11-06,0.23000000417232513
2024-11-07,0.23999999463558197
2024-11-08,0.23000000417232513
2024-11-11,0.2199999988079071
2024-11-12,0.20000000298023224
2024-11-13,0.20000000298023224
2024-11-14,0.1899999976158142
2024-11-15,0.1899999976158142
2024-11-18,0.18000000715255737
2024-11-19,0.1599999964237213
2024-11-20,0.18000000715255737
2024-11-21,0.18000000715255737
