Date,TLS
2022-02-28,11.420000076293945
2022-03-01,11.09000015258789
2022-03-02,10.649999618530273
2022-03-03,9.850000381469727
2022-03-04,9.170000076293945
2022-03-07,9.180000305175781
2022-03-08,9.729999542236328
2022-03-09,10.210000038146973
2022-03-10,9.850000381469727
2022-03-11,9.350000381469727
2022-03-14,9.789999961853027
2022-03-15,10.270000457763672
2022-03-16,9.109999656677246
2022-03-17,10.039999961853027
2022-03-18,10.5
2022-03-21,10.050000190734863
2022-03-22,10.229999542236328
2022-03-23,10.010000228881836
2022-03-24,10.0
2022-03-25,9.6899995803833
2022-03-28,9.75
2022-03-29,9.899999618530273
2022-03-30,9.949999809265137
2022-03-31,9.970000267028809
2022-04-01,9.850000381469727
2022-04-04,10.520000457763672
2022-04-05,10.40999984741211
2022-04-06,10.279999732971191
2022-04-07,10.359999656677246
2022-04-08,9.84000015258789
2022-04-11,9.550000190734863
2022-04-12,9.630000114440918
2022-04-13,9.579999923706055
2022-04-14,9.569999694824219
2022-04-18,9.180000305175781
2022-04-19,9.270000457763672
2022-04-20,8.729999542236328
2022-04-21,8.649999618530273
2022-04-22,8.1899995803833
2022-04-25,8.329999923706055
2022-04-26,7.940000057220459
2022-04-27,7.769999980926514
2022-04-28,8.079999923706055
2022-04-29,7.789999961853027
2022-05-02,7.989999771118164
2022-05-03,7.869999885559082
2022-05-04,8.390000343322754
2022-05-05,7.880000114440918
2022-05-06,7.409999847412109
2022-05-09,7.0
2022-05-10,6.889999866485596
2022-05-11,6.949999809265137
2022-05-12,7.0
2022-05-13,7.539999961853027
2022-05-16,7.639999866485596
2022-05-17,7.599999904632568
2022-05-18,7.400000095367432
2022-05-19,7.659999847412109
2022-05-20,7.789999961853027
2022-05-23,7.980000019073486
2022-05-24,7.829999923706055
2022-05-25,9.199999809265137
2022-05-26,9.359999656677246
2022-05-27,10.119999885559082
2022-05-31,9.630000114440918
2022-06-01,9.34000015258789
2022-06-02,9.899999618530273
2022-06-03,10.039999961853027
2022-06-06,10.199999809265137
2022-06-07,9.949999809265137
2022-06-08,9.710000038146973
2022-06-09,9.119999885559082
2022-06-10,8.699999809265137
2022-06-13,8.279999732971191
2022-06-14,7.980000019073486
2022-06-15,8.3100004196167
2022-06-16,7.510000228881836
2022-06-17,8.119999885559082
2022-06-21,8.270000457763672
2022-06-22,8.289999961853027
2022-06-23,8.510000228881836
2022-06-24,8.279999732971191
2022-06-27,8.449999809265137
2022-06-28,8.380000114440918
2022-06-29,8.109999656677246
2022-06-30,8.079999923706055
2022-07-01,8.600000381469727
2022-07-05,8.350000381469727
2022-07-06,8.149999618530273
2022-07-07,8.25
2022-07-08,8.239999771118164
2022-07-11,7.570000171661377
2022-07-12,7.289999961853027
2022-07-13,7.210000038146973
2022-07-14,7.28000020980835
2022-07-15,7.460000038146973
2022-07-18,7.28000020980835
2022-07-19,7.619999885559082
2022-07-20,8.029999732971191
2022-07-21,8.109999656677246
2022-07-22,7.800000190734863
2022-07-25,7.670000076293945
2022-07-26,7.309999942779541
2022-07-27,7.440000057220459
2022-07-28,7.840000152587891
2022-07-29,7.940000057220459
2022-08-01,7.920000076293945
2022-08-02,8.220000267028809
2022-08-03,8.789999961853027
2022-08-04,8.930000305175781
2022-08-05,8.710000038146973
2022-08-08,8.819999694824219
2022-08-09,8.779999732971191
2022-08-10,9.15999984741211
2022-08-11,8.899999618530273
2022-08-12,9.6899995803833
2022-08-15,9.619999885559082
2022-08-16,9.619999885559082
2022-08-17,9.65999984741211
2022-08-18,9.819999694824219
2022-08-19,9.619999885559082
2022-08-22,9.630000114440918
2022-08-23,9.960000038146973
2022-08-24,9.9399995803833
2022-08-25,10.069999694824219
2022-08-26,9.880000114440918
2022-08-29,10.0600004196167
2022-08-30,10.020000457763672
2022-08-31,9.899999618530273
2022-09-01,9.6899995803833
2022-09-02,9.6899995803833
2022-09-06,9.800000190734863
2022-09-07,10.199999809265137
2022-09-08,10.329999923706055
2022-09-09,10.899999618530273
2022-09-12,11.550000190734863
2022-09-13,11.6899995803833
2022-09-14,11.779999732971191
2022-09-15,11.3100004196167
2022-09-16,11.449999809265137
2022-09-19,11.140000343322754
2022-09-20,11.100000381469727
2022-09-21,10.800000190734863
2022-09-22,10.489999771118164
2022-09-23,9.640000343322754
2022-09-26,9.539999961853027
2022-09-27,9.670000076293945
2022-09-28,9.819999694824219
2022-09-29,9.170000076293945
2022-09-30,8.890000343322754
2022-10-03,9.09000015258789
2022-10-04,9.489999771118164
2022-10-05,9.25
2022-10-06,9.170000076293945
2022-10-07,8.670000076293945
2022-10-10,8.449999809265137
2022-10-11,8.300000190734863
2022-10-12,7.940000057220459
2022-10-13,8.25
2022-10-14,7.940000057220459
2022-10-17,8.3100004196167
2022-10-18,8.520000457763672
2022-10-19,8.359999656677246
2022-10-20,9.819999694824219
2022-10-21,10.229999542236328
2022-10-24,10.25
2022-10-25,10.949999809265137
2022-10-26,10.59000015258789
2022-10-27,10.680000305175781
2022-10-28,10.899999618530273
2022-10-31,10.600000381469727
2022-11-01,10.489999771118164
2022-11-02,10.09000015258789
2022-11-03,10.010000228881836
2022-11-04,10.350000381469727
2022-11-07,10.8100004196167
2022-11-08,11.039999961853027
2022-11-09,3.440000057220459
2022-11-10,3.490000009536743
2022-11-11,4.46999979019165
2022-11-14,4.880000114440918
2022-11-15,4.760000228881836
2022-11-16,4.440000057220459
2022-11-17,4.079999923706055
2022-11-18,3.9200000762939453
2022-11-21,3.809999942779541
2022-11-22,3.799999952316284
2022-11-23,3.9000000953674316
2022-11-25,3.8399999141693115
2022-11-28,3.7799999713897705
2022-11-29,3.880000114440918
2022-11-30,4.099999904632568
2022-12-01,4.28000020980835
2022-12-02,4.21999979019165
2022-12-05,4.03000020980835
2022-12-06,4.21999979019165
2022-12-07,4.119999885559082
2022-12-08,4.320000171661377
2022-12-09,4.369999885559082
2022-12-12,4.429999828338623
2022-12-13,4.699999809265137
2022-12-14,4.880000114440918
2022-12-15,4.820000171661377
2022-12-16,5.190000057220459
2022-12-19,4.670000076293945
2022-12-20,4.909999847412109
2022-12-21,5.070000171661377
2022-12-22,4.880000114440918
2022-12-23,4.869999885559082
2022-12-27,4.880000114440918
2022-12-28,4.849999904632568
2022-12-29,5.039999961853027
2022-12-30,5.090000152587891
2023-01-03,5.190000057220459
2023-01-04,4.889999866485596
2023-01-05,4.739999771118164
2023-01-06,4.889999866485596
2023-01-09,5.0
2023-01-10,5.230000019073486
2023-01-11,5.110000133514404
2023-01-12,5.210000038146973
2023-01-13,5.119999885559082
2023-01-17,5.150000095367432
2023-01-18,5.010000228881836
2023-01-19,4.880000114440918
2023-01-20,4.869999885559082
2023-01-23,5.039999961853027
2023-01-24,4.980000019073486
2023-01-25,4.989999771118164
2023-01-26,4.940000057220459
2023-01-27,5.0
2023-01-30,4.860000133514404
2023-01-31,4.849999904632568
2023-02-01,5.019999980926514
2023-02-02,5.170000076293945
2023-02-03,4.889999866485596
2023-02-06,4.739999771118164
2023-02-07,4.510000228881836
2023-02-08,4.46999979019165
2023-02-09,4.360000133514404
2023-02-10,4.400000095367432
2023-02-13,4.440000057220459
2023-02-14,4.420000076293945
2023-02-15,4.449999809265137
2023-02-16,4.320000171661377
2023-02-17,4.510000228881836
2023-02-21,4.139999866485596
2023-02-22,4.230000019073486
2023-02-23,4.139999866485596
2023-02-24,4.03000020980835
2023-02-27,3.880000114440918
2023-02-28,3.869999885559082
2023-03-01,3.8499999046325684
2023-03-02,3.9700000286102295
2023-03-03,4.110000133514404
2023-03-06,3.9000000953674316
2023-03-07,3.8299999237060547
2023-03-08,3.859999895095825
2023-03-09,3.5899999141693115
2023-03-10,3.4600000381469727
2023-03-13,3.075000047683716
2023-03-14,3.2300000190734863
2023-03-15,3.200000047683716
2023-03-16,2.134999990463257
2023-03-17,2.4200000762939453
2023-03-20,2.440000057220459
2023-03-21,2.490000009536743
2023-03-22,2.2799999713897705
2023-03-23,2.299999952316284
2023-03-24,2.369999885559082
2023-03-27,2.5
2023-03-28,2.5
2023-03-29,2.549999952316284
2023-03-30,2.4600000381469727
2023-03-31,2.5299999713897705
2023-04-03,2.369999885559082
2023-04-04,2.369999885559082
2023-04-05,2.3299999237060547
2023-04-06,2.4200000762939453
2023-04-10,2.4000000953674316
2023-04-11,2.4000000953674316
2023-04-12,2.390000104904175
2023-04-13,2.549999952316284
2023-04-14,2.5299999713897705
2023-04-17,2.265000104904175
2023-04-18,2.115000009536743
2023-04-19,2.0899999141693115
2023-04-20,2.119999885559082
2023-04-21,2.059999942779541
2023-04-24,1.940000057220459
2023-04-25,1.7400000095367432
2023-04-26,1.690000057220459
2023-04-27,1.690000057220459
2023-04-28,1.7000000476837158
2023-05-01,1.6699999570846558
2023-05-02,1.590000033378601
2023-05-03,1.590000033378601
2023-05-04,1.590000033378601
2023-05-05,1.7400000095367432
2023-05-08,1.7999999523162842
2023-05-09,1.809999942779541
2023-05-10,2.0999999046325684
2023-05-11,2.2200000286102295
2023-05-12,2.2300000190734863
2023-05-15,2.809999942779541
2023-05-16,2.940000057220459
2023-05-17,2.630000114440918
2023-05-18,2.680000066757202
2023-05-19,2.619999885559082
2023-05-22,2.549999952316284
2023-05-23,2.5799999237060547
2023-05-24,2.559999942779541
2023-05-25,2.609999895095825
2023-05-26,3.319999933242798
2023-05-30,3.259999990463257
2023-05-31,3.2100000381469727
2023-06-01,2.9000000953674316
2023-06-02,2.7200000286102295
2023-06-05,2.5799999237060547
2023-06-06,2.759999990463257
2023-06-07,2.690000057220459
2023-06-08,2.5899999141693115
2023-06-09,2.5899999141693115
2023-06-12,2.4200000762939453
2023-06-13,2.509999990463257
2023-06-14,2.4200000762939453
2023-06-15,2.559999942779541
2023-06-16,2.700000047683716
2023-06-20,2.434999942779541
2023-06-21,2.2799999713897705
2023-06-22,2.440000057220459
2023-06-23,2.4600000381469727
2023-06-26,2.430000066757202
2023-06-27,2.5399999618530273
2023-06-28,2.559999942779541
2023-06-29,2.5999999046325684
2023-06-30,2.559999942779541
2023-07-03,2.740000009536743
2023-07-05,2.5799999237060547
2023-07-06,2.569999933242798
2023-07-07,2.6700000762939453
2023-07-10,2.5899999141693115
2023-07-11,2.690000057220459
2023-07-12,2.700000047683716
2023-07-13,2.640000104904175
2023-07-14,2.5899999141693115
2023-07-17,2.490000009536743
2023-07-18,2.450000047683716
2023-07-19,2.4200000762939453
2023-07-20,2.2699999809265137
2023-07-21,2.2899999618530273
2023-07-24,2.359999895095825
2023-07-25,2.4000000953674316
2023-07-26,2.4800000190734863
2023-07-27,2.4200000762939453
2023-07-28,2.450000047683716
2023-07-31,2.509999990463257
2023-08-01,2.569999933242798
2023-08-02,2.5299999713897705
2023-08-03,2.4200000762939453
2023-08-04,2.299999952316284
2023-08-07,2.2799999713897705
2023-08-08,2.299999952316284
2023-08-09,2.569999933242798
2023-08-10,2.5799999237060547
2023-08-11,2.3299999237060547
2023-08-14,2.2200000286102295
2023-08-15,2.140000104904175
2023-08-16,2.119999885559082
2023-08-17,2.0299999713897705
2023-08-18,2.0799999237060547
2023-08-21,2.009999990463257
2023-08-22,2.0999999046325684
2023-08-23,2.190000057220459
2023-08-24,2.109999895095825
2023-08-25,2.0399999618530273
2023-08-28,1.9500000476837158
2023-08-29,2.0799999237060547
2023-08-30,2.2100000381469727
2023-08-31,2.609999895095825
2023-09-01,2.5399999618530273
2023-09-05,2.299999952316284
2023-09-06,2.259999990463257
2023-09-07,2.190000057220459
2023-09-08,2.130000114440918
2023-09-11,2.109999895095825
2023-09-12,2.0899999141693115
2023-09-13,2.0799999237060547
2023-09-14,2.069999933242798
2023-09-15,2.0299999713897705
2023-09-18,2.009999990463257
2023-09-19,2.0799999237060547
2023-09-20,1.9900000095367432
2023-09-21,1.9800000190734863
2023-09-22,1.9299999475479126
