Date,PEV
2022-06-08,4.059999942779541
2022-06-09,3.359999895095825
2022-06-10,3.2200000286102295
2022-06-13,3.109999895095825
2022-06-14,3.0299999713897705
2022-06-15,3.069999933242798
2022-06-16,3.1600000858306885
2022-06-17,3.3499999046325684
2022-06-21,3.4200000762939453
2022-06-22,5.829999923706055
2022-06-23,6.639999866485596
2022-06-24,6.139999866485596
2022-06-27,6.690000057220459
2022-06-28,5.0
2022-06-29,4.659999847412109
2022-06-30,4.739999771118164
2022-07-01,4.650000095367432
2022-07-05,3.609999895095825
2022-07-06,3.700000047683716
2022-07-07,3.2899999618530273
2022-07-08,3.5199999809265137
2022-07-11,3.119999885559082
2022-07-12,3.0999999046325684
2022-07-13,3.0299999713897705
2022-07-14,3.0299999713897705
2022-07-15,2.7699999809265137
2022-07-18,2.890000104904175
2022-07-19,3.140000104904175
2022-07-20,2.869999885559082
2022-07-21,2.869999885559082
2022-07-22,2.7799999713897705
2022-07-25,2.75
2022-07-26,2.6500000953674316
2022-07-27,2.700000047683716
2022-07-28,2.880000114440918
2022-07-29,2.7799999713897705
2022-08-01,2.740000009536743
2022-08-02,2.8420000076293945
2022-08-03,3.240000009536743
2022-08-04,3.430000066757202
2022-08-05,3.609999895095825
2022-08-08,3.809999942779541
2022-08-09,3.740000009536743
2022-08-10,3.693000078201294
2022-08-11,3.950000047683716
2022-08-12,3.7300000190734863
2022-08-15,3.5999999046325684
2022-08-16,3.619999885559082
2022-08-17,3.5299999713897705
2022-08-18,3.430000066757202
2022-08-19,3.369999885559082
2022-08-22,3.130000114440918
2022-08-23,3.119999885559082
2022-08-24,3.2300000190734863
2022-08-25,3.2300000190734863
2022-08-26,2.5999999046325684
2022-08-29,2.680000066757202
2022-08-30,2.549999952316284
2022-08-31,2.6500000953674316
2022-09-01,2.5999999046325684
2022-09-02,2.450000047683716
2022-09-06,2.359999895095825
2022-09-07,2.369999885559082
2022-09-08,2.140000104904175
2022-09-09,2.1700000762939453
2022-09-12,2.2200000286102295
2022-09-13,2.059999942779541
2022-09-14,2.0799999237060547
2022-09-15,2.180000066757202
2022-09-16,1.899999976158142
2022-09-19,1.940000057220459
2022-09-20,1.9800000190734863
2022-09-21,1.809999942779541
2022-09-22,1.6699999570846558
2022-09-23,1.6299999952316284
2022-09-26,1.590000033378601
2022-09-27,1.690000057220459
2022-09-28,1.6399999856948853
2022-09-29,1.5299999713897705
2022-09-30,1.5700000524520874
2022-10-03,1.5399999618530273
2022-10-04,1.6100000143051147
2022-10-05,1.8600000143051147
2022-10-06,2.140000104904175
2022-10-07,2.0199999809265137
2022-10-10,2.369999885559082
2022-10-11,2.2899999618530273
2022-10-12,2.259999990463257
2022-10-13,2.2699999809265137
2022-10-14,2.259999990463257
2022-10-17,2.1700000762939453
2022-10-18,2.259999990463257
2022-10-19,2.25
2022-10-20,2.319999933242798
2022-10-21,2.240000009536743
2022-10-24,2.2200000286102295
2022-10-25,2.309999942779541
2022-10-26,2.380000114440918
2022-10-27,2.190000057220459
2022-10-28,2.1500000953674316
2022-10-31,2.0799999237060547
2022-11-01,2.069999933242798
2022-11-02,1.8899999856948853
2022-11-03,1.850000023841858
2022-11-04,1.8899999856948853
2022-11-07,1.8899999856948853
2022-11-08,1.8700000047683716
2022-11-09,1.850000023841858
2022-11-10,1.6299999952316284
2022-11-11,1.6200000047683716
2022-11-14,1.5700000524520874
2022-11-15,1.5820000171661377
2022-11-16,1.6100000143051147
2022-11-17,1.625
2022-11-18,1.559999942779541
2022-11-21,1.6200000047683716
2022-11-22,1.559999942779541
2022-11-23,1.5700000524520874
2022-11-25,1.5299999713897705
2022-11-28,1.690000057220459
2022-11-29,1.690000057220459
2022-11-30,1.6349999904632568
2022-12-01,1.6640000343322754
2022-12-02,1.7050000429153442
2022-12-05,1.6979999542236328
2022-12-06,1.649999976158142
2022-12-07,1.6799999475479126
2022-12-08,1.659999966621399
2022-12-09,1.6349999904632568
2022-12-12,1.6399999856948853
2022-12-13,1.6100000143051147
2022-12-14,1.5
2022-12-15,1.5099999904632568
2022-12-16,1.4500000476837158
2022-12-19,1.440000057220459
2022-12-20,1.399999976158142
2022-12-21,1.3799999952316284
2022-12-22,1.2799999713897705
2022-12-23,1.149999976158142
2022-12-27,1.0299999713897705
2022-12-28,1.0499999523162842
2022-12-29,1.0499999523162842
2022-12-30,1.059999942779541
2023-01-03,1.0850000381469727
2023-01-04,1.0700000524520874
2023-01-05,1.1150000095367432
2023-01-06,1.1100000143051147
2023-01-09,1.1299999952316284
2023-01-10,1.100000023841858
2023-01-11,1.25
2023-01-12,1.4299999475479126
2023-01-13,1.350000023841858
2023-01-17,1.2100000381469727
2023-01-18,1.2050000429153442
2023-01-19,1.1200000047683716
2023-01-20,1.13100004196167
2023-01-23,1.1349999904632568
2023-01-24,1.0499999523162842
2023-01-25,1.100000023841858
2023-01-26,1.1009999513626099
2023-01-27,1.4500000476837158
2023-01-30,1.6100000143051147
2023-01-31,1.559999942779541
2023-02-01,1.350000023841858
2023-02-02,1.2100000381469727
2023-02-03,1.1799999475479126
2023-02-06,1.1399999856948853
2023-02-07,1.1629999876022339
2023-02-08,1.2200000286102295
2023-02-09,1.2100000381469727
2023-02-10,1.100000023841858
2023-02-13,1.1100000143051147
2023-02-14,1.2200000286102295
2023-02-15,1.25
2023-02-16,1.1399999856948853
2023-02-17,1.1699999570846558
2023-02-21,1.1299999952316284
2023-02-22,1.149999976158142
2023-02-23,1.2000000476837158
2023-02-24,1.1399999856948853
2023-02-27,1.059999942779541
2023-02-28,1.059999942779541
2023-03-01,0.9580000042915344
2023-03-02,1.0379999876022339
2023-03-03,1.0
2023-03-06,0.9990000128746033
2023-03-07,1.0
2023-03-08,0.9869999885559082
2023-03-09,0.9700000286102295
2023-03-10,0.9129999876022339
2023-03-13,0.8600000143051147
2023-03-14,0.8299999833106995
2023-03-15,0.8190000057220459
2023-03-16,0.8450000286102295
2023-03-17,0.7599999904632568
2023-03-20,0.7839999794960022
2023-03-21,0.7799999713897705
2023-03-22,0.7620000243186951
2023-03-23,0.7799999713897705
2023-03-24,0.7699999809265137
2023-03-27,0.7360000014305115
2023-03-28,0.7200000286102295
2023-03-29,0.6800000071525574
2023-03-30,0.5920000076293945
2023-03-31,0.6000000238418579
2023-04-03,0.6019999980926514
2023-04-04,0.6019999980926514
2023-04-05,0.6019999980926514
2023-04-06,0.6200000047683716
2023-04-10,0.6399999856948853
2023-04-11,0.6399999856948853
2023-04-12,0.6399999856948853
2023-04-13,0.6800000071525574
2023-04-14,0.7400000095367432
2023-04-17,0.7400000095367432
2023-04-18,0.7599999904632568
2023-04-19,0.699999988079071
2023-04-20,0.9399999976158142
2023-04-21,0.7099999785423279
2023-04-24,0.7900000214576721
2023-04-25,0.6700000166893005
2023-04-26,0.7350000143051147
2023-04-27,0.7139999866485596
2023-04-28,0.7229999899864197
2023-05-01,0.800000011920929
2023-05-02,0.8500000238418579
2023-05-03,0.8999999761581421
2023-05-04,0.8999999761581421
2023-05-05,0.8899999856948853
2023-05-08,0.8700000047683716
2023-05-09,0.8500000238418579
2023-05-10,0.8299999833106995
2023-05-11,0.7850000262260437
2023-05-12,0.8069999814033508
2023-05-15,0.8360000252723694
2023-05-16,0.800000011920929
2023-05-17,0.7870000004768372
2023-05-18,0.800000011920929
2023-05-19,0.8240000009536743
2023-05-22,0.7770000100135803
2023-05-23,0.7200000286102295
2023-05-24,0.7400000095367432
2023-05-25,0.7789999842643738
2023-05-26,0.7260000109672546
2023-05-30,0.8600000143051147
2023-05-31,0.824999988079071
2023-06-01,0.8899999856948853
2023-06-02,0.8100000023841858
2023-06-05,0.9100000262260437
2023-06-06,0.7310000061988831
2023-06-07,0.800000011920929
2023-06-08,0.7799999713897705
2023-06-09,0.7450000047683716
2023-06-12,0.7269999980926514
2023-06-13,0.8299999833106995
2023-06-14,0.765999972820282
2023-06-15,0.746999979019165
2023-06-16,0.7400000095367432
2023-06-20,0.7310000061988831
2023-06-21,0.800000011920929
2023-06-22,0.7900000214576721
2023-06-23,0.7799999713897705
2023-06-26,0.8100000023841858
2023-06-27,0.7269999980926514
2023-06-28,0.6800000071525574
2023-06-29,0.699999988079071
2023-06-30,0.7379999756813049
2023-07-03,0.7009999752044678
2023-07-05,0.7099999785423279
2023-07-06,0.699999988079071
2023-07-07,0.7699999809265137
2023-07-10,0.7490000128746033
2023-07-11,0.7350000143051147
2023-07-12,0.7599999904632568
2023-07-13,0.75
2023-07-14,0.7210000157356262
2023-07-17,0.7160000205039978
2023-07-18,0.7490000128746033
2023-07-19,0.7099999785423279
2023-07-20,0.7059999704360962
2023-07-21,0.6819999814033508
2023-07-24,0.6800000071525574
2023-07-25,0.6800000071525574
2023-07-26,0.699999988079071
2023-07-27,0.6800000071525574
2023-07-28,0.6890000104904175
2023-07-31,0.6710000038146973
2023-08-01,0.6700000166893005
2023-08-02,0.6930000185966492
2023-08-03,0.6809999942779541
2023-08-04,0.6790000200271606
2023-08-07,0.6489999890327454
2023-08-08,0.6499999761581421
2023-08-09,0.6110000014305115
2023-08-10,0.6399999856948853
2023-08-11,0.6359999775886536
2023-08-14,0.6100000143051147
2023-08-15,0.6299999952316284
2023-08-16,0.6000000238418579
2023-08-17,0.6010000109672546
2023-08-18,0.6000000238418579
2023-08-21,0.6000000238418579
2023-08-22,0.5809999704360962
2023-08-23,0.5899999737739563
2023-08-24,0.5699999928474426
2023-08-25,0.5899999737739563
2023-08-28,0.5899999737739563
2023-08-29,0.6200000047683716
2023-08-30,0.597000002861023
2023-08-31,0.5910000205039978
2023-09-01,0.5630000233650208
2023-09-05,0.5699999928474426
2023-09-06,0.5630000233650208
2023-09-07,0.5799999833106995
2023-09-08,0.5899999737739563
2023-09-11,0.5569999814033508
2023-09-12,0.5569999814033508
2023-09-13,0.5569999814033508
2023-09-14,0.5849999785423279
2023-09-15,0.6399999856948853
2023-09-18,0.6290000081062317
2023-09-19,0.6140000224113464
2023-09-20,0.593999981880188
2023-09-21,0.6000000238418579
2023-09-22,0.6000000238418579
2023-09-25,0.5759999752044678
2023-09-26,0.574999988079071
2023-09-27,0.6919999718666077
2023-09-28,0.9300000071525574
2023-09-29,1.090000033378601
2023-10-02,1.090000033378601
2023-10-03,1.0800000429153442
2023-10-04,1.0800000429153442
2023-10-05,1.159999966621399
2023-10-06,1.0199999809265137
2023-10-09,1.5800000429153442
2023-10-10,1.4500000476837158
2023-10-11,1.4900000095367432
2023-10-12,1.399999976158142
2023-10-13,1.4600000381469727
2023-10-16,1.4600000381469727
2023-10-17,1.4299999475479126
2023-10-18,1.5800000429153442
2023-10-19,1.4700000286102295
2023-10-20,1.3300000429153442
2023-10-23,1.2699999809265137
2023-10-24,1.159999966621399
2023-10-25,0.8640000224113464
2023-10-26,0.800000011920929
2023-10-27,0.7400000095367432
2023-10-30,0.75
2023-10-31,0.7799999713897705
2023-11-01,0.75
2023-11-02,0.7440000176429749
2023-11-03,1.0
2023-11-06,0.9100000262260437
2023-11-07,0.9700000286102295
2023-11-08,0.9860000014305115
2023-11-09,0.9860000014305115
2023-11-10,0.9950000047683716
2023-11-13,0.9900000095367432
2023-11-14,0.9039999842643738
2023-11-15,0.9200000166893005
2023-11-16,1.0099999904632568
2023-11-17,1.0499999523162842
2023-11-20,1.149999976158142
2023-11-21,1.2799999713897705
2023-11-22,1.1820000410079956
2023-11-24,1.3200000524520874
2023-11-27,1.2899999618530273
2023-11-28,1.3799999952316284
2023-11-29,1.2899999618530273
2023-11-30,1.350000023841858
2023-12-01,1.1399999856948853
2023-12-04,1.3300000429153442
2023-12-05,1.3700000047683716
2023-12-06,1.3799999952316284
2023-12-07,1.3700000047683716
2023-12-08,1.3700000047683716
2023-12-11,1.371000051498413
2023-12-12,1.3600000143051147
2023-12-13,1.3799999952316284
2023-12-14,1.3600000143051147
2023-12-15,1.2899999618530273
2023-12-18,1.2400000095367432
2023-12-19,1.2400000095367432
2023-12-20,1.190000057220459
2023-12-21,1.1200000047683716
2023-12-22,1.1050000190734863
2023-12-26,1.100000023841858
2023-12-27,1.1100000143051147
