Date,SSP
2022-02-28,22.260000228881836
2022-03-01,22.229999542236328
2022-03-02,23.5
2022-03-03,22.739999771118164
2022-03-04,21.899999618530273
2022-03-07,21.8700008392334
2022-03-08,22.219999313354492
2022-03-09,21.65999984741211
2022-03-10,20.93000030517578
2022-03-11,21.139999389648438
2022-03-14,20.280000686645508
2022-03-15,20.3799991607666
2022-03-16,21.149999618530273
2022-03-17,21.450000762939453
2022-03-18,21.610000610351562
2022-03-21,21.299999237060547
2022-03-22,21.3799991607666
2022-03-23,20.709999084472656
2022-03-24,21.280000686645508
2022-03-25,21.6200008392334
2022-03-28,21.170000076293945
2022-03-29,21.06999969482422
2022-03-30,20.8799991607666
2022-03-31,20.790000915527344
2022-04-01,21.020000457763672
2022-04-04,21.420000076293945
2022-04-05,21.020000457763672
2022-04-06,20.579999923706055
2022-04-07,19.15999984741211
2022-04-08,19.020000457763672
2022-04-11,18.530000686645508
2022-04-12,18.520000457763672
2022-04-13,18.530000686645508
2022-04-14,18.040000915527344
2022-04-18,18.149999618530273
2022-04-19,18.3799991607666
2022-04-20,18.5
2022-04-21,18.059999465942383
2022-04-22,17.68000030517578
2022-04-25,17.450000762939453
2022-04-26,17.010000228881836
2022-04-27,16.729999542236328
2022-04-28,16.690000534057617
2022-04-29,16.459999084472656
2022-05-02,16.75
2022-05-03,16.950000762939453
2022-05-04,17.790000915527344
2022-05-05,17.25
2022-05-06,16.389999389648438
2022-05-09,14.710000038146973
2022-05-10,14.699999809265137
2022-05-11,14.630000114440918
2022-05-12,14.880000114440918
2022-05-13,15.079999923706055
2022-05-16,15.09000015258789
2022-05-17,15.9399995803833
2022-05-18,15.880000114440918
2022-05-19,15.880000114440918
2022-05-20,15.920000076293945
2022-05-23,15.800000190734863
2022-05-24,14.899999618530273
2022-05-25,15.25
2022-05-26,15.4399995803833
2022-05-27,15.710000038146973
2022-05-31,15.869999885559082
2022-06-01,15.510000228881836
2022-06-02,15.630000114440918
2022-06-03,15.460000038146973
2022-06-06,15.520000457763672
2022-06-07,15.4399995803833
2022-06-08,15.229999542236328
2022-06-09,15.09000015258789
2022-06-10,14.369999885559082
2022-06-13,13.140000343322754
2022-06-14,13.329999923706055
2022-06-15,13.5600004196167
2022-06-16,12.670000076293945
2022-06-17,12.5
2022-06-21,12.770000457763672
2022-06-22,12.609999656677246
2022-06-23,12.680000305175781
2022-06-24,12.989999771118164
2022-06-27,12.890000343322754
2022-06-28,12.789999961853027
2022-06-29,12.65999984741211
2022-06-30,12.470000267028809
2022-07-01,12.789999961853027
2022-07-05,12.710000038146973
2022-07-06,12.390000343322754
2022-07-07,12.979999542236328
2022-07-08,12.819999694824219
2022-07-11,12.390000343322754
2022-07-12,12.619999885559082
2022-07-13,12.600000381469727
2022-07-14,12.350000381469727
2022-07-15,12.949999809265137
2022-07-18,13.270000457763672
2022-07-19,13.670000076293945
2022-07-20,14.329999923706055
2022-07-21,14.479999542236328
2022-07-22,14.350000381469727
2022-07-25,14.609999656677246
2022-07-26,14.350000381469727
2022-07-27,14.630000114440918
2022-07-28,14.899999618530273
2022-07-29,14.260000228881836
2022-08-01,14.489999771118164
2022-08-02,14.010000228881836
2022-08-03,14.600000381469727
2022-08-04,14.399999618530273
2022-08-05,14.430000305175781
2022-08-08,14.779999732971191
2022-08-09,14.729999542236328
2022-08-10,15.119999885559082
2022-08-11,15.65999984741211
2022-08-12,15.930000305175781
2022-08-15,16.010000228881836
2022-08-16,16.3700008392334
2022-08-17,16.010000228881836
2022-08-18,16.299999237060547
2022-08-19,16.030000686645508
2022-08-22,15.529999732971191
2022-08-23,15.069999694824219
2022-08-24,15.149999618530273
2022-08-25,15.510000228881836
2022-08-26,15.300000190734863
2022-08-29,15.239999771118164
2022-08-30,14.850000381469727
2022-08-31,14.949999809265137
2022-09-01,14.819999694824219
2022-09-02,14.630000114440918
2022-09-06,13.890000343322754
2022-09-07,13.850000381469727
2022-09-08,13.880000114440918
2022-09-09,14.609999656677246
2022-09-12,15.180000305175781
2022-09-13,14.710000038146973
2022-09-14,14.329999923706055
2022-09-15,14.510000228881836
2022-09-16,14.170000076293945
2022-09-19,14.5
2022-09-20,14.4399995803833
2022-09-21,14.010000228881836
2022-09-22,13.1899995803833
2022-09-23,12.5600004196167
2022-09-26,12.359999656677246
2022-09-27,11.989999771118164
2022-09-28,12.130000114440918
2022-09-29,11.460000038146973
2022-09-30,11.270000457763672
2022-10-03,11.90999984741211
2022-10-04,12.609999656677246
2022-10-05,12.619999885559082
2022-10-06,12.380000114440918
2022-10-07,12.039999961853027
2022-10-10,12.479999542236328
2022-10-11,12.270000457763672
2022-10-12,12.220000267028809
2022-10-13,13.0
2022-10-14,13.109999656677246
2022-10-17,13.84000015258789
2022-10-18,14.40999984741211
2022-10-19,14.460000038146973
2022-10-20,14.600000381469727
2022-10-21,14.949999809265137
2022-10-24,14.800000190734863
2022-10-25,14.880000114440918
2022-10-26,14.609999656677246
2022-10-27,14.100000381469727
2022-10-28,14.619999885559082
2022-10-31,14.1899995803833
2022-11-01,14.949999809265137
2022-11-02,14.229999542236328
2022-11-03,13.850000381469727
2022-11-04,13.399999618530273
2022-11-07,13.529999732971191
2022-11-08,11.5600004196167
2022-11-09,10.390000343322754
2022-11-10,12.789999961853027
2022-11-11,13.470000267028809
2022-11-14,14.34000015258789
2022-11-15,14.880000114440918
2022-11-16,14.520000457763672
2022-11-17,14.470000267028809
2022-11-18,13.960000038146973
2022-11-21,14.1899995803833
2022-11-22,14.430000305175781
2022-11-23,14.5
2022-11-25,14.489999771118164
2022-11-28,14.5600004196167
2022-11-29,14.5600004196167
2022-11-30,14.979999542236328
2022-12-01,15.0600004196167
2022-12-02,15.199999809265137
2022-12-05,15.300000190734863
2022-12-06,15.050000190734863
2022-12-07,13.90999984741211
2022-12-08,13.970000267028809
2022-12-09,14.130000114440918
2022-12-12,14.550000190734863
2022-12-13,14.539999961853027
2022-12-14,14.6899995803833
2022-12-15,13.5
2022-12-16,13.15999984741211
2022-12-19,12.8100004196167
2022-12-20,13.119999885559082
2022-12-21,13.229999542236328
2022-12-22,13.329999923706055
2022-12-23,13.369999885559082
2022-12-27,13.289999961853027
2022-12-28,12.680000305175781
2022-12-29,13.229999542236328
2022-12-30,13.1899995803833
2023-01-03,13.260000228881836
2023-01-04,13.770000457763672
2023-01-05,13.449999809265137
2023-01-06,13.5
2023-01-09,13.329999923706055
2023-01-10,13.329999923706055
2023-01-11,13.479999542236328
2023-01-12,13.90999984741211
2023-01-13,13.90999984741211
2023-01-17,13.960000038146973
2023-01-18,13.569999694824219
2023-01-19,13.34000015258789
2023-01-20,13.770000457763672
2023-01-23,13.920000076293945
2023-01-24,13.920000076293945
2023-01-25,14.170000076293945
2023-01-26,14.390000343322754
2023-01-27,14.479999542236328
2023-01-30,14.4399995803833
2023-01-31,14.949999809265137
2023-02-01,15.140000343322754
2023-02-02,15.739999771118164
2023-02-03,15.59000015258789
2023-02-06,14.84000015258789
2023-02-07,15.119999885559082
2023-02-08,15.09000015258789
2023-02-09,14.729999542236328
2023-02-10,14.369999885559082
2023-02-13,14.6899995803833
2023-02-14,14.430000305175781
2023-02-15,15.1899995803833
2023-02-16,14.640000343322754
2023-02-17,14.75
2023-02-21,14.140000343322754
2023-02-22,14.449999809265137
2023-02-23,14.539999961853027
2023-02-24,12.579999923706055
2023-02-27,12.949999809265137
2023-02-28,12.619999885559082
2023-03-01,12.229999542236328
2023-03-02,11.760000228881836
2023-03-03,11.6899995803833
2023-03-06,10.920000076293945
2023-03-07,10.979999542236328
2023-03-08,11.069999694824219
2023-03-09,10.729999542236328
2023-03-10,10.640000343322754
2023-03-13,9.859999656677246
2023-03-14,9.6899995803833
2023-03-15,9.529999732971191
2023-03-16,9.359999656677246
2023-03-17,8.75
2023-03-20,9.010000228881836
2023-03-21,9.350000381469727
2023-03-22,8.960000038146973
2023-03-23,8.899999618530273
2023-03-24,8.819999694824219
2023-03-27,9.15999984741211
2023-03-28,8.960000038146973
2023-03-29,9.149999618530273
2023-03-30,9.180000305175781
2023-03-31,9.40999984741211
2023-04-03,9.199999809265137
2023-04-04,8.859999656677246
2023-04-05,8.729999542236328
2023-04-06,8.800000190734863
2023-04-10,9.0
2023-04-11,9.420000076293945
2023-04-12,9.050000190734863
2023-04-13,9.260000228881836
2023-04-14,9.149999618530273
2023-04-17,9.319999694824219
2023-04-18,9.079999923706055
2023-04-19,9.260000228881836
2023-04-20,9.029999732971191
2023-04-21,8.8100004196167
2023-04-24,9.09000015258789
2023-04-25,8.649999618530273
2023-04-26,8.399999618530273
2023-04-27,8.609999656677246
2023-04-28,8.430000305175781
2023-05-01,8.470000267028809
2023-05-02,8.079999923706055
2023-05-03,7.960000038146973
2023-05-04,7.400000095367432
2023-05-05,7.989999771118164
2023-05-08,7.920000076293945
2023-05-09,7.760000228881836
2023-05-10,7.630000114440918
2023-05-11,7.570000171661377
2023-05-12,7.519999980926514
2023-05-15,7.789999961853027
2023-05-16,7.650000095367432
2023-05-17,7.949999809265137
2023-05-18,8.100000381469727
2023-05-19,8.1899995803833
2023-05-22,8.449999809265137
2023-05-23,8.489999771118164
2023-05-24,8.260000228881836
