Date,EDBL
2022-09-28,410.3999938964844
2022-09-29,394.79998779296875
2022-09-30,378.0
2022-10-03,372.0
2022-10-04,400.20001220703125
2022-10-05,415.79998779296875
2022-10-06,468.0
2022-10-07,443.3999938964844
2022-10-10,372.0
2022-10-11,390.0
2022-10-12,396.0
2022-10-13,393.0
2022-10-14,380.3999938964844
2022-10-17,357.6000061035156
2022-10-18,348.6000061035156
2022-10-19,357.6000061035156
2022-10-20,330.0
2022-10-21,306.6000061035156
2022-10-24,342.6000061035156
2022-10-25,395.3999938964844
2022-10-26,396.0
2022-10-27,414.0
2022-10-28,427.79998779296875
2022-10-31,342.0
2022-11-01,332.3999938964844
2022-11-02,336.0
2022-11-03,312.0
2022-11-04,296.3999938964844
2022-11-07,295.79998779296875
2022-11-08,285.6000061035156
2022-11-09,240.0
2022-11-10,256.20001220703125
2022-11-11,240.0
2022-11-14,213.60000610351562
2022-11-15,222.0
2022-11-16,211.8000030517578
2022-11-17,209.39999389648438
2022-11-18,187.1999969482422
2022-11-21,192.0
2022-11-22,192.60000610351562
2022-11-23,184.1999969482422
2022-11-25,183.60000610351562
2022-11-28,185.39999389648438
2022-11-29,186.0
2022-11-30,220.8000030517578
2022-12-01,203.39999389648438
2022-12-02,186.60000610351562
2022-12-05,189.0
2022-12-06,188.39999389648438
2022-12-07,174.0
2022-12-08,174.0
2022-12-09,161.39999389648438
2022-12-12,257.3999938964844
2022-12-13,225.0
2022-12-14,202.8000030517578
2022-12-15,159.0
2022-12-16,135.60000610351562
2022-12-19,135.0
2022-12-20,123.5999984741211
2022-12-21,127.19999694824219
2022-12-22,138.0
2022-12-23,136.1999969482422
2022-12-27,150.0
2022-12-28,136.8000030517578
2022-12-29,138.0
2022-12-30,126.0
2023-01-03,144.0
2023-01-04,147.60000610351562
2023-01-05,139.1999969482422
2023-01-06,139.1999969482422
2023-01-09,141.0
2023-01-10,150.0
2023-01-11,148.1999969482422
2023-01-12,154.1999969482422
2023-01-13,154.8000030517578
2023-01-17,152.39999389648438
2023-01-18,151.1999969482422
2023-01-19,186.0
2023-01-20,210.0
2023-01-23,213.0
2023-01-24,219.0
2023-01-25,210.0
2023-01-26,184.0
2023-01-27,159.8000030517578
2023-01-30,160.8000030517578
2023-01-31,216.0
2023-02-01,234.0
2023-02-02,167.0
2023-02-03,95.0
2023-02-06,95.5999984741211
2023-02-07,96.0
2023-02-08,85.5999984741211
2023-02-09,84.5999984741211
2023-02-10,89.4000015258789
2023-02-13,82.4000015258789
2023-02-14,76.80000305175781
2023-02-15,81.19999694824219
2023-02-16,79.0
2023-02-17,73.4000015258789
2023-02-21,65.19999694824219
2023-02-22,59.0
2023-02-23,70.19999694824219
2023-02-24,63.400001525878906
2023-02-27,64.0
2023-02-28,67.80000305175781
2023-03-01,55.0
2023-03-02,54.0
2023-03-03,53.79999923706055
2023-03-06,56.20000076293945
2023-03-07,60.400001525878906
2023-03-08,70.0
2023-03-09,61.599998474121094
2023-03-10,64.19999694824219
2023-03-13,65.4000015258789
2023-03-14,65.19999694824219
2023-03-15,67.5999984741211
2023-03-16,67.19999694824219
2023-03-17,64.5999984741211
2023-03-20,73.80000305175781
2023-03-21,81.80000305175781
2023-03-22,55.79999923706055
2023-03-23,46.20000076293945
2023-03-24,44.20000076293945
2023-03-27,46.400001525878906
2023-03-28,45.20000076293945
2023-03-29,44.0
2023-03-30,44.400001525878906
2023-03-31,46.0
2023-04-03,45.400001525878906
2023-04-04,43.0
2023-04-05,39.599998474121094
2023-04-06,40.20000076293945
2023-04-10,38.20000076293945
2023-04-11,36.20000076293945
2023-04-12,37.400001525878906
2023-04-13,34.20000076293945
2023-04-14,32.20000076293945
2023-04-17,34.599998474121094
2023-04-18,37.20000076293945
2023-04-19,42.0
2023-04-20,38.400001525878906
2023-04-21,37.20000076293945
2023-04-24,37.79999923706055
2023-04-25,36.79999923706055
2023-04-26,35.599998474121094
2023-04-27,34.20000076293945
2023-04-28,35.599998474121094
2023-05-01,34.79999923706055
2023-05-02,36.0
2023-05-03,33.0
2023-05-04,35.79999923706055
2023-05-05,35.400001525878906
2023-05-08,36.0
2023-05-09,37.20000076293945
2023-05-10,33.599998474121094
2023-05-11,36.400001525878906
2023-05-12,33.79999923706055
2023-05-15,33.400001525878906
2023-05-16,32.79999923706055
2023-05-17,34.0
2023-05-18,33.0
2023-05-19,32.79999923706055
2023-05-22,33.20000076293945
2023-05-23,32.20000076293945
2023-05-24,31.399999618530273
2023-05-25,29.399999618530273
2023-05-26,29.399999618530273
2023-05-30,30.399999618530273
2023-05-31,30.420000076293945
2023-06-01,31.0
2023-06-02,30.600000381469727
2023-06-05,31.200000762939453
2023-06-06,31.0
2023-06-07,30.799999237060547
2023-06-08,30.799999237060547
2023-06-09,29.799999237060547
2023-06-12,30.200000762939453
2023-06-13,30.0
2023-06-14,29.799999237060547
2023-06-15,29.0
2023-06-16,27.600000381469727
2023-06-20,26.399999618530273
2023-06-21,25.600000381469727
2023-06-22,26.799999237060547
2023-06-23,27.0
2023-06-26,27.0
2023-06-27,25.799999237060547
2023-06-28,25.600000381469727
2023-06-29,25.0
2023-06-30,25.399999618530273
2023-07-03,24.799999237060547
2023-07-05,25.0
2023-07-06,24.200000762939453
2023-07-07,25.200000762939453
2023-07-10,24.600000381469727
2023-07-11,25.0
2023-07-12,25.399999618530273
2023-07-13,25.799999237060547
2023-07-14,25.360000610351562
2023-07-17,24.6200008392334
2023-07-18,24.600000381469727
2023-07-19,25.81999969482422
2023-07-20,24.600000381469727
2023-07-21,25.399999618530273
2023-07-24,26.600000381469727
2023-07-25,25.739999771118164
2023-07-26,26.059999465942383
2023-07-27,24.600000381469727
2023-07-28,24.899999618530273
2023-07-31,25.760000228881836
2023-08-01,25.0
2023-08-02,24.399999618530273
2023-08-03,25.399999618530273
2023-08-04,24.0
2023-08-07,23.799999237060547
2023-08-08,23.799999237060547
2023-08-09,24.100000381469727
2023-08-10,30.799999237060547
2023-08-11,28.399999618530273
2023-08-14,25.799999237060547
2023-08-15,29.600000381469727
2023-08-16,26.799999237060547
2023-08-17,25.700000762939453
2023-08-18,25.200000762939453
2023-08-21,25.200000762939453
2023-08-22,30.399999618530273
2023-08-23,27.399999618530273
2023-08-24,25.799999237060547
2023-08-25,23.600000381469727
2023-08-28,24.600000381469727
2023-08-29,26.200000762939453
2023-08-30,27.799999237060547
2023-08-31,25.799999237060547
2023-09-01,39.79999923706055
2023-09-05,32.400001525878906
2023-09-06,26.0
2023-09-07,17.799999237060547
2023-09-08,17.399999618530273
2023-09-11,16.799999237060547
2023-09-12,16.399999618530273
2023-09-13,16.100000381469727
2023-09-14,15.479999542236328
2023-09-15,16.479999542236328
2023-09-18,16.700000762939453
2023-09-19,16.139999389648438
2023-09-20,16.600000381469727
2023-09-21,15.539999961853027
2023-09-22,15.34000015258789
2023-09-25,15.84000015258789
2023-09-26,16.0
2023-09-27,17.600000381469727
2023-09-28,16.020000457763672
2023-09-29,14.880000114440918
2023-10-02,14.180000305175781
2023-10-03,13.199999809265137
2023-10-04,12.779999732971191
2023-10-05,12.600000381469727
2023-10-06,12.539999961853027
2023-10-09,11.319999694824219
2023-10-10,11.5
2023-10-11,11.420000076293945
2023-10-12,11.199999809265137
2023-10-13,11.84000015258789
2023-10-16,12.800000190734863
2023-10-17,12.5600004196167
2023-10-18,11.899999618530273
2023-10-19,11.579999923706055
2023-10-20,11.020000457763672
2023-10-23,11.140000343322754
2023-10-24,10.899999618530273
2023-10-25,10.539999961853027
2023-10-26,10.460000038146973
2023-10-27,10.140000343322754
2023-10-30,10.079999923706055
2023-10-31,11.199999809265137
2023-11-01,11.199999809265137
2023-11-02,11.34000015258789
2023-11-03,12.260000228881836
2023-11-06,12.380000114440918
2023-11-07,12.140000343322754
2023-11-08,13.199999809265137
2023-11-09,13.0600004196167
2023-11-10,12.619999885559082
2023-11-13,10.579999923706055
2023-11-14,10.140000343322754
2023-11-15,9.520000457763672
2023-11-16,8.140000343322754
2023-11-17,8.9399995803833
2023-11-20,9.079999923706055
2023-11-21,8.640000343322754
2023-11-22,8.899999618530273
2023-11-24,8.979999542236328
2023-11-27,8.619999885559082
2023-11-28,10.199999809265137
2023-11-29,10.199999809265137
2023-11-30,9.9399995803833
2023-12-01,10.399999618530273
2023-12-04,10.520000457763672
2023-12-05,10.600000381469727
2023-12-06,10.579999923706055
2023-12-07,10.199999809265137
2023-12-08,9.899999618530273
2023-12-11,10.0
2023-12-12,10.0
2023-12-13,10.819999694824219
2023-12-14,12.199999809265137
2023-12-15,11.880000114440918
2023-12-18,11.420000076293945
2023-12-19,11.199999809265137
2023-12-20,11.180000305175781
2023-12-21,11.020000457763672
2023-12-22,10.220000267028809
2023-12-26,10.0
2023-12-27,10.199999809265137
2023-12-28,10.5
2023-12-29,10.0600004196167
2024-01-02,9.760000228881836
2024-01-03,9.899999618530273
2024-01-04,9.9399995803833
2024-01-05,9.699999809265137
2024-01-08,9.539999961853027
2024-01-09,9.899999618530273
2024-01-10,9.699999809265137
2024-01-11,10.300000190734863
2024-01-12,10.579999923706055
2024-01-16,10.0600004196167
2024-01-17,10.380000114440918
2024-01-18,9.800000190734863
2024-01-19,9.720000267028809
2024-01-22,9.819999694824219
2024-01-23,9.760000228881836
2024-01-24,10.0
2024-01-25,9.760000228881836
2024-01-26,9.819999694824219
2024-01-29,9.720000267028809
2024-01-30,9.760000228881836
2024-01-31,9.699999809265137
2024-02-01,9.680000305175781
2024-02-02,9.239999771118164
2024-02-05,9.0
2024-02-06,9.0
2024-02-07,9.0
2024-02-08,9.199999809265137
2024-02-09,9.600000381469727
2024-02-12,9.420000076293945
2024-02-13,9.199999809265137
2024-02-14,8.84000015258789
2024-02-15,9.0600004196167
2024-02-16,8.9399995803833
2024-02-20,8.399999618530273
2024-02-21,8.619999885559082
2024-02-22,8.520000457763672
2024-02-23,8.399999618530273
2024-02-26,8.5600004196167
2024-02-27,8.680000305175781
2024-02-28,8.460000038146973
2024-02-29,8.539999961853027
2024-03-01,8.5600004196167
2024-03-04,8.0
2024-03-05,7.940000057220459
2024-03-06,8.0
2024-03-07,7.800000190734863
2024-03-08,7.5
2024-03-11,7.699999809265137
2024-03-12,6.800000190734863
2024-03-13,7.0
2024-03-14,7.360000133514404
2024-03-15,6.739999771118164
2024-03-18,6.400000095367432
2024-03-19,6.039999961853027
2024-03-20,6.320000171661377
2024-03-21,5.920000076293945
2024-03-22,5.739999771118164
2024-03-25,5.980000019073486
2024-03-26,6.0
2024-03-27,6.380000114440918
2024-03-28,6.400000095367432
2024-04-01,6.980000019073486
2024-04-02,6.440000057220459
2024-04-03,7.440000057220459
2024-04-04,8.399999618530273
2024-04-05,7.699999809265137
2024-04-08,6.679999828338623
2024-04-09,6.400000095367432
2024-04-10,6.364999771118164
2024-04-11,6.099999904632568
2024-04-12,5.710000038146973
2024-04-15,5.25
2024-04-16,4.550000190734863
2024-04-17,6.659999847412109
2024-04-18,4.579999923706055
2024-04-19,3.759999990463257
2024-04-22,6.260000228881836
2024-04-23,6.590000152587891
2024-04-24,6.300000190734863
2024-04-25,6.21999979019165
2024-04-26,5.489999771118164
2024-04-29,5.21999979019165
2024-04-30,5.46999979019165
2024-05-01,4.900000095367432
2024-05-02,4.909999847412109
2024-05-03,4.840000152587891
2024-05-06,4.809999942779541
2024-05-07,4.909999847412109
2024-05-08,4.699999809265137
2024-05-09,4.320000171661377
2024-05-10,3.950000047683716
2024-05-13,3.7799999713897705
2024-05-14,4.269999980926514
2024-05-15,4.940000057220459
2024-05-16,4.75
2024-05-17,3.4800000190734863
2024-05-20,3.799999952316284
2024-05-21,4.329999923706055
2024-05-22,2.299999952316284
2024-05-23,2.2799999713897705
2024-05-24,2.180000066757202
2024-05-28,1.7699999809265137
2024-05-29,1.7699999809265137
2024-05-30,1.7000000476837158
2024-05-31,1.659999966621399
2024-06-03,1.659999966621399
2024-06-04,1.6699999570846558
2024-06-05,1.7400000095367432
2024-06-06,2.049999952316284
2024-06-07,1.7599999904632568
2024-06-10,1.7100000381469727
2024-06-11,1.7100000381469727
2024-06-12,1.649999976158142
2024-06-13,1.590000033378601
2024-06-14,1.5800000429153442
2024-06-17,1.4500000476837158
2024-06-18,1.399999976158142
2024-06-20,1.5099999904632568
2024-06-21,1.4199999570846558
2024-06-24,1.3899999856948853
2024-06-25,1.340000033378601
2024-06-26,1.2799999713897705
2024-06-27,1.2999999523162842
2024-06-28,1.2899999618530273
2024-07-01,1.2699999809265137
2024-07-02,1.2300000190734863
2024-07-03,1.25
2024-07-05,1.2100000381469727
2024-07-08,1.2300000190734863
2024-07-09,1.2400000095367432
2024-07-10,1.2000000476837158
2024-07-11,1.3200000524520874
2024-07-12,1.340000033378601
2024-07-15,1.2999999523162842
2024-07-16,1.3799999952316284
2024-07-17,1.3700000047683716
2024-07-18,1.3799999952316284
2024-07-19,1.3799999952316284
2024-07-22,1.350000023841858
2024-07-23,1.3200000524520874
2024-07-24,1.3600000143051147
2024-07-25,1.340000033378601
2024-07-26,1.3300000429153442
2024-07-29,1.3200000524520874
2024-07-30,1.2999999523162842
2024-07-31,1.340000033378601
2024-08-01,1.3200000524520874
2024-08-02,1.2000000476837158
2024-08-05,1.0299999713897705
2024-08-06,1.0499999523162842
2024-08-07,1.1399999856948853
2024-08-08,1.1299999952316284
2024-08-09,1.159999966621399
2024-08-12,1.159999966621399
2024-08-13,1.1749999523162842
2024-08-14,1.2999999523162842
2024-08-15,1.2899999618530273
2024-08-16,1.1399999856948853
2024-08-19,1.2100000381469727
2024-08-20,1.159999966621399
2024-08-21,1.149999976158142
2024-08-22,1.1399999856948853
2024-08-23,1.190000057220459
2024-08-26,1.1799999475479126
2024-08-27,1.149999976158142
2024-08-28,1.149999976158142
2024-08-29,1.1399999856948853
2024-08-30,1.1399999856948853
2024-09-03,1.0709999799728394
2024-09-04,1.0199999809265137
2024-09-05,1.0399999618530273
2024-09-06,0.8999999761581421
2024-09-09,0.8920000195503235
2024-09-10,0.9079999923706055
2024-09-11,0.9610000252723694
2024-09-12,0.949999988079071
2024-09-13,1.0099999904632568
2024-09-16,0.9900000095367432
2024-09-17,1.0
2024-09-18,0.9300000071525574
2024-09-19,0.9480000138282776
2024-09-20,0.8519999980926514
2024-09-23,0.8119999766349792
2024-09-24,0.6769999861717224
2024-09-25,0.5099999904632568
2024-09-26,0.4650000035762787
2024-09-27,0.28999999165534973
2024-09-30,0.26600000262260437
2024-10-01,0.23600000143051147
2024-10-02,0.21400000154972076
2024-10-03,0.20200000703334808
2024-10-04,0.2150000035762787
2024-10-07,0.20999999344348907
2024-10-08,0.20399999618530273
2024-10-09,0.20000000298023224
2024-10-10,0.20600000023841858
2024-10-11,0.2150000035762787
2024-10-14,0.210999995470047
2024-10-15,0.20999999344348907
2024-10-16,0.21299999952316284
2024-10-17,0.21299999952316284
2024-10-18,0.20800000429153442
2024-10-21,0.21699999272823334
2024-10-22,0.22300000488758087
2024-10-23,0.21699999272823334
2024-10-24,0.21400000154972076
2024-10-25,0.2150000035762787
2024-10-28,0.19099999964237213
2024-10-29,0.14800000190734863
2024-10-30,0.14300000667572021
2024-10-31,0.14399999380111694
2024-11-01,0.13300000131130219
2024-11-04,0.1340000033378601
2024-11-05,0.14800000190734863
2024-11-06,0.14900000393390656
2024-11-07,0.15700000524520874
2024-11-08,0.17299999296665192
2024-11-11,0.18199999630451202
2024-11-12,0.17299999296665192
2024-11-13,0.15299999713897705
2024-11-14,0.15199999511241913
2024-11-15,0.14800000190734863
2024-11-18,0.14000000059604645
2024-11-19,0.15700000524520874
2024-11-20,0.15600000321865082
2024-11-21,0.1589999943971634
