Date,BCTX
2022-02-28,7.630000114440918
2022-03-01,7.510000228881836
2022-03-02,7.739999771118164
2022-03-03,7.449999809265137
2022-03-04,7.190000057220459
2022-03-07,7.039999961853027
2022-03-08,7.260000228881836
2022-03-09,7.599999904632568
2022-03-10,8.109999656677246
2022-03-11,8.4399995803833
2022-03-14,8.09000015258789
2022-03-15,8.050000190734863
2022-03-16,8.4399995803833
2022-03-17,8.649999618530273
2022-03-18,8.970000267028809
2022-03-21,8.59000015258789
2022-03-22,8.970000267028809
2022-03-23,9.100000381469727
2022-03-24,9.369999885559082
2022-03-25,9.619999885559082
2022-03-28,10.0600004196167
2022-03-29,9.899999618530273
2022-03-30,9.899999618530273
2022-03-31,10.140000343322754
2022-04-01,10.350000381469727
2022-04-04,10.479999542236328
2022-04-05,10.510000228881836
2022-04-06,10.720000267028809
2022-04-07,11.119999885559082
2022-04-08,11.899999618530273
2022-04-11,11.680000305175781
2022-04-12,9.90999984741211
2022-04-13,9.029999732971191
2022-04-14,8.609999656677246
2022-04-18,7.650000095367432
2022-04-19,7.860000133514404
2022-04-20,7.909999847412109
2022-04-21,7.28000020980835
2022-04-22,7.449999809265137
2022-04-25,7.090000152587891
2022-04-26,6.559999942779541
2022-04-27,6.420000076293945
2022-04-28,6.690000057220459
2022-04-29,6.960000038146973
2022-05-02,6.960000038146973
2022-05-03,6.630000114440918
2022-05-04,6.75
2022-05-05,6.320000171661377
2022-05-06,5.940000057220459
2022-05-09,5.159999847412109
2022-05-10,5.159999847412109
2022-05-11,4.510000228881836
2022-05-12,4.28000020980835
2022-05-13,4.940000057220459
2022-05-16,4.46999979019165
2022-05-17,5.070000171661377
2022-05-18,4.710000038146973
2022-05-19,4.869999885559082
2022-05-20,5.0
2022-05-23,4.78000020980835
2022-05-24,4.559999942779541
2022-05-25,4.840000152587891
2022-05-26,5.010000228881836
2022-05-27,4.880000114440918
2022-05-31,5.010000228881836
2022-06-01,5.010000228881836
2022-06-02,5.099999904632568
2022-06-03,5.440000057220459
2022-06-06,5.840000152587891
2022-06-07,6.110000133514404
2022-06-08,5.989999771118164
2022-06-09,5.730000019073486
2022-06-10,6.179999828338623
2022-06-13,5.929999828338623
2022-06-14,5.860000133514404
2022-06-15,6.46999979019165
2022-06-16,5.630000114440918
2022-06-17,5.590000152587891
2022-06-21,5.519999980926514
2022-06-22,5.579999923706055
2022-06-23,5.610000133514404
2022-06-24,6.230000019073486
2022-06-27,6.480000019073486
2022-06-28,6.25
2022-06-29,6.079999923706055
2022-06-30,5.769999980926514
2022-07-01,6.079999923706055
2022-07-05,6.210000038146973
2022-07-06,5.949999809265137
2022-07-07,6.010000228881836
2022-07-08,6.03000020980835
2022-07-11,5.940000057220459
2022-07-12,5.809999942779541
2022-07-13,5.96999979019165
2022-07-14,5.949999809265137
2022-07-15,6.079999923706055
2022-07-18,6.010000228881836
2022-07-19,6.21999979019165
2022-07-20,6.400000095367432
2022-07-21,6.489999771118164
2022-07-22,6.449999809265137
2022-07-25,6.429999828338623
2022-07-26,6.300000190734863
2022-07-27,6.480000019073486
2022-07-28,6.449999809265137
2022-07-29,6.5
2022-08-01,6.409999847412109
2022-08-02,6.559999942779541
2022-08-03,6.579999923706055
2022-08-04,6.699999809265137
2022-08-05,6.619999885559082
2022-08-08,6.610000133514404
2022-08-09,6.460000038146973
2022-08-10,6.53000020980835
2022-08-11,6.400000095367432
2022-08-12,6.53000020980835
2022-08-15,6.889999866485596
2022-08-16,6.800000190734863
2022-08-17,6.789999961853027
2022-08-18,7.039999961853027
2022-08-19,7.070000171661377
2022-08-22,6.860000133514404
2022-08-23,7.019999980926514
2022-08-24,6.989999771118164
2022-08-25,7.090000152587891
2022-08-26,7.019999980926514
2022-08-29,6.960000038146973
2022-08-30,7.059999942779541
2022-08-31,7.769999980926514
2022-09-01,8.09000015258789
2022-09-02,8.100000381469727
2022-09-06,8.050000190734863
2022-09-07,8.100000381469727
2022-09-08,8.3100004196167
2022-09-09,8.069999694824219
2022-09-12,8.050000190734863
2022-09-13,8.0600004196167
2022-09-14,8.100000381469727
2022-09-15,8.069999694824219
2022-09-16,8.010000228881836
2022-09-19,6.170000076293945
2022-09-20,6.199999809265137
2022-09-21,6.010000228881836
2022-09-22,6.050000190734863
2022-09-23,5.860000133514404
2022-09-26,5.619999885559082
2022-09-27,5.710000038146973
2022-09-28,5.940000057220459
2022-09-29,5.369999885559082
2022-09-30,5.619999885559082
2022-10-03,5.800000190734863
2022-10-04,5.920000076293945
2022-10-05,6.119999885559082
2022-10-06,5.960000038146973
2022-10-07,5.949999809265137
2022-10-10,5.829999923706055
2022-10-11,5.960000038146973
2022-10-12,6.300000190734863
2022-10-13,6.610000133514404
2022-10-14,6.610000133514404
2022-10-17,6.730000019073486
2022-10-18,6.199999809265137
2022-10-19,5.849999904632568
2022-10-20,6.230000019073486
2022-10-21,6.210000038146973
2022-10-24,5.840000152587891
2022-10-25,5.349999904632568
2022-10-26,5.5
2022-10-27,5.25
