Date,THCH
2022-02-28,9.789999961853027
2022-03-01,9.800000190734863
2022-03-02,9.8100004196167
2022-03-03,9.800000190734863
2022-03-04,9.789999961853027
2022-03-07,9.789999961853027
2022-03-08,9.779999732971191
2022-03-09,9.850000381469727
2022-03-10,9.850000381469727
2022-03-11,9.864999771118164
2022-03-14,9.84000015258789
2022-03-15,9.84000015258789
2022-03-16,9.852999687194824
2022-03-17,9.829999923706055
2022-03-18,9.859999656677246
2022-03-21,9.829999923706055
2022-03-22,9.829999923706055
2022-03-23,9.838000297546387
2022-03-24,9.84000015258789
2022-03-25,9.835000038146973
2022-03-28,9.829999923706055
2022-03-29,9.829999923706055
2022-03-30,9.84000015258789
2022-03-31,9.829999923706055
2022-04-01,9.84000015258789
2022-04-04,9.819999694824219
2022-04-05,9.829999923706055
2022-04-06,9.84000015258789
2022-04-07,9.84000015258789
2022-04-08,9.84000015258789
2022-04-11,9.84000015258789
2022-04-12,9.84000015258789
2022-04-13,9.850000381469727
2022-04-14,9.859999656677246
2022-04-18,9.84000015258789
2022-04-19,9.850000381469727
2022-04-20,9.869999885559082
2022-04-21,9.859999656677246
2022-04-22,9.859999656677246
2022-04-25,9.84000015258789
2022-04-26,9.850000381469727
2022-04-27,9.84000015258789
2022-04-28,9.84000015258789
2022-04-29,9.84000015258789
2022-05-02,9.84000015258789
2022-05-03,9.84000015258789
2022-05-04,9.850000381469727
2022-05-05,9.850000381469727
2022-05-06,9.84000015258789
2022-05-09,9.819999694824219
2022-05-10,9.819999694824219
2022-05-11,9.84000015258789
2022-05-12,9.829999923706055
2022-05-13,9.829999923706055
2022-05-16,9.819999694824219
2022-05-17,9.810999870300293
2022-05-18,9.819999694824219
2022-05-19,9.8100004196167
2022-05-20,9.84000015258789
2022-05-23,9.800000190734863
2022-05-24,9.8100004196167
2022-05-25,9.8100004196167
2022-05-26,9.814000129699707
2022-05-27,9.829999923706055
2022-05-31,9.800000190734863
2022-06-01,9.850000381469727
2022-06-02,9.8100004196167
2022-06-03,9.819999694824219
2022-06-06,9.821999549865723
2022-06-07,9.829999923706055
2022-06-08,9.850000381469727
2022-06-09,9.850000381469727
2022-06-10,9.869999885559082
2022-06-13,9.819999694824219
2022-06-14,9.819999694824219
2022-06-15,9.819999694824219
2022-06-16,9.819999694824219
2022-06-17,9.800000190734863
2022-06-21,9.819999694824219
2022-06-22,9.829999923706055
2022-06-23,9.84000015258789
2022-06-24,9.84000015258789
2022-06-27,9.850000381469727
2022-06-28,9.850000381469727
2022-06-29,9.850000381469727
2022-06-30,9.850000381469727
2022-07-01,9.850000381469727
2022-07-05,9.880000114440918
2022-07-06,9.869999885559082
2022-07-07,9.859999656677246
2022-07-08,9.869999885559082
2022-07-11,9.869999885559082
2022-07-12,9.859999656677246
2022-07-13,9.890000343322754
2022-07-14,9.895000457763672
2022-07-15,9.899999618530273
2022-07-18,9.90999984741211
2022-07-19,9.899999618530273
2022-07-20,9.930000305175781
2022-07-21,9.960000038146973
2022-07-22,9.960000038146973
2022-07-25,9.970000267028809
2022-07-26,9.960000038146973
2022-07-27,9.960000038146973
2022-07-28,9.960000038146973
2022-07-29,9.970000267028809
2022-08-01,9.970000267028809
2022-08-02,9.970000267028809
2022-08-03,9.979000091552734
2022-08-04,9.979999542236328
2022-08-05,9.979999542236328
2022-08-08,9.989999771118164
2022-08-09,9.989999771118164
2022-08-10,9.989999771118164
2022-08-11,9.989999771118164
2022-08-12,10.0
2022-08-15,9.899999618530273
2022-08-16,9.899999618530273
2022-08-17,9.699999809265137
2022-08-18,10.050000190734863
2022-08-19,9.930000305175781
2022-08-22,9.84000015258789
2022-08-23,10.0
2022-08-24,10.0
2022-08-25,9.970000267028809
2022-08-26,9.989999771118164
2022-08-29,10.149999618530273
2022-08-30,8.779999732971191
2022-08-31,7.739999771118164
2022-09-01,7.925000190734863
2022-09-02,7.960000038146973
2022-09-06,7.909999847412109
2022-09-07,7.670000076293945
2022-09-08,7.71999979019165
2022-09-09,8.020000457763672
2022-09-12,8.329999923706055
2022-09-13,8.680000305175781
2022-09-14,9.0
2022-09-15,9.0600004196167
2022-09-16,8.75
2022-09-19,9.0
2022-09-20,9.0
2022-09-21,8.890000343322754
2022-09-22,9.180000305175781
2022-09-23,7.110000133514404
2022-09-26,7.130000114440918
2022-09-27,7.849999904632568
2022-09-28,7.989999771118164
2022-09-29,7.989999771118164
2022-09-30,7.989999771118164
2022-10-03,7.989999771118164
2022-10-04,7.989999771118164
2022-10-05,7.989999771118164
2022-10-06,7.989999771118164
2022-10-07,4.480000019073486
2022-10-10,3.9000000953674316
2022-10-11,4.099999904632568
2022-10-12,4.130000114440918
2022-10-13,4.119999885559082
2022-10-14,4.300000190734863
2022-10-17,3.8499999046325684
2022-10-18,3.940000057220459
2022-10-19,3.880000114440918
2022-10-20,3.890000104904175
2022-10-21,3.75
2022-10-24,3.1600000858306885
2022-10-25,3.1600000858306885
2022-10-26,3.5
2022-10-27,3.799999952316284
2022-10-28,3.549999952316284
2022-10-31,3.7049999237060547
2022-11-01,3.5
2022-11-02,3.359999895095825
2022-11-03,3.3499999046325684
2022-11-04,3.630000114440918
2022-11-07,3.700000047683716
2022-11-08,3.630000114440918
2022-11-09,3.690000057220459
2022-11-10,3.799999952316284
2022-11-11,3.940000057220459
2022-11-14,3.6700000762939453
2022-11-15,3.8299999237060547
2022-11-16,3.799999952316284
2022-11-17,3.700000047683716
2022-11-18,3.4000000953674316
2022-11-21,3.2200000286102295
2022-11-22,3.3499999046325684
2022-11-23,3.3499999046325684
2022-11-25,3.390000104904175
2022-11-28,3.299999952316284
2022-11-29,3.390000104904175
2022-11-30,3.5
2022-12-01,3.5999999046325684
2022-12-02,3.5399999618530273
2022-12-05,3.75
2022-12-06,3.809999942779541
2022-12-07,3.7799999713897705
2022-12-08,3.940000057220459
2022-12-09,3.799999952316284
2022-12-12,3.509999990463257
2022-12-13,3.625
2022-12-14,3.6500000953674316
2022-12-15,3.5899999141693115
2022-12-16,3.6700000762939453
2022-12-19,3.6500000953674316
2022-12-20,3.609999895095825
2022-12-21,3.5399999618530273
2022-12-22,3.509999990463257
2022-12-23,3.140000104904175
2022-12-27,3.299999952316284
2022-12-28,3.25
2022-12-29,2.5999999046325684
2022-12-30,2.7799999713897705
2023-01-03,2.7699999809265137
2023-01-04,3.1700000762939453
2023-01-05,3.3299999237060547
2023-01-06,3.369999885559082
2023-01-09,3.6700000762939453
2023-01-10,3.700000047683716
2023-01-11,3.430000066757202
2023-01-12,3.0999999046325684
2023-01-13,3.369999885559082
2023-01-17,3.2799999713897705
2023-01-18,3.299999952316284
2023-01-19,3.1600000858306885
2023-01-20,2.990000009536743
2023-01-23,2.9100000858306885
2023-01-24,2.75
