Date,QBTS
2022-02-28,9.899999618530273
2022-03-01,9.899999618530273
2022-03-02,9.869999885559082
2022-03-03,9.899999618530273
2022-03-04,9.899999618530273
2022-03-07,9.899999618530273
2022-03-08,9.880000114440918
2022-03-09,9.880000114440918
2022-03-10,9.869999885559082
2022-03-11,9.875
2022-03-14,9.875
2022-03-15,9.850000381469727
2022-03-16,9.869999885559082
2022-03-17,9.864999771118164
2022-03-18,9.880000114440918
2022-03-21,9.875
2022-03-22,9.869999885559082
2022-03-23,9.869999885559082
2022-03-24,9.880000114440918
2022-03-25,9.880000114440918
2022-03-28,9.899999618530273
2022-03-29,9.899999618530273
2022-03-30,9.880000114440918
2022-03-31,9.890000343322754
2022-04-01,9.885000228881836
2022-04-04,9.899999618530273
2022-04-05,9.899999618530273
2022-04-06,9.899999618530273
2022-04-07,9.890000343322754
2022-04-08,9.880000114440918
2022-04-11,9.880000114440918
2022-04-12,9.880000114440918
2022-04-13,9.899999618530273
2022-04-14,9.890000343322754
2022-04-18,9.890000343322754
2022-04-19,9.899999618530273
2022-04-20,9.890000343322754
2022-04-21,9.899999618530273
2022-04-22,9.895000457763672
2022-04-25,9.899999618530273
2022-04-26,9.899999618530273
2022-04-27,9.895000457763672
2022-04-28,9.890000343322754
2022-04-29,9.890000343322754
2022-05-02,9.899999618530273
2022-05-03,9.890000343322754
2022-05-04,9.890000343322754
2022-05-05,9.890000343322754
2022-05-06,9.880000114440918
2022-05-09,9.880000114440918
2022-05-10,9.869999885559082
2022-05-11,9.869999885559082
2022-05-12,9.859999656677246
2022-05-13,9.869999885559082
2022-05-16,9.869999885559082
2022-05-17,9.869999885559082
2022-05-18,9.880000114440918
2022-05-19,9.869999885559082
2022-05-20,9.869999885559082
2022-05-23,9.869999885559082
2022-05-24,9.880000114440918
2022-05-25,9.880000114440918
2022-05-26,9.880000114440918
2022-05-27,9.880000114440918
2022-05-31,9.880000114440918
2022-06-01,9.890000343322754
2022-06-02,9.890000343322754
2022-06-03,9.890000343322754
2022-06-06,9.880000114440918
2022-06-07,9.890000343322754
2022-06-08,9.890000343322754
2022-06-09,9.899999618530273
2022-06-10,9.899999618530273
2022-06-13,9.880000114440918
2022-06-14,9.890000343322754
2022-06-15,9.890000343322754
2022-06-16,9.890000343322754
2022-06-17,9.890000343322754
2022-06-21,9.899999618530273
2022-06-22,9.890000343322754
2022-06-23,9.890000343322754
2022-06-24,9.899999618530273
2022-06-27,9.90999984741211
2022-06-28,9.90999984741211
2022-06-29,9.90999984741211
2022-06-30,9.90999984741211
2022-07-01,9.920000076293945
2022-07-05,9.90999984741211
2022-07-06,9.90999984741211
2022-07-07,9.90999984741211
2022-07-08,9.930000305175781
2022-07-11,9.930000305175781
2022-07-12,9.9399995803833
2022-07-13,9.949999809265137
2022-07-14,9.979999542236328
2022-07-15,9.979999542236328
2022-07-18,9.970000267028809
2022-07-19,9.975000381469727
2022-07-20,9.970000267028809
2022-07-21,9.989999771118164
2022-07-22,10.0
2022-07-25,9.979999542236328
2022-07-26,9.979999542236328
2022-07-27,9.979999542236328
2022-07-28,8.720000267028809
2022-07-29,8.760000228881836
2022-08-01,8.770000457763672
2022-08-02,8.649999618530273
2022-08-03,8.680000305175781
2022-08-04,8.680000305175781
2022-08-05,8.65999984741211
2022-08-08,10.0
2022-08-09,12.399999618530273
2022-08-10,12.109999656677246
2022-08-11,11.859999656677246
2022-08-12,10.859999656677246
2022-08-15,10.699999809265137
2022-08-16,10.460000038146973
2022-08-17,10.369999885559082
2022-08-18,10.069999694824219
2022-08-19,8.949999809265137
2022-08-22,8.220000267028809
2022-08-23,8.119999885559082
2022-08-24,8.399999618530273
2022-08-25,8.529999732971191
2022-08-26,9.079999923706055
2022-08-29,7.800000190734863
2022-08-30,7.050000190734863
2022-08-31,6.679999828338623
2022-09-01,6.090000152587891
2022-09-02,6.099999904632568
2022-09-06,5.630000114440918
2022-09-07,6.059999942779541
2022-09-08,6.869999885559082
2022-09-09,6.78000020980835
2022-09-12,6.920000076293945
2022-09-13,6.599999904632568
2022-09-14,7.800000190734863
2022-09-15,8.319999694824219
2022-09-16,6.639999866485596
2022-09-19,5.739999771118164
2022-09-20,6.559999942779541
2022-09-21,6.039999961853027
2022-09-22,5.78000020980835
2022-09-23,6.429999828338623
2022-09-26,7.059999942779541
2022-09-27,7.300000190734863
2022-09-28,6.769999980926514
2022-09-29,7.460000038146973
2022-09-30,7.869999885559082
2022-10-03,7.210000038146973
2022-10-04,7.260000228881836
2022-10-05,7.630000114440918
2022-10-06,7.949999809265137
2022-10-07,8.180000305175781
2022-10-10,7.989999771118164
2022-10-11,7.550000190734863
2022-10-12,7.360000133514404
2022-10-13,7.119999885559082
2022-10-14,6.829999923706055
2022-10-17,6.179999828338623
2022-10-18,5.230000019073486
2022-10-19,5.039999961853027
2022-10-20,5.329999923706055
2022-10-21,4.800000190734863
2022-10-24,4.880000114440918
2022-10-25,4.510000228881836
2022-10-26,4.489999771118164
2022-10-27,4.019999980926514
2022-10-28,3.8499999046325684
2022-10-31,2.9100000858306885
2022-11-01,2.9800000190734863
2022-11-02,2.509999990463257
2022-11-03,2.380000114440918
2022-11-04,2.4600000381469727
2022-11-07,2.5999999046325684
2022-11-08,2.640000104904175
2022-11-09,2.5299999713897705
2022-11-10,2.549999952316284
2022-11-11,2.759999990463257
2022-11-14,2.75
2022-11-15,2.630000114440918
2022-11-16,2.549999952316284
2022-11-17,2.549999952316284
2022-11-18,2.4600000381469727
2022-11-21,2.4600000381469727
2022-11-22,2.359999895095825
2022-11-23,2.4200000762939453
2022-11-25,2.509999990463257
2022-11-28,2.5
2022-11-29,2.3399999141693115
2022-11-30,2.3399999141693115
2022-12-01,2.3499999046325684
2022-12-02,2.1500000953674316
2022-12-05,2.450000047683716
2022-12-06,2.4100000858306885
2022-12-07,2.390000104904175
2022-12-08,2.309999942779541
2022-12-09,2.319999933242798
2022-12-12,2.359999895095825
2022-12-13,2.4000000953674316
2022-12-14,2.119999885559082
2022-12-15,2.0
2022-12-16,2.130000114440918
2022-12-19,2.0299999713897705
2022-12-20,1.8700000047683716
2022-12-21,2.0399999618530273
2022-12-22,1.8799999952316284
2022-12-23,1.7000000476837158
2022-12-27,1.5299999713897705
2022-12-28,1.5499999523162842
2022-12-29,1.4600000381469727
2022-12-30,1.440000057220459
2023-01-03,1.440000057220459
2023-01-04,1.2899999618530273
2023-01-05,1.149999976158142
2023-01-06,1.100000023841858
2023-01-09,1.0499999523162842
2023-01-10,1.1100000143051147
2023-01-11,1.1100000143051147
2023-01-12,1.340000033378601
2023-01-13,1.6799999475479126
2023-01-17,1.5099999904632568
2023-01-18,1.4500000476837158
2023-01-19,1.340000033378601
2023-01-20,1.2999999523162842
2023-01-23,1.2799999713897705
2023-01-24,1.25
2023-01-25,1.2100000381469727
2023-01-26,1.2200000286102295
2023-01-27,1.2400000095367432
2023-01-30,1.159999966621399
2023-01-31,1.25
2023-02-01,1.2200000286102295
2023-02-02,1.2200000286102295
2023-02-03,1.5800000429153442
2023-02-06,1.3600000143051147
2023-02-07,1.25
2023-02-08,1.1699999570846558
2023-02-09,1.090000033378601
2023-02-10,1.1299999952316284
2023-02-13,0.9980000257492065
2023-02-14,0.8730000257492065
2023-02-15,0.8899999856948853
2023-02-16,0.8999999761581421
2023-02-17,0.9409999847412109
2023-02-21,0.906000018119812
2023-02-22,0.859000027179718
2023-02-23,0.8140000104904175
2023-02-24,0.7620000243186951
2023-02-27,0.699999988079071
2023-02-28,0.6949999928474426
2023-03-01,0.6700000166893005
2023-03-02,0.699999988079071
2023-03-03,0.7889999747276306
2023-03-06,0.7919999957084656
2023-03-07,0.7369999885559082
2023-03-08,0.7009999752044678
2023-03-09,0.6800000071525574
2023-03-10,0.6230000257492065
2023-03-13,0.6050000190734863
2023-03-14,0.5899999737739563
2023-03-15,0.550000011920929
2023-03-16,0.5109999775886536
2023-03-17,0.515999972820282
2023-03-20,0.49399998784065247
2023-03-21,0.550000011920929
2023-03-22,0.5289999842643738
2023-03-23,0.5070000290870667
2023-03-24,0.5099999904632568
2023-03-27,0.5130000114440918
2023-03-28,0.5220000147819519
2023-03-29,0.5450000166893005
2023-03-30,0.5199999809265137
2023-03-31,0.6639999747276306
2023-04-03,0.7260000109672546
2023-04-04,0.777999997138977
2023-04-05,0.7200000286102295
2023-04-06,0.7699999809265137
2023-04-10,0.8500000238418579
2023-04-11,0.6389999985694885
2023-04-12,0.6330000162124634
2023-04-13,0.6520000100135803
2023-04-14,0.5
2023-04-17,0.5109999775886536
2023-04-18,0.6050000190734863
2023-04-19,0.6179999709129333
2023-04-20,0.6069999933242798
2023-04-21,0.5600000023841858
2023-04-24,0.5680000185966492
2023-04-25,0.5460000038146973
2023-04-26,0.49900001287460327
2023-04-27,0.49300000071525574
2023-04-28,0.4970000088214874
2023-05-01,0.4830000102519989
2023-05-02,0.4449999928474426
2023-05-03,0.46000000834465027
2023-05-04,0.4169999957084656
2023-05-05,0.4390000104904175
2023-05-08,0.41600000858306885
2023-05-09,0.41499999165534973
2023-05-10,0.43299999833106995
2023-05-11,0.44999998807907104
2023-05-12,0.4129999876022339
2023-05-15,0.48500001430511475
2023-05-16,0.5730000138282776
2023-05-17,0.5600000023841858
2023-05-18,0.6100000143051147
2023-05-19,0.48399999737739563
2023-05-22,1.0199999809265137
2023-05-23,1.0099999904632568
2023-05-24,1.100000023841858
2023-05-25,1.25
2023-05-26,1.6699999570846558
2023-05-30,1.409999966621399
2023-05-31,1.2599999904632568
2023-06-01,1.5099999904632568
2023-06-02,1.5299999713897705
2023-06-05,1.7699999809265137
2023-06-06,2.25
2023-06-07,2.069999933242798
2023-06-08,2.2699999809265137
2023-06-09,2.259999990463257
2023-06-12,2.1500000953674316
2023-06-13,2.0899999141693115
2023-06-14,1.9299999475479126
2023-06-15,2.0
2023-06-16,1.8799999952316284
2023-06-20,1.8600000143051147
2023-06-21,1.659999966621399
2023-06-22,1.5800000429153442
2023-06-23,1.6299999952316284
2023-06-26,1.8200000524520874
2023-06-27,2.0
2023-06-28,2.25
2023-06-29,2.059999942779541
2023-06-30,2.0899999141693115
2023-07-03,2.130000114440918
2023-07-05,2.200000047683716
2023-07-06,1.9800000190734863
2023-07-07,1.8600000143051147
2023-07-10,1.940000057220459
2023-07-11,1.9700000286102295
2023-07-12,1.9700000286102295
2023-07-13,2.630000114440918
2023-07-14,2.200000047683716
2023-07-17,2.569999933242798
2023-07-18,2.890000104904175
2023-07-19,2.9100000858306885
2023-07-20,2.75
2023-07-21,2.4100000858306885
2023-07-24,2.380000114440918
2023-07-25,2.2699999809265137
2023-07-26,2.109999895095825
2023-07-27,1.909999966621399
2023-07-28,2.0999999046325684
2023-07-31,2.0999999046325684
2023-08-01,2.700000047683716
2023-08-02,2.25
2023-08-03,2.069999933242798
2023-08-04,1.940000057220459
2023-08-07,1.850000023841858
2023-08-08,1.7599999904632568
2023-08-09,1.690000057220459
2023-08-10,1.4800000190734863
2023-08-11,1.4500000476837158
2023-08-14,1.590000033378601
2023-08-15,1.5
2023-08-16,1.3799999952316284
2023-08-17,1.309999942779541
2023-08-18,1.3700000047683716
2023-08-21,1.3799999952316284
2023-08-22,1.25
