Date,KWE
2022-02-28,274.3999938964844
2022-03-01,301.0
2022-03-02,304.5
2022-03-03,297.5
2022-03-04,251.3000030517578
2022-03-07,231.0
2022-03-08,223.3000030517578
2022-03-09,241.5
2022-03-10,219.8000030517578
2022-03-11,216.3000030517578
2022-03-14,217.0
2022-03-15,236.60000610351562
2022-03-16,226.10000610351562
2022-03-17,214.89999389648438
2022-03-18,231.0
2022-03-21,234.5
2022-03-22,258.29998779296875
2022-03-23,265.29998779296875
2022-03-24,301.70001220703125
2022-03-25,350.0
2022-03-28,381.5
2022-03-29,391.29998779296875
2022-03-30,380.79998779296875
2022-03-31,333.8999938964844
2022-04-01,332.5
2022-04-04,317.79998779296875
2022-04-05,314.29998779296875
2022-04-06,336.0
2022-04-07,326.20001220703125
2022-04-08,312.8999938964844
2022-04-11,291.8999938964844
2022-04-12,282.79998779296875
2022-04-13,279.29998779296875
2022-04-14,300.29998779296875
2022-04-18,322.0
2022-04-19,322.0
2022-04-20,329.0
2022-04-21,319.20001220703125
2022-04-22,308.0
2022-04-25,303.79998779296875
2022-04-26,289.79998779296875
2022-04-27,291.8999938964844
2022-04-28,245.0
2022-04-29,266.0
2022-05-02,293.29998779296875
2022-05-03,268.1000061035156
2022-05-04,270.8999938964844
2022-05-05,266.0
2022-05-06,269.5
2022-05-09,229.60000610351562
2022-05-10,205.8000030517578
2022-05-11,205.8000030517578
2022-05-12,192.5
2022-05-13,199.5
2022-05-16,209.3000030517578
2022-05-17,224.0
2022-05-18,205.8000030517578
2022-05-19,202.3000030517578
2022-05-20,185.5
2022-05-23,177.10000610351562
2022-05-24,216.3000030517578
2022-05-25,191.10000610351562
2022-05-26,185.5
2022-05-27,184.10000610351562
2022-05-31,181.3000030517578
2022-06-01,176.39999389648438
2022-06-02,177.10000610351562
2022-06-03,168.6999969482422
2022-06-06,166.60000610351562
2022-06-07,172.1999969482422
2022-06-08,176.39999389648438
2022-06-09,167.3000030517578
2022-06-10,175.0
2022-06-13,154.6999969482422
2022-06-14,158.1999969482422
2022-06-15,176.39999389648438
2022-06-16,159.60000610351562
2022-06-17,164.5
2022-06-21,150.5
2022-06-22,154.0
2022-06-23,163.8000030517578
2022-06-24,148.39999389648438
2022-06-27,147.6999969482422
2022-06-28,147.0
2022-06-29,131.60000610351562
2022-06-30,117.5999984741211
2022-07-01,119.0
2022-07-05,106.4000015258789
2022-07-06,106.4000015258789
2022-07-07,120.4000015258789
2022-07-08,119.0
2022-07-11,117.5999984741211
2022-07-12,119.0
2022-07-13,123.19999694824219
2022-07-14,112.0
2022-07-15,118.30000305175781
2022-07-18,119.0
2022-07-19,114.0999984741211
2022-07-20,118.30000305175781
2022-07-21,119.0
2022-07-22,112.0
2022-07-25,114.0999984741211
2022-07-26,111.30000305175781
2022-07-27,114.0999984741211
2022-07-28,114.80000305175781
2022-07-29,110.5999984741211
2022-08-01,111.30000305175781
2022-08-02,119.0
2022-08-03,114.80000305175781
2022-08-04,114.80000305175781
2022-08-05,105.0
2022-08-08,116.19999694824219
2022-08-09,116.19999694824219
2022-08-10,114.80000305175781
2022-08-11,116.19999694824219
2022-08-12,118.30000305175781
2022-08-15,112.0
2022-08-16,107.0999984741211
2022-08-17,95.9000015258789
2022-08-18,95.9000015258789
2022-08-19,95.19999694824219
2022-08-22,91.0
2022-08-23,95.9000015258789
2022-08-24,117.5999984741211
2022-08-25,72.0999984741211
2022-08-26,84.0
2022-08-29,101.5
2022-08-30,131.60000610351562
2022-08-31,105.0
2022-09-01,112.69999694824219
2022-09-02,95.19999694824219
2022-09-06,103.5999984741211
2022-09-07,98.0
2022-09-08,104.30000305175781
2022-09-09,91.69999694824219
2022-09-12,91.69999694824219
2022-09-13,91.69999694824219
2022-09-14,80.5
2022-09-15,80.5
2022-09-16,84.0
2022-09-19,73.5
2022-09-20,73.5
2022-09-21,70.69999694824219
2022-09-22,76.30000305175781
2022-09-23,64.4000015258789
2022-09-26,63.0
2022-09-27,58.79999923706055
2022-09-28,63.0
2022-09-29,63.0
2022-09-30,61.599998474121094
2022-10-03,68.5999984741211
2022-10-04,66.5
2022-10-05,63.0
2022-10-06,79.80000305175781
2022-10-07,60.20000076293945
2022-10-10,60.20000076293945
2022-10-11,58.099998474121094
2022-10-12,58.099998474121094
2022-10-13,63.0
2022-10-14,57.400001525878906
2022-10-17,49.0
2022-10-18,52.5
2022-10-19,63.70000076293945
2022-10-20,42.70000076293945
2022-10-21,62.29999923706055
2022-10-24,49.0
2022-10-25,48.29999923706055
2022-10-26,53.900001525878906
2022-10-27,56.70000076293945
2022-10-28,0.8100000023841858
2022-10-31,0.8100000023841858
2022-11-01,47.099998474121094
2022-11-02,45.099998474121094
2022-11-03,53.70000076293945
2022-11-04,55.900001525878906
2022-11-07,57.2599983215332
2022-11-08,57.2599983215332
2022-11-09,72.4000015258789
2022-11-10,51.29999923706055
2022-11-11,50.0
2022-11-14,50.0
2022-11-15,46.29999923706055
2022-11-16,46.75
2022-11-17,46.79999923706055
2022-11-18,45.0
2022-11-21,44.20000076293945
2022-11-22,48.0
2022-11-23,43.040000915527344
2022-11-25,44.20000076293945
2022-11-28,45.0
2022-11-29,43.84000015258789
2022-11-30,43.81999969482422
2022-12-01,45.0
2022-12-02,47.040000915527344
2022-12-05,50.0
2022-12-06,49.5
2022-12-07,31.700000762939453
2022-12-08,36.29999923706055
2022-12-09,28.600000381469727
2022-12-12,30.0
2022-12-13,28.5
2022-12-14,29.200000762939453
2022-12-15,28.899999618530273
2022-12-16,27.0
2022-12-19,25.799999237060547
2022-12-20,24.600000381469727
2022-12-21,24.899999618530273
2022-12-22,25.100000381469727
2022-12-23,24.5
2022-12-27,24.0
2022-12-28,23.5
2022-12-29,24.889999389648438
2022-12-30,25.799999237060547
2023-01-03,25.100000381469727
2023-01-04,29.100000381469727
2023-01-05,28.700000762939453
2023-01-06,30.0
2023-01-09,32.0
2023-01-10,30.0
2023-01-11,30.299999237060547
2023-01-12,29.270000457763672
2023-01-13,31.299999237060547
2023-01-17,29.81999969482422
2023-01-18,29.5
2023-01-19,30.0
2023-01-20,28.600000381469727
2023-01-23,29.0
2023-01-24,28.299999237060547
2023-01-25,28.200000762939453
2023-01-26,29.5
2023-01-27,29.100000381469727
2023-01-30,28.0
2023-01-31,29.899999618530273
2023-02-01,29.0
2023-02-02,29.0
2023-02-03,28.649999618530273
2023-02-06,28.5
2023-02-07,27.850000381469727
2023-02-08,27.600000381469727
2023-02-09,27.700000762939453
2023-02-10,27.5
2023-02-13,27.5
2023-02-14,27.0
2023-02-15,26.809999465942383
2023-02-16,26.75
2023-02-17,26.600000381469727
2023-02-21,25.450000762939453
2023-02-22,24.850000381469727
2023-02-23,25.5
2023-02-24,25.0
2023-02-27,26.0
2023-02-28,25.0
2023-03-01,26.190000534057617
2023-03-02,26.0
2023-03-03,25.0
2023-03-06,25.0
2023-03-07,23.399999618530273
2023-03-08,26.0
2023-03-09,24.649999618530273
2023-03-10,22.100000381469727
2023-03-13,23.899999618530273
2023-03-14,23.75
2023-03-15,22.899999618530273
2023-03-16,22.399999618530273
2023-03-17,21.649999618530273
2023-03-20,22.0
2023-03-21,22.299999237060547
2023-03-22,24.5
2023-03-23,23.5
2023-03-24,24.0
2023-03-27,23.0
2023-03-28,22.899999618530273
2023-03-29,25.0
2023-03-30,25.5
2023-03-31,26.799999237060547
2023-04-03,25.600000381469727
2023-04-04,25.100000381469727
2023-04-05,23.399999618530273
2023-04-06,23.5
2023-04-10,23.0
2023-04-11,23.899999618530273
2023-04-12,22.899999618530273
2023-04-13,21.299999237060547
2023-04-14,26.100000381469727
2023-04-17,30.899999618530273
2023-04-18,26.5
2023-04-19,26.5
2023-04-20,24.700000762939453
2023-04-21,24.700000762939453
2023-04-24,24.0
2023-04-25,24.399999618530273
2023-04-26,23.600000381469727
2023-04-27,24.299999237060547
2023-04-28,23.700000762939453
2023-05-01,24.299999237060547
2023-05-02,27.5
2023-05-03,29.799999237060547
2023-05-04,31.5
2023-05-05,31.0
2023-05-08,29.899999618530273
2023-05-09,29.100000381469727
2023-05-10,28.5
2023-05-11,28.700000762939453
2023-05-12,31.399999618530273
2023-05-15,30.799999237060547
2023-05-16,30.799999237060547
2023-05-17,29.5
2023-05-18,29.899999618530273
2023-05-19,30.5
2023-05-22,28.200000762939453
2023-05-23,29.100000381469727
2023-05-24,29.5
2023-05-25,30.0
2023-05-26,30.0
2023-05-30,29.799999237060547
2023-05-31,29.5
2023-06-01,31.100000381469727
2023-06-02,30.5
2023-06-05,29.600000381469727
2023-06-06,31.200000762939453
2023-06-07,31.299999237060547
2023-06-08,31.0
2023-06-09,32.400001525878906
2023-06-12,33.0
2023-06-13,35.72999954223633
2023-06-14,35.79999923706055
2023-06-15,35.099998474121094
2023-06-16,34.400001525878906
2023-06-20,33.20000076293945
2023-06-21,33.0
2023-06-22,34.70000076293945
2023-06-23,32.20000076293945
2023-06-26,32.0
2023-06-27,31.200000762939453
2023-06-28,32.70000076293945
2023-06-29,31.399999618530273
2023-06-30,32.25
2023-07-03,30.600000381469727
2023-07-05,30.5
2023-07-06,29.0
2023-07-07,30.0
2023-07-10,30.299999237060547
2023-07-11,29.770000457763672
2023-07-12,28.5
2023-07-13,29.0
2023-07-14,27.5
2023-07-17,25.5
2023-07-18,26.200000762939453
2023-07-19,20.700000762939453
2023-07-20,20.899999618530273
2023-07-21,20.799999237060547
2023-07-24,19.90999984741211
2023-07-25,20.700000762939453
2023-07-26,21.0
2023-07-27,20.200000762939453
2023-07-28,20.299999237060547
2023-07-31,20.5
2023-08-01,21.139999389648438
