Date,GTN
2022-02-28,23.43000030517578
2022-03-01,23.8700008392334
2022-03-02,24.56999969482422
2022-03-03,24.309999465942383
2022-03-04,22.809999465942383
2022-03-07,22.899999618530273
2022-03-08,22.780000686645508
2022-03-09,23.399999618530273
2022-03-10,23.440000534057617
2022-03-11,22.989999771118164
2022-03-14,22.700000762939453
2022-03-15,23.260000228881836
2022-03-16,23.639999389648438
2022-03-17,23.420000076293945
2022-03-18,23.420000076293945
2022-03-21,23.239999771118164
2022-03-22,23.309999465942383
2022-03-23,22.899999618530273
2022-03-24,23.440000534057617
2022-03-25,23.350000381469727
2022-03-28,22.260000228881836
2022-03-29,22.450000762939453
2022-03-30,22.0
2022-03-31,22.06999969482422
2022-04-01,22.200000762939453
2022-04-04,22.280000686645508
2022-04-05,21.68000030517578
2022-04-06,21.3700008392334
2022-04-07,21.200000762939453
2022-04-08,21.030000686645508
2022-04-11,20.850000381469727
2022-04-12,21.0
2022-04-13,21.149999618530273
2022-04-14,20.329999923706055
2022-04-18,20.239999771118164
2022-04-19,20.56999969482422
2022-04-20,20.780000686645508
2022-04-21,20.6200008392334
2022-04-22,20.309999465942383
2022-04-25,19.90999984741211
2022-04-26,19.360000610351562
2022-04-27,19.110000610351562
2022-04-28,18.920000076293945
2022-04-29,18.520000457763672
2022-05-02,18.639999389648438
2022-05-03,18.799999237060547
2022-05-04,19.600000381469727
2022-05-05,19.31999969482422
2022-05-06,18.959999084472656
2022-05-09,18.329999923706055
2022-05-10,19.350000381469727
2022-05-11,19.270000457763672
2022-05-12,19.639999389648438
2022-05-13,19.540000915527344
2022-05-16,19.809999465942383
2022-05-17,20.520000457763672
2022-05-18,20.329999923706055
2022-05-19,20.18000030517578
2022-05-20,20.270000457763672
2022-05-23,20.040000915527344
2022-05-24,19.059999465942383
2022-05-25,19.3799991607666
2022-05-26,19.459999084472656
2022-05-27,19.6299991607666
2022-05-31,19.719999313354492
2022-06-01,19.459999084472656
2022-06-02,19.489999771118164
2022-06-03,19.479999542236328
2022-06-06,19.540000915527344
2022-06-07,19.6299991607666
2022-06-08,19.040000915527344
2022-06-09,19.219999313354492
2022-06-10,18.75
2022-06-13,17.84000015258789
2022-06-14,18.459999084472656
2022-06-15,18.84000015258789
2022-06-16,18.139999389648438
2022-06-17,18.010000228881836
2022-06-21,17.43000030517578
2022-06-22,17.030000686645508
2022-06-23,16.899999618530273
2022-06-24,17.1299991607666
2022-06-27,17.719999313354492
2022-06-28,17.350000381469727
2022-06-29,17.139999389648438
2022-06-30,16.889999389648438
2022-07-01,17.579999923706055
2022-07-05,17.0
2022-07-06,16.540000915527344
2022-07-07,17.059999465942383
2022-07-08,16.969999313354492
2022-07-11,16.520000457763672
2022-07-12,16.93000030517578
2022-07-13,16.649999618530273
2022-07-14,16.25
2022-07-15,16.8799991607666
2022-07-18,17.200000762939453
2022-07-19,17.81999969482422
2022-07-20,18.290000915527344
2022-07-21,18.440000534057617
2022-07-22,18.3700008392334
2022-07-25,18.600000381469727
2022-07-26,18.530000686645508
2022-07-27,18.950000762939453
2022-07-28,19.399999618530273
2022-07-29,18.56999969482422
2022-08-01,18.760000228881836
2022-08-02,18.90999984741211
2022-08-03,19.559999465942383
2022-08-04,19.6299991607666
2022-08-05,19.440000534057617
2022-08-08,18.610000610351562
2022-08-09,18.420000076293945
2022-08-10,19.09000015258789
2022-08-11,19.6299991607666
2022-08-12,19.649999618530273
2022-08-15,19.8799991607666
2022-08-16,20.780000686645508
2022-08-17,20.649999618530273
2022-08-18,20.510000228881836
2022-08-19,20.450000762939453
2022-08-22,19.610000610351562
2022-08-23,19.579999923706055
2022-08-24,19.639999389648438
2022-08-25,20.219999313354492
2022-08-26,20.110000610351562
2022-08-29,20.010000228881836
2022-08-30,19.40999984741211
2022-08-31,19.100000381469727
2022-09-01,18.920000076293945
2022-09-02,18.889999389648438
2022-09-06,18.530000686645508
2022-09-07,18.360000610351562
2022-09-08,18.479999542236328
2022-09-09,19.1299991607666
2022-09-12,19.639999389648438
2022-09-13,18.940000534057617
2022-09-14,18.610000610351562
2022-09-15,18.729999542236328
2022-09-16,18.469999313354492
2022-09-19,18.479999542236328
2022-09-20,18.56999969482422
2022-09-21,17.959999084472656
2022-09-22,16.780000686645508
2022-09-23,16.1200008392334
2022-09-26,15.489999771118164
2022-09-27,15.270000457763672
2022-09-28,15.239999771118164
2022-09-29,14.680000305175781
2022-09-30,14.319999694824219
2022-10-03,14.800000190734863
2022-10-04,15.380000114440918
2022-10-05,15.239999771118164
2022-10-06,14.520000457763672
2022-10-07,14.479999542236328
2022-10-10,14.720000267028809
2022-10-11,14.40999984741211
2022-10-12,14.100000381469727
2022-10-13,14.539999961853027
2022-10-14,14.34000015258789
2022-10-17,15.050000190734863
2022-10-18,15.579999923706055
2022-10-19,15.449999809265137
2022-10-20,15.489999771118164
2022-10-21,15.520000457763672
2022-10-24,15.34000015258789
2022-10-25,15.489999771118164
2022-10-26,15.09000015258789
2022-10-27,14.25
2022-10-28,14.729999542236328
2022-10-31,14.149999618530273
2022-11-01,15.029999732971191
2022-11-02,14.220000267028809
2022-11-03,13.520000457763672
2022-11-04,8.970000267028809
2022-11-07,9.369999885559082
2022-11-08,10.229999542236328
2022-11-09,9.279999732971191
2022-11-10,10.09000015258789
2022-11-11,10.449999809265137
2022-11-14,10.630000114440918
2022-11-15,11.420000076293945
2022-11-16,11.100000381469727
2022-11-17,11.279999732971191
2022-11-18,11.010000228881836
2022-11-21,10.8100004196167
2022-11-22,10.760000228881836
2022-11-23,10.930000305175781
2022-11-25,10.890000343322754
2022-11-28,10.6899995803833
2022-11-29,11.300000190734863
2022-11-30,11.699999809265137
2022-12-01,11.569999694824219
2022-12-02,11.510000228881836
2022-12-05,11.520000457763672
2022-12-06,11.3100004196167
2022-12-07,11.390000343322754
2022-12-08,11.539999961853027
2022-12-09,11.920000076293945
2022-12-12,12.069999694824219
2022-12-13,11.699999809265137
2022-12-14,11.800000190734863
2022-12-15,11.210000038146973
2022-12-16,11.1899995803833
2022-12-19,10.579999923706055
2022-12-20,10.449999809265137
2022-12-21,10.350000381469727
2022-12-22,10.289999961853027
2022-12-23,10.460000038146973
2022-12-27,10.770000457763672
2022-12-28,10.680000305175781
2022-12-29,11.3100004196167
2022-12-30,11.1899995803833
2023-01-03,11.079999923706055
2023-01-04,11.600000381469727
2023-01-05,11.680000305175781
2023-01-06,12.0600004196167
2023-01-09,11.640000343322754
2023-01-10,11.770000457763672
2023-01-11,11.829999923706055
2023-01-12,11.65999984741211
2023-01-13,11.550000190734863
2023-01-17,11.729999542236328
2023-01-18,11.600000381469727
2023-01-19,11.380000114440918
2023-01-20,11.609999656677246
2023-01-23,12.020000457763672
2023-01-24,11.970000267028809
2023-01-25,12.25
2023-01-26,12.600000381469727
2023-01-27,12.770000457763672
2023-01-30,12.600000381469727
2023-01-31,12.960000038146973
2023-02-01,13.539999961853027
2023-02-02,14.0600004196167
2023-02-03,13.239999771118164
2023-02-06,12.640000343322754
2023-02-07,12.039999961853027
2023-02-08,11.859999656677246
2023-02-09,11.569999694824219
2023-02-10,11.529999732971191
2023-02-13,11.760000228881836
2023-02-14,11.880000114440918
2023-02-15,12.420000076293945
2023-02-16,12.3100004196167
2023-02-17,12.680000305175781
2023-02-21,12.569999694824219
2023-02-22,12.529999732971191
2023-02-23,12.729999542236328
2023-02-24,12.199999809265137
2023-02-27,12.239999771118164
2023-02-28,11.699999809265137
2023-03-01,11.5
2023-03-02,11.289999961853027
2023-03-03,11.460000038146973
2023-03-06,11.109999656677246
2023-03-07,10.720000267028809
2023-03-08,10.470000267028809
2023-03-09,9.869999885559082
2023-03-10,9.789999961853027
2023-03-13,9.4399995803833
2023-03-14,9.350000381469727
2023-03-15,8.970000267028809
2023-03-16,8.979999542236328
2023-03-17,8.359999656677246
2023-03-20,8.600000381469727
2023-03-21,8.850000381469727
2023-03-22,8.5
2023-03-23,8.529999732971191
2023-03-24,8.449999809265137
2023-03-27,8.729999542236328
2023-03-28,8.470000267028809
2023-03-29,8.710000038146973
2023-03-30,8.569999694824219
2023-03-31,8.720000267028809
2023-04-03,8.489999771118164
2023-04-04,8.109999656677246
2023-04-05,8.069999694824219
2023-04-06,8.149999618530273
2023-04-10,8.470000267028809
2023-04-11,8.630000114440918
2023-04-12,8.100000381469727
2023-04-13,8.539999961853027
2023-04-14,8.4399995803833
2023-04-17,8.489999771118164
2023-04-18,8.260000228881836
2023-04-19,8.479999542236328
2023-04-20,8.210000038146973
2023-04-21,7.920000076293945
2023-04-24,7.96999979019165
2023-04-25,7.53000020980835
2023-04-26,7.449999809265137
2023-04-27,7.579999923706055
2023-04-28,7.710000038146973
2023-05-01,7.900000095367432
2023-05-02,7.440000057220459
2023-05-03,7.329999923706055
2023-05-04,6.699999809265137
2023-05-05,7.010000228881836
2023-05-08,7.289999961853027
2023-05-09,7.130000114440918
2023-05-10,6.840000152587891
2023-05-11,7.230000019073486
2023-05-12,7.599999904632568
2023-05-15,7.610000133514404
2023-05-16,7.480000019073486
2023-05-17,8.09000015258789
2023-05-18,8.09000015258789
2023-05-19,7.889999866485596
2023-05-22,7.929999828338623
2023-05-23,7.960000038146973
2023-05-24,7.610000133514404
2023-05-25,7.159999847412109
2023-05-26,7.28000020980835
2023-05-30,7.389999866485596
2023-05-31,7.03000020980835
2023-06-01,6.920000076293945
2023-06-02,7.579999923706055
2023-06-05,7.360000133514404
2023-06-06,7.78000020980835
2023-06-07,8.079999923706055
2023-06-08,7.989999771118164
2023-06-09,7.630000114440918
2023-06-12,7.599999904632568
2023-06-13,7.639999866485596
2023-06-14,7.400000095367432
2023-06-15,7.5
2023-06-16,7.460000038146973
2023-06-20,7.190000057220459
2023-06-21,7.190000057220459
2023-06-22,6.929999828338623
2023-06-23,7.190000057220459
2023-06-26,7.389999866485596
2023-06-27,7.71999979019165
2023-06-28,7.760000228881836
2023-06-29,7.980000019073486
2023-06-30,7.880000114440918
2023-07-03,8.010000228881836
2023-07-05,7.869999885559082
2023-07-06,7.78000020980835
2023-07-07,8.369999885559082
2023-07-10,8.369999885559082
2023-07-11,8.550000190734863
2023-07-12,8.850000381469727
2023-07-13,9.109999656677246
2023-07-14,8.819999694824219
2023-07-17,8.989999771118164
2023-07-18,9.569999694824219
2023-07-19,9.4399995803833
2023-07-20,9.109999656677246
2023-07-21,8.880000114440918
2023-07-24,9.039999961853027
2023-07-25,8.8100004196167
2023-07-26,8.979999542236328
2023-07-27,8.890000343322754
2023-07-28,9.079999923706055
2023-07-31,9.470000267028809
2023-08-01,9.199999809265137
2023-08-02,8.979999542236328
2023-08-03,8.729999542236328
2023-08-04,10.5
2023-08-07,9.84000015258789
2023-08-08,9.529999732971191
2023-08-09,8.880000114440918
2023-08-10,8.920000076293945
2023-08-11,8.9399995803833
2023-08-14,8.789999961853027
2023-08-15,8.619999885559082
2023-08-16,8.130000114440918
2023-08-17,8.380000114440918
2023-08-18,8.100000381469727
2023-08-21,8.15999984741211
2023-08-22,7.960000038146973
2023-08-23,7.949999809265137
2023-08-24,8.109999656677246
2023-08-25,7.880000114440918
2023-08-28,8.050000190734863
2023-08-29,8.279999732971191
2023-08-30,8.210000038146973
2023-08-31,8.0600004196167
2023-09-01,7.809999942779541
2023-09-05,7.260000228881836
2023-09-06,7.110000133514404
2023-09-07,6.849999904632568
2023-09-08,7.050000190734863
2023-09-11,7.369999885559082
2023-09-12,7.679999828338623
2023-09-13,7.440000057220459
2023-09-14,7.96999979019165
2023-09-15,7.579999923706055
2023-09-18,7.380000114440918
2023-09-19,7.369999885559082
2023-09-20,7.150000095367432
2023-09-21,7.260000228881836
2023-09-22,7.099999904632568
2023-09-25,6.900000095367432
2023-09-26,6.75
2023-09-27,6.730000019073486
2023-09-28,7.0
2023-09-29,6.920000076293945
2023-10-02,6.730000019073486
2023-10-03,6.349999904632568
2023-10-04,6.260000228881836
2023-10-05,6.190000057220459
2023-10-06,6.289999961853027
2023-10-09,6.190000057220459
2023-10-10,6.269999980926514
2023-10-11,6.300000190734863
2023-10-12,6.039999961853027
2023-10-13,6.079999923706055
2023-10-16,6.570000171661377
2023-10-17,6.760000228881836
2023-10-18,6.570000171661377
2023-10-19,6.570000171661377
2023-10-20,6.409999847412109
2023-10-23,6.309999942779541
2023-10-24,6.320000171661377
2023-10-25,6.119999885559082
2023-10-26,6.199999809265137
2023-10-27,6.070000171661377
2023-10-30,6.360000133514404
2023-10-31,6.519999980926514
2023-11-01,6.28000020980835
2023-11-02,7.099999904632568
2023-11-03,7.769999980926514
2023-11-06,7.550000190734863
2023-11-07,7.440000057220459
2023-11-08,6.869999885559082
2023-11-09,7.289999961853027
2023-11-10,7.349999904632568
2023-11-13,7.079999923706055
2023-11-14,7.650000095367432
2023-11-15,7.900000095367432
2023-11-16,7.690000057220459
2023-11-17,8.050000190734863
2023-11-20,8.25
2023-11-21,8.029999732971191
2023-11-22,8.079999923706055
2023-11-24,8.029999732971191
2023-11-27,7.78000020980835
2023-11-28,7.579999923706055
2023-11-29,7.769999980926514
2023-11-30,7.730000019073486
2023-12-01,8.199999809265137
2023-12-04,8.220000267028809
2023-12-05,7.909999847412109
2023-12-06,7.840000152587891
2023-12-07,7.869999885559082
2023-12-08,8.539999961853027
2023-12-11,8.15999984741211
2023-12-12,7.920000076293945
2023-12-13,8.470000267028809
2023-12-14,8.899999618530273
2023-12-15,8.760000228881836
2023-12-18,8.640000343322754
2023-12-19,8.869999885559082
2023-12-20,8.529999732971191
2023-12-21,8.819999694824219
2023-12-22,8.720000267028809
2023-12-26,8.880000114440918
2023-12-27,8.920000076293945
2023-12-28,9.220000267028809
2023-12-29,8.960000038146973
2024-01-02,9.130000114440918
2024-01-03,8.84000015258789
2024-01-04,8.869999885559082
2024-01-05,8.9399995803833
2024-01-08,9.329999923706055
2024-01-09,9.15999984741211
2024-01-10,9.270000457763672
2024-01-11,9.220000267028809
2024-01-12,9.180000305175781
2024-01-16,8.859999656677246
2024-01-17,9.020000457763672
2024-01-18,8.720000267028809
2024-01-19,8.920000076293945
2024-01-22,9.380000114440918
2024-01-23,9.460000038146973
2024-01-24,9.25
2024-01-25,9.970000267028809
