Date,CHGG
2022-02-28,31.270000457763672
2022-03-01,31.34000015258789
2022-03-02,31.8700008392334
2022-03-03,30.6299991607666
2022-03-04,30.739999771118164
2022-03-07,30.260000228881836
2022-03-08,30.25
2022-03-09,30.920000076293945
2022-03-10,30.639999389648438
2022-03-11,30.06999969482422
2022-03-14,30.18000030517578
2022-03-15,30.809999465942383
2022-03-16,31.81999969482422
2022-03-17,32.880001068115234
2022-03-18,33.72999954223633
2022-03-21,33.619998931884766
2022-03-22,34.31999969482422
2022-03-23,34.209999084472656
2022-03-24,35.7400016784668
2022-03-25,35.40999984741211
2022-03-28,35.81999969482422
2022-03-29,36.43000030517578
2022-03-30,36.040000915527344
2022-03-31,36.279998779296875
2022-04-01,36.52000045776367
2022-04-04,37.029998779296875
2022-04-05,36.209999084472656
2022-04-06,35.56999969482422
2022-04-07,35.2599983215332
2022-04-08,35.20000076293945
2022-04-11,35.290000915527344
2022-04-12,32.31999969482422
2022-04-13,32.5
2022-04-14,32.36000061035156
2022-04-18,31.510000228881836
2022-04-19,32.18000030517578
2022-04-20,29.65999984741211
2022-04-21,27.989999771118164
2022-04-22,26.739999771118164
2022-04-25,27.31999969482422
2022-04-26,25.899999618530273
2022-04-27,25.25
2022-04-28,25.700000762939453
2022-04-29,24.739999771118164
2022-05-02,24.979999542236328
2022-05-03,17.420000076293945
2022-05-04,20.389999389648438
2022-05-05,19.510000228881836
2022-05-06,18.649999618530273
2022-05-09,17.5
2022-05-10,17.729999542236328
2022-05-11,16.459999084472656
2022-05-12,17.700000762939453
2022-05-13,18.200000762939453
2022-05-16,18.729999542236328
2022-05-17,19.25
2022-05-18,18.510000228881836
2022-05-19,19.239999771118164
2022-05-20,18.600000381469727
2022-05-23,18.420000076293945
2022-05-24,17.979999542236328
2022-05-25,18.170000076293945
2022-05-26,18.6299991607666
2022-05-27,19.34000015258789
2022-05-31,19.459999084472656
2022-06-01,18.739999771118164
2022-06-02,20.420000076293945
2022-06-03,21.139999389648438
2022-06-06,20.889999389648438
2022-06-07,20.469999313354492
2022-06-08,20.549999237060547
2022-06-09,19.739999771118164
2022-06-10,18.950000762939453
2022-06-13,17.290000915527344
2022-06-14,17.530000686645508
2022-06-15,18.59000015258789
2022-06-16,17.020000457763672
2022-06-17,19.149999618530273
2022-06-21,18.450000762939453
2022-06-22,18.489999771118164
2022-06-23,19.170000076293945
2022-06-24,19.389999389648438
2022-06-27,19.43000030517578
2022-06-28,18.350000381469727
2022-06-29,18.280000686645508
2022-06-30,18.780000686645508
2022-07-01,19.149999618530273
2022-07-05,19.18000030517578
2022-07-06,18.860000610351562
2022-07-07,18.940000534057617
2022-07-08,19.3700008392334
2022-07-11,17.56999969482422
2022-07-12,18.3799991607666
2022-07-13,18.540000915527344
2022-07-14,18.360000610351562
2022-07-15,19.420000076293945
2022-07-18,19.75
2022-07-19,19.579999923706055
2022-07-20,20.34000015258789
2022-07-21,21.110000610351562
2022-07-22,20.469999313354492
2022-07-25,20.389999389648438
2022-07-26,19.729999542236328
2022-07-27,20.899999618530273
2022-07-28,21.049999237060547
2022-07-29,21.299999237060547
2022-08-01,21.139999389648438
2022-08-02,21.3799991607666
2022-08-03,22.149999618530273
2022-08-04,21.6299991607666
2022-08-05,23.59000015258789
2022-08-08,22.440000534057617
2022-08-09,21.559999465942383
2022-08-10,22.940000534057617
2022-08-11,22.09000015258789
2022-08-12,22.600000381469727
2022-08-15,22.549999237060547
2022-08-16,21.950000762939453
2022-08-17,20.770000457763672
2022-08-18,21.18000030517578
2022-08-19,21.149999618530273
2022-08-22,19.639999389648438
2022-08-23,19.65999984741211
2022-08-24,20.239999771118164
2022-08-25,20.3700008392334
2022-08-26,19.34000015258789
2022-08-29,19.709999084472656
2022-08-30,19.06999969482422
2022-08-31,19.68000030517578
2022-09-01,19.950000762939453
2022-09-02,20.639999389648438
2022-09-06,20.34000015258789
2022-09-07,21.450000762939453
2022-09-08,22.719999313354492
2022-09-09,23.06999969482422
2022-09-12,23.1200008392334
2022-09-13,21.6200008392334
2022-09-14,21.940000534057617
2022-09-15,22.93000030517578
2022-09-16,21.1299991607666
2022-09-19,21.860000610351562
2022-09-20,21.09000015258789
2022-09-21,20.030000686645508
2022-09-22,19.31999969482422
2022-09-23,18.950000762939453
2022-09-26,20.670000076293945
2022-09-27,20.510000228881836
2022-09-28,22.68000030517578
2022-09-29,21.6299991607666
2022-09-30,21.06999969482422
2022-10-03,21.200000762939453
