Date,GOEV
2022-02-28,132.02000427246094
2022-03-01,125.80999755859375
2022-03-02,128.57000732421875
2022-03-03,120.29000091552734
2022-03-04,112.93000030517578
2022-03-07,113.8499984741211
2022-03-08,115.91999816894531
2022-03-09,134.32000732421875
2022-03-10,133.6300048828125
2022-03-11,131.3300018310547
2022-03-14,119.13999938964844
2022-03-15,128.11000061035156
2022-03-16,132.47999572753906
2022-03-17,135.00999450683594
2022-03-18,139.61000061035156
2022-03-21,135.00999450683594
2022-03-22,137.5399932861328
2022-03-23,132.94000244140625
2022-03-24,137.0800018310547
2022-03-25,126.95999908447266
2022-03-28,128.11000061035156
2022-03-29,138.4600067138672
2022-03-30,134.32000732421875
2022-03-31,126.95999908447266
2022-04-01,124.88999938964844
2022-04-04,142.3699951171875
2022-04-05,133.39999389648438
2022-04-06,128.11000061035156
2022-04-07,123.97000122070312
2022-04-08,120.75
2022-04-11,119.13999938964844
2022-04-12,116.61000061035156
2022-04-13,118.68000030517578
2022-04-14,114.7699966430664
2022-04-18,112.01000213623047
2022-04-19,115.91999816894531
2022-04-20,112.47000122070312
2022-04-21,108.33000183105469
2022-04-22,113.8499984741211
2022-04-25,119.13999938964844
2022-04-26,114.7699966430664
2022-04-27,112.01000213623047
2022-04-28,115.45999908447266
2022-04-29,110.4000015258789
2022-05-02,111.55000305175781
2022-05-03,109.25
2022-05-04,112.93000030517578
2022-05-05,103.2699966430664
2022-05-06,102.80999755859375
2022-05-09,87.51499938964844
2022-05-10,83.02999877929688
2022-05-11,64.16999816894531
2022-05-12,69.0
2022-05-13,75.44000244140625
2022-05-16,76.58999633789062
2022-05-17,82.56999969482422
2022-05-18,77.73999786376953
2022-05-19,83.72000122070312
2022-05-20,77.73999786376953
2022-05-23,74.5199966430664
2022-05-24,71.30000305175781
2022-05-25,73.13999938964844
2022-05-26,76.58999633789062
2022-05-27,80.95999908447266
2022-05-31,77.05000305175781
2022-06-01,76.58999633789062
2022-06-02,78.43000030517578
2022-06-03,76.36000061035156
2022-06-06,73.13999938964844
2022-06-07,73.83000183105469
2022-06-08,77.97000122070312
2022-06-09,73.83000183105469
2022-06-10,70.1500015258789
2022-06-13,63.939998626708984
2022-06-14,60.4900016784668
2022-06-15,63.47999954223633
2022-06-16,58.880001068115234
2022-06-17,55.43000030517578
2022-06-21,59.79999923706055
2022-06-22,53.130001068115234
2022-06-23,51.52000045776367
2022-06-24,51.290000915527344
2022-06-27,48.9900016784668
2022-06-28,46.91999816894531
2022-06-29,46.689998626708984
2022-06-30,42.54999923706055
2022-07-01,43.2400016784668
2022-07-05,49.45000076293945
2022-07-06,49.220001220703125
2022-07-07,55.88999938964844
2022-07-08,59.34000015258789
2022-07-11,54.5099983215332
2022-07-12,83.48999786376953
2022-07-13,82.11000061035156
2022-07-14,106.02999877929688
2022-07-15,98.44000244140625
2022-07-18,91.08000183105469
2022-07-19,92.0
2022-07-20,95.22000122070312
2022-07-21,93.1500015258789
2022-07-22,88.55000305175781
2022-07-25,85.33000183105469
2022-07-26,80.5
2022-07-27,82.80000305175781
2022-07-28,82.33999633789062
2022-07-29,79.58000183105469
2022-08-01,78.66000366210938
2022-08-02,83.02999877929688
2022-08-03,86.0199966430664
2022-08-04,82.11000061035156
2022-08-05,85.0999984741211
2022-08-08,90.62000274658203
2022-08-09,78.43000030517578
2022-08-10,82.56999969482422
2022-08-11,86.4800033569336
2022-08-12,98.44000244140625
2022-08-15,91.08000183105469
2022-08-16,91.08000183105469
2022-08-17,89.93000030517578
2022-08-18,87.62999725341797
2022-08-19,84.18000030517578
2022-08-22,82.56999969482422
2022-08-23,77.51000213623047
2022-08-24,83.94999694824219
2022-08-25,85.33000183105469
2022-08-26,80.2699966430664
2022-08-29,76.36000061035156
