Date,DOUG
2022-02-28,7.180952072143555
2022-03-01,6.838095188140869
2022-03-02,7.142857074737549
2022-03-03,7.01904821395874
2022-03-04,6.5523810386657715
2022-03-07,6.266666889190674
2022-03-08,6.4476189613342285
2022-03-09,6.714285850524902
2022-03-10,6.771429061889648
2022-03-11,6.352381229400635
2022-03-14,6.352381229400635
2022-03-15,6.4380950927734375
2022-03-16,7.15238094329834
2022-03-17,7.952381134033203
2022-03-18,7.3428568840026855
2022-03-21,7.4380950927734375
2022-03-22,7.047618865966797
2022-03-23,7.0
2022-03-24,6.971428871154785
2022-03-25,6.952381134033203
2022-03-28,6.961905002593994
2022-03-29,7.352381229400635
2022-03-30,6.961905002593994
2022-03-31,6.952381134033203
2022-04-01,7.01904821395874
2022-04-04,6.904761791229248
2022-04-05,6.780951976776123
2022-04-06,6.5523810386657715
2022-04-07,6.647618770599365
2022-04-08,6.5428571701049805
2022-04-11,6.495237827301025
2022-04-12,6.476190090179443
2022-04-13,6.733333110809326
2022-04-14,6.67618989944458
2022-04-18,6.3333330154418945
2022-04-19,6.5619049072265625
2022-04-20,6.466667175292969
2022-04-21,6.4285712242126465
2022-04-22,6.190475940704346
2022-04-25,6.142857074737549
2022-04-26,5.895237922668457
2022-04-27,5.923810005187988
2022-04-28,6.038094997406006
2022-04-29,5.771429061889648
2022-05-02,5.914286136627197
2022-05-03,5.809524059295654
2022-05-04,5.895237922668457
2022-05-05,5.590476036071777
2022-05-06,5.5619049072265625
2022-05-09,5.30476188659668
2022-05-10,5.228570938110352
2022-05-11,5.133333206176758
2022-05-12,5.047618865966797
2022-05-13,5.3333330154418945
2022-05-16,5.190475940704346
2022-05-17,5.285714149475098
2022-05-18,4.876190185546875
2022-05-19,4.84761905670166
2022-05-20,4.961905002593994
2022-05-23,5.095238208770752
2022-05-24,4.933332920074463
2022-05-25,4.98095178604126
2022-05-26,5.15238094329834
2022-05-27,5.4476189613342285
2022-05-31,5.476190090179443
2022-06-01,5.514286041259766
2022-06-02,5.5714287757873535
2022-06-03,5.4571428298950195
2022-06-06,5.476190090179443
2022-06-07,5.4285712242126465
2022-06-08,5.30476188659668
2022-06-09,5.057143211364746
2022-06-10,4.885714054107666
2022-06-13,4.69523811340332
2022-06-14,4.800000190734863
2022-06-15,4.819047927856445
2022-06-16,4.647618770599365
2022-06-17,4.6666669845581055
2022-06-21,4.69523811340332
2022-06-22,4.628571033477783
2022-06-23,4.742856979370117
2022-06-24,4.895237922668457
2022-06-27,4.752380847930908
2022-06-28,4.609523773193359
2022-06-29,4.504762172698975
2022-06-30,4.5619049072265625
2022-07-01,4.98095178604126
2022-07-05,5.209524154663086
2022-07-06,5.076189994812012
2022-07-07,5.123809814453125
2022-07-08,4.923810005187988
2022-07-11,4.761905193328857
2022-07-12,4.838095188140869
2022-07-13,4.866666793823242
2022-07-14,4.742856979370117
2022-07-15,4.98095178604126
2022-07-18,4.933332920074463
2022-07-19,5.295238018035889
2022-07-20,5.371428966522217
2022-07-21,5.409523963928223
2022-07-22,5.3428568840026855
2022-07-25,5.390476226806641
2022-07-26,5.3428568840026855
2022-07-27,5.580952167510986
2022-07-28,5.6666669845581055
2022-07-29,5.714285850524902
2022-08-01,5.609523773193359
2022-08-02,5.580952167510986
2022-08-03,5.704761981964111
2022-08-04,5.961905002593994
2022-08-05,5.4285712242126465
2022-08-08,5.4476189613342285
2022-08-09,5.104762077331543
2022-08-10,5.352381229400635
2022-08-11,5.466667175292969
2022-08-12,5.704761981964111
2022-08-15,5.647618770599365
2022-08-16,5.733333110809326
2022-08-17,5.742856979370117
2022-08-18,5.819047927856445
2022-08-19,5.5714287757873535
2022-08-22,5.32381010055542
2022-08-23,5.30476188659668
2022-08-24,5.123809814453125
2022-08-25,5.190475940704346
2022-08-26,4.952381134033203
2022-08-29,4.895237922668457
2022-08-30,4.599999904632568
2022-08-31,4.390476226806641
2022-09-01,4.533332824707031
2022-09-02,4.4571428298950195
2022-09-06,4.419047832489014
2022-09-07,4.4285712242126465
2022-09-08,4.3333330154418945
2022-09-09,4.628571033477783
2022-09-12,4.619048118591309
2022-09-13,4.3428568840026855
2022-09-14,4.276189804077148
2022-09-15,4.4285712242126465
2022-09-16,4.400000095367432
2022-09-19,4.285714149475098
2022-09-20,4.15238094329834
