Date,VINE
2022-02-28,4.320000171661377
2022-03-01,4.170000076293945
2022-03-02,4.079999923706055
2022-03-03,4.070000171661377
2022-03-04,3.989000082015991
2022-03-07,4.0
2022-03-08,3.990000009536743
2022-03-09,3.940000057220459
2022-03-10,3.740000009536743
2022-03-11,3.4700000286102295
2022-03-14,3.049999952316284
2022-03-15,3.200000047683716
2022-03-16,3.0899999141693115
2022-03-17,3.2699999809265137
2022-03-18,3.049999952316284
2022-03-21,2.859999895095825
2022-03-22,3.0999999046325684
2022-03-23,3.190000057220459
2022-03-24,3.119999885559082
2022-03-25,4.170000076293945
2022-03-28,3.7799999713897705
2022-03-29,3.309999942779541
2022-03-30,3.299999952316284
2022-03-31,3.3499999046325684
2022-04-01,3.9000000953674316
2022-04-04,3.9700000286102295
2022-04-05,3.7100000381469727
2022-04-06,4.159999847412109
2022-04-07,4.150000095367432
2022-04-08,3.9700000286102295
2022-04-11,4.099999904632568
2022-04-12,3.759999990463257
2022-04-13,3.7899999618530273
2022-04-14,3.869999885559082
2022-04-18,3.549999952316284
2022-04-19,3.609999895095825
2022-04-20,3.680000066757202
2022-04-21,3.4200000762939453
2022-04-22,3.259999990463257
2022-04-25,3.0999999046325684
2022-04-26,3.2799999713897705
2022-04-27,3.2699999809265137
2022-04-28,3.2899999618530273
2022-04-29,3.490000009536743
2022-05-02,3.299999952316284
2022-05-03,3.3299999237060547
2022-05-04,3.109999895095825
2022-05-05,3.140000104904175
2022-05-06,3.130000114440918
2022-05-09,3.200000047683716
2022-05-10,3.0999999046325684
2022-05-11,2.930000066757202
2022-05-12,3.069999933242798
2022-05-13,3.130000114440918
2022-05-16,3.5999999046325684
2022-05-17,3.549999952316284
2022-05-18,3.4200000762939453
2022-05-19,3.049999952316284
2022-05-20,3.0199999809265137
2022-05-23,2.9800000190734863
2022-05-24,2.809999942779541
2022-05-25,2.6600000858306885
2022-05-26,2.7790000438690186
2022-05-27,2.5799999237060547
2022-05-31,2.7200000286102295
2022-06-01,2.5999999046325684
2022-06-02,2.630000114440918
2022-06-03,2.7100000381469727
2022-06-06,2.950000047683716
2022-06-07,3.059999942779541
2022-06-08,2.7899999618530273
2022-06-09,2.809999942779541
2022-06-10,2.9700000286102295
2022-06-13,2.700000047683716
2022-06-14,2.5899999141693115
2022-06-15,2.6700000762939453
2022-06-16,2.559999942779541
2022-06-17,2.609999895095825
2022-06-21,2.200000047683716
2022-06-22,1.899999976158142
2022-06-23,1.75
2022-06-24,1.649999976158142
2022-06-27,1.600000023841858
2022-06-28,1.5
2022-06-29,1.899999976158142
2022-06-30,1.8600000143051147
2022-07-01,1.9299999475479126
2022-07-05,2.0999999046325684
2022-07-06,2.1500000953674316
2022-07-07,2.130000114440918
2022-07-08,2.1700000762939453
2022-07-11,2.240000009536743
2022-07-12,2.319999933242798
2022-07-13,2.3399999141693115
2022-07-14,2.299999952316284
2022-07-15,2.359999895095825
2022-07-18,2.299999952316284
2022-07-19,2.450000047683716
2022-07-20,2.509999990463257
2022-07-21,2.430000066757202
2022-07-22,2.5
2022-07-25,2.4200000762939453
2022-07-26,2.5299999713897705
2022-07-27,2.549999952316284
2022-07-28,2.509999990463257
2022-07-29,2.450000047683716
2022-08-01,2.4200000762939453
2022-08-02,2.4000000953674316
2022-08-03,2.5799999237060547
2022-08-04,2.5299999713897705
2022-08-05,2.609999895095825
2022-08-08,2.753999948501587
2022-08-09,2.890000104904175
2022-08-10,3.0999999046325684
2022-08-11,3.4700000286102295
2022-08-12,3.2100000381469727
2022-08-15,3.2200000286102295
2022-08-16,3.25
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,2.7899999618530273
2022-08-22,2.950000047683716
2022-08-23,3.059999942779541
2022-08-24,2.5999999046325684
2022-08-25,2.799999952316284
2022-08-26,3.140000104904175
2022-08-29,2.700000047683716
2022-08-30,2.8010001182556152
2022-08-31,2.9600000381469727
2022-09-01,3.0399999618530273
2022-09-02,2.9800000190734863
2022-09-06,3.009999990463257
2022-09-07,3.049999952316284
2022-09-08,2.8399999141693115
2022-09-09,3.0299999713897705
2022-09-12,2.9700000286102295
2022-09-13,2.8499999046325684
2022-09-14,2.700000047683716
2022-09-15,2.5
2022-09-16,2.4000000953674316
2022-09-19,2.25
2022-09-20,2.190000057220459
2022-09-21,2.2200000286102295
2022-09-22,2.380000114440918
2022-09-23,2.0799999237060547
2022-09-26,1.8600000143051147
2022-09-27,1.940000057220459
2022-09-28,2.009999990463257
2022-09-29,2.059999942779541
2022-09-30,1.7699999809265137
2022-10-03,1.8380000591278076
2022-10-04,1.7799999713897705
2022-10-05,1.7799999713897705
2022-10-06,1.809999942779541
2022-10-07,1.7599999904632568
2022-10-10,1.7699999809265137
2022-10-11,1.6200000047683716
2022-10-12,1.690000057220459
2022-10-13,1.6100000143051147
2022-10-14,1.5789999961853027
2022-10-17,1.565000057220459
2022-10-18,1.590000033378601
2022-10-19,1.649999976158142
2022-10-20,1.6540000438690186
2022-10-21,1.7000000476837158
2022-10-24,1.6799999475479126
2022-10-25,1.7300000190734863
2022-10-26,1.7799999713897705
2022-10-27,1.840000033378601
2022-10-28,1.75
2022-10-31,1.6699999570846558
2022-11-01,1.649999976158142
2022-11-02,1.590000033378601
2022-11-03,1.5800000429153442
2022-11-04,1.6150000095367432
2022-11-07,1.6009999513626099
2022-11-08,1.5700000524520874
2022-11-09,1.5
2022-11-10,1.5700000524520874
2022-11-11,1.5499999523162842
2022-11-14,1.5499999523162842
2022-11-15,1.5240000486373901
2022-11-16,1.5299999713897705
2022-11-17,1.5
2022-11-18,1.5099999904632568
2022-11-21,1.5399999618530273
2022-11-22,1.5
2022-11-23,1.5399999618530273
2022-11-25,1.5700000524520874
2022-11-28,1.5499999523162842
2022-11-29,1.5
2022-11-30,1.5399999618530273
2022-12-01,1.5299999713897705
2022-12-02,1.5199999809265137
2022-12-05,1.5199999809265137
2022-12-06,1.465000033378601
2022-12-07,1.3700000047683716
2022-12-08,1.3279999494552612
2022-12-09,1.2879999876022339
2022-12-12,1.3600000143051147
2022-12-13,1.309999942779541
2022-12-14,1.309999942779541
2022-12-15,1.2400000095367432
2022-12-16,1.2899999618530273
2022-12-19,1.1720000505447388
2022-12-20,1.1100000143051147
2022-12-21,1.1100000143051147
2022-12-22,1.149999976158142
2022-12-23,1.1200000047683716
2022-12-27,1.0399999618530273
2022-12-28,1.0470000505447388
2022-12-29,1.059999942779541
2022-12-30,0.9789999723434448
2023-01-03,0.9800000190734863
2023-01-04,0.949999988079071
2023-01-05,0.949999988079071
2023-01-06,0.9480000138282776
2023-01-09,0.9200000166893005
2023-01-10,0.9300000071525574
2023-01-11,0.949999988079071
2023-01-12,0.9599999785423279
2023-01-13,1.034999966621399
2023-01-17,0.9100000262260437
2023-01-18,0.9200000166893005
2023-01-19,0.9399999976158142
2023-01-20,1.0299999713897705
2023-01-23,0.996999979019165
2023-01-24,1.0099999904632568
2023-01-25,1.034999966621399
2023-01-26,1.059999942779541
2023-01-27,1.13100004196167
2023-01-30,0.9700000286102295
2023-01-31,1.0299999713897705
2023-02-01,1.0199999809265137
2023-02-02,1.7999999523162842
2023-02-03,1.3300000429153442
2023-02-06,1.2200000286102295
2023-02-07,1.2200000286102295
2023-02-08,1.149999976158142
2023-02-09,1.1449999809265137
2023-02-10,1.159999966621399
2023-02-13,1.1399999856948853
2023-02-14,1.1449999809265137
2023-02-15,1.149999976158142
2023-02-16,1.2000000476837158
2023-02-17,1.2999999523162842
2023-02-21,1.0499999523162842
2023-02-22,1.059999942779541
2023-02-23,1.0299999713897705
2023-02-24,1.0099999904632568
2023-02-27,1.024999976158142
2023-02-28,1.0399999618530273
2023-03-01,1.0
2023-03-02,1.090000033378601
2023-03-03,1.0199999809265137
2023-03-06,0.9800000190734863
2023-03-07,0.9900000095367432
2023-03-08,1.0
2023-03-09,0.8899999856948853
2023-03-10,0.800000011920929
2023-03-13,0.7379999756813049
2023-03-14,0.7099999785423279
2023-03-15,0.6499999761581421
2023-03-16,0.6449999809265137
2023-03-17,0.5600000023841858
2023-03-20,0.5299999713897705
2023-03-21,0.5299999713897705
2023-03-22,0.5400000214576721
2023-03-23,0.5519999861717224
2023-03-24,0.550000011920929
2023-03-27,0.5270000100135803
2023-03-28,0.5
2023-03-29,0.550000011920929
2023-03-30,0.4399999976158142
2023-03-31,0.49000000953674316
2023-04-03,0.4390000104904175
2023-04-04,0.44999998807907104
2023-04-05,0.41999998688697815
2023-04-06,0.4009999930858612
2023-04-10,0.38499999046325684
2023-04-11,0.4169999957084656
2023-04-12,0.39800000190734863
2023-04-13,0.3720000088214874
2023-04-14,0.38600000739097595
2023-04-17,0.38999998569488525
2023-04-18,0.44999998807907104
2023-04-19,0.47099998593330383
2023-04-20,0.4830000102519989
2023-04-21,0.44999998807907104
2023-04-24,0.48500001430511475
2023-04-25,0.5099999904632568
2023-04-26,0.4519999921321869
2023-04-27,0.4300000071525574
2023-04-28,0.47999998927116394
2023-05-01,0.4909999966621399
2023-05-02,0.47999998927116394
2023-05-03,0.47200000286102295
2023-05-04,0.5299999713897705
2023-05-05,0.5199999809265137
2023-05-08,0.5049999952316284
2023-05-09,0.5099999904632568
2023-05-10,0.5450000166893005
2023-05-11,0.5299999713897705
2023-05-12,0.5400000214576721
2023-05-15,0.49000000953674316
2023-05-16,0.44999998807907104
2023-05-17,0.4449999928474426
2023-05-18,0.4000000059604645
2023-05-19,0.492000013589859
2023-05-22,0.550000011920929
2023-05-23,0.5170000195503235
2023-05-24,0.5090000033378601
2023-05-25,0.47200000286102295
2023-05-26,0.531000018119812
2023-05-30,0.5009999871253967
2023-05-31,0.5199999809265137
2023-06-01,0.550000011920929
2023-06-02,0.49900001287460327
2023-06-05,0.5
2023-06-06,0.47099998593330383
2023-06-07,0.47099998593330383
2023-06-08,0.47099998593330383
2023-06-09,0.47099998593330383
2023-06-12,0.4819999933242798
2023-06-13,0.5199999809265137
2023-06-14,0.49799999594688416
2023-06-15,0.3700000047683716
2023-06-16,0.35100001096725464
2023-06-20,0.35499998927116394
2023-06-21,0.28999999165534973
2023-06-22,0.27000001072883606
2023-06-23,0.23999999463558197
2023-06-26,0.23999999463558197
2023-06-27,0.23999999463558197
2023-06-28,0.23000000417232513
2023-06-29,0.23100000619888306
2023-06-30,0.22599999606609344
2023-07-03,0.5799999833106995
2023-07-05,0.41499999165534973
2023-07-06,0.40400001406669617
2023-07-07,0.4020000100135803
2023-07-10,0.37599998712539673
2023-07-11,0.39500001072883606
2023-07-12,0.5210000276565552
