Date,SVMH
2022-09-27,2.182852029800415
2022-09-28,2.1850390434265137
2022-09-29,2.1850390434265137
2022-09-30,2.191601037979126
2022-10-03,2.191601037979126
2022-10-04,2.191601037979126
2022-10-05,2.191601037979126
2022-10-06,2.191601037979126
2022-10-07,2.200350046157837
2022-10-10,2.200350046157837
2022-10-11,2.1872270107269287
2022-10-12,2.190506935119629
2022-10-13,2.2021000385284424
2022-10-14,2.200568914413452
2022-10-17,2.1981630325317383
2022-10-18,2.191601037979126
2022-10-19,2.191601037979126
2022-10-20,2.2025370597839355
2022-10-21,2.2025370597839355
2022-10-24,2.200350046157837
2022-10-25,2.191601037979126
2022-10-26,2.191601037979126
2022-10-27,2.191601037979126
2022-10-28,2.191601037979126
2022-10-31,2.2025370597839355
2022-11-01,2.204724073410034
2022-11-02,2.204724073410034
2022-11-03,2.204724073410034
2022-11-04,2.204724073410034
2022-11-07,2.209099054336548
2022-11-08,2.209099054336548
2022-11-09,2.209099054336548
2022-11-10,2.209099054336548
2022-11-11,2.209099054336548
2022-11-14,2.204724073410034
2022-11-15,2.209099054336548
2022-11-16,2.2112860679626465
2022-11-17,2.2112860679626465
2022-11-18,2.209099054336548
2022-11-21,2.2112860679626465
2022-11-22,2.21566104888916
2022-11-23,2.213473081588745
2022-11-25,2.2265970706939697
2022-11-28,2.204724073410034
2022-11-29,2.206912040710449
2022-11-30,2.213473081588745
2022-12-01,2.204724073410034
2022-12-02,2.204724073410034
2022-12-05,2.204724073410034
2022-12-06,2.204724073410034
2022-12-07,2.204724073410034
2022-12-08,2.217848062515259
2022-12-09,2.21566104888916
2022-12-12,2.217848062515259
2022-12-13,2.217848062515259
2022-12-14,2.217848062515259
2022-12-15,2.217848062515259
2022-12-16,2.217848062515259
2022-12-19,2.217848062515259
2022-12-20,2.217848062515259
2022-12-21,2.217848062515259
2022-12-22,2.230971097946167
2022-12-23,2.230971097946167
2022-12-27,2.222222089767456
2022-12-28,2.2265970706939697
2022-12-29,2.2265970706939697
2022-12-30,2.248469114303589
2023-01-03,2.2265970706939697
2023-01-04,2.2265970706939697
2023-01-05,2.2265970706939697
2023-01-06,2.2265970706939697
2023-01-09,2.2265970706939697
2023-01-10,2.2353460788726807
2023-01-11,2.2353460788726807
2023-01-12,2.239720106124878
2023-01-13,2.255031108856201
2023-01-17,2.255031108856201
2023-01-18,2.2462821006774902
2023-01-19,2.2462821006774902
2023-01-20,2.2462821006774902
2023-01-23,2.2462821006774902
2023-01-24,2.2594048976898193
2023-01-25,2.255031108856201
2023-01-26,2.255031108856201
2023-01-27,2.2594048976898193
2023-01-30,2.253937005996704
2023-01-31,2.253937005996704
2023-02-01,2.2572178840637207
2023-02-02,2.2572178840637207
2023-02-03,2.2583110332489014
2023-02-06,2.261591911315918
2023-02-07,2.2594048976898193
2023-02-08,2.261591911315918
2023-02-09,2.261591911315918
2023-02-10,2.261591911315918
2023-02-13,2.2594048976898193
2023-02-14,2.2594048976898193
2023-02-15,2.2594048976898193
2023-02-16,2.2594048976898193
2023-02-17,2.2594048976898193
2023-02-21,2.263780117034912
2023-02-22,2.263780117034912
2023-02-23,2.2594048976898193
2023-02-24,2.2594048976898193
2023-02-27,2.2594048976898193
2023-02-28,2.2594048976898193
2023-03-01,2.2594048976898193
2023-03-02,2.2594048976898193
2023-03-03,2.2594048976898193
2023-03-06,2.2594048976898193
2023-03-07,2.2681539058685303
2023-03-08,2.270340919494629
2023-03-09,2.270340919494629
2023-03-10,2.270340919494629
2023-03-13,2.2659668922424316
2023-03-14,2.2659668922424316
2023-03-15,2.270340919494629
2023-03-16,2.270340919494629
2023-03-17,2.270340919494629
2023-03-20,2.2747159004211426
2023-03-21,2.2747159004211426
2023-03-22,2.2747159004211426
2023-03-23,2.276902914047241
2023-03-24,2.276902914047241
2023-03-27,2.276902914047241
2023-03-28,2.276902914047241
2023-03-29,2.276902914047241
2023-03-30,2.276902914047241
2023-03-31,2.276902914047241
2023-04-03,2.285651922225952
2023-04-04,2.285651922225952
2023-04-05,2.285651922225952
2023-04-06,2.2725279331207275
2023-04-10,2.2725279331207275
2023-04-11,2.2747159004211426
2023-04-12,2.2779970169067383
2023-04-13,2.2779970169067383
2023-04-14,2.2779970169067383
2023-04-17,2.2779970169067383
2023-04-18,2.2779970169067383
2023-04-19,2.2779970169067383
2023-04-20,2.27908992767334
2023-04-21,2.27908992767334
2023-04-24,2.27908992767334
2023-04-25,2.27908992767334
2023-04-26,2.27908992767334
2023-04-27,2.2812769412994385
2023-04-28,2.2812769412994385
2023-05-01,2.2812769412994385
2023-05-02,2.285651922225952
2023-05-03,2.285651922225952
2023-05-04,2.287838935852051
2023-05-05,2.287838935852051
2023-05-08,2.287838935852051
2023-05-09,2.287838935852051
2023-05-10,2.287838935852051
2023-05-11,2.292212963104248
2023-05-12,2.292212963104248
2023-05-15,2.294400930404663
2023-05-16,2.294400930404663
2023-05-17,2.294400930404663
2023-05-18,2.294400930404663
2023-05-19,2.294400930404663
2023-05-22,2.2965879440307617
2023-05-23,2.294400930404663
2023-05-24,2.294400930404663
2023-05-25,2.294400930404663
2023-05-26,2.2987749576568604
2023-05-30,2.2987749576568604
2023-05-31,2.2987749576568604
2023-06-01,2.2987749576568604
2023-06-02,2.2987749576568604
2023-06-05,2.300961971282959
2023-06-06,2.303149938583374
2023-06-07,2.300961971282959
2023-06-08,2.300961971282959
2023-06-09,2.300961971282959
2023-06-12,2.300961971282959
2023-06-13,2.300961971282959
2023-06-14,2.3053369522094727
2023-06-15,2.300961971282959
