Date,SLXN
2022-02-28,9.739999771118164
2022-03-01,9.739999771118164
2022-03-02,9.75
2022-03-03,9.75
2022-03-04,9.75
2022-03-07,9.75
2022-03-08,9.75
2022-03-09,9.760000228881836
2022-03-10,9.75
2022-03-11,9.760000228881836
2022-03-14,9.760000228881836
2022-03-15,9.779999732971191
2022-03-16,9.770000457763672
2022-03-17,9.760000228881836
2022-03-18,9.760000228881836
2022-03-21,9.770000457763672
2022-03-22,9.770000457763672
2022-03-23,9.770000457763672
2022-03-24,9.760000228881836
2022-03-25,9.760000228881836
2022-03-28,9.75
2022-03-29,9.75
2022-03-30,9.75
2022-03-31,9.779999732971191
2022-04-01,9.789999961853027
2022-04-04,9.789999961853027
2022-04-05,9.779999732971191
2022-04-06,9.779999732971191
2022-04-07,9.800000190734863
2022-04-08,9.800000190734863
2022-04-11,9.8100004196167
2022-04-12,9.819999694824219
2022-04-13,9.819999694824219
2022-04-14,9.819999694824219
2022-04-18,9.800000190734863
2022-04-19,9.819999694824219
2022-04-20,9.84000015258789
2022-04-21,9.84000015258789
2022-04-22,9.819999694824219
2022-04-25,9.819999694824219
2022-04-26,9.819999694824219
2022-04-27,9.819999694824219
2022-04-28,9.829999923706055
2022-04-29,9.829999923706055
2022-05-02,9.850000381469727
2022-05-03,9.819999694824219
2022-05-04,9.845000267028809
2022-05-05,9.864999771118164
2022-05-06,9.864999771118164
2022-05-09,9.829999923706055
2022-05-10,9.829999923706055
2022-05-11,9.829999923706055
2022-05-12,9.829999923706055
2022-05-13,9.829999923706055
2022-05-16,9.829999923706055
2022-05-17,9.829999923706055
2022-05-18,9.779999732971191
2022-05-19,9.779999732971191
2022-05-20,9.779999732971191
2022-05-23,9.779999732971191
2022-05-24,9.779999732971191
2022-05-25,9.779999732971191
2022-05-26,9.779999732971191
2022-05-27,9.795000076293945
2022-05-31,9.829999923706055
2022-06-01,9.829999923706055
2022-06-02,9.779999732971191
2022-06-03,9.779999732971191
2022-06-06,9.779999732971191
2022-06-07,9.800000190734863
2022-06-08,9.8100004196167
2022-06-09,9.819999694824219
2022-06-10,9.829999923706055
2022-06-13,9.819999694824219
2022-06-14,9.800000190734863
2022-06-15,9.8100004196167
2022-06-16,9.800000190734863
2022-06-17,9.779999732971191
2022-06-21,9.779999732971191
2022-06-22,9.779999732971191
2022-06-23,9.800000190734863
2022-06-24,9.800000190734863
2022-06-27,9.8100004196167
2022-06-28,9.770000457763672
2022-06-29,9.770000457763672
2022-06-30,9.819999694824219
2022-07-01,9.819999694824219
2022-07-05,9.819999694824219
2022-07-06,9.819999694824219
2022-07-07,9.829999923706055
2022-07-08,9.829999923706055
2022-07-11,9.829999923706055
2022-07-12,9.829999923706055
2022-07-13,9.829999923706055
2022-07-14,9.829999923706055
2022-07-15,9.829999923706055
2022-07-18,9.819999694824219
2022-07-19,9.829999923706055
2022-07-20,9.829999923706055
2022-07-21,9.829999923706055
2022-07-22,9.84000015258789
2022-07-25,9.829999923706055
2022-07-26,9.84000015258789
2022-07-27,9.829999923706055
2022-07-28,9.84000015258789
2022-07-29,9.84000015258789
2022-08-01,9.829999923706055
2022-08-02,9.845000267028809
2022-08-03,9.859999656677246
2022-08-04,9.859999656677246
2022-08-05,9.859999656677246
2022-08-08,9.859999656677246
2022-08-09,9.869999885559082
2022-08-10,9.869999885559082
2022-08-11,9.869999885559082
2022-08-12,9.869999885559082
2022-08-15,9.869999885559082
