Date,SOAR
2022-02-28,9.84000015258789
2022-03-01,9.850000381469727
2022-03-02,9.84000015258789
2022-03-03,9.84000015258789
2022-03-04,9.880000114440918
2022-03-07,9.880000114440918
2022-03-08,9.880000114440918
2022-03-09,9.880000114440918
2022-03-10,9.869999885559082
2022-03-11,9.869999885559082
2022-03-14,9.869999885559082
2022-03-15,9.869999885559082
2022-03-16,9.869999885559082
2022-03-17,9.880000114440918
2022-03-18,9.880000114440918
2022-03-21,9.880000114440918
2022-03-22,9.880000114440918
2022-03-23,9.880000114440918
2022-03-24,9.880000114440918
2022-03-25,9.880000114440918
2022-03-28,9.899999618530273
2022-03-29,9.899999618530273
2022-03-30,9.899999618530273
2022-03-31,9.899999618530273
2022-04-01,9.90999984741211
2022-04-04,9.880000114440918
2022-04-05,9.890000343322754
2022-04-06,9.90999984741211
2022-04-07,9.920000076293945
2022-04-08,9.899999618530273
2022-04-11,9.904999732971191
2022-04-12,9.880000114440918
2022-04-13,9.949999809265137
2022-04-14,9.9399995803833
2022-04-18,9.9399995803833
2022-04-19,9.899999618530273
2022-04-20,9.920000076293945
2022-04-21,9.920000076293945
2022-04-22,9.920000076293945
2022-04-25,9.9399995803833
2022-04-26,9.9399995803833
2022-04-27,9.9399995803833
2022-04-28,9.920000076293945
2022-04-29,9.920000076293945
2022-05-02,9.920000076293945
2022-05-03,9.920000076293945
2022-05-04,9.979999542236328
2022-05-05,9.930000305175781
2022-05-06,9.920000076293945
2022-05-09,9.920000076293945
2022-05-10,9.920000076293945
2022-05-11,9.90999984741211
2022-05-12,9.859999656677246
2022-05-13,9.869999885559082
2022-05-16,9.869999885559082
2022-05-17,9.859999656677246
2022-05-18,9.859999656677246
2022-05-19,9.859999656677246
2022-05-20,9.859999656677246
2022-05-23,9.850000381469727
2022-05-24,9.850000381469727
2022-05-25,9.869999885559082
2022-05-26,9.869999885559082
2022-05-27,9.899999618530273
2022-05-31,9.920000076293945
2022-06-01,9.869999885559082
2022-06-02,9.920000076293945
2022-06-03,9.890000343322754
2022-06-06,9.890000343322754
2022-06-07,9.890000343322754
2022-06-08,9.890000343322754
2022-06-09,9.890000343322754
2022-06-10,9.890000343322754
2022-06-13,9.890000343322754
2022-06-14,9.890000343322754
2022-06-15,9.890000343322754
2022-06-16,9.890000343322754
2022-06-17,9.890000343322754
2022-06-21,9.890000343322754
2022-06-22,9.890000343322754
2022-06-23,9.90999984741211
2022-06-24,9.90999984741211
2022-06-27,9.90999984741211
2022-06-28,9.90999984741211
2022-06-29,9.90999984741211
2022-06-30,9.890000343322754
2022-07-01,9.890000343322754
2022-07-05,9.925000190734863
2022-07-06,9.920000076293945
2022-07-07,9.920000076293945
2022-07-08,9.920000076293945
2022-07-11,9.90999984741211
2022-07-12,9.90999984741211
2022-07-13,9.90999984741211
2022-07-14,9.920000076293945
2022-07-15,9.949999809265137
2022-07-18,9.949999809265137
2022-07-19,9.949999809265137
2022-07-20,9.949999809265137
2022-07-21,9.949999809265137
2022-07-22,9.949999809265137
2022-07-25,9.949999809265137
2022-07-26,9.949999809265137
2022-07-27,9.949999809265137
2022-07-28,9.96500015258789
2022-07-29,9.9399995803833
2022-08-01,9.9399995803833
2022-08-02,9.949999809265137
2022-08-03,9.949999809265137
2022-08-04,9.949999809265137
2022-08-05,9.949999809265137
2022-08-08,9.9399995803833
2022-08-09,9.9399995803833
2022-08-10,9.9399995803833
2022-08-11,9.949999809265137
2022-08-12,9.949999809265137
2022-08-15,9.930000305175781
2022-08-16,9.989999771118164
2022-08-17,9.970000267028809
2022-08-18,9.970000267028809
2022-08-19,9.970000267028809
2022-08-22,9.970000267028809
2022-08-23,9.970000267028809
2022-08-24,9.970000267028809
2022-08-25,9.970000267028809
2022-08-26,9.949999809265137
2022-08-29,9.960000038146973
2022-08-30,9.960000038146973
2022-08-31,9.960000038146973
2022-09-01,9.960000038146973
2022-09-02,9.960000038146973
2022-09-06,9.960000038146973
2022-09-07,9.960000038146973
2022-09-08,9.960000038146973
2022-09-09,10.0
2022-09-12,9.960000038146973
2022-09-13,9.960000038146973
2022-09-14,9.9399995803833
2022-09-15,9.949999809265137
2022-09-16,9.949999809265137
2022-09-19,9.970000267028809
2022-09-20,9.970000267028809
2022-09-21,9.970000267028809
2022-09-22,9.989999771118164
2022-09-23,9.989999771118164
2022-09-26,9.989999771118164
2022-09-27,10.0
2022-09-28,10.020000457763672
2022-09-29,10.010000228881836
2022-09-30,10.010000228881836
2022-10-03,10.010000228881836
2022-10-04,10.010000228881836
2022-10-05,9.970000267028809
2022-10-06,9.960000038146973
2022-10-07,9.960000038146973
2022-10-10,9.949999809265137
2022-10-11,9.979999542236328
2022-10-12,9.979999542236328
2022-10-13,9.979999542236328
2022-10-14,9.979999542236328
2022-10-17,9.979999542236328
2022-10-18,10.0
2022-10-19,9.960000038146973
2022-10-20,9.989999771118164
2022-10-21,10.0
2022-10-24,9.989999771118164
2022-10-25,10.0
