Date,ERAS
2022-02-28,12.399999618530273
2022-03-01,12.119999885559082
2022-03-02,12.479999542236328
2022-03-03,11.90999984741211
2022-03-04,11.289999961853027
2022-03-07,11.579999923706055
2022-03-08,11.430000305175781
2022-03-09,11.970000267028809
2022-03-10,11.710000038146973
2022-03-11,11.380000114440918
2022-03-14,10.970000267028809
2022-03-15,10.670000076293945
2022-03-16,10.869999885559082
2022-03-17,11.140000343322754
2022-03-18,11.260000228881836
2022-03-21,9.880000114440918
2022-03-22,9.699999809265137
2022-03-23,8.970000267028809
2022-03-24,9.130000114440918
2022-03-25,9.789999961853027
2022-03-28,9.630000114440918
2022-03-29,9.699999809265137
2022-03-30,9.010000228881836
2022-03-31,8.600000381469727
2022-04-01,8.449999809265137
2022-04-04,8.649999618530273
2022-04-05,8.270000457763672
2022-04-06,8.279999732971191
2022-04-07,8.170000076293945
2022-04-08,8.079999923706055
2022-04-11,7.96999979019165
2022-04-12,7.909999847412109
2022-04-13,8.579999923706055
2022-04-14,8.630000114440918
2022-04-18,8.260000228881836
2022-04-19,8.720000267028809
2022-04-20,8.6899995803833
2022-04-21,8.149999618530273
2022-04-22,8.100000381469727
2022-04-25,8.489999771118164
2022-04-26,8.15999984741211
2022-04-27,8.039999961853027
2022-04-28,7.440000057220459
2022-04-29,7.28000020980835
2022-05-02,7.909999847412109
2022-05-03,7.599999904632568
2022-05-04,7.929999828338623
2022-05-05,7.380000114440918
2022-05-06,6.96999979019165
2022-05-09,6.179999828338623
2022-05-10,6.309999942779541
2022-05-11,5.639999866485596
2022-05-12,5.809999942779541
2022-05-13,5.800000190734863
2022-05-16,5.989999771118164
2022-05-17,6.170000076293945
2022-05-18,5.570000171661377
2022-05-19,5.539999961853027
2022-05-20,5.78000020980835
2022-05-23,5.559999942779541
2022-05-24,5.389999866485596
2022-05-25,5.489999771118164
2022-05-26,5.539999961853027
2022-05-27,5.610000133514404
2022-05-31,5.420000076293945
2022-06-01,5.019999980926514
2022-06-02,4.989999771118164
2022-06-03,5.650000095367432
2022-06-06,5.5
2022-06-07,5.730000019073486
2022-06-08,5.760000228881836
2022-06-09,5.550000190734863
2022-06-10,5.380000114440918
2022-06-13,4.989999771118164
2022-06-14,4.860000133514404
2022-06-15,4.820000171661377
2022-06-16,4.579999923706055
2022-06-17,4.929999828338623
2022-06-21,5.03000020980835
2022-06-22,5.349999904632568
2022-06-23,5.760000228881836
2022-06-24,5.929999828338623
2022-06-27,5.610000133514404
2022-06-28,5.409999847412109
2022-06-29,5.480000019073486
2022-06-30,5.570000171661377
2022-07-01,5.820000171661377
2022-07-05,6.059999942779541
2022-07-06,6.159999847412109
2022-07-07,6.5
2022-07-08,6.699999809265137
2022-07-11,6.289999961853027
2022-07-12,6.269999980926514
2022-07-13,6.420000076293945
2022-07-14,6.889999866485596
2022-07-15,6.650000095367432
2022-07-18,6.71999979019165
2022-07-19,7.28000020980835
2022-07-20,7.880000114440918
2022-07-21,7.769999980926514
2022-07-22,7.46999979019165
2022-07-25,7.849999904632568
2022-07-26,7.960000038146973
2022-07-27,8.109999656677246
2022-07-28,7.889999866485596
2022-07-29,7.539999961853027
2022-08-01,7.199999809265137
2022-08-02,7.5
2022-08-03,7.739999771118164
2022-08-04,8.15999984741211
2022-08-05,8.960000038146973
2022-08-08,9.220000267028809
2022-08-09,9.5
2022-08-10,9.529999732971191
2022-08-11,8.470000267028809
2022-08-12,9.770000457763672
2022-08-15,10.680000305175781
2022-08-16,9.949999809265137
2022-08-17,9.640000343322754
2022-08-18,9.0
2022-08-19,8.5
2022-08-22,8.470000267028809
2022-08-23,8.899999618530273
2022-08-24,9.1899995803833
2022-08-25,8.289999961853027
2022-08-26,8.359999656677246
2022-08-29,8.229999542236328
2022-08-30,8.239999771118164
2022-08-31,9.020000457763672
2022-09-01,8.670000076293945
2022-09-02,8.84000015258789
2022-09-06,8.850000381469727
2022-09-07,9.399999618530273
2022-09-08,8.34000015258789
2022-09-09,8.5
2022-09-12,8.960000038146973
2022-09-13,8.649999618530273
2022-09-14,8.989999771118164
2022-09-15,8.75
2022-09-16,8.119999885559082
2022-09-19,7.300000190734863
2022-09-20,7.389999866485596
2022-09-21,7.179999828338623
2022-09-22,7.420000076293945
2022-09-23,7.579999923706055
2022-09-26,7.610000133514404
2022-09-27,8.130000114440918
2022-09-28,8.350000381469727
2022-09-29,7.900000095367432
2022-09-30,7.800000190734863
2022-10-03,8.09000015258789
2022-10-04,8.5
2022-10-05,8.569999694824219
2022-10-06,8.449999809265137
2022-10-07,7.889999866485596
2022-10-10,7.239999771118164
2022-10-11,7.539999961853027
2022-10-12,7.570000171661377
2022-10-13,7.480000019073486
2022-10-14,7.150000095367432
2022-10-17,7.53000020980835
2022-10-18,7.300000190734863
2022-10-19,7.079999923706055
2022-10-20,7.090000152587891
2022-10-21,7.489999771118164
2022-10-24,7.329999923706055
2022-10-25,7.300000190734863
2022-10-26,7.380000114440918
2022-10-27,7.25
2022-10-28,7.989999771118164
2022-10-31,8.170000076293945
2022-11-01,8.010000228881836
2022-11-02,7.329999923706055
2022-11-03,7.289999961853027
2022-11-04,6.809999942779541
2022-11-07,6.960000038146973
2022-11-08,7.019999980926514
2022-11-09,6.679999828338623
2022-11-10,7.789999961853027
2022-11-11,8.40999984741211
2022-11-14,8.470000267028809
2022-11-15,8.170000076293945
2022-11-16,7.5
2022-11-17,7.590000152587891
2022-11-18,7.880000114440918
2022-11-21,7.360000133514404
2022-11-22,7.150000095367432
2022-11-23,7.010000228881836
2022-11-25,7.010000228881836
2022-11-28,6.739999771118164
2022-11-29,7.099999904632568
2022-11-30,7.550000190734863
2022-12-01,7.340000152587891
2022-12-02,7.610000133514404
2022-12-05,7.28000020980835
2022-12-06,7.139999866485596
2022-12-07,7.0
2022-12-08,7.309999942779541
2022-12-09,5.679999828338623
2022-12-12,4.929999828338623
2022-12-13,4.929999828338623
2022-12-14,4.840000152587891
2022-12-15,4.769999980926514
2022-12-16,4.550000190734863
2022-12-19,4.449999809265137
2022-12-20,4.340000152587891
2022-12-21,4.199999809265137
2022-12-22,4.190000057220459
2022-12-23,4.099999904632568
2022-12-27,3.890000104904175
2022-12-28,3.9600000381469727
2022-12-29,4.119999885559082
2022-12-30,4.309999942779541
2023-01-03,4.260000228881836
2023-01-04,4.440000057220459
2023-01-05,4.110000133514404
2023-01-06,4.130000114440918
2023-01-09,3.8299999237060547
2023-01-10,3.75
2023-01-11,4.050000190734863
2023-01-12,4.28000020980835
2023-01-13,4.159999847412109
2023-01-17,4.019999980926514
2023-01-18,3.869999885559082
2023-01-19,3.809999942779541
2023-01-20,3.8399999141693115
2023-01-23,3.890000104904175
2023-01-24,3.950000047683716
2023-01-25,3.9100000858306885
2023-01-26,3.9100000858306885
2023-01-27,4.039999961853027
2023-01-30,3.9700000286102295
2023-01-31,4.0
2023-02-01,4.0
2023-02-02,4.150000095367432
2023-02-03,4.349999904632568
2023-02-06,4.239999771118164
2023-02-07,4.210000038146973
2023-02-08,4.010000228881836
2023-02-09,3.940000057220459
2023-02-10,3.9000000953674316
2023-02-13,3.8399999141693115
2023-02-14,3.9000000953674316
2023-02-15,3.8299999237060547
2023-02-16,3.7200000286102295
2023-02-17,3.890000104904175
2023-02-21,3.5799999237060547
2023-02-22,3.6500000953674316
2023-02-23,3.569999933242798
2023-02-24,3.5899999141693115
2023-02-27,3.5999999046325684
2023-02-28,3.5999999046325684
2023-03-01,3.5
2023-03-02,3.3299999237060547
2023-03-03,3.5
2023-03-06,3.450000047683716
2023-03-07,3.440000057220459
2023-03-08,3.3499999046325684
2023-03-09,3.0350000858306885
2023-03-10,3.049999952316284
2023-03-13,3.2100000381469727
2023-03-14,3.2699999809265137
2023-03-15,3.190000057220459
2023-03-16,3.2300000190734863
2023-03-17,3.059999942779541
2023-03-20,3.0399999618530273
2023-03-21,3.130000114440918
2023-03-22,2.9100000858306885
2023-03-23,2.7799999713897705
2023-03-24,2.8299999237060547
2023-03-27,2.7899999618530273
2023-03-28,2.740000009536743
2023-03-29,2.9600000381469727
2023-03-30,2.9000000953674316
2023-03-31,3.009999990463257
2023-04-03,3.1500000953674316
2023-04-04,2.9200000762939453
2023-04-05,2.950000047683716
2023-04-06,3.0
2023-04-10,2.734999895095825
2023-04-11,2.859999895095825
2023-04-12,2.8499999046325684
2023-04-13,3.0999999046325684
2023-04-14,2.9200000762939453
2023-04-17,3.0999999046325684
2023-04-18,2.994999885559082
2023-04-19,2.8450000286102295
2023-04-20,2.809999942779541
2023-04-21,2.799999952316284
2023-04-24,2.700000047683716
2023-04-25,2.5999999046325684
2023-04-26,2.569999933242798
2023-04-27,2.609999895095825
2023-04-28,2.759999990463257
2023-05-01,2.819999933242798
2023-05-02,2.7200000286102295
2023-05-03,2.799999952316284
2023-05-04,2.859999895095825
2023-05-05,2.9200000762939453
2023-05-08,2.859999895095825
2023-05-09,3.0399999618530273
2023-05-10,3.059999942779541
2023-05-11,3.009999990463257
2023-05-12,2.869999885559082
2023-05-15,2.9600000381469727
2023-05-16,2.8399999141693115
2023-05-17,2.880000114440918
2023-05-18,2.759999990463257
2023-05-19,2.759999990463257
2023-05-22,2.9200000762939453
2023-05-23,2.990000009536743
2023-05-24,3.0
2023-05-25,2.9600000381469727
2023-05-26,2.809999942779541
2023-05-30,2.619999885559082
2023-05-31,2.7100000381469727
2023-06-01,2.690000057220459
2023-06-02,2.890000104904175
2023-06-05,3.299999952316284
2023-06-06,3.0299999713897705
2023-06-07,2.799999952316284
2023-06-08,2.7200000286102295
2023-06-09,2.950000047683716
2023-06-12,2.9100000858306885
2023-06-13,2.930000066757202
2023-06-14,2.7100000381469727
2023-06-15,2.7699999809265137
2023-06-16,2.8399999141693115
2023-06-20,2.9600000381469727
2023-06-21,2.890000104904175
2023-06-22,2.6600000858306885
2023-06-23,2.680000066757202
2023-06-26,2.7300000190734863
2023-06-27,2.5799999237060547
2023-06-28,2.690000057220459
2023-06-29,2.6700000762939453
2023-06-30,2.759999990463257
2023-07-03,2.759999990463257
2023-07-05,2.7899999618530273
2023-07-06,2.680000066757202
2023-07-07,2.740000009536743
2023-07-10,2.8299999237060547
2023-07-11,2.75
2023-07-12,2.7799999713897705
2023-07-13,2.7100000381469727
2023-07-14,2.630000114440918
2023-07-17,2.5899999141693115
2023-07-18,2.619999885559082
2023-07-19,2.7100000381469727
2023-07-20,2.609999895095825
2023-07-21,2.630000114440918
2023-07-24,2.5899999141693115
2023-07-25,2.509999990463257
