Date,BLUE
2022-02-28,6.039999961853027
2022-03-01,5.619999885559082
2022-03-02,5.539999961853027
2022-03-03,5.210000038146973
2022-03-04,5.0
2022-03-07,4.449999809265137
2022-03-08,4.619999885559082
2022-03-09,4.840000152587891
2022-03-10,4.480000019073486
2022-03-11,4.380000114440918
2022-03-14,4.070000171661377
2022-03-15,4.46999979019165
2022-03-16,4.699999809265137
2022-03-17,5.0
2022-03-18,4.989999771118164
2022-03-21,4.809999942779541
2022-03-22,5.119999885559082
2022-03-23,4.980000019073486
2022-03-24,5.079999923706055
2022-03-25,4.980000019073486
2022-03-28,4.940000057220459
2022-03-29,5.199999809265137
2022-03-30,4.929999828338623
2022-03-31,4.849999904632568
2022-04-01,4.960000038146973
2022-04-04,5.230000019073486
2022-04-05,5.03000020980835
2022-04-06,4.960000038146973
2022-04-07,4.769999980926514
2022-04-08,4.71999979019165
2022-04-11,4.5
2022-04-12,4.429999828338623
2022-04-13,4.860000133514404
2022-04-14,4.539999961853027
2022-04-18,4.150000095367432
2022-04-19,4.21999979019165
2022-04-20,4.230000019073486
2022-04-21,4.010000228881836
2022-04-22,3.9000000953674316
2022-04-25,4.119999885559082
2022-04-26,3.809999942779541
2022-04-27,3.690000057220459
2022-04-28,3.7799999713897705
2022-04-29,3.630000114440918
2022-05-02,3.950000047683716
2022-05-03,4.039999961853027
2022-05-04,4.429999828338623
2022-05-05,4.059999942779541
2022-05-06,3.7300000190734863
2022-05-09,3.3299999237060547
2022-05-10,3.8499999046325684
2022-05-11,3.2100000381469727
2022-05-12,3.369999885559082
2022-05-13,3.569999933242798
2022-05-16,3.390000104904175
2022-05-17,3.619999885559082
2022-05-18,3.3299999237060547
2022-05-19,3.3499999046325684
2022-05-20,3.2699999809265137
2022-05-23,3.200000047683716
2022-05-24,2.940000057220459
2022-05-25,3.0
2022-05-26,3.1600000858306885
2022-05-27,3.2799999713897705
2022-05-31,3.200000047683716
2022-06-01,2.9700000286102295
2022-06-02,3.0799999237060547
2022-06-03,3.1600000858306885
2022-06-06,2.9800000190734863
2022-06-07,3.609999895095825
2022-06-08,3.7300000190734863
2022-06-09,3.7300000190734863
2022-06-10,3.7300000190734863
2022-06-13,4.269999980926514
2022-06-14,3.5799999237060547
2022-06-15,3.4800000190734863
2022-06-16,3.059999942779541
2022-06-17,3.559999942779541
2022-06-21,4.159999847412109
2022-06-22,4.460000038146973
2022-06-23,4.28000020980835
2022-06-24,4.400000095367432
2022-06-27,4.289999961853027
2022-06-28,4.039999961853027
2022-06-29,4.579999923706055
2022-06-30,4.139999866485596
2022-07-01,4.28000020980835
2022-07-05,5.050000190734863
2022-07-06,4.820000171661377
2022-07-07,5.019999980926514
2022-07-08,5.150000095367432
2022-07-11,4.920000076293945
2022-07-12,5.179999828338623
2022-07-13,5.269999980926514
2022-07-14,4.940000057220459
2022-07-15,4.809999942779541
2022-07-18,4.559999942779541
2022-07-19,4.789999961853027
2022-07-20,5.010000228881836
2022-07-21,4.940000057220459
2022-07-22,4.579999923706055
2022-07-25,4.579999923706055
2022-07-26,4.480000019073486
2022-07-27,4.550000190734863
2022-07-28,4.21999979019165
2022-07-29,4.050000190734863
2022-08-01,3.75
2022-08-02,4.050000190734863
2022-08-03,4.21999979019165
2022-08-04,4.579999923706055
2022-08-05,5.590000152587891
2022-08-08,6.340000152587891
2022-08-09,5.5
2022-08-10,5.929999828338623
2022-08-11,6.309999942779541
2022-08-12,6.71999979019165
2022-08-15,6.829999923706055
2022-08-16,6.579999923706055
2022-08-17,6.78000020980835
2022-08-18,5.809999942779541
2022-08-19,5.96999979019165
2022-08-22,5.909999847412109
2022-08-23,5.889999866485596
2022-08-24,6.300000190734863
2022-08-25,6.139999866485596
2022-08-26,5.929999828338623
2022-08-29,5.900000095367432
2022-08-30,5.75
2022-08-31,5.840000152587891
2022-09-01,6.550000190734863
2022-09-02,6.829999923706055
2022-09-06,6.369999885559082
2022-09-07,6.860000133514404
2022-09-08,7.110000133514404
2022-09-09,7.139999866485596
2022-09-12,7.309999942779541
2022-09-13,6.630000114440918
2022-09-14,7.03000020980835
2022-09-15,7.090000152587891
2022-09-16,6.340000152587891
2022-09-19,5.929999828338623
2022-09-20,6.860000133514404
2022-09-21,6.170000076293945
2022-09-22,5.96999979019165
2022-09-23,5.619999885559082
2022-09-26,5.159999847412109
2022-09-27,5.449999809265137
2022-09-28,5.769999980926514
2022-09-29,5.699999809265137
2022-09-30,6.329999923706055
2022-10-03,6.130000114440918
2022-10-04,6.789999961853027
2022-10-05,6.980000019073486
2022-10-06,7.539999961853027
2022-10-07,6.920000076293945
2022-10-10,6.619999885559082
2022-10-11,6.889999866485596
2022-10-12,6.769999980926514
2022-10-13,6.829999923706055
2022-10-14,6.389999866485596
2022-10-17,6.699999809265137
2022-10-18,6.679999828338623
2022-10-19,6.070000171661377
2022-10-20,5.96999979019165
2022-10-21,5.980000019073486
2022-10-24,5.769999980926514
2022-10-25,6.170000076293945
2022-10-26,6.269999980926514
2022-10-27,6.010000228881836
2022-10-28,6.239999771118164
2022-10-31,6.269999980926514
2022-11-01,6.349999904632568
2022-11-02,6.309999942779541
2022-11-03,6.269999980926514
2022-11-04,6.130000114440918
2022-11-07,6.809999942779541
2022-11-08,7.369999885559082
2022-11-09,6.21999979019165
2022-11-10,7.090000152587891
2022-11-11,7.519999980926514
2022-11-14,7.670000076293945
2022-11-15,7.699999809265137
2022-11-16,7.139999866485596
2022-11-17,7.019999980926514
2022-11-18,6.980000019073486
2022-11-21,6.659999847412109
2022-11-22,7.130000114440918
2022-11-23,7.519999980926514
2022-11-25,7.590000152587891
2022-11-28,7.369999885559082
2022-11-29,7.650000095367432
2022-11-30,7.789999961853027
2022-12-01,7.610000133514404
2022-12-02,8.489999771118164
2022-12-05,8.010000228881836
2022-12-06,7.829999923706055
2022-12-07,7.940000057220459
2022-12-08,7.840000152587891
2022-12-09,7.489999771118164
2022-12-12,8.069999694824219
2022-12-13,8.180000305175781
2022-12-14,8.369999885559082
2022-12-15,7.78000020980835
2022-12-16,7.699999809265137
2022-12-19,7.179999828338623
2022-12-20,7.420000076293945
2022-12-21,7.760000228881836
2022-12-22,7.46999979019165
2022-12-23,7.179999828338623
2022-12-27,6.800000190734863
2022-12-28,6.590000152587891
2022-12-29,6.880000114440918
2022-12-30,6.920000076293945
2023-01-03,6.940000057220459
2023-01-04,7.610000133514404
2023-01-05,7.880000114440918
2023-01-06,7.860000133514404
2023-01-09,7.539999961853027
2023-01-10,7.789999961853027
2023-01-11,8.010000228881836
2023-01-12,8.220000267028809
2023-01-13,7.889999866485596
2023-01-17,7.28000020980835
2023-01-18,6.03000020980835
2023-01-19,5.920000076293945
2023-01-20,6.199999809265137
2023-01-23,6.190000057220459
2023-01-24,6.53000020980835
2023-01-25,6.329999923706055
2023-01-26,6.230000019073486
2023-01-27,6.28000020980835
2023-01-30,6.110000133514404
2023-01-31,6.349999904632568
2023-02-01,6.380000114440918
2023-02-02,6.630000114440918
2023-02-03,6.650000095367432
2023-02-06,6.659999847412109
2023-02-07,6.690000057220459
2023-02-08,6.239999771118164
2023-02-09,6.079999923706055
2023-02-10,5.920000076293945
2023-02-13,5.960000038146973
2023-02-14,5.929999828338623
2023-02-15,5.940000057220459
2023-02-16,5.639999866485596
2023-02-17,5.690000057220459
2023-02-21,5.210000038146973
2023-02-22,5.380000114440918
2023-02-23,5.28000020980835
2023-02-24,5.119999885559082
2023-02-27,5.230000019073486
2023-02-28,5.199999809265137
2023-03-01,5.110000133514404
2023-03-02,4.949999809265137
2023-03-03,5.090000152587891
2023-03-06,4.900000095367432
2023-03-07,5.03000020980835
2023-03-08,5.03000020980835
2023-03-09,4.960000038146973
2023-03-10,4.170000076293945
2023-03-13,4.699999809265137
2023-03-14,4.710000038146973
2023-03-15,4.650000095367432
2023-03-16,4.610000133514404
2023-03-17,4.539999961853027
2023-03-20,4.46999979019165
2023-03-21,4.599999904632568
2023-03-22,4.289999961853027
2023-03-23,4.349999904632568
2023-03-24,4.429999828338623
2023-03-27,4.510000228881836
2023-03-28,4.320000171661377
2023-03-29,3.259999990463257
2023-03-30,3.140000104904175
2023-03-31,3.180000066757202
2023-04-03,3.299999952316284
2023-04-04,3.119999885559082
2023-04-05,3.069999933242798
2023-04-06,3.0999999046325684
2023-04-10,2.940000057220459
2023-04-11,2.990000009536743
2023-04-12,2.7899999618530273
2023-04-13,3.2699999809265137
2023-04-14,3.119999885559082
2023-04-17,3.390000104904175
2023-04-18,3.359999895095825
2023-04-19,3.440000057220459
2023-04-20,3.3299999237060547
2023-04-21,3.430000066757202
2023-04-24,3.440000057220459
2023-04-25,3.6700000762939453
2023-04-26,3.680000066757202
2023-04-27,3.680000066757202
2023-04-28,4.349999904632568
2023-05-01,4.369999885559082
2023-05-02,4.119999885559082
2023-05-03,4.070000171661377
2023-05-04,4.289999961853027
2023-05-05,4.369999885559082
2023-05-08,4.349999904632568
2023-05-09,4.900000095367432
2023-05-10,5.03000020980835
2023-05-11,4.75
2023-05-12,4.340000152587891
2023-05-15,4.119999885559082
2023-05-16,3.680000066757202
2023-05-17,3.9000000953674316
2023-05-18,3.7799999713897705
2023-05-19,3.740000009536743
2023-05-22,3.740000009536743
2023-05-23,3.700000047683716
2023-05-24,3.609999895095825
2023-05-25,3.4800000190734863
2023-05-26,3.559999942779541
2023-05-30,3.309999942779541
2023-05-31,3.3499999046325684
2023-06-01,3.5399999618530273
2023-06-02,3.630000114440918
2023-06-05,3.7100000381469727
2023-06-06,3.7300000190734863
2023-06-07,3.7200000286102295
2023-06-08,3.759999990463257
2023-06-09,3.6500000953674316
2023-06-12,3.5
2023-06-13,3.7100000381469727
2023-06-14,3.859999895095825
2023-06-15,3.990000009536743
2023-06-16,3.809999942779541
2023-06-20,3.509999990463257
2023-06-21,3.4200000762939453
2023-06-22,3.359999895095825
2023-06-23,3.380000114440918
2023-06-26,3.240000009536743
2023-06-27,3.3399999141693115
2023-06-28,3.390000104904175
2023-06-29,3.2200000286102295
2023-06-30,3.2899999618530273
2023-07-03,3.3399999141693115
2023-07-05,3.3299999237060547
2023-07-06,3.259999990463257
2023-07-07,3.4200000762939453
2023-07-10,3.630000114440918
2023-07-11,3.630000114440918
2023-07-12,3.6500000953674316
2023-07-13,3.309999942779541
2023-07-14,3.0299999713897705
2023-07-17,3.109999895095825
2023-07-18,3.1500000953674316
2023-07-19,3.6700000762939453
2023-07-20,3.509999990463257
2023-07-21,4.050000190734863
2023-07-24,3.8399999141693115
2023-07-25,3.7699999809265137
2023-07-26,3.9600000381469727
2023-07-27,3.7300000190734863
2023-07-28,3.950000047683716
2023-07-31,3.930000066757202
2023-08-01,3.7300000190734863
2023-08-02,3.8299999237060547
2023-08-03,3.8299999237060547
2023-08-04,3.880000114440918
2023-08-07,3.5999999046325684
2023-08-08,3.890000104904175
2023-08-09,3.5399999618530273
2023-08-10,3.380000114440918
2023-08-11,3.259999990463257
2023-08-14,3.4600000381469727
2023-08-15,3.619999885559082
2023-08-16,3.569999933242798
2023-08-17,3.4600000381469727
2023-08-18,3.509999990463257
2023-08-21,3.4200000762939453
2023-08-22,3.4200000762939453
2023-08-23,3.4700000286102295
2023-08-24,3.559999942779541
2023-08-25,3.7899999618530273
2023-08-28,3.9100000858306885
2023-08-29,3.7699999809265137
2023-08-30,3.740000009536743
2023-08-31,3.7699999809265137
2023-09-01,3.9000000953674316
2023-09-05,3.7100000381469727
2023-09-06,3.799999952316284
2023-09-07,3.5299999713897705
2023-09-08,3.569999933242798
2023-09-11,3.559999942779541
2023-09-12,3.4800000190734863
2023-09-13,3.3299999237060547
2023-09-14,3.3299999237060547
2023-09-15,3.3499999046325684
2023-09-18,3.190000057220459
2023-09-19,3.2100000381469727
2023-09-20,3.1500000953674316
2023-09-21,3.200000047683716
2023-09-22,3.0399999618530273
2023-09-25,3.0299999713897705
2023-09-26,3.0799999237060547
2023-09-27,3.059999942779541
2023-09-28,3.0199999809265137
2023-09-29,3.0399999618530273
2023-10-02,2.940000057220459
2023-10-03,3.009999990463257
2023-10-04,2.9800000190734863
2023-10-05,3.130000114440918
2023-10-06,3.0799999237060547
2023-10-09,2.890000104904175
2023-10-10,3.009999990463257
2023-10-11,2.859999895095825
2023-10-12,2.609999895095825
2023-10-13,2.6600000858306885
2023-10-16,2.799999952316284
2023-10-17,2.9100000858306885
2023-10-18,2.869999885559082
2023-10-19,2.7799999713897705
2023-10-20,2.859999895095825
2023-10-23,2.880000114440918
2023-10-24,3.0
2023-10-25,2.9100000858306885
2023-10-26,3.059999942779541
2023-10-27,2.7300000190734863
2023-10-30,2.819999933242798
2023-10-31,2.950000047683716
2023-11-01,2.940000057220459
2023-11-02,3.049999952316284
2023-11-03,3.4800000190734863
2023-11-06,3.299999952316284
2023-11-07,3.5399999618530273
2023-11-08,3.259999990463257
2023-11-09,3.0399999618530273
2023-11-10,2.9800000190734863
2023-11-13,3.0199999809265137
2023-11-14,3.2699999809265137
2023-11-15,3.2899999618530273
2023-11-16,3.0399999618530273
2023-11-17,3.4200000762939453
2023-11-20,3.8299999237060547
2023-11-21,3.6600000858306885
2023-11-22,3.7899999618530273
2023-11-24,3.890000104904175
2023-11-27,3.8399999141693115
2023-11-28,3.8399999141693115
2023-11-29,3.859999895095825
2023-11-30,3.819999933242798
2023-12-01,4.260000228881836
2023-12-04,4.46999979019165
2023-12-05,4.329999923706055
2023-12-06,4.829999923706055
2023-12-07,4.809999942779541
2023-12-08,2.859999895095825
2023-12-11,3.069999933242798
2023-12-12,2.7899999618530273
2023-12-13,3.0399999618530273
2023-12-14,3.299999952316284
2023-12-15,3.2699999809265137
2023-12-18,3.049999952316284
2023-12-19,2.430000066757202
2023-12-20,1.3200000524520874
2023-12-21,1.3700000047683716
2023-12-22,1.399999976158142
2023-12-26,1.3600000143051147
2023-12-27,1.399999976158142
2023-12-28,1.409999966621399
2023-12-29,1.3799999952316284
2024-01-02,1.4700000286102295
2024-01-03,1.3700000047683716
2024-01-04,1.4500000476837158
2024-01-05,1.4199999570846558
2024-01-08,1.4700000286102295
2024-01-09,1.3700000047683716
2024-01-10,1.3799999952316284
2024-01-11,1.3799999952316284
2024-01-12,1.5
2024-01-16,1.4299999475479126
2024-01-17,1.409999966621399
2024-01-18,1.3899999856948853
2024-01-19,1.2599999904632568
2024-01-22,1.2699999809265137
2024-01-23,1.1699999570846558
2024-01-24,1.0700000524520874
2024-01-25,1.1200000047683716
2024-01-26,1.059999942779541
2024-01-29,1.1299999952316284
2024-01-30,1.059999942779541
2024-01-31,1.0199999809265137
2024-02-01,1.0
2024-02-02,0.9599999785423279
2024-02-05,0.9100000262260437
2024-02-06,0.9399999976158142
2024-02-07,0.9399999976158142
2024-02-08,1.0499999523162842
2024-02-09,1.0299999713897705
2024-02-12,1.090000033378601
2024-02-13,0.9800000190734863
2024-02-14,1.0199999809265137
2024-02-15,1.0800000429153442
2024-02-16,1.0199999809265137
2024-02-20,1.100000023841858
2024-02-21,1.090000033378601
2024-02-22,1.1799999475479126
2024-02-23,1.25
2024-02-26,1.4600000381469727
2024-02-27,1.75
2024-02-28,1.6799999475479126
2024-02-29,1.3899999856948853
2024-03-01,1.5700000524520874
2024-03-04,1.5299999713897705
2024-03-05,1.3899999856948853
2024-03-06,1.4500000476837158
2024-03-07,1.4500000476837158
2024-03-08,1.5
2024-03-11,1.3899999856948853
2024-03-12,1.350000023841858
