Date,LU
2022-08-15,16.079999923706055
2022-08-16,15.760000228881836
2022-08-17,15.800000190734863
2022-08-18,15.640000343322754
2022-08-19,15.84000015258789
2022-08-22,16.280000686645508
2022-08-23,16.440000534057617
2022-08-24,17.079999923706055
2022-08-25,17.399999618530273
2022-08-26,17.479999542236328
2022-08-29,16.31999969482422
2022-08-30,16.399999618530273
2022-08-31,17.479999542236328
2022-09-01,16.760000228881836
2022-09-02,16.600000381469727
2022-09-06,15.720000267028809
2022-09-07,15.800000190734863
2022-09-08,15.479999542236328
2022-09-09,15.84000015258789
2022-09-12,16.1200008392334
2022-09-13,14.800000190734863
2022-09-14,14.640000343322754
2022-09-15,14.359999656677246
2022-09-16,14.079999923706055
2022-09-19,14.199999809265137
2022-09-20,14.239999771118164
2022-09-21,13.239999771118164
2022-09-22,12.800000190734863
2022-09-23,12.5600004196167
2022-09-26,12.039999961853027
2022-09-27,11.520000457763672
2022-09-28,11.5600004196167
2022-09-29,10.079999923706055
2022-09-30,10.15999984741211
2022-10-03,10.119999885559082
2022-10-04,10.479999542236328
2022-10-05,9.880000114440918
2022-10-06,9.520000457763672
2022-10-07,8.960000038146973
2022-10-10,8.880000114440918
2022-10-11,9.039999961853027
2022-10-12,8.600000381469727
2022-10-13,8.039999961853027
2022-10-14,7.880000114440918
2022-10-17,7.559999942779541
2022-10-18,7.639999866485596
2022-10-19,6.920000076293945
2022-10-20,6.920000076293945
2022-10-21,6.679999828338623
2022-10-24,6.559999942779541
2022-10-25,6.0
2022-10-26,6.800000190734863
2022-10-27,6.199999809265137
2022-10-28,5.880000114440918
2022-10-31,6.360000133514404
2022-11-01,6.079999923706055
2022-11-02,6.199999809265137
2022-11-03,5.599999904632568
2022-11-04,6.599999904632568
2022-11-07,6.400000095367432
2022-11-08,6.400000095367432
2022-11-09,6.28000020980835
2022-11-10,6.639999866485596
2022-11-11,7.320000171661377
2022-11-14,7.559999942779541
2022-11-15,9.359999656677246
2022-11-16,7.880000114440918
2022-11-17,8.079999923706055
2022-11-18,7.519999980926514
2022-11-21,6.71999979019165
2022-11-22,6.559999942779541
2022-11-23,7.0
2022-11-25,5.599999904632568
2022-11-28,5.639999866485596
2022-11-29,6.440000057220459
2022-11-30,7.440000057220459
2022-12-01,6.960000038146973
2022-12-02,7.840000152587891
2022-12-05,7.519999980926514
2022-12-06,8.279999732971191
2022-12-07,7.71999979019165
2022-12-08,8.920000076293945
2022-12-09,9.199999809265137
2022-12-12,8.520000457763672
2022-12-13,9.079999923706055
2022-12-14,8.640000343322754
2022-12-15,7.960000038146973
2022-12-16,8.0
2022-12-19,7.71999979019165
2022-12-20,7.960000038146973
2022-12-21,8.880000114440918
2022-12-22,8.279999732971191
2022-12-23,8.039999961853027
2022-12-27,8.680000305175781
2022-12-28,7.599999904632568
2022-12-29,8.0
2022-12-30,7.760000228881836
2023-01-03,8.319999694824219
2023-01-04,8.880000114440918
2023-01-05,8.600000381469727
2023-01-06,8.640000343322754
2023-01-09,9.600000381469727
2023-01-10,9.880000114440918
2023-01-11,10.760000228881836
2023-01-12,10.720000267028809
2023-01-13,10.960000038146973
2023-01-17,10.640000343322754
2023-01-18,10.15999984741211
2023-01-19,10.4399995803833
2023-01-20,10.720000267028809
2023-01-23,10.760000228881836
2023-01-24,11.0
2023-01-25,11.15999984741211
2023-01-26,12.640000343322754
2023-01-27,12.960000038146973
2023-01-30,11.84000015258789
2023-01-31,12.199999809265137
2023-02-01,13.15999984741211
2023-02-02,12.479999542236328
2023-02-03,11.920000076293945
2023-02-06,11.0
2023-02-07,11.4399995803833
2023-02-08,10.960000038146973
2023-02-09,10.920000076293945
2023-02-10,10.199999809265137
2023-02-13,10.600000381469727
2023-02-14,10.279999732971191
2023-02-15,10.359999656677246
2023-02-16,10.199999809265137
2023-02-17,9.84000015258789
2023-02-21,9.199999809265137
2023-02-22,9.15999984741211
2023-02-23,9.279999732971191
2023-02-24,9.0
2023-02-27,8.800000190734863
2023-02-28,8.640000343322754
2023-03-01,9.359999656677246
2023-03-02,9.359999656677246
2023-03-03,9.399999618530273
2023-03-06,8.680000305175781
2023-03-07,8.399999618530273
2023-03-08,8.479999542236328
2023-03-09,7.800000190734863
2023-03-10,7.599999904632568
2023-03-13,7.679999828338623
2023-03-14,7.920000076293945
2023-03-15,7.519999980926514
2023-03-16,7.360000133514404
2023-03-17,7.639999866485596
2023-03-20,7.599999904632568
2023-03-21,7.880000114440918
2023-03-22,7.559999942779541
2023-03-23,7.880000114440918
2023-03-24,7.800000190734863
2023-03-27,7.639999866485596
2023-03-28,7.760000228881836
2023-03-29,8.119999885559082
2023-03-30,8.479999542236328
2023-03-31,8.15999984741211
2023-04-03,8.359999656677246
2023-04-04,8.4399995803833
2023-04-05,7.320000171661377
2023-04-06,7.880000114440918
2023-04-10,7.400000095367432
2023-04-11,8.279999732971191
2023-04-12,7.920000076293945
2023-04-13,8.039999961853027
2023-04-14,8.119999885559082
2023-04-17,8.119999885559082
2023-04-18,8.199999809265137
2023-04-19,7.880000114440918
2023-04-20,7.71999979019165
2023-04-21,7.320000171661377
2023-04-24,7.159999847412109
2023-04-25,6.920000076293945
2023-04-26,6.840000152587891
2023-04-27,7.0
2023-04-28,6.800000190734863
2023-05-01,6.679999828338623
2023-05-02,6.519999980926514
2023-05-03,6.28000020980835
2023-05-04,6.440000057220459
2023-05-05,6.880000114440918
2023-05-08,6.840000152587891
2023-05-09,6.440000057220459
2023-05-10,6.320000171661377
2023-05-11,6.559999942779541
2023-05-12,6.079999923706055
2023-05-15,6.559999942779541
2023-05-16,7.0
2023-05-17,7.28000020980835
2023-05-18,6.559999942779541
2023-05-19,6.320000171661377
2023-05-22,6.320000171661377
2023-05-23,6.039999961853027
2023-05-24,5.639999866485596
2023-05-25,5.28000020980835
2023-05-26,5.360000133514404
2023-05-30,5.159999847412109
2023-05-31,5.119999885559082
2023-06-01,5.559999942779541
2023-06-02,5.679999828338623
2023-06-05,5.440000057220459
2023-06-06,6.0
2023-06-07,6.28000020980835
2023-06-08,6.360000133514404
2023-06-09,6.320000171661377
2023-06-12,6.480000019073486
2023-06-13,6.639999866485596
2023-06-14,6.639999866485596
2023-06-15,6.71999979019165
2023-06-16,6.239999771118164
2023-06-20,5.800000190734863
2023-06-21,5.800000190734863
2023-06-22,5.71999979019165
2023-06-23,5.480000019073486
2023-06-26,5.559999942779541
2023-06-27,6.039999961853027
2023-06-28,6.079999923706055
2023-06-29,5.840000152587891
2023-06-30,5.71999979019165
2023-07-03,6.039999961853027
2023-07-05,6.0
2023-07-06,5.559999942779541
2023-07-07,5.920000076293945
2023-07-10,5.840000152587891
2023-07-11,6.079999923706055
2023-07-12,6.519999980926514
2023-07-13,6.679999828338623
2023-07-14,6.360000133514404
2023-07-17,6.239999771118164
2023-07-18,6.079999923706055
2023-07-19,6.360000133514404
2023-07-20,6.199999809265137
2023-07-21,6.079999923706055
2023-07-24,6.800000190734863
2023-07-25,6.71999979019165
2023-07-26,7.199999809265137
2023-07-27,7.039999961853027
2023-07-28,7.28000020980835
2023-07-31,7.119999885559082
2023-08-01,6.760000228881836
2023-08-02,6.519999980926514
2023-08-03,6.920000076293945
2023-08-04,6.840000152587891
2023-08-07,6.440000057220459
2023-08-08,6.28000020980835
2023-08-09,6.400000095367432
2023-08-10,6.440000057220459
2023-08-11,6.079999923706055
2023-08-14,5.639999866485596
2023-08-15,5.360000133514404
2023-08-16,5.239999771118164
2023-08-17,5.360000133514404
2023-08-18,5.199999809265137
2023-08-21,5.239999771118164
2023-08-22,5.0
2023-08-23,5.0
2023-08-24,4.599999904632568
2023-08-25,4.679999828338623
2023-08-28,4.760000228881836
2023-08-29,5.079999923706055
2023-08-30,4.840000152587891
2023-08-31,4.840000152587891
2023-09-01,5.199999809265137
2023-09-05,4.920000076293945
2023-09-06,4.840000152587891
2023-09-07,4.639999866485596
2023-09-08,4.679999828338623
2023-09-11,4.840000152587891
2023-09-12,4.760000228881836
2023-09-13,4.71999979019165
2023-09-14,4.800000190734863
2023-09-15,4.440000057220459
2023-09-18,4.199999809265137
2023-09-19,4.239999771118164
2023-09-20,4.480000019073486
2023-09-21,4.360000133514404
2023-09-22,4.559999942779541
2023-09-25,4.400000095367432
2023-09-26,4.360000133514404
2023-09-27,4.400000095367432
2023-09-28,4.239999771118164
2023-09-29,4.239999771118164
2023-10-02,4.239999771118164
2023-10-03,4.239999771118164
2023-10-04,4.199999809265137
2023-10-05,4.239999771118164
2023-10-06,4.360000133514404
2023-10-09,4.320000171661377
2023-10-10,4.519999980926514
2023-10-11,4.320000171661377
2023-10-12,4.28000020980835
2023-10-13,4.239999771118164
2023-10-16,4.28000020980835
2023-10-17,4.079999923706055
2023-10-18,3.7839999198913574
2023-10-19,3.759999990463257
2023-10-20,3.799999952316284
2023-10-23,3.7799999713897705
2023-10-24,3.812000036239624
2023-10-25,3.8359999656677246
2023-10-26,3.7679998874664307
2023-10-27,3.799999952316284
2023-10-30,3.9600000381469727
2023-10-31,3.819999933242798
2023-11-01,3.8359999656677246
2023-11-02,4.039999961853027
2023-11-03,4.400000095367432
2023-11-06,4.480000019073486
2023-11-07,4.239999771118164
2023-11-08,4.239999771118164
2023-11-09,4.119999885559082
2023-11-10,4.039999961853027
2023-11-13,4.079999923706055
2023-11-14,3.299999952316284
2023-11-15,3.996000051498413
2023-11-16,3.680000066757202
2023-11-17,3.635999917984009
2023-11-20,3.635999917984009
2023-11-21,3.624000072479248
2023-11-22,3.628000020980835
2023-11-24,3.619999885559082
2023-11-27,3.427999973297119
2023-11-28,3.371999979019165
2023-11-29,3.364000082015991
2023-11-30,3.3959999084472656
2023-12-01,3.6559998989105225
2023-12-04,3.5320000648498535
2023-12-05,3.2320001125335693
2023-12-06,3.312000036239624
2023-12-07,3.4560000896453857
2023-12-08,3.4679999351501465
2023-12-11,3.552000045776367
2023-12-12,3.440000057220459
2023-12-13,3.7320001125335693
2023-12-14,3.812000036239624
2023-12-15,3.549999952316284
2023-12-18,3.1600000858306885
2023-12-19,3.0
2023-12-20,2.7899999618530273
2023-12-21,2.880000114440918
2023-12-22,2.799999952316284
2023-12-26,2.799999952316284
2023-12-27,2.7899999618530273
2023-12-28,3.009999990463257
2023-12-29,3.069999933242798
2024-01-02,2.9200000762939453
2024-01-03,2.8299999237060547
2024-01-04,2.8399999141693115
2024-01-05,2.859999895095825
2024-01-08,2.700000047683716
2024-01-09,2.619999885559082
2024-01-10,2.5799999237060547
2024-01-11,2.559999942779541
2024-01-12,2.5399999618530273
2024-01-16,2.2699999809265137
2024-01-17,2.1500000953674316
2024-01-18,2.2100000381469727
2024-01-19,2.240000009536743
2024-01-22,2.1700000762939453
2024-01-23,2.380000114440918
2024-01-24,2.4600000381469727
2024-01-25,2.5199999809265137
2024-01-26,2.440000057220459
2024-01-29,2.4100000858306885
2024-01-30,2.3299999237060547
2024-01-31,2.369999885559082
2024-02-01,2.390000104904175
2024-02-02,2.390000104904175
2024-02-05,2.3299999237060547
2024-02-06,2.549999952316284
2024-02-07,2.430000066757202
2024-02-08,2.309999942779541
2024-02-09,2.2799999713897705
2024-02-12,2.450000047683716
2024-02-13,2.359999895095825
2024-02-14,2.4200000762939453
2024-02-15,2.440000057220459
2024-02-16,2.569999933242798
2024-02-20,2.559999942779541
2024-02-21,2.5999999046325684
2024-02-22,2.6500000953674316
2024-02-23,2.7799999713897705
2024-02-26,2.859999895095825
2024-02-27,3.049999952316284
2024-02-28,3.0199999809265137
2024-02-29,3.119999885559082
2024-03-01,3.2200000286102295
2024-03-04,2.9200000762939453
2024-03-05,2.559999942779541
2024-03-06,2.5899999141693115
2024-03-07,2.5799999237060547
2024-03-08,2.6500000953674316
2024-03-11,2.690000057220459
2024-03-12,2.9100000858306885
2024-03-13,2.9600000381469727
2024-03-14,2.8299999237060547
2024-03-15,2.9100000858306885
2024-03-18,3.009999990463257
2024-03-19,3.0899999141693115
2024-03-20,3.369999885559082
2024-03-21,4.909999847412109
2024-03-22,4.480000019073486
2024-03-25,4.349999904632568
2024-03-26,4.320000171661377
2024-03-27,4.289999961853027
2024-03-28,4.21999979019165
2024-04-01,4.389999866485596
2024-04-02,4.510000228881836
2024-04-03,4.380000114440918
2024-04-04,4.329999923706055
2024-04-05,4.28000020980835
2024-04-08,4.289999961853027
2024-04-09,4.440000057220459
2024-04-10,4.25
2024-04-11,4.300000190734863
2024-04-12,4.139999866485596
2024-04-15,4.090000152587891
2024-04-16,4.090000152587891
2024-04-17,4.159999847412109
2024-04-18,4.269999980926514
2024-04-19,4.340000152587891
2024-04-22,4.389999866485596
2024-04-23,4.360000133514404
2024-04-24,4.550000190734863
2024-04-25,4.579999923706055
2024-04-26,4.679999828338623
2024-04-29,4.53000020980835
2024-04-30,4.389999866485596
2024-05-01,4.400000095367432
2024-05-02,4.639999866485596
2024-05-03,4.699999809265137
2024-05-06,4.639999866485596
2024-05-07,4.760000228881836
2024-05-08,4.5
2024-05-09,4.610000133514404
2024-05-10,4.550000190734863
2024-05-13,4.659999847412109
2024-05-14,4.559999942779541
2024-05-15,4.53000020980835
2024-05-16,4.550000190734863
2024-05-17,4.71999979019165
2024-05-20,4.46999979019165
2024-05-21,4.429999828338623
2024-05-22,4.349999904632568
2024-05-23,4.269999980926514
2024-05-24,4.28000020980835
2024-05-28,4.300000190734863
2024-05-29,4.519999980926514
2024-05-30,4.550000190734863
2024-05-31,4.480000019073486
2024-06-03,4.380000114440918
2024-06-04,2.0299999713897705
2024-06-05,2.2300000190734863
2024-06-06,2.4200000762939453
2024-06-07,2.2899999618530273
2024-06-10,2.299999952316284
2024-06-11,2.1500000953674316
2024-06-12,2.0999999046325684
2024-06-13,2.180000066757202
2024-06-14,2.200000047683716
2024-06-17,2.369999885559082
2024-06-18,2.319999933242798
2024-06-20,2.2200000286102295
2024-06-21,2.190000057220459
2024-06-24,2.259999990463257
2024-06-25,2.240000009536743
2024-06-26,2.4800000190734863
2024-06-27,2.309999942779541
2024-06-28,2.369999885559082
2024-07-01,2.440000057220459
2024-07-02,2.8499999046325684
2024-07-03,2.950000047683716
2024-07-05,2.950000047683716
2024-07-08,2.5399999618530273
2024-07-09,2.9700000286102295
2024-07-10,2.869999885559082
2024-07-11,2.950000047683716
2024-07-12,2.950000047683716
2024-07-15,2.880000114440918
2024-07-16,2.8299999237060547
2024-07-17,2.7100000381469727
2024-07-18,2.75
2024-07-19,2.809999942779541
2024-07-22,2.890000104904175
2024-07-23,2.7699999809265137
2024-07-24,2.75
2024-07-25,2.75
2024-07-26,2.940000057220459
2024-07-29,2.9000000953674316
2024-07-30,2.799999952316284
2024-07-31,2.8399999141693115
2024-08-01,2.680000066757202
2024-08-02,2.700000047683716
2024-08-05,2.700000047683716
2024-08-06,2.819999933242798
2024-08-07,2.7100000381469727
2024-08-08,2.7699999809265137
2024-08-09,2.700000047683716
2024-08-12,2.690000057220459
2024-08-13,2.7899999618530273
2024-08-14,2.75
2024-08-15,2.8499999046325684
2024-08-16,2.8299999237060547
2024-08-19,2.799999952316284
2024-08-20,2.6600000858306885
2024-08-21,2.7300000190734863
2024-08-22,2.3399999141693115
2024-08-23,2.2799999713897705
2024-08-26,2.369999885559082
2024-08-27,2.2799999713897705
2024-08-28,2.240000009536743
2024-08-29,2.2300000190734863
2024-08-30,2.2699999809265137
2024-09-03,2.2799999713897705
2024-09-04,2.25
2024-09-05,2.2300000190734863
2024-09-06,2.259999990463257
2024-09-09,2.2100000381469727
2024-09-10,2.190000057220459
2024-09-11,2.190000057220459
2024-09-12,2.1700000762939453
2024-09-13,2.2300000190734863
2024-09-16,2.200000047683716
2024-09-17,2.2300000190734863
2024-09-18,2.2100000381469727
2024-09-19,2.2899999618530273
2024-09-20,2.2699999809265137
2024-09-23,2.299999952316284
2024-09-24,2.5199999809265137
2024-09-25,2.430000066757202
2024-09-26,2.8399999141693115
2024-09-27,3.380000114440918
2024-09-30,3.490000009536743
2024-10-01,3.6700000762939453
2024-10-02,4.150000095367432
2024-10-03,3.950000047683716
2024-10-04,4.03000020980835
2024-10-07,3.9700000286102295
2024-10-08,3.4000000953674316
2024-10-09,3.390000104904175
2024-10-10,3.4000000953674316
2024-10-11,3.369999885559082
2024-10-14,3.450000047683716
2024-10-15,3.180000066757202
2024-10-16,3.2200000286102295
2024-10-17,3.009999990463257
2024-10-18,3.1600000858306885
2024-10-21,3.0299999713897705
2024-10-22,3.049999952316284
2024-10-23,2.890000104904175
2024-10-24,2.819999933242798
2024-10-25,2.7699999809265137
2024-10-28,2.740000009536743
2024-10-29,2.6500000953674316
2024-10-30,2.5999999046325684
2024-10-31,2.680000066757202
2024-11-01,2.609999895095825
2024-11-04,2.559999942779541
2024-11-05,2.630000114440918
2024-11-06,2.6600000858306885
2024-11-07,2.809999942779541
2024-11-08,2.5899999141693115
2024-11-11,2.5299999713897705
2024-11-12,2.440000057220459
2024-11-13,2.4100000858306885
2024-11-14,2.3299999237060547
2024-11-15,2.309999942779541
2024-11-18,2.2799999713897705
2024-11-19,2.4000000953674316
2024-11-20,2.4100000858306885
2024-11-21,2.3399999141693115
