Date,FGEN
2022-02-28,14.069999694824219
2022-03-01,13.619999885559082
2022-03-02,13.390000343322754
2022-03-03,13.15999984741211
2022-03-04,12.979999542236328
2022-03-07,12.6899995803833
2022-03-08,12.59000015258789
2022-03-09,13.140000343322754
2022-03-10,13.039999961853027
2022-03-11,12.850000381469727
2022-03-14,12.039999961853027
2022-03-15,12.329999923706055
2022-03-16,12.609999656677246
2022-03-17,13.140000343322754
2022-03-18,13.489999771118164
2022-03-21,12.899999618530273
2022-03-22,13.3100004196167
2022-03-23,12.880000114440918
2022-03-24,13.069999694824219
2022-03-25,12.479999542236328
2022-03-28,12.359999656677246
2022-03-29,12.8100004196167
2022-03-30,12.119999885559082
2022-03-31,12.020000457763672
2022-04-01,12.539999961853027
2022-04-04,12.960000038146973
2022-04-05,12.5600004196167
2022-04-06,12.729999542236328
2022-04-07,12.579999923706055
2022-04-08,12.430000305175781
2022-04-11,12.180000305175781
2022-04-12,12.260000228881836
2022-04-13,12.510000228881836
2022-04-14,11.819999694824219
2022-04-18,10.710000038146973
2022-04-19,10.619999885559082
2022-04-20,10.670000076293945
2022-04-21,10.029999732971191
2022-04-22,10.260000228881836
2022-04-25,10.420000076293945
2022-04-26,9.850000381469727
2022-04-27,9.880000114440918
2022-04-28,9.779999732971191
2022-04-29,9.300000190734863
2022-05-02,9.619999885559082
2022-05-03,9.720000267028809
2022-05-04,9.6899995803833
2022-05-05,8.890000343322754
2022-05-06,8.40999984741211
2022-05-09,7.940000057220459
2022-05-10,9.989999771118164
2022-05-11,9.770000457763672
2022-05-12,9.550000190734863
2022-05-13,9.9399995803833
2022-05-16,9.239999771118164
2022-05-17,9.199999809265137
2022-05-18,8.40999984741211
2022-05-19,8.569999694824219
2022-05-20,8.600000381469727
2022-05-23,8.75
2022-05-24,8.520000457763672
2022-05-25,8.65999984741211
2022-05-26,9.220000267028809
2022-05-27,10.050000190734863
2022-05-31,9.84000015258789
2022-06-01,9.609999656677246
2022-06-02,9.550000190734863
2022-06-03,9.989999771118164
2022-06-06,9.5
2022-06-07,10.5
2022-06-08,10.3100004196167
2022-06-09,9.989999771118164
2022-06-10,9.369999885559082
2022-06-13,8.90999984741211
2022-06-14,8.960000038146973
2022-06-15,9.40999984741211
2022-06-16,9.0
2022-06-17,9.930000305175781
2022-06-21,10.8100004196167
2022-06-22,11.420000076293945
2022-06-23,11.710000038146973
2022-06-24,11.619999885559082
2022-06-27,11.65999984741211
2022-06-28,11.210000038146973
2022-06-29,10.930000305175781
2022-06-30,10.5600004196167
2022-07-01,11.399999618530273
2022-07-05,12.34000015258789
2022-07-06,12.399999618530273
2022-07-07,12.399999618530273
2022-07-08,12.329999923706055
2022-07-11,11.59000015258789
2022-07-12,12.09000015258789
2022-07-13,12.470000267028809
2022-07-14,12.0
2022-07-15,12.220000267028809
2022-07-18,12.09000015258789
2022-07-19,12.489999771118164
2022-07-20,12.470000267028809
2022-07-21,12.470000267028809
2022-07-22,12.3100004196167
2022-07-25,12.1899995803833
2022-07-26,12.430000305175781
2022-07-27,12.699999809265137
2022-07-28,13.0
2022-07-29,12.579999923706055
2022-08-01,12.15999984741211
2022-08-02,12.369999885559082
2022-08-03,12.710000038146973
2022-08-04,13.949999809265137
2022-08-05,14.510000228881836
2022-08-08,14.600000381469727
2022-08-09,14.119999885559082
2022-08-10,14.470000267028809
2022-08-11,14.050000190734863
2022-08-12,14.489999771118164
2022-08-15,14.59000015258789
2022-08-16,14.4399995803833
2022-08-17,14.329999923706055
2022-08-18,14.40999984741211
2022-08-19,14.079999923706055
2022-08-22,13.729999542236328
2022-08-23,13.680000305175781
2022-08-24,13.619999885559082
2022-08-25,13.550000190734863
2022-08-26,13.25
2022-08-29,13.460000038146973
2022-08-30,12.869999885559082
2022-08-31,12.4399995803833
2022-09-01,13.09000015258789
2022-09-02,12.600000381469727
2022-09-06,12.260000228881836
2022-09-07,12.619999885559082
2022-09-08,12.699999809265137
2022-09-09,12.880000114440918
2022-09-12,13.119999885559082
2022-09-13,12.1899995803833
2022-09-14,12.0
2022-09-15,12.149999618530273
2022-09-16,11.9399995803833
2022-09-19,11.979999542236328
2022-09-20,12.270000457763672
2022-09-21,12.109999656677246
2022-09-22,12.289999961853027
2022-09-23,12.180000305175781
2022-09-26,12.15999984741211
2022-09-27,12.4399995803833
2022-09-28,13.359999656677246
2022-09-29,13.260000228881836
2022-09-30,13.010000228881836
2022-10-03,13.270000457763672
2022-10-04,13.770000457763672
2022-10-05,14.149999618530273
2022-10-06,14.260000228881836
2022-10-07,14.720000267028809
2022-10-10,13.960000038146973
2022-10-11,14.260000228881836
2022-10-12,14.140000343322754
2022-10-13,15.420000076293945
2022-10-14,15.869999885559082
2022-10-17,16.84000015258789
2022-10-18,17.3700008392334
2022-10-19,15.739999771118164
2022-10-20,15.460000038146973
2022-10-21,16.399999618530273
2022-10-24,17.459999084472656
2022-10-25,17.649999618530273
2022-10-26,17.729999542236328
2022-10-27,16.739999771118164
2022-10-28,17.1200008392334
2022-10-31,16.280000686645508
2022-11-01,17.43000030517578
2022-11-02,16.5
2022-11-03,16.450000762939453
2022-11-04,16.25
2022-11-07,16.15999984741211
2022-11-08,14.149999618530273
2022-11-09,15.109999656677246
2022-11-10,16.15999984741211
2022-11-11,15.510000228881836
2022-11-14,14.949999809265137
