Date,MTTR
2022-02-28,7.409999847412109
2022-03-01,7.730000019073486
2022-03-02,7.690000057220459
2022-03-03,7.210000038146973
2022-03-04,6.849999904632568
2022-03-07,6.800000190734863
2022-03-08,6.989999771118164
2022-03-09,7.289999961853027
2022-03-10,7.119999885559082
2022-03-11,7.010000228881836
2022-03-14,6.639999866485596
2022-03-15,6.809999942779541
2022-03-16,7.269999980926514
2022-03-17,7.849999904632568
2022-03-18,8.270000457763672
2022-03-21,8.170000076293945
2022-03-22,8.319999694824219
2022-03-23,8.1899995803833
2022-03-24,8.199999809265137
2022-03-25,7.659999847412109
2022-03-28,7.960000038146973
2022-03-29,9.359999656677246
2022-03-30,8.430000305175781
2022-03-31,8.119999885559082
2022-04-01,8.239999771118164
2022-04-04,8.59000015258789
2022-04-05,8.170000076293945
2022-04-06,7.610000133514404
2022-04-07,7.409999847412109
2022-04-08,7.059999942779541
2022-04-11,7.079999923706055
2022-04-12,7.079999923706055
2022-04-13,7.309999942779541
2022-04-14,6.940000057220459
2022-04-18,6.650000095367432
2022-04-19,6.929999828338623
2022-04-20,6.539999961853027
2022-04-21,6.170000076293945
2022-04-22,6.119999885559082
2022-04-25,6.170000076293945
2022-04-26,5.78000020980835
2022-04-27,5.550000190734863
2022-04-28,5.940000057220459
2022-04-29,5.739999771118164
2022-05-02,6.050000190734863
2022-05-03,5.550000190734863
2022-05-04,5.659999847412109
2022-05-05,5.320000171661377
2022-05-06,4.980000019073486
2022-05-09,4.170000076293945
2022-05-10,4.260000228881836
2022-05-11,4.340000152587891
2022-05-12,4.670000076293945
2022-05-13,5.389999866485596
2022-05-16,5.059999942779541
2022-05-17,5.210000038146973
2022-05-18,5.119999885559082
2022-05-19,5.519999980926514
2022-05-20,5.449999809265137
2022-05-23,5.440000057220459
2022-05-24,4.980000019073486
2022-05-25,5.260000228881836
2022-05-26,5.190000057220459
2022-05-27,5.670000076293945
2022-05-31,5.489999771118164
2022-06-01,5.429999828338623
2022-06-02,5.809999942779541
2022-06-03,5.519999980926514
2022-06-06,5.5
2022-06-07,4.994999885559082
2022-06-08,5.0
2022-06-09,4.510000228881836
2022-06-10,4.190000057220459
2022-06-13,3.809999942779541
2022-06-14,4.0
2022-06-15,4.050000190734863
2022-06-16,3.8399999141693115
2022-06-17,4.119999885559082
2022-06-21,4.050000190734863
2022-06-22,4.0
2022-06-23,4.179999828338623
2022-06-24,4.179999828338623
2022-06-27,4.110000133514404
2022-06-28,3.869999885559082
2022-06-29,3.7799999713897705
2022-06-30,3.6600000858306885
2022-07-01,3.619999885559082
2022-07-05,3.9800000190734863
2022-07-06,3.8499999046325684
2022-07-07,4.230000019073486
2022-07-08,4.28000020980835
2022-07-11,3.8499999046325684
2022-07-12,3.8299999237060547
2022-07-13,3.880000114440918
2022-07-14,3.7799999713897705
2022-07-15,3.8399999141693115
2022-07-18,3.940000057220459
2022-07-19,4.090000152587891
2022-07-20,4.389999866485596
2022-07-21,4.440000057220459
2022-07-22,4.150000095367432
2022-07-25,4.010000228881836
2022-07-26,3.880000114440918
2022-07-27,4.110000133514404
2022-07-28,4.199999809265137
2022-07-29,4.25
2022-08-01,4.340000152587891
2022-08-02,4.429999828338623
2022-08-03,4.789999961853027
2022-08-04,4.789999961853027
2022-08-05,5.03000020980835
2022-08-08,5.130000114440918
2022-08-09,4.739999771118164
2022-08-10,5.190000057220459
2022-08-11,5.980000019073486
2022-08-12,6.059999942779541
2022-08-15,5.78000020980835
2022-08-16,5.809999942779541
2022-08-17,5.260000228881836
2022-08-18,5.210000038146973
2022-08-19,4.869999885559082
2022-08-22,4.650000095367432
2022-08-23,4.579999923706055
2022-08-24,4.639999866485596
2022-08-25,4.78000020980835
2022-08-26,4.619999885559082
2022-08-29,4.5
2022-08-30,4.610000133514404
2022-08-31,4.610000133514404
2022-09-01,4.440000057220459
2022-09-02,4.190000057220459
2022-09-06,4.239999771118164
2022-09-07,4.389999866485596
2022-09-08,4.539999961853027
2022-09-09,4.559999942779541
2022-09-12,4.739999771118164
2022-09-13,4.480000019073486
2022-09-14,4.190000057220459
2022-09-15,4.099999904632568
2022-09-16,4.050000190734863
2022-09-19,4.119999885559082
2022-09-20,3.9800000190734863
2022-09-21,3.9200000762939453
2022-09-22,3.809999942779541
2022-09-23,3.740000009536743
2022-09-26,3.8399999141693115
2022-09-27,3.890000104904175
2022-09-28,3.990000009536743
2022-09-29,3.9000000953674316
2022-09-30,3.7899999618530273
2022-10-03,3.9100000858306885
2022-10-04,4.179999828338623
2022-10-05,4.130000114440918
2022-10-06,4.190000057220459
2022-10-07,3.819999933242798
2022-10-10,3.5899999141693115
2022-10-11,3.5999999046325684
2022-10-12,3.5799999237060547
2022-10-13,3.5399999618530273
2022-10-14,3.4000000953674316
2022-10-17,3.680000066757202
2022-10-18,3.6600000858306885
2022-10-19,3.4600000381469727
2022-10-20,3.4000000953674316
2022-10-21,3.440000057220459
2022-10-24,3.299999952316284
2022-10-25,3.630000114440918
2022-10-26,3.569999933242798
2022-10-27,3.5299999713897705
2022-10-28,3.5799999237060547
2022-10-31,3.490000009536743
2022-11-01,3.4200000762939453
2022-11-02,3.109999895095825
2022-11-03,2.9800000190734863
2022-11-04,2.940000057220459
2022-11-07,2.9000000953674316
2022-11-08,2.940000057220459
2022-11-09,2.625
2022-11-10,3.0299999713897705
2022-11-11,3.7699999809265137
2022-11-14,3.5
2022-11-15,3.609999895095825
2022-11-16,3.5299999713897705
2022-11-17,3.380000114440918
2022-11-18,3.2300000190734863
2022-11-21,3.1600000858306885
2022-11-22,3.180000066757202
2022-11-23,3.299999952316284
2022-11-25,3.2699999809265137
2022-11-28,3.109999895095825
2022-11-29,3.0
2022-11-30,3.1500000953674316
2022-12-01,3.2799999713897705
2022-12-02,3.119999885559082
2022-12-05,2.9800000190734863
2022-12-06,2.7699999809265137
2022-12-07,2.75
2022-12-08,2.819999933242798
2022-12-09,2.7300000190734863
2022-12-12,2.7699999809265137
2022-12-13,2.8399999141693115
2022-12-14,2.7699999809265137
2022-12-15,2.75
2022-12-16,2.799999952316284
2022-12-19,2.5299999713897705
2022-12-20,2.630000114440918
2022-12-21,2.6500000953674316
2022-12-22,2.5899999141693115
2022-12-23,2.569999933242798
2022-12-27,2.4100000858306885
2022-12-28,2.4100000858306885
2022-12-29,2.7200000286102295
2022-12-30,2.799999952316284
2023-01-03,2.690000057220459
2023-01-04,2.7899999618530273
2023-01-05,2.630000114440918
2023-01-06,2.7200000286102295
2023-01-09,2.690000057220459
2023-01-10,2.819999933242798
2023-01-11,2.9200000762939453
2023-01-12,3.190000057220459
2023-01-13,3.109999895095825
2023-01-17,3.1700000762939453
2023-01-18,3.0999999046325684
2023-01-19,2.9600000381469727
2023-01-20,3.059999942779541
2023-01-23,3.0899999141693115
2023-01-24,3.0999999046325684
2023-01-25,3.069999933242798
2023-01-26,3.380000114440918
2023-01-27,3.5299999713897705
2023-01-30,3.390000104904175
2023-01-31,3.5199999809265137
2023-02-01,3.7200000286102295
2023-02-02,3.8399999141693115
2023-02-03,3.6600000858306885
2023-02-06,3.619999885559082
2023-02-07,3.630000114440918
2023-02-08,3.5399999618530273
2023-02-09,3.4700000286102295
2023-02-10,3.3399999141693115
2023-02-13,3.4200000762939453
2023-02-14,3.5899999141693115
2023-02-15,3.7200000286102295
2023-02-16,3.569999933242798
2023-02-17,3.5999999046325684
2023-02-21,3.4000000953674316
2023-02-22,3.490000009536743
2023-02-23,3.174999952316284
2023-02-24,3.075000047683716
2023-02-27,3.0299999713897705
2023-02-28,3.049999952316284
2023-03-01,2.9000000953674316
2023-03-02,2.8399999141693115
2023-03-03,2.9700000286102295
2023-03-06,2.940000057220459
2023-03-07,2.880000114440918
2023-03-08,2.9800000190734863
2023-03-09,2.7799999713897705
2023-03-10,2.6600000858306885
2023-03-13,2.5999999046325684
2023-03-14,2.640000104904175
2023-03-15,2.569999933242798
2023-03-16,2.7100000381469727
2023-03-17,2.6700000762939453
2023-03-20,2.5999999046325684
2023-03-21,2.680000066757202
2023-03-22,2.509999990463257
2023-03-23,2.7200000286102295
2023-03-24,2.690000057220459
2023-03-27,2.6500000953674316
2023-03-28,2.569999933242798
2023-03-29,2.6700000762939453
2023-03-30,2.619999885559082
2023-03-31,2.7300000190734863
2023-04-03,2.7300000190734863
2023-04-04,2.7200000286102295
2023-04-05,2.5799999237060547
2023-04-06,2.7200000286102295
2023-04-10,2.7899999618530273
2023-04-11,2.7699999809265137
2023-04-12,2.700000047683716
2023-04-13,2.809999942779541
2023-04-14,2.75
2023-04-17,2.799999952316284
2023-04-18,2.7300000190734863
2023-04-19,2.690000057220459
2023-04-20,2.6700000762939453
2023-04-21,2.640000104904175
2023-04-24,2.559999942779541
2023-04-25,2.369999885559082
2023-04-26,2.390000104904175
2023-04-27,2.380000114440918
2023-04-28,2.3299999237060547
2023-05-01,2.2799999713897705
2023-05-02,2.240000009536743
2023-05-03,2.309999942779541
2023-05-04,2.430000066757202
2023-05-05,2.5899999141693115
2023-05-08,2.609999895095825
2023-05-09,2.680000066757202
2023-05-10,2.8399999141693115
2023-05-11,2.819999933242798
2023-05-12,2.7699999809265137
2023-05-15,2.880000114440918
2023-05-16,2.8499999046325684
2023-05-17,2.8299999237060547
2023-05-18,2.859999895095825
2023-05-19,2.7200000286102295
2023-05-22,2.7799999713897705
2023-05-23,2.7899999618530273
2023-05-24,2.7899999618530273
2023-05-25,2.7200000286102295
2023-05-26,2.759999990463257
2023-05-30,2.9000000953674316
2023-05-31,2.9700000286102295
2023-06-01,2.9200000762939453
2023-06-02,2.609999895095825
2023-06-05,2.8299999237060547
2023-06-06,2.890000104904175
2023-06-07,2.890000104904175
2023-06-08,2.9000000953674316
2023-06-09,2.880000114440918
2023-06-12,2.9700000286102295
2023-06-13,2.930000066757202
2023-06-14,2.890000104904175
2023-06-15,3.2300000190734863
2023-06-16,3.259999990463257
2023-06-20,3.0299999713897705
2023-06-21,2.9800000190734863
2023-06-22,2.9700000286102295
2023-06-23,2.869999885559082
2023-06-26,2.8299999237060547
2023-06-27,3.0199999809265137
2023-06-28,3.130000114440918
2023-06-29,3.1700000762939453
2023-06-30,3.1500000953674316
2023-07-03,3.140000104904175
2023-07-05,3.059999942779541
2023-07-06,3.0199999809265137
2023-07-07,3.0899999141693115
2023-07-10,3.190000057220459
2023-07-11,3.4800000190734863
2023-07-12,3.640000104904175
2023-07-13,3.6600000858306885
2023-07-14,3.490000009536743
2023-07-17,3.4600000381469727
2023-07-18,3.4100000858306885
2023-07-19,3.4800000190734863
2023-07-20,3.309999942779541
2023-07-21,3.2799999713897705
2023-07-24,3.240000009536743
2023-07-25,3.309999942779541
2023-07-26,3.299999952316284
2023-07-27,3.1500000953674316
2023-07-28,3.2699999809265137
2023-07-31,3.390000104904175
2023-08-01,3.4800000190734863
2023-08-02,3.25
2023-08-03,3.2799999713897705
2023-08-04,3.1700000762939453
2023-08-07,3.259999990463257
2023-08-08,3.140000104904175
2023-08-09,2.684999942779541
2023-08-10,2.7149999141693115
2023-08-11,2.700000047683716
2023-08-14,2.680000066757202
2023-08-15,2.5899999141693115
2023-08-16,2.4800000190734863
2023-08-17,2.4100000858306885
