Date,AKBA
2022-02-28,2.1600000858306885
2022-03-01,2.1500000953674316
2022-03-02,2.450000047683716
2022-03-03,2.6500000953674316
2022-03-04,2.4200000762939453
2022-03-07,2.5299999713897705
2022-03-08,2.5299999713897705
2022-03-09,2.930000066757202
2022-03-10,2.7699999809265137
2022-03-11,2.609999895095825
2022-03-14,2.390000104904175
2022-03-15,2.299999952316284
2022-03-16,2.3399999141693115
2022-03-17,2.4800000190734863
2022-03-18,2.5
2022-03-21,2.4000000953674316
2022-03-22,2.559999942779541
2022-03-23,2.4700000286102295
2022-03-24,2.5
2022-03-25,2.4200000762939453
2022-03-28,2.440000057220459
2022-03-29,2.440000057220459
2022-03-30,0.8289999961853027
2022-03-31,0.7179999947547913
2022-04-01,0.6679999828338623
2022-04-04,0.6589999794960022
2022-04-05,0.6050000190734863
2022-04-06,0.5699999928474426
2022-04-07,0.5419999957084656
2022-04-08,0.5440000295639038
2022-04-11,0.5109999775886536
2022-04-12,0.4860000014305115
2022-04-13,0.49900001287460327
2022-04-14,0.5379999876022339
2022-04-18,0.47099998593330383
2022-04-19,0.4860000014305115
2022-04-20,0.47999998927116394
2022-04-21,0.4749999940395355
2022-04-22,0.47200000286102295
2022-04-25,0.47099998593330383
2022-04-26,0.44699999690055847
2022-04-27,0.4269999861717224
2022-04-28,0.41999998688697815
2022-04-29,0.41499999165534973
2022-05-02,0.4309999942779541
2022-05-03,0.42500001192092896
2022-05-04,0.4359999895095825
2022-05-05,0.414000004529953
2022-05-06,0.38499999046325684
2022-05-09,0.3449999988079071
2022-05-10,0.42800000309944153
2022-05-11,0.4169999957084656
2022-05-12,0.4129999876022339
2022-05-13,0.4490000009536743
2022-05-16,0.3799999952316284
2022-05-17,0.36899998784065247
2022-05-18,0.33399999141693115
2022-05-19,0.34599998593330383
2022-05-20,0.33000001311302185
2022-05-23,0.3230000138282776
2022-05-24,0.3179999887943268
2022-05-25,0.33000001311302185
2022-05-26,0.33899998664855957
2022-05-27,0.37299999594688416
2022-05-31,0.3700000047683716
2022-06-01,0.35100001096725464
2022-06-02,0.36000001430511475
2022-06-03,0.4099999964237213
2022-06-06,0.38199999928474426
2022-06-07,0.42899999022483826
2022-06-08,0.4449999928474426
2022-06-09,0.44200000166893005
2022-06-10,0.40799999237060547
2022-06-13,0.367000013589859
2022-06-14,0.3540000021457672
2022-06-15,0.3529999852180481
2022-06-16,0.32100000977516174
2022-06-17,0.34200000762939453
2022-06-21,0.3449999988079071
2022-06-22,0.35600000619888306
2022-06-23,0.3930000066757202
2022-06-24,0.36500000953674316
2022-06-27,0.37400001287460327
2022-06-28,0.3499999940395355
2022-06-29,0.3799999952316284
2022-06-30,0.3529999852180481
2022-07-01,0.3889999985694885
2022-07-05,0.4090000092983246
2022-07-06,0.46000000834465027
2022-07-07,0.45100000500679016
2022-07-08,0.46000000834465027
2022-07-11,0.41999998688697815
2022-07-12,0.44999998807907104
2022-07-13,0.4480000138282776
2022-07-14,0.4350000023841858
2022-07-15,0.421999990940094
2022-07-18,0.4020000100135803
2022-07-19,0.41100001335144043
2022-07-20,0.44200000166893005
2022-07-21,0.4429999887943268
2022-07-22,0.42500001192092896
2022-07-25,0.4020000100135803
2022-07-26,0.4050000011920929
2022-07-27,0.4129999876022339
2022-07-28,0.39899998903274536
2022-07-29,0.39100000262260437
2022-08-01,0.3840000033378601
2022-08-02,0.3709999918937683
2022-08-03,0.39100000262260437
2022-08-04,0.4099999964237213
2022-08-05,0.39500001072883606
2022-08-08,0.4050000011920929
2022-08-09,0.4050000011920929
2022-08-10,0.41600000858306885
2022-08-11,0.39899998903274536
2022-08-12,0.4129999876022339
2022-08-15,0.414000004529953
2022-08-16,0.4169999957084656
2022-08-17,0.4059999883174896
2022-08-18,0.4000000059604645
2022-08-19,0.38199999928474426
2022-08-22,0.3700000047683716
2022-08-23,0.3700000047683716
2022-08-24,0.38999998569488525
2022-08-25,0.4000000059604645
2022-08-26,0.37599998712539673
2022-08-29,0.367000013589859
2022-08-30,0.35499998927116394
2022-08-31,0.36399999260902405
2022-09-01,0.3700000047683716
2022-09-02,0.3799999952316284
2022-09-06,0.38199999928474426
2022-09-07,0.4000000059604645
2022-09-08,0.4300000071525574
2022-09-09,0.4350000023841858
2022-09-12,0.4230000078678131
2022-09-13,0.3880000114440918
2022-09-14,0.38100001215934753
2022-09-15,0.3700000047683716
2022-09-16,0.38600000739097595
2022-09-19,0.36500000953674316
2022-09-20,0.36500000953674316
2022-09-21,0.3540000021457672
