Date,TV
2022-02-28,10.670000076293945
2022-03-01,10.289999961853027
2022-03-02,10.479999542236328
2022-03-03,10.430000305175781
2022-03-04,9.989999771118164
2022-03-07,9.1899995803833
2022-03-08,9.529999732971191
2022-03-09,10.130000114440918
2022-03-10,9.829999923706055
2022-03-11,9.829999923706055
2022-03-14,9.800000190734863
2022-03-15,9.90999984741211
2022-03-16,10.319999694824219
2022-03-17,10.260000228881836
2022-03-18,10.84000015258789
2022-03-21,10.630000114440918
2022-03-22,11.220000267028809
2022-03-23,11.239999771118164
2022-03-24,11.550000190734863
2022-03-25,11.520000457763672
2022-03-28,11.430000305175781
2022-03-29,11.710000038146973
2022-03-30,11.640000343322754
2022-03-31,11.699999809265137
2022-04-01,11.710000038146973
2022-04-04,11.550000190734863
2022-04-05,11.09000015258789
2022-04-06,10.960000038146973
2022-04-07,10.880000114440918
2022-04-08,10.880000114440918
2022-04-11,11.069999694824219
2022-04-12,10.890000343322754
2022-04-13,11.039999961853027
2022-04-14,10.949999809265137
2022-04-18,10.979999542236328
2022-04-19,11.289999961853027
2022-04-20,11.350000381469727
2022-04-21,10.619999885559082
2022-04-22,10.010000228881836
2022-04-25,9.920000076293945
2022-04-26,9.880000114440918
2022-04-27,9.270000457763672
2022-04-28,9.199999809265137
2022-04-29,9.229999542236328
2022-05-02,9.229999542236328
2022-05-03,9.390000343322754
2022-05-04,9.170000076293945
2022-05-05,8.640000343322754
2022-05-06,8.3100004196167
2022-05-09,7.960000038146973
2022-05-10,8.0600004196167
2022-05-11,7.980000019073486
2022-05-12,8.229999542236328
2022-05-13,8.470000267028809
2022-05-16,8.609999656677246
2022-05-17,8.899999618530273
2022-05-18,8.569999694824219
2022-05-19,8.760000228881836
2022-05-20,9.149999618530273
2022-05-23,9.300000190734863
2022-05-24,9.229999542236328
2022-05-25,9.319999694824219
2022-05-26,9.760000228881836
2022-05-27,9.920000076293945
2022-05-31,10.210000038146973
2022-06-01,10.010000228881836
2022-06-02,9.970000267028809
2022-06-03,9.65999984741211
2022-06-06,9.329999923706055
2022-06-07,9.5
2022-06-08,9.470000267028809
2022-06-09,9.170000076293945
2022-06-10,8.739999771118164
2022-06-13,8.329999923706055
2022-06-14,8.039999961853027
2022-06-15,8.239999771118164
2022-06-16,8.079999923706055
2022-06-17,8.470000267028809
2022-06-21,8.489999771118164
2022-06-22,8.479999542236328
2022-06-23,8.390000343322754
2022-06-24,8.699999809265137
2022-06-27,8.640000343322754
2022-06-28,8.680000305175781
2022-06-29,8.649999618530273
2022-06-30,8.180000305175781
2022-07-01,8.270000457763672
2022-07-05,8.130000114440918
2022-07-06,8.050000190734863
2022-07-07,8.0
2022-07-08,7.989999771118164
2022-07-11,7.75
2022-07-12,7.809999942779541
2022-07-13,7.809999942779541
2022-07-14,7.78000020980835
2022-07-15,7.940000057220459
2022-07-18,8.0
2022-07-19,8.0
2022-07-20,8.050000190734863
2022-07-21,7.980000019073486
2022-07-22,7.909999847412109
2022-07-25,7.860000133514404
2022-07-26,7.539999961853027
2022-07-27,7.670000076293945
2022-07-28,7.849999904632568
2022-07-29,7.820000171661377
2022-08-01,7.78000020980835
2022-08-02,7.409999847412109
2022-08-03,7.429999828338623
2022-08-04,7.46999979019165
2022-08-05,7.329999923706055
2022-08-08,7.429999828338623
2022-08-09,7.329999923706055
2022-08-10,7.5
2022-08-11,7.340000152587891
2022-08-12,7.46999979019165
2022-08-15,7.46999979019165
2022-08-16,7.460000038146973
2022-08-17,7.090000152587891
2022-08-18,7.199999809265137
2022-08-19,7.070000171661377
2022-08-22,6.760000228881836
2022-08-23,6.849999904632568
2022-08-24,6.840000152587891
2022-08-25,6.989999771118164
2022-08-26,6.829999923706055
2022-08-29,6.670000076293945
2022-08-30,6.519999980926514
2022-08-31,6.329999923706055
2022-09-01,6.239999771118164
2022-09-02,6.369999885559082
