Date,GGB
2022-02-28,3.865078926086426
2022-03-01,3.9285709857940674
2022-03-02,4.222221851348877
2022-03-03,4.460317134857178
2022-03-04,4.587302207946777
2022-03-07,4.460317134857178
2022-03-08,4.357142925262451
2022-03-09,4.531745910644531
2022-03-10,4.746032238006592
2022-03-11,4.682539939880371
2022-03-14,4.444444179534912
2022-03-15,4.261905193328857
2022-03-16,4.357142925262451
2022-03-17,4.626984119415283
2022-03-18,4.738094806671143
2022-03-21,4.8333330154418945
2022-03-22,4.801587104797363
2022-03-23,4.880951881408691
2022-03-24,5.047618865966797
2022-03-25,5.087302207946777
2022-03-28,5.055555820465088
2022-03-29,4.976190090179443
2022-03-30,5.0714287757873535
2022-03-31,5.103175163269043
2022-04-01,5.1666669845581055
2022-04-04,5.142857074737549
2022-04-05,5.079364776611328
2022-04-06,4.992063045501709
2022-04-07,4.896824836730957
2022-04-08,4.9365081787109375
2022-04-11,4.912697792053223
2022-04-12,4.952381134033203
2022-04-13,5.007936954498291
2022-04-14,4.912697792053223
2022-04-18,4.984127044677734
2022-04-19,5.134921073913574
2022-04-20,4.960317134857178
2022-04-21,4.785714149475098
2022-04-22,4.65079402923584
2022-04-25,4.452381134033203
2022-04-26,4.214285850524902
2022-04-27,4.444444179534912
2022-04-28,4.65079402923584
2022-04-29,4.5
2022-05-02,4.293651103973389
2022-05-03,4.404761791229248
2022-05-04,4.396824836730957
2022-05-05,4.404761791229248
2022-05-06,4.365078926086426
2022-05-09,4.206348896026611
2022-05-10,4.039682865142822
2022-05-11,4.134921073913574
2022-05-12,4.190475940704346
2022-05-13,4.3412699699401855
2022-05-16,4.404761791229248
2022-05-17,4.468254089355469
2022-05-18,4.1666669845581055
2022-05-19,4.3333330154418945
2022-05-20,4.555555820465088
2022-05-23,4.730158805847168
2022-05-24,4.761905193328857
2022-05-25,4.738094806671143
2022-05-26,4.8333330154418945
2022-05-27,4.904761791229248
2022-05-31,4.8412699699401855
2022-06-01,4.801587104797363
2022-06-02,5.015872955322266
2022-06-03,4.984127044677734
2022-06-06,4.992063045501709
2022-06-07,4.984127044677734
2022-06-08,4.67460298538208
2022-06-09,4.4365081787109375
2022-06-10,4.357142925262451
2022-06-13,4.007936954498291
2022-06-14,3.904762029647827
2022-06-15,3.9761900901794434
2022-06-16,3.769840955734253
2022-06-17,3.642857074737549
2022-06-21,3.6587300300598145
2022-06-22,3.492063045501709
2022-06-23,3.357142925262451
2022-06-24,3.492063045501709
2022-06-27,3.5714290142059326
2022-06-28,3.5317459106445312
2022-06-29,3.5238099098205566
2022-06-30,3.404762029647827
2022-07-01,3.3412699699401855
2022-07-05,3.222222089767456
2022-07-06,3.2539680004119873
2022-07-07,3.4841270446777344
2022-07-08,3.5158729553222656
2022-07-11,3.3809518814086914
2022-07-12,3.34920597076416
2022-07-13,3.4285709857940674
2022-07-14,3.230159044265747
2022-07-15,3.452380895614624
2022-07-18,3.4285709857940674
2022-07-19,3.5238099098205566
2022-07-20,3.4682540893554688
2022-07-21,3.4682540893554688
2022-07-22,3.4365079402923584
2022-07-25,3.595237970352173
2022-07-26,3.595237970352173
2022-07-27,3.634921073913574
2022-07-28,3.730159044265747
2022-07-29,3.7460319995880127
2022-08-01,3.642857074737549
2022-08-02,3.6904759407043457
2022-08-03,3.5238099098205566
2022-08-04,3.682539939880371
2022-08-05,3.817460060119629
2022-08-08,3.8809518814086914
2022-08-09,3.9365079402923584
2022-08-10,4.0
2022-08-11,3.952380895614624
2022-08-12,4.0714287757873535
2022-08-15,4.047618865966797
2022-08-16,3.7857139110565186
2022-08-17,3.8095240592956543
2022-08-18,3.730159044265747
2022-08-19,3.65079402923584
2022-08-22,3.5793650150299072
2022-08-23,3.857142925262451
2022-08-24,3.8015871047973633
2022-08-25,3.865078926086426
2022-08-26,3.7619049549102783
2022-08-29,3.777777910232544
2022-08-30,3.6587300300598145
2022-08-31,3.5793650150299072
2022-09-01,3.547619104385376
2022-09-02,3.682539939880371
2022-09-06,3.65079402923584
2022-09-07,3.6984128952026367
2022-09-08,3.6190481185913086
2022-09-09,3.8015871047973633
2022-09-12,3.8333330154418945
2022-09-13,3.626983880996704
2022-09-14,3.5
2022-09-15,3.4682540893554688
2022-09-16,3.4841270446777344
2022-09-19,3.7460319995880127
2022-09-20,3.6904759407043457
2022-09-21,3.6904759407043457
2022-09-22,3.82539701461792
2022-09-23,3.6904759407043457
2022-09-26,3.4126980304718018
2022-09-27,3.5317459106445312
2022-09-28,3.5396831035614014
2022-09-29,3.4841270446777344
2022-09-30,3.5873019695281982
2022-10-03,3.857142925262451
2022-10-04,3.9285709857940674
2022-10-05,3.873016119003296
2022-10-06,3.904762029647827
2022-10-07,3.873016119003296
2022-10-10,3.904762029647827
2022-10-11,3.9126980304718018
2022-10-12,3.8333330154418945
2022-10-13,3.9126980304718018
2022-10-14,3.769840955734253
2022-10-17,3.84920597076416
2022-10-18,3.9285709857940674
2022-10-19,3.865078926086426
2022-10-20,4.0
2022-10-21,4.126984119415283
2022-10-24,4.031745910644531
2022-10-25,3.9761900901794434
2022-10-26,3.944443941116333
2022-10-27,3.9682540893554688
2022-10-28,3.82539701461792
2022-10-31,3.952380895614624
2022-11-01,4.0714287757873535
2022-11-02,3.8888890743255615
2022-11-03,3.9682540893554688
2022-11-04,4.230158805847168
2022-11-07,4.103175163269043
2022-11-08,4.206348896026611
2022-11-09,4.365078926086426
2022-11-10,4.230158805847168
2022-11-11,4.642857074737549
2022-11-14,4.67460298538208
2022-11-15,4.706348896026611
2022-11-16,4.531745910644531
2022-11-17,4.476190090179443
2022-11-18,4.4365081787109375
2022-11-21,4.515872955322266
2022-11-22,4.317460060119629
2022-11-23,4.357142925262451
2022-11-25,4.404761791229248
2022-11-28,4.34920597076416
2022-11-29,4.698412895202637
2022-11-30,4.8412699699401855
2022-12-01,4.722221851348877
2022-12-02,4.769841194152832
2022-12-05,4.642857074737549
2022-12-06,4.706348896026611
2022-12-07,4.753967761993408
2022-12-08,4.714285850524902
2022-12-09,4.753967761993408
2022-12-12,4.706348896026611
2022-12-13,4.642857074737549
2022-12-14,4.6666669845581055
2022-12-15,4.523809909820557
2022-12-16,4.507936954498291
2022-12-19,4.460317134857178
2022-12-20,4.642857074737549
2022-12-21,4.682539939880371
2022-12-22,4.611111164093018
2022-12-23,4.460317134857178
2022-12-27,4.468254089355469
2022-12-28,4.452381134033203
2022-12-29,4.452381134033203
2022-12-30,4.396824836730957
2023-01-03,4.317460060119629
2023-01-04,4.309524059295654
2023-01-05,4.476190090179443
2023-01-06,4.619048118591309
2023-01-09,4.6666669845581055
2023-01-10,4.873015880584717
2023-01-11,4.976190090179443
2023-01-12,5.039682865142822
2023-01-13,5.0714287757873535
2023-01-17,5.031745910644531
2023-01-18,5.126984119415283
2023-01-19,5.134921073913574
2023-01-20,5.095238208770752
2023-01-23,4.992063045501709
2023-01-24,5.015872955322266
2023-01-25,5.0714287757873535
2023-01-26,5.198412895202637
2023-01-27,5.039682865142822
2023-01-30,5.031745910644531
2023-01-31,5.1587300300598145
2023-02-01,5.079364776611328
2023-02-02,4.857142925262451
2023-02-03,4.82539701461792
2023-02-06,4.761905193328857
2023-02-07,4.777778148651123
2023-02-08,4.761905193328857
2023-02-09,4.3333330154418945
2023-02-10,4.32539701461792
2023-02-13,4.404761791229248
2023-02-14,4.404761791229248
2023-02-15,4.3412699699401855
2023-02-16,4.404761791229248
2023-02-17,4.396824836730957
2023-02-21,4.301587104797363
2023-02-22,4.3333330154418945
2023-02-23,4.412697792053223
