Date,UNCY
2022-02-28,1.3899999856948853
2022-03-01,1.5199999809265137
2022-03-02,1.4500000476837158
2022-03-03,1.3899999856948853
2022-03-04,1.440000057220459
2022-03-07,1.3799999952316284
2022-03-08,1.3600000143051147
2022-03-09,1.3700000047683716
2022-03-10,1.399999976158142
2022-03-11,1.309999942779541
2022-03-14,1.1699999570846558
2022-03-15,1.0700000524520874
2022-03-16,1.1100000143051147
2022-03-17,1.090000033378601
2022-03-18,1.1299999952316284
2022-03-21,1.2599999904632568
2022-03-22,1.309999942779541
2022-03-23,1.25
2022-03-24,1.309999942779541
2022-03-25,1.25
2022-03-28,1.399999976158142
2022-03-29,1.350000023841858
2022-03-30,1.3200000524520874
2022-03-31,1.2899999618530273
2022-04-01,1.2999999523162842
2022-04-04,1.2699999809265137
2022-04-05,1.3300000429153442
2022-04-06,1.2599999904632568
2022-04-07,1.2699999809265137
2022-04-08,1.2799999713897705
2022-04-11,1.2200000286102295
2022-04-12,1.0800000429153442
2022-04-13,1.0199999809265137
2022-04-14,1.0800000429153442
2022-04-18,1.0399999618530273
2022-04-19,1.090000033378601
2022-04-20,1.090000033378601
2022-04-21,1.1100000143051147
2022-04-22,1.1100000143051147
2022-04-25,1.0679999589920044
2022-04-26,0.9990000128746033
2022-04-27,0.9139999747276306
2022-04-28,0.9800000190734863
2022-04-29,0.8709999918937683
2022-05-02,0.8799999952316284
2022-05-03,0.9020000100135803
2022-05-04,0.8550000190734863
2022-05-05,0.8799999952316284
2022-05-06,0.8569999933242798
2022-05-09,0.800000011920929
2022-05-10,0.7099999785423279
2022-05-11,0.7200000286102295
2022-05-12,0.699999988079071
2022-05-13,0.699999988079071
2022-05-16,0.75
2022-05-17,0.7990000247955322
2022-05-18,0.800000011920929
2022-05-19,0.8299999833106995
2022-05-20,0.7900000214576721
2022-05-23,0.7699999809265137
2022-05-24,0.824999988079071
2022-05-25,0.8500000238418579
2022-05-26,0.8399999737739563
2022-05-27,0.8500000238418579
2022-05-31,0.8899999856948853
2022-06-01,0.8700000047683716
2022-06-02,0.906000018119812
2022-06-03,0.8399999737739563
2022-06-06,0.9399999976158142
2022-06-07,1.0499999523162842
2022-06-08,1.059999942779541
2022-06-09,1.059999942779541
2022-06-10,1.059999942779541
2022-06-13,0.9800000190734863
2022-06-14,0.9850000143051147
2022-06-15,1.0299999713897705
2022-06-16,1.0099999904632568
2022-06-17,0.9599999785423279
2022-06-21,0.9900000095367432
2022-06-22,0.9120000004768372
2022-06-23,0.9100000262260437
2022-06-24,0.8330000042915344
2022-06-27,0.8500000238418579
2022-06-28,0.8799999952316284
2022-06-29,0.8960000276565552
2022-06-30,0.8299999833106995
2022-07-01,0.8199999928474426
2022-07-05,0.7720000147819519
2022-07-06,0.8100000023841858
2022-07-07,0.8450000286102295
2022-07-08,0.8999999761581421
2022-07-11,0.8600000143051147
2022-07-12,0.8600000143051147
2022-07-13,0.8199999928474426
2022-07-14,0.8019999861717224
2022-07-15,0.8009999990463257
2022-07-18,0.8790000081062317
2022-07-19,0.859000027179718
2022-07-20,0.8640000224113464
2022-07-21,0.8299999833106995
2022-07-22,0.800000011920929
2022-07-25,0.8109999895095825
2022-07-26,0.7549999952316284
2022-07-27,0.7210000157356262
2022-07-28,0.7300000190734863
2022-07-29,0.7400000095367432
2022-08-01,0.7429999709129333
2022-08-02,0.7400000095367432
2022-08-03,0.7400000095367432
2022-08-04,0.75
2022-08-05,0.7400000095367432
2022-08-08,0.8299999833106995
2022-08-09,0.8700000047683716
2022-08-10,0.746999979019165
2022-08-11,0.7400000095367432
2022-08-12,0.7300000190734863
2022-08-15,0.699999988079071
2022-08-16,0.6899999976158142
2022-08-17,0.7070000171661377
2022-08-18,0.6940000057220459
2022-08-19,0.699999988079071
2022-08-22,0.6740000247955322
2022-08-23,0.652999997138977
2022-08-24,0.6600000262260437
2022-08-25,0.6899999976158142
2022-08-26,0.699999988079071
2022-08-29,0.6809999942779541
2022-08-30,0.7200000286102295
2022-08-31,0.699999988079071
2022-09-01,0.6600000262260437
2022-09-02,0.6710000038146973
2022-09-06,0.7099999785423279
2022-09-07,0.7570000290870667
2022-09-08,0.7200000286102295
2022-09-09,0.7279999852180481
2022-09-12,0.7250000238418579
2022-09-13,0.7200000286102295
2022-09-14,0.7200000286102295
2022-09-15,0.7599999904632568
2022-09-16,0.6800000071525574
2022-09-19,0.6869999766349792
2022-09-20,0.6520000100135803
2022-09-21,0.6499999761581421
2022-09-22,0.6000000238418579
2022-09-23,0.5680000185966492
2022-09-26,0.6000000238418579
2022-09-27,0.625
2022-09-28,0.5920000076293945
2022-09-29,0.6000000238418579
2022-09-30,0.5899999737739563
2022-10-03,0.6000000238418579
