Date,APVO
2023-01-05,99.0
2023-01-06,95.91999816894531
2023-01-09,102.08000183105469
2023-01-10,100.31999969482422
2023-01-11,101.19999694824219
2023-01-12,102.08000183105469
2023-01-13,99.0
2023-01-17,99.0
2023-01-18,95.04000091552734
2023-01-19,111.76000213623047
2023-01-20,105.5999984741211
2023-01-23,107.36000061035156
2023-01-24,105.5999984741211
2023-01-25,105.16000366210938
2023-01-26,104.72000122070312
2023-01-27,105.16000366210938
2023-01-30,100.31999969482422
2023-01-31,101.19999694824219
2023-02-01,96.80000305175781
2023-02-02,96.80000305175781
2023-02-03,94.16000366210938
2023-02-06,94.16000366210938
2023-02-07,95.91999816894531
2023-02-08,89.31999969482422
2023-02-09,88.0
2023-02-10,92.83999633789062
2023-02-13,89.31999969482422
2023-02-14,90.19999694824219
2023-02-15,90.19999694824219
2023-02-16,87.55999755859375
2023-02-17,87.73600006103516
2023-02-21,90.63999938964844
2023-02-22,93.72000122070312
2023-02-23,93.72000122070312
2023-02-24,88.44000244140625
2023-02-27,91.5199966430664
2023-02-28,93.27999877929688
2023-03-01,92.4000015258789
2023-03-02,92.4000015258789
2023-03-03,94.5999984741211
2023-03-06,95.04000091552734
2023-03-07,94.5999984741211
2023-03-08,90.19999694824219
2023-03-09,87.55999755859375
2023-03-10,81.83999633789062
2023-03-13,81.83999633789062
2023-03-14,82.27999877929688
2023-03-15,79.63999938964844
2023-03-16,79.63999938964844
2023-03-17,77.87999725341797
2023-03-20,77.44000244140625
2023-03-21,77.44000244140625
2023-03-22,81.4000015258789
2023-03-23,76.55999755859375
2023-03-24,81.4000015258789
2023-03-27,81.83999633789062
2023-03-28,83.16000366210938
2023-03-29,88.87999725341797
2023-03-30,89.76000213623047
2023-03-31,89.54000091552734
2023-04-03,91.5199966430664
2023-04-04,87.55999755859375
2023-04-05,80.5199966430664
2023-04-06,80.08000183105469
2023-04-10,77.87999725341797
2023-04-11,82.27999877929688
2023-04-12,80.95999908447266
2023-04-13,83.16000366210938
2023-04-14,83.5999984741211
2023-04-17,82.72000122070312
2023-04-18,82.72000122070312
2023-04-19,84.4800033569336
2023-04-20,80.5199966430664
2023-04-21,81.4000015258789
2023-04-24,73.04000091552734
2023-04-25,88.44000244140625
2023-04-26,83.5999984741211
2023-04-27,86.7239990234375
2023-04-28,84.4800033569336
2023-05-01,79.63999938964844
2023-05-02,76.12000274658203
2023-05-03,77.44000244140625
2023-05-04,76.12000274658203
2023-05-05,75.68000030517578
2023-05-08,74.36000061035156
2023-05-09,73.91999816894531
2023-05-10,76.12000274658203
2023-05-11,74.36000061035156
2023-05-12,70.83999633789062
2023-05-15,72.5999984741211
2023-05-16,70.4000015258789
2023-05-17,73.91999816894531
2023-05-18,74.36000061035156
2023-05-19,74.80000305175781
2023-05-22,75.68000030517578
2023-05-23,79.63999938964844
2023-05-24,73.91999816894531
2023-05-25,71.72000122070312
2023-05-26,72.5999984741211
2023-05-30,71.72000122070312
2023-05-31,68.63999938964844
2023-06-01,69.08000183105469
2023-06-02,70.4000015258789
2023-06-05,70.4000015258789
2023-06-06,69.5199966430664
2023-06-07,72.16000366210938
2023-06-08,70.83999633789062
2023-06-09,68.63999938964844
2023-06-12,69.5199966430664
2023-06-13,70.83999633789062
2023-06-14,69.95999908447266
2023-06-15,70.4000015258789
2023-06-16,66.44000244140625
2023-06-20,66.87999725341797
2023-06-21,65.55999755859375
2023-06-22,62.91999816894531
2023-06-23,59.84000015258789
2023-06-26,58.959999084472656
2023-06-27,61.15999984741211
2023-06-28,62.47999954223633
2023-06-29,63.79999923706055
2023-06-30,64.23999786376953
2023-07-03,62.52399826049805
2023-07-05,65.12000274658203
2023-07-06,63.79999923706055
2023-07-07,67.31999969482422
2023-07-10,76.55999755859375
2023-07-11,78.31999969482422
2023-07-12,70.4000015258789
2023-07-13,68.63999938964844
2023-07-14,66.0
2023-07-17,62.47999954223633
2023-07-18,47.959999084472656
2023-07-19,38.895999908447266
2023-07-20,46.20000076293945
2023-07-21,46.20000076293945
2023-07-24,50.15999984741211
2023-07-25,46.63999938964844
2023-07-26,44.880001068115234
2023-07-27,45.7599983215332
2023-07-28,44.439998626708984
2023-07-31,45.7599983215332
2023-08-01,43.119998931884766
2023-08-02,26.6200008392334
2023-08-03,26.399999618530273
2023-08-04,26.091999053955078
2023-08-07,23.408000946044922
2023-08-08,21.691999435424805
2023-08-09,22.0
2023-08-10,19.88800048828125
2023-08-11,20.54800033569336
2023-08-14,19.799999237060547
2023-08-15,16.280000686645508
2023-08-16,17.996000289916992
2023-08-17,18.43600082397461
2023-08-18,17.908000946044922
2023-08-21,18.479999542236328
2023-08-22,17.336000442504883
2023-08-23,17.511999130249023
2023-08-24,16.983999252319336
2023-08-25,17.3799991607666
2023-08-28,17.027999877929688
2023-08-29,17.73200035095215
2023-08-30,18.347999572753906
2023-08-31,19.360000610351562
2023-09-01,18.788000106811523
2023-09-05,18.347999572753906
2023-09-06,18.040000915527344
2023-09-07,17.600000381469727
2023-09-08,18.040000915527344
2023-09-11,16.851999282836914
2023-09-12,17.15999984741211
2023-09-13,17.027999877929688
2023-09-14,17.15999984741211
2023-09-15,17.643999099731445
2023-09-18,16.983999252319336
2023-09-19,16.280000686645508
2023-09-20,15.399999618530273
2023-09-21,14.739999771118164
2023-09-22,15.180000305175781
2023-09-25,13.640000343322754
2023-09-26,13.640000343322754
2023-09-27,13.947999954223633
2023-09-28,13.904000282287598
2023-09-29,14.520000457763672
2023-10-02,15.003999710083008
2023-10-03,14.871999740600586
2023-10-04,14.387999534606934
2023-10-05,13.947999954223633
2023-10-06,14.520000457763672
2023-10-09,13.859999656677246
2023-10-10,13.199999809265137
2023-10-11,13.991999626159668
2023-10-12,16.719999313354492
2023-10-13,14.079999923706055
2023-10-16,13.859999656677246
2023-10-17,14.12399959564209
2023-10-18,15.48799991607666
2023-10-19,15.13599967956543
2023-10-20,14.432000160217285
2023-10-23,14.432000160217285
2023-10-24,13.288000106811523
2023-10-25,14.300000190734863
2023-10-26,14.211999893188477
2023-10-27,13.684000015258789
2023-10-30,13.199999809265137
2023-10-31,12.36400032043457
2023-11-01,12.715999603271484
2023-11-02,11.836000442504883
2023-11-03,11.4399995803833
2023-11-06,9.812000274658203
2023-11-07,9.680000305175781
2023-11-08,10.515999794006348
2023-11-09,10.251999855041504
2023-11-10,7.788000106811523
2023-11-13,7.875999927520752
2023-11-14,8.404000282287598
2023-11-15,8.140000343322754
2023-11-16,8.008000373840332
2023-11-17,8.359999656677246
2023-11-20,8.887999534606934
2023-11-21,8.62399959564209
2023-11-22,8.359999656677246
2023-11-24,8.447999954223633
2023-11-27,8.095999717712402
2023-11-28,7.875999927520752
2023-11-29,8.755999565124512
2023-11-30,8.227999687194824
2023-12-01,8.359999656677246
2023-12-04,8.755999565124512
2023-12-05,8.668000221252441
2023-12-06,8.359999656677246
2023-12-07,8.491999626159668
2023-12-08,8.008000373840332
2023-12-11,8.447999954223633
2023-12-12,8.184000015258789
2023-12-13,7.699999809265137
2023-12-14,7.74399995803833
2023-12-15,7.567999839782715
2023-12-18,7.788000106811523
2023-12-19,8.359999656677246
2023-12-20,8.140000343322754
2023-12-21,8.140000343322754
2023-12-22,8.404000282287598
2023-12-26,8.359999656677246
2023-12-27,8.315999984741211
2023-12-28,8.315999984741211
2023-12-29,7.964000225067139
2024-01-02,7.831999778747559
2024-01-03,7.699999809265137
2024-01-04,7.788000106811523
2024-01-05,7.788000106811523
2024-01-08,7.52400016784668
2024-01-09,7.480000019073486
2024-01-10,7.3480000495910645
2024-01-11,6.995999813079834
2024-01-12,6.995999813079834
2024-01-16,6.423999786376953
2024-01-17,6.863999843597412
2024-01-18,6.73199987411499
2024-01-19,7.127999782562256
2024-01-22,6.688000202178955
2024-01-23,6.556000232696533
2024-01-24,6.776000022888184
2024-01-25,6.820000171661377
2024-01-26,6.688000202178955
2024-01-29,6.995999813079834
2024-01-30,6.952000141143799
2024-01-31,7.171999931335449
2024-02-01,6.73199987411499
2024-02-02,7.039999961853027
2024-02-05,6.73199987411499
2024-02-06,6.776000022888184
2024-02-07,6.73199987411499
2024-02-08,6.4679999351501465
2024-02-09,6.9079999923706055
2024-02-12,6.776000022888184
2024-02-13,6.688000202178955
2024-02-14,6.644000053405762
2024-02-15,6.9079999923706055
2024-02-16,6.73199987411499
2024-02-20,6.335999965667725
2024-02-21,6.380000114440918
2024-02-22,6.116000175476074
2024-02-23,5.940000057220459
2024-02-26,6.291999816894531
2024-02-27,6.556000232696533
2024-02-28,6.863999843597412
2024-02-29,7.480000019073486
2024-03-01,7.216000080108643
2024-03-04,6.248000144958496
2024-03-05,5.676000118255615
2024-03-06,6.400000095367432
2024-03-07,6.599999904632568
2024-03-08,5.190000057220459
2024-03-11,4.400000095367432
2024-03-12,4.070000171661377
2024-03-13,4.960000038146973
2024-03-14,5.039999961853027
2024-03-15,5.420000076293945
2024-03-18,4.980000019073486
2024-03-19,5.03000020980835
2024-03-20,5.139999866485596
2024-03-21,4.480000019073486
2024-03-22,4.559999942779541
2024-03-25,4.010000228881836
2024-03-26,4.010000228881836
2024-03-27,4.059999942779541
2024-03-28,4.690000057220459
2024-04-01,4.25
2024-04-02,3.9800000190734863
2024-04-03,3.799999952316284
2024-04-04,3.440000057220459
2024-04-05,3.630000114440918
2024-04-08,3.7200000286102295
2024-04-09,3.259999990463257
2024-04-10,2.4000000953674316
2024-04-11,0.9580000042915344
2024-04-12,0.8450000286102295
2024-04-15,0.7829999923706055
2024-04-16,0.7680000066757202
2024-04-17,0.7129999995231628
2024-04-18,0.7699999809265137
2024-04-19,0.7269999980926514
2024-04-22,0.7099999785423279
2024-04-23,0.7360000014305115
2024-04-24,0.6830000281333923
2024-04-25,0.6800000071525574
2024-04-26,0.7059999704360962
2024-04-29,0.75
2024-04-30,0.7110000252723694
2024-05-01,0.9599999785423279
2024-05-02,1.1299999952316284
2024-05-03,0.9890000224113464
2024-05-06,1.1100000143051147
2024-05-07,1.159999966621399
2024-05-08,1.024999976158142
2024-05-09,0.9350000023841858
2024-05-10,0.8899999856948853
2024-05-13,0.8119999766349792
2024-05-14,0.828000009059906
2024-05-15,0.8080000281333923
2024-05-16,0.7960000038146973
2024-05-17,0.800000011920929
2024-05-20,0.7440000176429749
2024-05-21,0.7799999713897705
2024-05-22,0.7509999871253967
2024-05-23,0.7300000190734863
2024-05-24,0.7110000252723694
2024-05-28,0.7289999723434448
2024-05-29,0.7300000190734863
2024-05-30,0.7260000109672546
2024-05-31,0.7129999995231628
2024-06-03,0.7879999876022339
2024-06-04,0.8050000071525574
2024-06-05,0.8299999833106995
2024-06-06,0.8479999899864197
2024-06-07,0.7910000085830688
2024-06-10,0.8299999833106995
2024-06-11,0.8379999995231628
2024-06-12,0.8289999961853027
2024-06-13,0.781000018119812
2024-06-14,0.7680000066757202
2024-06-17,0.6100000143051147
2024-06-18,0.5690000057220459
2024-06-20,0.5400000214576721
2024-06-21,0.5320000052452087
2024-06-24,0.5379999876022339
2024-06-25,0.5049999952316284
2024-06-26,0.5220000147819519
2024-06-27,0.5149999856948853
2024-06-28,0.3059999942779541
2024-07-01,0.33399999141693115
2024-07-02,0.2980000078678131
2024-07-03,0.31299999356269836
2024-07-05,0.2919999957084656
2024-07-08,0.3149999976158142
2024-07-09,0.2939999997615814
2024-07-10,0.29499998688697815
2024-07-11,0.3310000002384186
2024-07-12,0.31299999356269836
2024-07-15,0.3050000071525574
2024-07-16,0.33500000834465027
2024-07-17,0.5809999704360962
2024-07-18,0.47099998593330383
2024-07-19,0.4399999976158142
2024-07-22,0.4320000112056732
2024-07-23,0.41600000858306885
2024-07-24,0.4090000092983246
2024-07-25,0.40799999237060547
2024-07-26,0.41100001335144043
2024-07-29,0.414000004529953
2024-07-30,0.4000000059604645
2024-07-31,0.40299999713897705
2024-08-01,0.4009999930858612
2024-08-02,0.4169999957084656
2024-08-05,0.39100000262260437
2024-08-06,0.4180000126361847
2024-08-07,0.41600000858306885
2024-08-08,0.4180000126361847
2024-08-09,0.37400001287460327
2024-08-12,0.4000000059604645
2024-08-13,0.3659999966621399
2024-08-14,0.41600000858306885
2024-08-15,0.4350000023841858
2024-08-16,0.4180000126361847
2024-08-19,0.4009999930858612
2024-08-20,0.3919999897480011
2024-08-21,0.3799999952316284
2024-08-22,0.38100001215934753
2024-08-23,0.40299999713897705
2024-08-26,0.3799999952316284
2024-08-27,0.3700000047683716
2024-08-28,0.35199999809265137
2024-08-29,0.3540000021457672
2024-08-30,0.36000001430511475
2024-09-03,0.3479999899864197
2024-09-04,0.3569999933242798
2024-09-05,0.33899998664855957
2024-09-06,0.33000001311302185
2024-09-09,0.3490000069141388
2024-09-10,0.35499998927116394
2024-09-11,0.3610000014305115
2024-09-12,0.36000001430511475
2024-09-13,0.35499998927116394
2024-09-16,0.33000001311302185
2024-09-17,0.20499999821186066
2024-09-18,0.16500000655651093
2024-09-19,0.17599999904632568
2024-09-20,0.17000000178813934
2024-09-23,0.17599999904632568
2024-09-24,0.17399999499320984
2024-09-25,0.17900000512599945
2024-09-26,0.18000000715255737
2024-09-27,0.17900000512599945
2024-09-30,0.18000000715255737
2024-10-01,0.1679999977350235
2024-10-02,0.1599999964237213
2024-10-03,0.16899999976158142
2024-10-04,0.16899999976158142
2024-10-07,0.16500000655651093
2024-10-08,0.15299999713897705
2024-10-09,0.15299999713897705
2024-10-10,0.15000000596046448
2024-10-11,0.1459999978542328
2024-10-14,0.14100000262260437
2024-10-15,0.14499999582767487
2024-10-16,0.1550000011920929
2024-10-17,0.16099999845027924
2024-10-18,0.19900000095367432
2024-10-21,0.23899999260902405
2024-10-22,0.3540000021457672
2024-10-23,0.2750000059604645
2024-10-24,0.24699999392032623
2024-10-25,0.24500000476837158
2024-10-28,0.23800000548362732
2024-10-29,0.30399999022483826
2024-10-30,0.2800000011920929
2024-10-31,0.27000001072883606
2024-11-01,0.24799999594688416
2024-11-04,0.28200000524520874
2024-11-05,0.2680000066757202
2024-11-06,0.257999986410141
2024-11-07,0.3089999854564667
2024-11-08,0.2770000100135803
2024-11-11,0.2879999876022339
2024-11-12,0.2750000059604645
2024-11-13,0.24300000071525574
2024-11-14,0.2409999966621399
2024-11-15,0.210999995470047
2024-11-18,0.2160000056028366
2024-11-19,0.25
2024-11-20,0.28999999165534973
2024-11-21,0.2669999897480011
