Date,GREE
2022-02-28,95.80000305175781
2022-03-01,97.5
2022-03-02,96.4000015258789
2022-03-03,90.0
2022-03-04,83.4000015258789
2022-03-07,81.4000015258789
2022-03-08,80.69999694824219
2022-03-09,90.80000305175781
2022-03-10,87.80000305175781
2022-03-11,79.80000305175781
2022-03-14,72.80000305175781
2022-03-15,73.5999984741211
2022-03-16,78.4000015258789
2022-03-17,83.9000015258789
2022-03-18,82.19999694824219
2022-03-21,84.0
2022-03-22,88.0999984741211
2022-03-23,84.4000015258789
2022-03-24,85.5999984741211
2022-03-25,82.0999984741211
2022-03-28,91.0
2022-03-29,89.4000015258789
2022-03-30,84.5
2022-03-31,86.0
2022-04-01,115.19999694824219
2022-04-04,110.30000305175781
2022-04-05,107.4000015258789
2022-04-06,89.5
2022-04-07,86.80000305175781
2022-04-08,85.4000015258789
2022-04-11,86.19999694824219
2022-04-12,81.5999984741211
2022-04-13,84.9000015258789
2022-04-14,81.9000015258789
2022-04-18,78.5999984741211
2022-04-19,84.69999694824219
2022-04-20,80.5
2022-04-21,74.4000015258789
2022-04-22,69.0999984741211
2022-04-25,67.30000305175781
2022-04-26,64.0
2022-04-27,64.30000305175781
2022-04-28,65.4000015258789
2022-04-29,62.70000076293945
2022-05-02,65.4000015258789
2022-05-03,64.80000305175781
2022-05-04,68.9000015258789
2022-05-05,62.900001525878906
2022-05-06,60.5
2022-05-09,55.20000076293945
2022-05-10,53.400001525878906
2022-05-11,45.79999923706055
2022-05-12,47.400001525878906
2022-05-13,51.20000076293945
2022-05-16,51.599998474121094
2022-05-17,55.0
2022-05-18,51.70000076293945
2022-05-19,52.099998474121094
2022-05-20,48.0
2022-05-23,48.29999923706055
2022-05-24,45.099998474121094
2022-05-25,44.599998474121094
2022-05-26,45.099998474121094
2022-05-27,47.0
2022-05-31,47.79999923706055
2022-06-01,45.400001525878906
2022-06-02,46.400001525878906
2022-06-03,42.79999923706055
2022-06-06,43.20000076293945
2022-06-07,43.29999923706055
2022-06-08,41.099998474121094
2022-06-09,39.0
2022-06-10,37.0
2022-06-13,30.0
2022-06-14,30.5
2022-06-15,32.29999923706055
2022-06-16,31.200000762939453
2022-06-17,30.899999618530273
2022-06-21,33.099998474121094
2022-06-22,31.299999237060547
2022-06-23,31.700000762939453
2022-06-24,31.700000762939453
2022-06-27,30.799999237060547
2022-06-28,29.899999618530273
2022-06-29,27.399999618530273
2022-06-30,25.399999618530273
2022-07-01,25.600000381469727
2022-07-05,26.799999237060547
2022-07-06,24.899999618530273
2022-07-07,29.100000381469727
2022-07-08,28.100000381469727
2022-07-11,27.0
2022-07-12,26.100000381469727
2022-07-13,25.799999237060547
2022-07-14,25.600000381469727
2022-07-15,26.100000381469727
2022-07-18,27.799999237060547
2022-07-19,31.0
2022-07-20,33.099998474121094
2022-07-21,33.099998474121094
2022-07-22,29.799999237060547
2022-07-25,28.600000381469727
2022-07-26,26.200000762939453
2022-07-27,28.200000762939453
2022-07-28,29.399999618530273
2022-07-29,29.799999237060547
2022-08-01,29.600000381469727
2022-08-02,30.299999237060547
2022-08-03,31.700000762939453
2022-08-04,32.5
2022-08-05,34.099998474121094
2022-08-08,38.29999923706055
2022-08-09,36.400001525878906
2022-08-10,40.099998474121094
2022-08-11,39.400001525878906
2022-08-12,41.599998474121094
2022-08-15,46.5
2022-08-16,37.599998474121094
2022-08-17,36.20000076293945
2022-08-18,32.70000076293945
2022-08-19,30.399999618530273
2022-08-22,28.700000762939453
2022-08-23,27.799999237060547
2022-08-24,27.799999237060547
2022-08-25,28.0
2022-08-26,26.200000762939453
2022-08-29,26.0
2022-08-30,24.799999237060547
2022-08-31,24.299999237060547
2022-09-01,22.799999237060547
2022-09-02,22.0
2022-09-06,21.200000762939453
2022-09-07,22.100000381469727
2022-09-08,23.100000381469727
2022-09-09,24.299999237060547
2022-09-12,23.700000762939453
2022-09-13,21.899999618530273
2022-09-14,21.600000381469727
2022-09-15,21.100000381469727
2022-09-16,21.5
2022-09-19,21.600000381469727
2022-09-20,21.600000381469727
2022-09-21,21.399999618530273
2022-09-22,20.100000381469727
2022-09-23,19.399999618530273
2022-09-26,19.899999618530273
2022-09-27,21.600000381469727
2022-09-28,20.700000762939453
2022-09-29,19.700000762939453
2022-09-30,20.0
2022-10-03,20.200000762939453
2022-10-04,20.5
2022-10-05,18.899999618530273
2022-10-06,18.399999618530273
2022-10-07,17.399999618530273
2022-10-10,13.199999809265137
2022-10-11,12.399999618530273
2022-10-12,12.100000381469727
2022-10-13,12.199999809265137
2022-10-14,10.899999618530273
2022-10-17,11.399999618530273
2022-10-18,11.199999809265137
2022-10-19,10.300000190734863
2022-10-20,10.199999809265137
2022-10-21,10.5
2022-10-24,9.899999618530273
2022-10-25,11.399999618530273
2022-10-26,10.5
2022-10-27,9.600000381469727
2022-10-28,10.100000381469727
2022-10-31,9.699999809265137
2022-11-01,8.899999618530273
2022-11-02,8.199999809265137
2022-11-03,8.300000190734863
2022-11-04,8.100000381469727
2022-11-07,7.900000095367432
2022-11-08,7.099999904632568
2022-11-09,6.5
2022-11-10,7.199999809265137
2022-11-11,9.300000190734863
2022-11-14,8.5
2022-11-15,7.599999904632568
2022-11-16,6.900000095367432
2022-11-17,6.400000095367432
2022-11-18,5.599999904632568
2022-11-21,5.699999809265137
2022-11-22,5.5
2022-11-23,6.0
2022-11-25,5.900000095367432
2022-11-28,5.800000190734863
2022-11-29,5.599999904632568
2022-11-30,6.400000095367432
2022-12-01,6.199999809265137
2022-12-02,5.800000190734863
2022-12-05,5.5
2022-12-06,4.900000095367432
2022-12-07,4.900000095367432
2022-12-08,4.900000095367432
2022-12-09,5.0
2022-12-12,4.800000190734863
2022-12-13,4.400000095367432
2022-12-14,4.400000095367432
2022-12-15,4.099999904632568
2022-12-16,2.5
2022-12-19,3.700000047683716
2022-12-20,3.0
2022-12-21,2.799999952316284
2022-12-22,2.5999999046325684
2022-12-23,2.5
2022-12-27,2.4000000953674316
2022-12-28,2.9000000953674316
2022-12-29,2.799999952316284
2022-12-30,2.9000000953674316
2023-01-03,2.799999952316284
2023-01-04,3.700000047683716
2023-01-05,4.0
2023-01-06,3.9000000953674316
2023-01-09,5.400000095367432
2023-01-10,5.900000095367432
2023-01-11,6.599999904632568
2023-01-12,10.600000381469727
2023-01-13,10.600000381469727
2023-01-17,9.800000190734863
2023-01-18,7.699999809265137
2023-01-19,8.800000190734863
2023-01-20,9.300000190734863
2023-01-23,9.800000190734863
2023-01-24,8.800000190734863
2023-01-25,8.800000190734863
2023-01-26,8.800000190734863
2023-01-27,8.800000190734863
2023-01-30,8.100000381469727
2023-01-31,8.399999618530273
2023-02-01,8.600000381469727
2023-02-02,9.100000381469727
2023-02-03,8.600000381469727
2023-02-06,8.100000381469727
2023-02-07,7.400000095367432
2023-02-08,7.199999809265137
2023-02-09,6.300000190734863
2023-02-10,6.400000095367432
2023-02-13,5.800000190734863
2023-02-14,6.0
2023-02-15,6.5
2023-02-16,6.300000190734863
2023-02-17,6.099999904632568
2023-02-21,5.599999904632568
2023-02-22,5.5
2023-02-23,5.300000190734863
2023-02-24,5.199999809265137
2023-02-27,5.0
2023-02-28,5.199999809265137
2023-03-01,5.0
2023-03-02,5.0
2023-03-03,5.099999904632568
2023-03-06,5.0
2023-03-07,4.800000190734863
2023-03-08,4.400000095367432
2023-03-09,4.099999904632568
2023-03-10,3.9000000953674316
2023-03-13,4.5
2023-03-14,4.5
2023-03-15,4.300000190734863
2023-03-16,4.5
2023-03-17,4.5
2023-03-20,4.300000190734863
2023-03-21,4.400000095367432
2023-03-22,4.199999809265137
2023-03-23,3.799999952316284
2023-03-24,3.9000000953674316
2023-03-27,3.799999952316284
2023-03-28,3.9000000953674316
2023-03-29,3.9000000953674316
2023-03-30,4.0
2023-03-31,4.5
2023-04-03,4.599999904632568
2023-04-04,4.400000095367432
2023-04-05,4.099999904632568
2023-04-06,4.099999904632568
2023-04-10,4.5
2023-04-11,5.699999809265137
2023-04-12,5.199999809265137
2023-04-13,6.400000095367432
2023-04-14,6.800000190734863
2023-04-17,6.599999904632568
2023-04-18,7.0
2023-04-19,6.400000095367432
2023-04-20,5.900000095367432
2023-04-21,5.800000190734863
2023-04-24,5.400000095367432
2023-04-25,5.300000190734863
2023-04-26,5.599999904632568
2023-04-27,5.400000095367432
2023-04-28,4.900000095367432
2023-05-01,4.599999904632568
2023-05-02,4.699999809265137
2023-05-03,4.599999904632568
2023-05-04,4.400000095367432
2023-05-05,4.5
2023-05-08,4.199999809265137
2023-05-09,4.099999904632568
2023-05-10,4.199999809265137
2023-05-11,4.099999904632568
2023-05-12,3.9000000953674316
2023-05-15,3.4000000953674316
2023-05-16,3.859999895095825
2023-05-17,3.569999933242798
2023-05-18,3.2699999809265137
2023-05-19,3.0999999046325684
2023-05-22,2.9700000286102295
2023-05-23,3.0299999713897705
2023-05-24,2.859999895095825
2023-05-25,2.5799999237060547
2023-05-26,2.5399999618530273
2023-05-30,2.569999933242798
2023-05-31,2.359999895095825
2023-06-01,2.2300000190734863
2023-06-02,2.180000066757202
2023-06-05,2.009999990463257
2023-06-06,2.059999942779541
2023-06-07,1.9299999475479126
2023-06-08,1.840000033378601
2023-06-09,1.7000000476837158
2023-06-12,1.6200000047683716
2023-06-13,1.590000033378601
2023-06-14,2.4000000953674316
2023-06-15,2.369999885559082
2023-06-16,2.890000104904175
2023-06-20,3.0999999046325684
2023-06-21,3.0799999237060547
2023-06-22,3.049999952316284
2023-06-23,2.940000057220459
2023-06-26,2.6500000953674316
2023-06-27,2.759999990463257
2023-06-28,2.559999942779541
2023-06-29,2.4700000286102295
2023-06-30,2.819999933242798
2023-07-03,3.559999942779541
2023-07-05,3.7799999713897705
2023-07-06,3.869999885559082
2023-07-07,5.170000076293945
2023-07-10,6.539999961853027
2023-07-11,6.0
2023-07-12,6.130000114440918
2023-07-13,8.199999809265137
2023-07-14,7.800000190734863
2023-07-17,8.289999961853027
2023-07-18,7.980000019073486
2023-07-19,8.149999618530273
2023-07-20,7.139999866485596
2023-07-21,7.010000228881836
2023-07-24,6.550000190734863
2023-07-25,6.610000133514404
2023-07-26,6.619999885559082
2023-07-27,6.21999979019165
2023-07-28,6.239999771118164
2023-07-31,6.010000228881836
2023-08-01,5.119999885559082
2023-08-02,5.550000190734863
2023-08-03,6.03000020980835
2023-08-04,6.440000057220459
2023-08-07,6.019999980926514
2023-08-08,7.039999961853027
2023-08-09,6.710000038146973
2023-08-10,6.840000152587891
2023-08-11,6.829999923706055
2023-08-14,6.590000152587891
2023-08-15,5.019999980926514
2023-08-16,5.28000020980835
2023-08-17,4.869999885559082
2023-08-18,4.550000190734863
2023-08-21,4.610000133514404
2023-08-22,4.760000228881836
2023-08-23,4.989999771118164
2023-08-24,4.650000095367432
2023-08-25,4.510000228881836
2023-08-28,4.429999828338623
2023-08-29,5.150000095367432
2023-08-30,5.210000038146973
2023-08-31,4.659999847412109
2023-09-01,4.519999980926514
2023-09-05,4.690000057220459
2023-09-06,4.630000114440918
2023-09-07,4.460000038146973
2023-09-08,4.429999828338623
2023-09-11,4.019999980926514
2023-09-12,4.329999923706055
2023-09-13,4.239999771118164
2023-09-14,4.5
2023-09-15,4.329999923706055
2023-09-18,4.210000038146973
2023-09-19,4.28000020980835
2023-09-20,4.289999961853027
2023-09-21,4.070000171661377
2023-09-22,3.759999990463257
2023-09-25,4.050000190734863
2023-09-26,4.010000228881836
2023-09-27,3.799999952316284
2023-09-28,4.28000020980835
2023-09-29,4.090000152587891
2023-10-02,4.5
2023-10-03,4.039999961853027
2023-10-04,4.309999942779541
2023-10-05,4.150000095367432
2023-10-06,4.239999771118164
2023-10-09,3.7799999713897705
2023-10-10,4.019999980926514
2023-10-11,3.9000000953674316
2023-10-12,3.9100000858306885
2023-10-13,3.7300000190734863
2023-10-16,4.199999809265137
2023-10-17,4.309999942779541
2023-10-18,4.050000190734863
2023-10-19,4.03000020980835
2023-10-20,3.9800000190734863
2023-10-23,4.840000152587891
2023-10-24,5.210000038146973
2023-10-25,5.28000020980835
2023-10-26,4.900000095367432
2023-10-27,4.900000095367432
2023-10-30,5.130000114440918
2023-10-31,5.059999942779541
2023-11-01,5.25
2023-11-02,5.880000114440918
2023-11-03,5.659999847412109
2023-11-06,5.980000019073486
2023-11-07,6.230000019073486
2023-11-08,6.039999961853027
2023-11-09,5.840000152587891
2023-11-10,5.829999923706055
2023-11-13,5.199999809265137
2023-11-14,5.179999828338623
2023-11-15,5.300000190734863
2023-11-16,4.96999979019165
2023-11-17,4.960000038146973
2023-11-20,4.940000057220459
2023-11-21,4.550000190734863
2023-11-22,4.900000095367432
2023-11-24,5.010000228881836
2023-11-27,4.559999942779541
2023-11-28,4.610000133514404
2023-11-29,5.03000020980835
2023-11-30,4.78000020980835
2023-12-01,5.349999904632568
2023-12-04,5.670000076293945
2023-12-05,5.309999942779541
2023-12-06,4.949999809265137
2023-12-07,4.5
2023-12-08,5.340000152587891
2023-12-11,4.829999923706055
2023-12-12,5.079999923706055
2023-12-13,5.300000190734863
2023-12-14,4.760000228881836
2023-12-15,5.070000171661377
2023-12-18,5.099999904632568
2023-12-19,5.090000152587891
2023-12-20,4.869999885559082
2023-12-21,5.150000095367432
2023-12-22,5.960000038146973
2023-12-26,6.639999866485596
