Date,ALEC
2022-02-28,15.84000015258789
2022-03-01,15.489999771118164
2022-03-02,15.289999961853027
2022-03-03,15.15999984741211
2022-03-04,14.84000015258789
2022-03-07,14.850000381469727
2022-03-08,13.40999984741211
2022-03-09,15.079999923706055
2022-03-10,14.729999542236328
2022-03-11,13.989999771118164
2022-03-14,13.510000228881836
2022-03-15,13.020000457763672
2022-03-16,14.010000228881836
2022-03-17,14.630000114440918
2022-03-18,15.539999961853027
2022-03-21,14.670000076293945
2022-03-22,15.199999809265137
2022-03-23,14.609999656677246
2022-03-24,15.180000305175781
2022-03-25,14.479999542236328
2022-03-28,14.489999771118164
2022-03-29,15.069999694824219
2022-03-30,14.5
2022-03-31,14.25
2022-04-01,14.069999694824219
2022-04-04,14.239999771118164
2022-04-05,13.859999656677246
2022-04-06,14.069999694824219
2022-04-07,13.4399995803833
2022-04-08,13.130000114440918
2022-04-11,12.279999732971191
2022-04-12,12.489999771118164
2022-04-13,12.319999694824219
2022-04-14,11.46500015258789
2022-04-18,11.0
2022-04-19,11.350000381469727
2022-04-20,11.300000190734863
2022-04-21,10.739999771118164
2022-04-22,10.489999771118164
2022-04-25,10.619999885559082
2022-04-26,10.0
2022-04-27,10.050000190734863
2022-04-28,10.100000381469727
2022-04-29,9.600000381469727
2022-05-02,10.079999923706055
2022-05-03,10.09000015258789
2022-05-04,10.199999809265137
2022-05-05,9.520000457763672
2022-05-06,8.899999618530273
2022-05-09,7.940000057220459
2022-05-10,8.15999984741211
2022-05-11,7.650000095367432
2022-05-12,8.1899995803833
2022-05-13,8.619999885559082
2022-05-16,8.630000114440918
2022-05-17,9.109999656677246
2022-05-18,8.770000457763672
2022-05-19,8.979999542236328
2022-05-20,9.319999694824219
2022-05-23,9.239999771118164
2022-05-24,8.789999961853027
2022-05-25,8.859999656677246
2022-05-26,8.890000343322754
2022-05-27,9.199999809265137
2022-05-31,8.859999656677246
2022-06-01,8.680000305175781
2022-06-02,8.710000038146973
2022-06-03,8.989999771118164
2022-06-06,8.8100004196167
2022-06-07,9.319999694824219
2022-06-08,9.449999809265137
2022-06-09,9.239999771118164
2022-06-10,8.380000114440918
2022-06-13,7.820000171661377
2022-06-14,8.039999961853027
2022-06-15,8.430000305175781
2022-06-16,8.069999694824219
2022-06-17,8.529999732971191
2022-06-21,9.130000114440918
2022-06-22,9.699999809265137
2022-06-23,10.520000457763672
2022-06-24,10.729999542236328
2022-06-27,10.739999771118164
2022-06-28,10.109999656677246
2022-06-29,10.210000038146973
2022-06-30,10.15999984741211
2022-07-01,11.020000457763672
2022-07-05,11.640000343322754
2022-07-06,11.5600004196167
2022-07-07,11.489999771118164
2022-07-08,11.369999885559082
2022-07-11,10.529999732971191
2022-07-12,11.260000228881836
2022-07-13,11.630000114440918
2022-07-14,11.0600004196167
2022-07-15,11.0600004196167
2022-07-18,10.720000267028809
2022-07-19,11.380000114440918
2022-07-20,11.569999694824219
2022-07-21,11.4399995803833
2022-07-22,10.949999809265137
2022-07-25,10.649999618530273
2022-07-26,10.720000267028809
2022-07-27,11.039999961853027
2022-07-28,10.649999618530273
2022-07-29,10.220000267028809
2022-08-01,10.170000076293945
2022-08-02,10.5
2022-08-03,11.229999542236328
2022-08-04,11.329999923706055
2022-08-05,13.0600004196167
2022-08-08,13.119999885559082
2022-08-09,12.65999984741211
2022-08-10,13.0
2022-08-11,12.65999984741211
2022-08-12,13.199999809265137
2022-08-15,12.890000343322754
2022-08-16,12.270000457763672
2022-08-17,11.829999923706055
2022-08-18,11.880000114440918
2022-08-19,11.609999656677246
2022-08-22,11.3100004196167
2022-08-23,11.430000305175781
2022-08-24,11.529999732971191
2022-08-25,11.550000190734863
2022-08-26,10.819999694824219
2022-08-29,10.609999656677246
2022-08-30,10.600000381469727
2022-08-31,10.350000381469727
2022-09-01,10.770000457763672
2022-09-02,10.460000038146973
2022-09-06,9.899999618530273
2022-09-07,10.720000267028809
2022-09-08,10.989999771118164
2022-09-09,9.625
2022-09-12,10.170000076293945
2022-09-13,9.239999771118164
