Date,MYSZ
2022-02-28,66.4000015258789
2022-03-01,78.0
2022-03-02,78.4000015258789
2022-03-03,72.0
2022-03-04,71.4000015258789
2022-03-07,77.4000015258789
2022-03-08,78.0
2022-03-09,80.0
2022-03-10,82.0
2022-03-11,79.0
2022-03-14,60.0
2022-03-15,60.79999923706055
2022-03-16,63.20000076293945
2022-03-17,67.0
2022-03-18,72.0
2022-03-21,70.19999694824219
2022-03-22,69.5999984741211
2022-03-23,68.0
2022-03-24,71.4000015258789
2022-03-25,68.80000305175781
2022-03-28,64.4000015258789
2022-03-29,67.19999694824219
2022-03-30,66.5999984741211
2022-03-31,69.0
2022-04-01,66.0
2022-04-04,70.4000015258789
2022-04-05,71.0
2022-04-06,68.80000305175781
2022-04-07,66.5999984741211
2022-04-08,66.0
2022-04-11,64.0
2022-04-12,61.0
2022-04-13,69.4000015258789
2022-04-14,62.599998474121094
2022-04-18,60.0
2022-04-19,60.20000076293945
2022-04-20,59.79999923706055
2022-04-21,57.0
2022-04-22,62.79999923706055
2022-04-25,59.400001525878906
2022-04-26,59.0
2022-04-27,56.400001525878906
2022-04-28,55.0
2022-04-29,50.599998474121094
2022-05-02,54.599998474121094
2022-05-03,53.0
2022-05-04,53.0
2022-05-05,48.400001525878906
2022-05-06,49.20000076293945
2022-05-09,48.0
2022-05-10,48.599998474121094
2022-05-11,41.20000076293945
2022-05-12,40.0
2022-05-13,48.0
2022-05-16,43.599998474121094
2022-05-17,52.79999923706055
2022-05-18,48.0
2022-05-19,48.20000076293945
2022-05-20,46.400001525878906
2022-05-23,46.79999923706055
2022-05-24,44.599998474121094
2022-05-25,46.20000076293945
2022-05-26,47.20000076293945
2022-05-27,50.0
2022-05-31,49.0
2022-06-01,46.79999923706055
2022-06-02,48.0
2022-06-03,49.0
2022-06-06,47.400001525878906
2022-06-07,47.79999923706055
2022-06-08,46.0
2022-06-09,49.20000076293945
2022-06-10,51.79999923706055
2022-06-13,46.0
2022-06-14,46.0
2022-06-15,44.400001525878906
2022-06-16,45.0
2022-06-17,43.599998474121094
2022-06-21,44.20000076293945
2022-06-22,44.400001525878906
2022-06-23,46.400001525878906
2022-06-24,48.20000076293945
2022-06-27,47.20000076293945
2022-06-28,47.0
2022-06-29,45.20000076293945
2022-06-30,38.20000076293945
2022-07-01,42.79999923706055
2022-07-05,41.20000076293945
2022-07-06,42.79999923706055
2022-07-07,47.0
2022-07-08,47.20000076293945
2022-07-11,47.400001525878906
2022-07-12,45.0
2022-07-13,45.0
2022-07-14,43.20000076293945
2022-07-15,44.0
2022-07-18,46.20000076293945
2022-07-19,46.0
2022-07-20,46.599998474121094
2022-07-21,48.0
2022-07-22,50.0
2022-07-25,45.400001525878906
2022-07-26,43.0
2022-07-27,43.79999923706055
2022-07-28,40.20000076293945
2022-07-29,42.20000076293945
2022-08-01,41.79999923706055
2022-08-02,45.400001525878906
2022-08-03,48.0
2022-08-04,48.400001525878906
2022-08-05,46.20000076293945
2022-08-08,48.20000076293945
2022-08-09,46.599998474121094
2022-08-10,45.599998474121094
2022-08-11,46.400001525878906
2022-08-12,49.599998474121094
2022-08-15,51.400001525878906
2022-08-16,67.4000015258789
2022-08-17,60.0
2022-08-18,66.0
2022-08-19,57.400001525878906
2022-08-22,50.20000076293945
2022-08-23,47.79999923706055
2022-08-24,49.599998474121094
2022-08-25,51.20000076293945
2022-08-26,51.400001525878906
2022-08-29,47.599998474121094
2022-08-30,45.599998474121094
2022-08-31,44.79999923706055
2022-09-01,45.400001525878906
2022-09-02,47.20000076293945
2022-09-06,44.0
2022-09-07,43.599998474121094
2022-09-08,44.79999923706055
2022-09-09,45.599998474121094
2022-09-12,45.79999923706055
2022-09-13,45.400001525878906
2022-09-14,53.20000076293945
2022-09-15,47.79999923706055
2022-09-16,44.599998474121094
2022-09-19,41.599998474121094
2022-09-20,43.599998474121094
2022-09-21,42.0
2022-09-22,44.0
2022-09-23,40.0
2022-09-26,40.0
2022-09-27,41.20000076293945
2022-09-28,41.599998474121094
2022-09-29,41.0
2022-09-30,40.0
2022-10-03,38.0
2022-10-04,40.79999923706055
2022-10-05,39.0
2022-10-06,39.400001525878906
2022-10-07,39.0
2022-10-10,37.0
2022-10-11,37.20000076293945
2022-10-12,34.0
2022-10-13,33.599998474121094
2022-10-14,33.599998474121094
2022-10-17,34.0
2022-10-18,34.0
2022-10-19,36.0
2022-10-20,36.0
2022-10-21,35.0
2022-10-24,34.0
2022-10-25,34.20000076293945
2022-10-26,33.0
2022-10-27,34.400001525878906
2022-10-28,34.20000076293945
2022-10-31,35.20000076293945
2022-11-01,34.79999923706055
2022-11-02,39.0
2022-11-03,37.0
2022-11-04,36.0
2022-11-07,36.599998474121094
2022-11-08,36.400001525878906
2022-11-09,35.599998474121094
2022-11-10,35.599998474121094
2022-11-11,35.599998474121094
2022-11-14,38.0
2022-11-15,37.599998474121094
2022-11-16,34.400001525878906
2022-11-17,32.79999923706055
2022-11-18,34.20000076293945
2022-11-21,33.0
2022-11-22,34.400001525878906
2022-11-23,34.0
2022-11-25,34.400001525878906
2022-11-28,32.599998474121094
2022-11-29,32.20000076293945
2022-11-30,33.0
2022-12-01,32.599998474121094
2022-12-02,32.79999923706055
2022-12-05,32.79999923706055
2022-12-06,32.0
2022-12-07,30.0
2022-12-08,38.0
2022-12-09,28.399999618530273
2022-12-12,24.799999237060547
2022-12-13,25.600000381469727
2022-12-14,24.239999771118164
2022-12-15,21.68000030517578
2022-12-16,22.399999618530273
2022-12-19,21.200000762939453
2022-12-20,21.600000381469727
2022-12-21,21.84000015258789
2022-12-22,21.280000686645508
2022-12-23,20.8799991607666
2022-12-27,20.479999542236328
2022-12-28,21.600000381469727
2022-12-29,21.280000686645508
2022-12-30,21.760000228881836
2023-01-03,22.399999618530273
2023-01-04,22.079999923706055
2023-01-05,23.1200008392334
2023-01-06,22.639999389648438
2023-01-09,22.719999313354492
2023-01-10,22.079999923706055
2023-01-11,22.079999923706055
2023-01-12,22.399999618530273
2023-01-13,23.040000915527344
2023-01-17,23.200000762939453
2023-01-18,21.68000030517578
2023-01-19,21.600000381469727
2023-01-20,22.559999465942383
2023-01-23,21.84000015258789
2023-01-24,22.15999984741211
2023-01-25,22.479999542236328
2023-01-26,21.84000015258789
2023-01-27,22.479999542236328
2023-01-30,22.399999618530273
2023-01-31,22.552000045776367
2023-02-01,22.639999389648438
2023-02-02,24.079999923706055
2023-02-03,22.0
2023-02-06,22.0
2023-02-07,16.639999389648438
2023-02-08,15.039999961853027
2023-02-09,14.239999771118164
2023-02-10,13.84000015258789
2023-02-13,13.760000228881836
2023-02-14,13.199999809265137
2023-02-15,12.960000038146973
2023-02-16,13.359999656677246
2023-02-17,13.359999656677246
2023-02-21,13.199999809265137
2023-02-22,12.640000343322754
2023-02-23,12.880000114440918
2023-02-24,12.15999984741211
2023-02-27,12.0
2023-02-28,11.920000076293945
2023-03-01,12.15999984741211
2023-03-02,12.640000343322754
2023-03-03,12.399999618530273
2023-03-06,12.720000267028809
2023-03-07,13.039999961853027
2023-03-08,12.239999771118164
2023-03-09,10.960000038146973
2023-03-10,10.479999542236328
2023-03-13,10.399999618530273
2023-03-14,10.079999923706055
2023-03-15,10.319999694824219
2023-03-16,10.960000038146973
2023-03-17,11.4399995803833
2023-03-20,11.199999809265137
2023-03-21,11.920000076293945
2023-03-22,12.0
2023-03-23,12.0
2023-03-24,13.199999809265137
2023-03-27,14.15999984741211
2023-03-28,13.520000457763672
2023-03-29,14.432000160217285
2023-03-30,13.680000305175781
2023-03-31,14.15999984741211
2023-04-03,13.760000228881836
2023-04-04,13.4399995803833
2023-04-05,12.720000267028809
2023-04-06,12.720000267028809
2023-04-10,13.119999885559082
2023-04-11,12.239999771118164
2023-04-12,13.680000305175781
2023-04-13,11.84000015258789
2023-04-14,12.319999694824219
2023-04-17,10.880000114440918
2023-04-18,11.920000076293945
2023-04-19,10.631999969482422
2023-04-20,10.0
2023-04-21,9.680000305175781
2023-04-24,9.680000305175781
2023-04-25,10.0
2023-04-26,9.968000411987305
2023-04-27,9.680000305175781
2023-04-28,9.4399995803833
2023-05-01,9.119999885559082
2023-05-02,9.760000228881836
2023-05-03,9.4399995803833
2023-05-04,9.920000076293945
2023-05-05,9.760000228881836
2023-05-08,9.520000457763672
2023-05-09,9.84000015258789
2023-05-10,9.600000381469727
2023-05-11,9.600000381469727
2023-05-12,9.359999656677246
2023-05-15,9.920000076293945
2023-05-16,8.960000038146973
2023-05-17,9.4399995803833
2023-05-18,9.760000228881836
2023-05-19,9.600000381469727
2023-05-22,9.520000457763672
2023-05-23,9.920000076293945
2023-05-24,9.4399995803833
2023-05-25,10.0
2023-05-26,9.84000015258789
2023-05-30,9.4399995803833
2023-05-31,9.600000381469727
2023-06-01,9.359999656677246
2023-06-02,9.039999961853027
2023-06-05,9.279999732971191
2023-06-06,9.359999656677246
2023-06-07,9.4399995803833
2023-06-08,9.279999732971191
2023-06-09,9.760000228881836
2023-06-12,9.4399995803833
2023-06-13,9.84000015258789
2023-06-14,9.600000381469727
2023-06-15,9.51200008392334
2023-06-16,9.279999732971191
2023-06-20,8.720000267028809
2023-06-21,8.720000267028809
2023-06-22,8.479999542236328
2023-06-23,8.479999542236328
2023-06-26,8.5600004196167
2023-06-27,8.479999542236328
2023-06-28,8.5600004196167
2023-06-29,8.416000366210938
2023-06-30,8.800000190734863
2023-07-03,9.119999885559082
2023-07-05,9.4399995803833
2023-07-06,8.880000114440918
2023-07-07,8.880000114440918
2023-07-10,9.039999961853027
2023-07-11,9.031999588012695
2023-07-12,8.800000190734863
2023-07-13,8.720000267028809
2023-07-14,8.640000343322754
2023-07-17,8.960000038146973
2023-07-18,8.800000190734863
2023-07-19,8.968000411987305
2023-07-20,8.5600004196167
2023-07-21,8.960000038146973
2023-07-24,8.5600004196167
2023-07-25,8.479999542236328
2023-07-26,8.656000137329102
2023-07-27,8.62399959564209
2023-07-28,8.496000289916992
2023-07-31,8.5600004196167
2023-08-01,8.760000228881836
2023-08-02,8.399999618530273
2023-08-03,8.399999618530273
2023-08-04,8.399999618530273
2023-08-07,9.4399995803833
2023-08-08,9.680000305175781
2023-08-09,9.279999732971191
2023-08-10,10.079999923706055
2023-08-11,9.199999809265137
2023-08-14,10.239999771118164
2023-08-15,10.239999771118164
2023-08-16,11.359999656677246
2023-08-17,12.640000343322754
2023-08-18,14.5600004196167
2023-08-21,17.719999313354492
2023-08-22,18.399999618530273
2023-08-23,20.0
2023-08-24,18.399999618530273
2023-08-25,14.800000190734863
2023-08-28,16.479999542236328
2023-08-29,15.600000381469727
2023-08-30,13.359999656677246
2023-08-31,12.15999984741211
2023-09-01,11.760000228881836
2023-09-05,11.199999809265137
2023-09-06,10.720000267028809
2023-09-07,10.479999542236328
2023-09-08,10.359999656677246
2023-09-11,10.640000343322754
2023-09-12,10.15999984741211
2023-09-13,10.800000190734863
2023-09-14,10.720000267028809
2023-09-15,10.399999618530273
2023-09-18,9.359999656677246
2023-09-19,9.359999656677246
2023-09-20,9.600000381469727
2023-09-21,7.544000148773193
2023-09-22,7.239999771118164
2023-09-25,6.71999979019165
2023-09-26,7.047999858856201
2023-09-27,7.23199987411499
2023-09-28,7.199999809265137
2023-09-29,6.9120001792907715
2023-10-02,6.863999843597412
2023-10-03,6.688000202178955
2023-10-04,7.0960001945495605
2023-10-05,6.888000011444092
2023-10-06,6.400000095367432
2023-10-09,6.0
2023-10-10,6.119999885559082
2023-10-11,5.800000190734863
2023-10-12,5.800000190734863
2023-10-13,5.76800012588501
2023-10-16,6.015999794006348
2023-10-17,5.984000205993652
2023-10-18,5.920000076293945
2023-10-19,5.599999904632568
2023-10-20,6.0
2023-10-23,5.800000190734863
2023-10-24,5.624000072479248
2023-10-25,5.559999942779541
2023-10-26,5.504000186920166
2023-10-27,5.599999904632568
2023-10-30,6.440000057220459
2023-10-31,6.639999866485596
2023-11-01,6.624000072479248
2023-11-02,7.760000228881836
2023-11-03,6.760000228881836
2023-11-06,6.328000068664551
2023-11-07,5.840000152587891
2023-11-08,5.776000022888184
2023-11-09,5.872000217437744
2023-11-10,6.0
2023-11-13,5.616000175476074
2023-11-14,5.664000034332275
2023-11-15,5.880000114440918
2023-11-16,5.703999996185303
2023-11-17,5.631999969482422
2023-11-20,5.599999904632568
2023-11-21,5.464000225067139
2023-11-22,5.392000198364258
2023-11-24,5.423999786376953
2023-11-27,5.432000160217285
2023-11-28,5.440000057220459
2023-11-29,5.559999942779541
2023-11-30,5.440000057220459
2023-12-01,5.480000019073486
2023-12-04,5.679999828338623
2023-12-05,5.519999980926514
2023-12-06,5.5279998779296875
2023-12-07,5.576000213623047
2023-12-08,5.28000020980835
2023-12-11,5.360000133514404
2023-12-12,5.119999885559082
2023-12-13,5.263999938964844
2023-12-14,4.880000114440918
2023-12-15,5.28000020980835
2023-12-18,5.4720001220703125
2023-12-19,5.48799991607666
2023-12-20,5.599999904632568
2023-12-21,5.360000133514404
2023-12-22,5.360000133514404
2023-12-26,5.559999942779541
2023-12-27,5.400000095367432
2023-12-28,5.4079999923706055
2023-12-29,5.400000095367432
2024-01-02,5.432000160217285
2024-01-03,5.119999885559082
2024-01-04,5.007999897003174
2024-01-05,5.039999961853027
2024-01-08,4.960000038146973
2024-01-09,5.119999885559082
2024-01-10,5.02400016784668
2024-01-11,4.71999979019165
2024-01-12,4.567999839782715
2024-01-16,4.480000019073486
2024-01-17,4.303999900817871
2024-01-18,3.680000066757202
2024-01-19,3.8320000171661377
2024-01-22,3.936000108718872
2024-01-23,3.7679998874664307
2024-01-24,3.680000066757202
2024-01-25,3.2720000743865967
2024-01-26,3.2720000743865967
2024-01-29,3.5199999809265137
2024-01-30,3.7920000553131104
2024-01-31,3.375999927520752
2024-02-01,3.5999999046325684
2024-02-02,3.440000057220459
2024-02-05,3.447999954223633
2024-02-06,3.447999954223633
2024-02-07,3.5199999809265137
2024-02-08,3.5199999809265137
2024-02-09,3.5199999809265137
2024-02-12,3.559999942779541
2024-02-13,3.8320000171661377
2024-02-14,3.5199999809265137
2024-02-15,3.5199999809265137
2024-02-16,3.5999999046325684
2024-02-20,4.079999923706055
2024-02-21,3.9200000762939453
2024-02-22,3.8480000495910645
2024-02-23,3.759999990463257
2024-02-26,3.6480000019073486
2024-02-27,3.2880001068115234
2024-02-28,3.1760001182556152
2024-02-29,3.1440000534057617
2024-03-01,3.200000047683716
2024-03-04,3.240000009536743
2024-03-05,3.184000015258789
2024-03-06,3.2799999713897705
2024-03-07,3.2799999713897705
2024-03-08,3.128000020980835
2024-03-11,3.0480000972747803
2024-03-12,3.0799999237060547
2024-03-13,3.2320001125335693
2024-03-14,3.111999988555908
2024-03-15,3.240000009536743
2024-03-18,3.2239999771118164
2024-03-19,3.5280001163482666
2024-03-20,3.328000068664551
2024-03-21,3.680000066757202
2024-03-22,4.271999835968018
2024-03-25,3.799999952316284
2024-03-26,3.5759999752044678
2024-03-27,3.440000057220459
2024-03-28,3.4159998893737793
2024-04-01,3.4800000190734863
2024-04-02,3.5999999046325684
2024-04-03,3.5999999046325684
2024-04-04,3.4240000247955322
2024-04-05,3.5999999046325684
2024-04-08,3.9200000762939453
2024-04-09,3.7279999256134033
2024-04-10,3.799999952316284
2024-04-11,3.680000066757202
2024-04-12,3.5840001106262207
2024-04-15,3.4560000896453857
2024-04-16,3.8399999141693115
2024-04-17,3.687999963760376
2024-04-18,3.880000114440918
2024-04-19,4.0
2024-04-22,4.119999885559082
2024-04-23,4.150000095367432
2024-04-24,3.890000104904175
2024-04-25,3.4000000953674316
2024-04-26,3.700000047683716
2024-04-29,4.389999866485596
2024-04-30,4.047999858856201
2024-05-01,4.110000133514404
2024-05-02,4.28000020980835
2024-05-03,4.179999828338623
2024-05-06,4.78000020980835
2024-05-07,4.460000038146973
2024-05-08,4.460000038146973
2024-05-09,4.320000171661377
2024-05-10,4.170000076293945
2024-05-13,4.239999771118164
2024-05-14,4.730000019073486
2024-05-15,5.320000171661377
2024-05-16,5.260000228881836
2024-05-17,5.010000228881836
2024-05-20,4.239999771118164
2024-05-21,4.53000020980835
2024-05-22,4.25
2024-05-23,3.9800000190734863
2024-05-24,3.8499999046325684
2024-05-28,3.559999942779541
2024-05-29,3.450000047683716
2024-05-30,3.430000066757202
2024-05-31,3.4600000381469727
2024-06-03,3.4100000858306885
2024-06-04,3.390000104904175
2024-06-05,3.2799999713897705
2024-06-06,3.1549999713897705
2024-06-07,2.9600000381469727
2024-06-10,3.0299999713897705
2024-06-11,3.009999990463257
2024-06-12,2.950000047683716
2024-06-13,2.9200000762939453
2024-06-14,2.809999942779541
2024-06-17,2.690000057220459
2024-06-18,2.680000066757202
2024-06-20,2.690000057220459
2024-06-21,2.5
2024-06-24,2.4600000381469727
2024-06-25,2.6600000858306885
2024-06-26,2.700000047683716
2024-06-27,2.7899999618530273
2024-06-28,2.640000104904175
2024-07-01,2.5999999046325684
2024-07-02,2.7699999809265137
2024-07-03,2.890000104904175
2024-07-05,2.759999990463257
2024-07-08,2.5199999809265137
2024-07-09,2.549999952316284
2024-07-10,2.5299999713897705
2024-07-11,2.619999885559082
2024-07-12,2.7300000190734863
2024-07-15,2.940000057220459
2024-07-16,3.009999990463257
2024-07-17,3.119999885559082
2024-07-18,3.4040000438690186
2024-07-19,3.2100000381469727
2024-07-22,3.0199999809265137
