Date,AZUL
2022-02-28,14.609999656677246
2022-03-01,14.069999694824219
2022-03-02,14.640000343322754
2022-03-03,14.149999618530273
2022-03-04,12.979999542236328
2022-03-07,10.510000228881836
2022-03-08,11.239999771118164
2022-03-09,12.40999984741211
2022-03-10,11.930000305175781
2022-03-11,11.149999618530273
2022-03-14,10.949999809265137
2022-03-15,11.699999809265137
2022-03-16,12.59000015258789
2022-03-17,12.720000267028809
2022-03-18,13.25
2022-03-21,13.149999618530273
2022-03-22,13.869999885559082
2022-03-23,14.229999542236328
2022-03-24,14.3100004196167
2022-03-25,15.510000228881836
2022-03-28,15.430000305175781
2022-03-29,16.0
2022-03-30,15.239999771118164
2022-03-31,15.050000190734863
2022-04-01,15.850000381469727
2022-04-04,16.149999618530273
2022-04-05,15.260000228881836
2022-04-06,15.0
2022-04-07,15.520000457763672
2022-04-08,15.09000015258789
2022-04-11,15.399999618530273
2022-04-12,15.220000267028809
2022-04-13,15.529999732971191
2022-04-14,14.699999809265137
2022-04-18,14.670000076293945
2022-04-19,15.140000343322754
2022-04-20,15.670000076293945
2022-04-21,16.100000381469727
2022-04-22,14.600000381469727
2022-04-25,14.520000457763672
2022-04-26,13.600000381469727
2022-04-27,13.149999618530273
2022-04-28,13.550000190734863
2022-04-29,13.380000114440918
2022-05-02,12.180000305175781
2022-05-03,12.890000343322754
2022-05-04,13.029999732971191
2022-05-05,11.899999618530273
2022-05-06,11.649999618530273
2022-05-09,10.829999923706055
2022-05-10,11.100000381469727
2022-05-11,10.84000015258789
2022-05-12,10.890000343322754
2022-05-13,12.3100004196167
2022-05-16,12.680000305175781
2022-05-17,13.520000457763672
2022-05-18,12.880000114440918
2022-05-19,13.029999732971191
2022-05-20,13.069999694824219
2022-05-23,13.779999732971191
2022-05-24,12.9399995803833
2022-05-25,12.529999732971191
2022-05-26,13.220000267028809
2022-05-27,13.3100004196167
2022-05-31,12.729999542236328
2022-06-01,11.789999961853027
2022-06-02,11.9399995803833
2022-06-03,11.520000457763672
2022-06-06,11.430000305175781
2022-06-07,10.84000015258789
2022-06-08,10.640000343322754
2022-06-09,9.970000267028809
2022-06-10,9.199999809265137
2022-06-13,7.960000038146973
2022-06-14,7.929999828338623
2022-06-15,8.399999618530273
2022-06-16,7.46999979019165
2022-06-17,8.15999984741211
2022-06-21,7.800000190734863
2022-06-22,7.769999980926514
2022-06-23,7.639999866485596
2022-06-24,7.989999771118164
2022-06-27,7.539999961853027
2022-06-28,7.329999923706055
2022-06-29,7.260000228881836
2022-06-30,7.099999904632568
2022-07-01,6.980000019073486
2022-07-05,6.840000152587891
2022-07-06,6.380000114440918
2022-07-07,6.559999942779541
2022-07-08,7.039999961853027
2022-07-11,6.389999866485596
2022-07-12,6.800000190734863
2022-07-13,6.809999942779541
2022-07-14,6.730000019073486
2022-07-15,6.75
2022-07-18,6.599999904632568
2022-07-19,6.889999866485596
2022-07-20,6.769999980926514
2022-07-21,6.579999923706055
2022-07-22,6.21999979019165
2022-07-25,6.360000133514404
2022-07-26,6.130000114440918
2022-07-27,6.599999904632568
2022-07-28,6.809999942779541
2022-07-29,6.789999961853027
2022-08-01,6.829999923706055
2022-08-02,6.519999980926514
2022-08-03,6.889999866485596
2022-08-04,7.679999828338623
2022-08-05,7.710000038146973
2022-08-08,8.3100004196167
2022-08-09,8.029999732971191
2022-08-10,8.510000228881836
2022-08-11,8.720000267028809
2022-08-12,9.729999542236328
2022-08-15,10.289999961853027
2022-08-16,10.0600004196167
2022-08-17,10.279999732971191
2022-08-18,9.90999984741211
2022-08-19,9.25
2022-08-22,9.069999694824219
2022-08-23,9.899999618530273
2022-08-24,10.149999618530273
2022-08-25,10.649999618530273
2022-08-26,10.229999542236328
2022-08-29,10.279999732971191
2022-08-30,9.630000114440918
2022-08-31,9.350000381469727
2022-09-01,9.470000267028809
2022-09-02,9.319999694824219
2022-09-06,8.760000228881836
2022-09-07,9.430000305175781
2022-09-08,9.369999885559082
2022-09-09,10.199999809265137
2022-09-12,10.260000228881836
2022-09-13,9.75
2022-09-14,9.699999809265137
2022-09-15,9.760000228881836
2022-09-16,9.649999618530273
2022-09-19,10.279999732971191
2022-09-20,10.369999885559082
2022-09-21,10.109999656677246
2022-09-22,10.15999984741211
2022-09-23,9.210000038146973
2022-09-26,8.630000114440918
2022-09-27,8.670000076293945
2022-09-28,8.899999618530273
2022-09-29,8.010000228881836
2022-09-30,8.140000343322754
2022-10-03,9.470000267028809
2022-10-04,9.739999771118164
2022-10-05,9.880000114440918
2022-10-06,10.039999961853027
2022-10-07,9.9399995803833
2022-10-10,10.079999923706055
2022-10-11,9.59000015258789
2022-10-12,9.4399995803833
2022-10-13,9.229999542236328
2022-10-14,8.760000228881836
2022-10-17,9.40999984741211
2022-10-18,9.65999984741211
2022-10-19,9.430000305175781
2022-10-20,9.550000190734863
2022-10-21,10.0
