Date,ACB
2022-02-28,38.0
2022-03-01,36.599998474121094
2022-03-02,36.79999923706055
2022-03-03,35.5
2022-03-04,33.400001525878906
2022-03-07,31.5
2022-03-08,32.79999923706055
2022-03-09,34.20000076293945
2022-03-10,33.29999923706055
2022-03-11,31.700000762939453
2022-03-14,29.299999237060547
2022-03-15,30.299999237060547
2022-03-16,32.5
2022-03-17,34.79999923706055
2022-03-18,35.5
2022-03-21,34.70000076293945
2022-03-22,36.79999923706055
2022-03-23,36.400001525878906
2022-03-24,40.400001525878906
2022-03-25,44.599998474121094
2022-03-28,40.900001525878906
2022-03-29,41.400001525878906
2022-03-30,41.599998474121094
2022-03-31,40.0
2022-04-01,39.5
2022-04-04,41.400001525878906
2022-04-05,39.20000076293945
2022-04-06,37.70000076293945
2022-04-07,35.29999923706055
2022-04-08,34.900001525878906
2022-04-11,35.70000076293945
2022-04-12,35.79999923706055
2022-04-13,36.900001525878906
2022-04-14,35.400001525878906
2022-04-18,33.599998474121094
2022-04-19,33.5
2022-04-20,32.29999923706055
2022-04-21,31.200000762939453
2022-04-22,30.5
2022-04-25,31.0
2022-04-26,29.299999237060547
2022-04-27,29.399999618530273
2022-04-28,30.5
2022-04-29,30.299999237060547
2022-05-02,31.399999618530273
2022-05-03,30.299999237060547
2022-05-04,31.899999618530273
2022-05-05,29.299999237060547
2022-05-06,28.100000381469727
2022-05-09,25.299999237060547
2022-05-10,26.200000762939453
2022-05-11,22.899999618530273
2022-05-12,24.200000762939453
2022-05-13,28.399999618530273
2022-05-16,29.5
2022-05-17,30.899999618530273
2022-05-18,29.200000762939453
2022-05-19,30.399999618530273
2022-05-20,29.299999237060547
2022-05-23,27.399999618530273
2022-05-24,25.700000762939453
2022-05-25,26.799999237060547
2022-05-26,27.299999237060547
2022-05-27,16.799999237060547
2022-05-31,16.600000381469727
2022-06-01,15.699999809265137
2022-06-02,15.800000190734863
2022-06-03,16.0
2022-06-06,15.399999618530273
2022-06-07,16.200000762939453
2022-06-08,15.600000381469727
2022-06-09,14.800000190734863
2022-06-10,14.0
2022-06-13,12.399999618530273
2022-06-14,13.100000381469727
2022-06-15,13.5
2022-06-16,12.300000190734863
2022-06-17,12.899999618530273
2022-06-21,13.5
2022-06-22,12.899999618530273
2022-06-23,14.199999809265137
2022-06-24,15.300000190734863
2022-06-27,15.5
2022-06-28,14.899999618530273
2022-06-29,13.699999809265137
2022-06-30,13.199999809265137
2022-07-01,13.5
2022-07-05,13.600000381469727
2022-07-06,13.899999618530273
2022-07-07,14.5
2022-07-08,13.899999618530273
2022-07-11,12.600000381469727
2022-07-12,13.0
2022-07-13,13.199999809265137
2022-07-14,14.800000190734863
2022-07-15,13.699999809265137
2022-07-18,14.399999618530273
2022-07-19,15.199999809265137
2022-07-20,16.5
2022-07-21,15.300000190734863
2022-07-22,14.100000381469727
2022-07-25,14.300000190734863
2022-07-26,13.399999618530273
2022-07-27,13.600000381469727
2022-07-28,13.899999618530273
2022-07-29,14.100000381469727
2022-08-01,13.699999809265137
2022-08-02,15.5
2022-08-03,15.399999618530273
2022-08-04,15.199999809265137
2022-08-05,15.0
2022-08-08,16.5
2022-08-09,15.0
2022-08-10,16.600000381469727
2022-08-11,16.100000381469727
2022-08-12,17.5
2022-08-15,18.899999618530273
2022-08-16,18.100000381469727
2022-08-17,17.299999237060547
2022-08-18,16.5
2022-08-19,15.300000190734863
2022-08-22,14.5
2022-08-23,14.199999809265137
2022-08-24,15.699999809265137
2022-08-25,17.0
2022-08-26,15.399999618530273
2022-08-29,16.200000762939453
2022-08-30,15.199999809265137
2022-08-31,16.0
2022-09-01,15.0
2022-09-02,15.100000381469727
2022-09-06,13.800000190734863
2022-09-07,14.300000190734863
2022-09-08,15.0
2022-09-09,15.600000381469727
2022-09-12,16.100000381469727
2022-09-13,15.0
2022-09-14,15.300000190734863
2022-09-15,15.399999618530273
2022-09-16,14.300000190734863
2022-09-19,14.699999809265137
2022-09-20,14.0
2022-09-21,13.0
2022-09-22,12.199999809265137
2022-09-23,12.0
2022-09-26,11.600000381469727
2022-09-27,12.100000381469727
2022-09-28,13.0
2022-09-29,12.5
2022-09-30,12.199999809265137
2022-10-03,12.300000190734863
2022-10-04,12.800000190734863
2022-10-05,12.399999618530273
2022-10-06,13.300000190734863
2022-10-07,11.600000381469727
2022-10-10,10.5
2022-10-11,10.399999618530273
2022-10-12,10.699999809265137
2022-10-13,11.100000381469727
2022-10-14,10.399999618530273
2022-10-17,11.100000381469727
2022-10-18,11.199999809265137
2022-10-19,10.699999809265137
2022-10-20,10.899999618530273
2022-10-21,11.0
2022-10-24,10.399999618530273
2022-10-25,12.399999618530273
2022-10-26,12.600000381469727
2022-10-27,12.199999809265137
2022-10-28,12.800000190734863
2022-10-31,14.300000190734863
2022-11-01,13.5
2022-11-02,12.5
2022-11-03,13.800000190734863
2022-11-04,13.100000381469727
2022-11-07,13.5
2022-11-08,13.0
2022-11-09,12.100000381469727
2022-11-10,13.100000381469727
2022-11-11,15.300000190734863
2022-11-14,14.899999618530273
2022-11-15,15.399999618530273
2022-11-16,14.5
2022-11-17,14.5
2022-11-18,13.5
2022-11-21,13.199999809265137
2022-11-22,13.100000381469727
2022-11-23,13.300000190734863
2022-11-25,13.199999809265137
2022-11-28,12.399999618530273
2022-11-29,12.5
2022-11-30,12.699999809265137
2022-12-01,13.199999809265137
2022-12-02,14.0
2022-12-05,13.600000381469727
2022-12-06,12.100000381469727
2022-12-07,11.300000190734863
2022-12-08,11.199999809265137
2022-12-09,11.300000190734863
2022-12-12,11.300000190734863
2022-12-13,11.199999809265137
2022-12-14,11.0
2022-12-15,10.399999618530273
2022-12-16,10.399999618530273
2022-12-19,9.630000114440918
2022-12-20,9.430000305175781
2022-12-21,9.600000381469727
2022-12-22,9.079999923706055
2022-12-23,9.270000457763672
2022-12-27,8.619999885559082
2022-12-28,8.470000267028809
2022-12-29,9.020000457763672
2022-12-30,9.229999542236328
2023-01-03,9.069999694824219
2023-01-04,9.529999732971191
2023-01-05,8.960000038146973
2023-01-06,8.8100004196167
2023-01-09,8.720000267028809
2023-01-10,8.59000015258789
2023-01-11,8.859999656677246
2023-01-12,9.569999694824219
2023-01-13,10.300000190734863
2023-01-17,10.199999809265137
2023-01-18,9.850000381469727
2023-01-19,9.40999984741211
2023-01-20,9.680000305175781
2023-01-23,10.199999809265137
2023-01-24,10.100000381469727
2023-01-25,9.8100004196167
2023-01-26,9.699999809265137
2023-01-27,10.199999809265137
2023-01-30,9.720000267028809
2023-01-31,10.399999618530273
2023-02-01,10.899999618530273
2023-02-02,11.300000190734863
2023-02-03,10.600000381469727
2023-02-06,10.5
2023-02-07,10.0
2023-02-08,9.8100004196167
2023-02-09,9.199999809265137
2023-02-10,9.100000381469727
2023-02-13,9.149999618530273
2023-02-14,9.279999732971191
2023-02-15,9.75
2023-02-16,9.350000381469727
2023-02-17,9.359999656677246
2023-02-21,8.920000076293945
2023-02-22,8.710000038146973
2023-02-23,8.699999809265137
2023-02-24,8.569999694824219
2023-02-27,8.399999618530273
2023-02-28,8.350000381469727
2023-03-01,8.170000076293945
2023-03-02,8.260000228881836
2023-03-03,8.510000228881836
2023-03-06,8.319999694824219
2023-03-07,8.130000114440918
2023-03-08,8.0600004196167
2023-03-09,8.029999732971191
2023-03-10,7.369999885559082
2023-03-13,7.429999828338623
2023-03-14,7.28000020980835
2023-03-15,7.090000152587891
2023-03-16,7.400000095367432
2023-03-17,7.300000190734863
2023-03-20,6.639999866485596
2023-03-21,7.260000228881836
2023-03-22,7.079999923706055
2023-03-23,7.059999942779541
2023-03-24,7.050000190734863
2023-03-27,7.070000171661377
2023-03-28,6.78000020980835
2023-03-29,6.869999885559082
2023-03-30,6.650000095367432
2023-03-31,6.96999979019165
2023-04-03,6.699999809265137
2023-04-04,6.659999847412109
2023-04-05,6.46999979019165
2023-04-06,6.550000190734863
2023-04-10,6.599999904632568
