Date,HTZ
2022-02-28,20.31999969482422
2022-03-01,19.06999969482422
2022-03-02,20.209999084472656
2022-03-03,19.90999984741211
2022-03-04,19.209999084472656
2022-03-07,18.229999542236328
2022-03-08,18.59000015258789
2022-03-09,20.040000915527344
2022-03-10,21.079999923706055
2022-03-11,21.540000915527344
2022-03-14,21.5
2022-03-15,22.040000915527344
2022-03-16,23.5
2022-03-17,23.149999618530273
2022-03-18,22.020000457763672
2022-03-21,21.81999969482422
2022-03-22,21.940000534057617
2022-03-23,22.450000762939453
2022-03-24,22.899999618530273
2022-03-25,22.649999618530273
2022-03-28,22.440000534057617
2022-03-29,23.059999465942383
2022-03-30,22.020000457763672
2022-03-31,22.149999618530273
2022-04-01,21.1200008392334
2022-04-04,23.3799991607666
2022-04-05,21.93000030517578
2022-04-06,21.829999923706055
2022-04-07,21.799999237060547
2022-04-08,21.190000534057617
2022-04-11,21.709999084472656
2022-04-12,21.520000457763672
2022-04-13,22.3799991607666
2022-04-14,22.329999923706055
2022-04-18,22.209999084472656
2022-04-19,22.639999389648438
2022-04-20,23.899999618530273
2022-04-21,22.8799991607666
2022-04-22,22.549999237060547
2022-04-25,23.5
2022-04-26,23.0
2022-04-27,23.530000686645508
2022-04-28,21.920000076293945
2022-04-29,20.059999465942383
2022-05-02,20.459999084472656
2022-05-03,19.520000457763672
2022-05-04,20.719999313354492
2022-05-05,20.350000381469727
2022-05-06,20.06999969482422
2022-05-09,17.440000534057617
2022-05-10,16.770000457763672
2022-05-11,17.65999984741211
2022-05-12,18.469999313354492
2022-05-13,18.979999542236328
2022-05-16,18.75
2022-05-17,19.6299991607666
2022-05-18,18.469999313354492
2022-05-19,18.489999771118164
2022-05-20,18.450000762939453
2022-05-23,19.600000381469727
2022-05-24,18.34000015258789
2022-05-25,18.829999923706055
2022-05-26,19.290000915527344
2022-05-27,20.100000381469727
2022-05-31,20.06999969482422
2022-06-01,19.780000686645508
2022-06-02,20.190000534057617
2022-06-03,19.969999313354492
2022-06-06,18.959999084472656
2022-06-07,18.1299991607666
2022-06-08,18.469999313354492
2022-06-09,17.65999984741211
2022-06-10,17.450000762939453
2022-06-13,16.469999313354492
2022-06-14,17.239999771118164
2022-06-15,18.110000610351562
2022-06-16,17.489999771118164
2022-06-17,17.940000534057617
2022-06-21,17.68000030517578
2022-06-22,17.25
2022-06-23,17.469999313354492
2022-06-24,18.229999542236328
2022-06-27,18.360000610351562
2022-06-28,17.639999389648438
2022-06-29,17.06999969482422
2022-06-30,15.84000015258789
2022-07-01,16.6200008392334
2022-07-05,16.700000762939453
2022-07-06,16.25
2022-07-07,16.950000762939453
2022-07-08,17.0
2022-07-11,16.790000915527344
2022-07-12,16.829999923706055
2022-07-13,17.200000762939453
2022-07-14,16.829999923706055
2022-07-15,17.309999465942383
2022-07-18,17.34000015258789
2022-07-19,17.84000015258789
2022-07-20,18.3799991607666
2022-07-21,18.219999313354492
2022-07-22,17.739999771118164
2022-07-25,17.950000762939453
2022-07-26,16.8799991607666
2022-07-27,17.420000076293945
2022-07-28,20.15999984741211
2022-07-29,21.420000076293945
2022-08-01,21.479999542236328
2022-08-02,20.59000015258789
2022-08-03,21.3799991607666
2022-08-04,21.3700008392334
2022-08-05,21.6299991607666
2022-08-08,21.989999771118164
2022-08-09,21.700000762939453
2022-08-10,21.899999618530273
2022-08-11,21.649999618530273
2022-08-12,21.510000228881836
2022-08-15,21.68000030517578
2022-08-16,21.739999771118164
2022-08-17,21.040000915527344
2022-08-18,20.219999313354492
2022-08-19,19.639999389648438
2022-08-22,19.469999313354492
2022-08-23,19.450000762939453
2022-08-24,19.209999084472656
2022-08-25,19.68000030517578
2022-08-26,19.010000228881836
2022-08-29,18.920000076293945
2022-08-30,18.75
2022-08-31,18.459999084472656
2022-09-01,18.09000015258789
2022-09-02,17.889999389648438
2022-09-06,18.030000686645508
2022-09-07,18.219999313354492
2022-09-08,18.90999984741211
2022-09-09,19.149999618530273
2022-09-12,19.979999542236328
2022-09-13,19.049999237060547
2022-09-14,19.0
2022-09-15,19.450000762939453
2022-09-16,18.549999237060547
2022-09-19,18.489999771118164
2022-09-20,18.100000381469727
2022-09-21,17.950000762939453
2022-09-22,16.40999984741211
2022-09-23,16.510000228881836
2022-09-26,15.819999694824219
2022-09-27,16.520000457763672
2022-09-28,17.639999389648438
2022-09-29,16.209999084472656
2022-09-30,16.280000686645508
2022-10-03,16.950000762939453
2022-10-04,17.56999969482422
2022-10-05,16.84000015258789
2022-10-06,17.299999237060547
2022-10-07,17.139999389648438
2022-10-10,16.709999084472656
2022-10-11,16.209999084472656
