Date,OCGN
2022-02-28,3.5199999809265137
2022-03-01,3.569999933242798
2022-03-02,3.509999990463257
2022-03-03,3.2899999618530273
2022-03-04,2.5299999713897705
2022-03-07,2.5
2022-03-08,2.440000057220459
2022-03-09,2.6500000953674316
2022-03-10,2.6500000953674316
2022-03-11,2.450000047683716
2022-03-14,2.3399999141693115
2022-03-15,2.7100000381469727
2022-03-16,2.869999885559082
2022-03-17,3.2899999618530273
2022-03-18,3.7200000286102295
2022-03-21,3.7200000286102295
2022-03-22,3.8399999141693115
2022-03-23,3.6700000762939453
2022-03-24,3.740000009536743
2022-03-25,3.4800000190734863
2022-03-28,3.3499999046325684
2022-03-29,3.5799999237060547
2022-03-30,3.369999885559082
2022-03-31,3.299999952316284
2022-04-01,3.299999952316284
2022-04-04,3.450000047683716
2022-04-05,3.259999990463257
2022-04-06,3.190000057220459
2022-04-07,3.049999952316284
2022-04-08,2.9600000381469727
2022-04-11,2.9000000953674316
2022-04-12,2.7899999618530273
2022-04-13,2.9700000286102295
2022-04-14,2.759999990463257
2022-04-18,2.5999999046325684
2022-04-19,2.7100000381469727
2022-04-20,2.700000047683716
2022-04-21,2.4600000381469727
2022-04-22,2.4000000953674316
2022-04-25,2.4800000190734863
2022-04-26,2.2699999809265137
2022-04-27,2.2200000286102295
2022-04-28,2.299999952316284
2022-04-29,2.190000057220459
2022-05-02,2.3399999141693115
2022-05-03,2.4000000953674316
2022-05-04,2.5
2022-05-05,2.2799999713897705
2022-05-06,2.1600000858306885
2022-05-09,2.0
2022-05-10,2.130000114440918
2022-05-11,1.8300000429153442
2022-05-12,1.909999966621399
2022-05-13,2.0999999046325684
2022-05-16,2.009999990463257
2022-05-17,2.2200000286102295
2022-05-18,2.059999942779541
2022-05-19,2.240000009536743
2022-05-20,2.2300000190734863
2022-05-23,2.190000057220459
2022-05-24,2.0799999237060547
2022-05-25,2.1700000762939453
2022-05-26,2.2100000381469727
2022-05-27,2.390000104904175
2022-05-31,2.369999885559082
2022-06-01,2.1700000762939453
2022-06-02,2.440000057220459
2022-06-03,2.2899999618530273
2022-06-06,2.2200000286102295
2022-06-07,2.490000009536743
2022-06-08,2.4700000286102295
2022-06-09,2.2699999809265137
2022-06-10,2.1700000762939453
2022-06-13,1.9800000190734863
2022-06-14,1.940000057220459
2022-06-15,2.0799999237060547
2022-06-16,1.9500000476837158
2022-06-17,2.1600000858306885
2022-06-21,2.259999990463257
2022-06-22,2.369999885559082
2022-06-23,2.5399999618530273
2022-06-24,2.509999990463257
2022-06-27,2.440000057220459
2022-06-28,2.25
2022-06-29,2.259999990463257
2022-06-30,2.2699999809265137
2022-07-01,2.4200000762939453
2022-07-05,2.5999999046325684
2022-07-06,2.5199999809265137
2022-07-07,2.740000009536743
2022-07-08,3.0999999046325684
2022-07-11,2.799999952316284
2022-07-12,2.75
2022-07-13,2.9100000858306885
2022-07-14,2.630000114440918
2022-07-15,2.5799999237060547
2022-07-18,2.4800000190734863
2022-07-19,2.7100000381469727
2022-07-20,2.7100000381469727
2022-07-21,2.630000114440918
2022-07-22,2.4100000858306885
2022-07-25,2.450000047683716
2022-07-26,2.440000057220459
2022-07-27,2.630000114440918
2022-07-28,2.619999885559082
2022-07-29,2.5799999237060547
2022-08-01,2.5199999809265137
2022-08-02,2.619999885559082
2022-08-03,2.700000047683716
2022-08-04,2.7699999809265137
2022-08-05,2.859999895095825
2022-08-08,2.8499999046325684
2022-08-09,2.6700000762939453
2022-08-10,2.8299999237060547
2022-08-11,2.680000066757202
2022-08-12,2.8399999141693115
2022-08-15,2.880000114440918
2022-08-16,2.7699999809265137
2022-08-17,2.6700000762939453
2022-08-18,2.559999942779541
2022-08-19,2.450000047683716
2022-08-22,2.3399999141693115
2022-08-23,2.559999942779541
2022-08-24,2.880000114440918
2022-08-25,2.8299999237060547
2022-08-26,2.640000104904175
2022-08-29,2.559999942779541
2022-08-30,2.559999942779541
2022-08-31,2.5799999237060547
2022-09-01,2.619999885559082
2022-09-02,2.4000000953674316
2022-09-06,2.2100000381469727
2022-09-07,2.3499999046325684
2022-09-08,2.450000047683716
2022-09-09,2.4800000190734863
2022-09-12,2.450000047683716
2022-09-13,2.259999990463257
2022-09-14,2.299999952316284
2022-09-15,2.359999895095825
2022-09-16,2.1700000762939453
2022-09-19,2.130000114440918
2022-09-20,2.0799999237060547
2022-09-21,1.9299999475479126
2022-09-22,1.840000033378601
2022-09-23,1.7899999618530273
2022-09-26,1.75
2022-09-27,1.8200000524520874
2022-09-28,2.0299999713897705
2022-09-29,1.7999999523162842
2022-09-30,1.7799999713897705
2022-10-03,1.7799999713897705
2022-10-04,1.8700000047683716
2022-10-05,1.840000033378601
2022-10-06,1.7999999523162842
2022-10-07,1.6699999570846558
2022-10-10,1.6100000143051147
2022-10-11,1.649999976158142
2022-10-12,1.6399999856948853
2022-10-13,1.7100000381469727
2022-10-14,1.559999942779541
2022-10-17,1.659999966621399
2022-10-18,1.6399999856948853
2022-10-19,1.6200000047683716
2022-10-20,1.6100000143051147
2022-10-21,1.7200000286102295
2022-10-24,1.6399999856948853
2022-10-25,1.7300000190734863
2022-10-26,1.7599999904632568
2022-10-27,1.6699999570846558
2022-10-28,1.75
2022-10-31,1.7200000286102295
2022-11-01,1.7000000476837158
2022-11-02,1.590000033378601
2022-11-03,1.5800000429153442
2022-11-04,1.600000023841858
2022-11-07,1.5299999713897705
2022-11-08,1.6399999856948853
2022-11-09,1.4800000190734863
2022-11-10,1.7100000381469727
2022-11-11,1.7699999809265137
2022-11-14,1.7100000381469727
2022-11-15,1.7200000286102295
2022-11-16,1.649999976158142
2022-11-17,1.6100000143051147
2022-11-18,1.6100000143051147
2022-11-21,1.559999942779541
2022-11-22,1.5499999523162842
2022-11-23,1.5499999523162842
2022-11-25,1.5099999904632568
2022-11-28,1.4600000381469727
2022-11-29,1.4700000286102295
2022-11-30,1.559999942779541
2022-12-01,1.5199999809265137
2022-12-02,1.6100000143051147
2022-12-05,1.5
2022-12-06,1.399999976158142
2022-12-07,1.3799999952316284
2022-12-08,1.399999976158142
2022-12-09,1.350000023841858
2022-12-12,1.4700000286102295
2022-12-13,1.5499999523162842
2022-12-14,1.590000033378601
2022-12-15,1.4500000476837158
2022-12-16,1.5299999713897705
2022-12-19,1.340000033378601
2022-12-20,1.3200000524520874
2022-12-21,1.2699999809265137
2022-12-22,1.2899999618530273
2022-12-23,1.2100000381469727
2022-12-27,1.1100000143051147
2022-12-28,1.1299999952316284
2022-12-29,1.2599999904632568
2022-12-30,1.2999999523162842
2023-01-03,1.25
2023-01-04,1.3300000429153442
2023-01-05,1.2899999618530273
2023-01-06,1.2999999523162842
2023-01-09,1.25
2023-01-10,1.2899999618530273
2023-01-11,1.2599999904632568
2023-01-12,1.3300000429153442
2023-01-13,1.2999999523162842
2023-01-17,1.2599999904632568
2023-01-18,1.2100000381469727
2023-01-19,1.159999966621399
2023-01-20,1.2100000381469727
2023-01-23,1.2400000095367432
2023-01-24,1.2599999904632568
2023-01-25,1.2599999904632568
2023-01-26,1.2000000476837158
2023-01-27,1.2699999809265137
2023-01-30,1.2100000381469727
2023-01-31,1.2699999809265137
2023-02-01,1.2699999809265137
2023-02-02,1.3300000429153442
2023-02-03,1.2899999618530273
2023-02-06,1.25
2023-02-07,1.2400000095367432
2023-02-08,1.159999966621399
2023-02-09,1.1200000047683716
2023-02-10,1.1200000047683716
2023-02-13,1.1100000143051147
2023-02-14,1.090000033378601
2023-02-15,1.100000023841858
2023-02-16,1.0399999618530273
2023-02-17,1.0800000429153442
2023-02-21,0.9660000205039978
2023-02-22,1.0099999904632568
2023-02-23,0.9779999852180481
2023-02-24,0.9390000104904175
2023-02-27,0.9760000109672546
2023-02-28,0.9959999918937683
2023-03-01,0.9980000257492065
2023-03-02,1.0
2023-03-03,1.0399999618530273
2023-03-06,0.9829999804496765
2023-03-07,0.9649999737739563
2023-03-08,0.9369999766349792
2023-03-09,0.890999972820282
2023-03-10,0.9240000247955322
2023-03-13,0.9100000262260437
2023-03-14,0.9409999847412109
2023-03-15,0.9210000038146973
2023-03-16,1.0099999904632568
2023-03-17,0.9679999947547913
2023-03-20,0.9459999799728394
2023-03-21,0.953000009059906
2023-03-22,0.9110000133514404
2023-03-23,0.8799999952316284
2023-03-24,0.9229999780654907
2023-03-27,0.8870000243186951
2023-03-28,0.8299999833106995
2023-03-29,0.8820000290870667
2023-03-30,0.8240000009536743
2023-03-31,0.8529999852180481
2023-04-03,0.8619999885559082
2023-04-04,0.8149999976158142
2023-04-05,0.7630000114440918
2023-04-06,0.7839999794960022
2023-04-10,0.7519999742507935
2023-04-11,0.8069999814033508
2023-04-12,0.7860000133514404
2023-04-13,0.8510000109672546
2023-04-14,0.800000011920929
2023-04-17,0.8199999928474426
2023-04-18,0.875
2023-04-19,0.871999979019165
2023-04-20,0.8220000267028809
2023-04-21,0.7860000133514404
2023-04-24,0.7200000286102295
2023-04-25,0.7099999785423279
2023-04-26,0.7200000286102295
2023-04-27,0.7070000171661377
2023-04-28,0.7139999866485596
2023-05-01,0.6990000009536743
2023-05-02,0.6759999990463257
2023-05-03,0.6980000138282776
2023-05-04,0.6949999928474426
2023-05-05,0.699999988079071
2023-05-08,0.7179999947547913
