Date,ABAT
2022-02-28,15.600000381469727
2022-03-01,15.75
2022-03-02,16.049999237060547
2022-03-03,15.600000381469727
2022-03-04,14.850000381469727
2022-03-07,13.800000190734863
2022-03-08,14.550000190734863
2022-03-09,14.699999809265137
2022-03-10,14.805000305175781
2022-03-11,13.949999809265137
2022-03-14,14.220000267028809
2022-03-15,13.949999809265137
2022-03-16,14.055000305175781
2022-03-17,13.949999809265137
2022-03-18,14.444999694824219
2022-03-21,14.550000190734863
2022-03-22,15.0
2022-03-23,15.600000381469727
2022-03-24,16.350000381469727
2022-03-25,16.049999237060547
2022-03-28,16.5
2022-03-29,18.375
2022-03-30,20.100000381469727
2022-03-31,20.399999618530273
2022-04-01,21.450000762939453
2022-04-04,25.350000381469727
2022-04-05,24.0
2022-04-06,20.100000381469727
2022-04-07,19.200000762939453
2022-04-08,18.299999237060547
2022-04-11,17.850000381469727
2022-04-12,17.1299991607666
2022-04-13,19.424999237060547
2022-04-14,18.75
2022-04-18,18.149999618530273
2022-04-19,19.649999618530273
2022-04-20,16.799999237060547
2022-04-21,16.350000381469727
2022-04-22,16.200000762939453
2022-04-25,17.399999618530273
2022-04-26,16.049999237060547
2022-04-27,16.5
2022-04-28,16.350000381469727
2022-04-29,15.899999618530273
2022-05-02,15.899999618530273
2022-05-03,15.899999618530273
2022-05-04,16.5
2022-05-05,15.824999809265137
2022-05-06,15.375
2022-05-09,12.989999771118164
2022-05-10,13.800000190734863
2022-05-11,13.574999809265137
2022-05-12,13.800000190734863
2022-05-13,14.520000457763672
2022-05-16,15.0
2022-05-17,14.579999923706055
2022-05-18,14.069999694824219
2022-05-19,14.295000076293945
2022-05-20,14.25
2022-05-23,14.100000381469727
2022-05-24,13.59000015258789
2022-05-25,13.454999923706055
2022-05-26,13.649999618530273
2022-05-27,13.920000076293945
2022-05-31,14.100000381469727
2022-06-01,13.680000305175781
2022-06-02,13.574999809265137
2022-06-03,13.260000228881836
2022-06-06,13.140000343322754
2022-06-07,13.020000457763672
2022-06-08,12.930000305175781
2022-06-09,12.8100004196167
2022-06-10,12.225000381469727
2022-06-13,10.829999923706055
2022-06-14,10.649999618530273
2022-06-15,11.204999923706055
2022-06-16,10.5
2022-06-17,9.645000457763672
2022-06-21,10.21500015258789
2022-06-22,10.274999618530273
2022-06-23,10.845000267028809
2022-06-24,11.324999809265137
2022-06-27,11.220000267028809
2022-06-28,11.25
2022-06-29,10.619999885559082
2022-06-30,10.5
2022-07-01,10.199999809265137
2022-07-05,9.600000381469727
2022-07-06,9.824999809265137
2022-07-07,10.425000190734863
2022-07-08,10.619999885559082
2022-07-11,10.335000038146973
2022-07-12,9.930000305175781
2022-07-13,10.050000190734863
2022-07-14,9.899999618530273
2022-07-15,9.869999885559082
2022-07-18,10.574999809265137
2022-07-19,10.725000381469727
2022-07-20,10.979999542236328
2022-07-21,11.024999618530273
2022-07-22,11.25
2022-07-25,10.5
2022-07-26,10.125
2022-07-27,10.319999694824219
2022-07-28,10.5
2022-07-29,10.5
2022-08-01,10.5
2022-08-02,10.800000190734863
2022-08-03,11.640000343322754
2022-08-04,12.675000190734863
2022-08-05,12.600000381469727
2022-08-08,13.664999961853027
2022-08-09,13.050000190734863
2022-08-10,12.704999923706055
