Date,TPIC
2022-02-28,13.520000457763672
2022-03-01,14.029999732971191
2022-03-02,12.069999694824219
2022-03-03,12.449999809265137
2022-03-04,12.069999694824219
2022-03-07,12.729999542236328
2022-03-08,14.880000114440918
2022-03-09,14.819999694824219
2022-03-10,14.489999771118164
2022-03-11,14.119999885559082
2022-03-14,12.460000038146973
2022-03-15,13.140000343322754
2022-03-16,14.039999961853027
2022-03-17,14.84000015258789
2022-03-18,15.350000381469727
2022-03-21,15.289999961853027
2022-03-22,15.579999923706055
2022-03-23,15.09000015258789
2022-03-24,15.180000305175781
2022-03-25,14.720000267028809
2022-03-28,14.34000015258789
2022-03-29,14.890000343322754
2022-03-30,14.220000267028809
2022-03-31,14.0600004196167
2022-04-01,13.90999984741211
2022-04-04,14.84000015258789
2022-04-05,14.350000381469727
2022-04-06,13.84000015258789
2022-04-07,13.720000267028809
2022-04-08,13.369999885559082
2022-04-11,13.979999542236328
2022-04-12,13.550000190734863
2022-04-13,13.369999885559082
2022-04-14,12.869999885559082
2022-04-18,12.229999542236328
2022-04-19,12.920000076293945
2022-04-20,12.609999656677246
2022-04-21,12.09000015258789
2022-04-22,12.029999732971191
2022-04-25,12.229999542236328
2022-04-26,11.630000114440918
2022-04-27,11.65999984741211
2022-04-28,11.579999923706055
2022-04-29,11.4399995803833
2022-05-02,11.609999656677246
2022-05-03,12.010000228881836
2022-05-04,13.149999618530273
2022-05-05,12.359999656677246
2022-05-06,12.260000228881836
2022-05-09,10.84000015258789
2022-05-10,10.789999961853027
2022-05-11,10.020000457763672
2022-05-12,10.399999618530273
2022-05-13,12.15999984741211
2022-05-16,12.069999694824219
2022-05-17,12.5
2022-05-18,12.739999771118164
2022-05-19,13.800000190734863
2022-05-20,14.079999923706055
2022-05-23,14.039999961853027
2022-05-24,13.229999542236328
2022-05-25,13.829999923706055
2022-05-26,14.1899995803833
2022-05-27,14.819999694824219
2022-05-31,13.789999961853027
2022-06-01,13.739999771118164
2022-06-02,14.670000076293945
2022-06-03,14.579999923706055
2022-06-06,15.170000076293945
2022-06-07,15.260000228881836
2022-06-08,15.34000015258789
2022-06-09,14.680000305175781
2022-06-10,14.539999961853027
2022-06-13,14.100000381469727
2022-06-14,12.9399995803833
2022-06-15,13.899999618530273
2022-06-16,12.84000015258789
2022-06-17,13.6899995803833
2022-06-21,13.819999694824219
2022-06-22,13.350000381469727
2022-06-23,13.65999984741211
2022-06-24,13.470000267028809
2022-06-27,13.239999771118164
2022-06-28,12.34000015258789
2022-06-29,11.6899995803833
2022-06-30,12.5
2022-07-01,12.430000305175781
2022-07-05,11.550000190734863
2022-07-06,11.65999984741211
2022-07-07,12.729999542236328
2022-07-08,13.369999885559082
2022-07-11,12.279999732971191
2022-07-12,12.050000190734863
2022-07-13,11.920000076293945
2022-07-14,11.760000228881836
2022-07-15,10.989999771118164
2022-07-18,10.819999694824219
2022-07-19,11.130000114440918
2022-07-20,12.130000114440918
2022-07-21,12.920000076293945
2022-07-22,12.520000457763672
2022-07-25,12.1899995803833
2022-07-26,11.859999656677246
2022-07-27,12.119999885559082
2022-07-28,14.470000267028809
2022-07-29,16.469999313354492
2022-08-01,15.619999885559082
2022-08-02,17.1299991607666
2022-08-03,16.040000915527344
2022-08-04,18.780000686645508
2022-08-05,18.790000915527344
2022-08-08,21.3799991607666
2022-08-09,22.43000030517578
2022-08-10,24.530000686645508
2022-08-11,23.93000030517578
2022-08-12,24.549999237060547
2022-08-15,22.399999618530273
2022-08-16,20.1299991607666
2022-08-17,19.290000915527344
2022-08-18,20.06999969482422
2022-08-19,18.059999465942383
2022-08-22,17.420000076293945
2022-08-23,18.010000228881836
2022-08-24,19.65999984741211
2022-08-25,19.8700008392334
2022-08-26,19.530000686645508
2022-08-29,18.25
2022-08-30,17.8700008392334
2022-08-31,18.59000015258789
2022-09-01,17.850000381469727
2022-09-02,17.600000381469727
2022-09-06,17.270000457763672
2022-09-07,19.110000610351562
2022-09-08,18.850000381469727
2022-09-09,16.309999465942383
2022-09-12,16.459999084472656
2022-09-13,15.59000015258789
2022-09-14,15.84000015258789
2022-09-15,14.989999771118164
2022-09-16,14.65999984741211
2022-09-19,14.220000267028809
2022-09-20,13.779999732971191
2022-09-21,14.239999771118164
2022-09-22,13.279999732971191
2022-09-23,12.430000305175781
2022-09-26,12.119999885559082
2022-09-27,12.300000190734863
2022-09-28,12.369999885559082
2022-09-29,11.600000381469727
2022-09-30,11.279999732971191
2022-10-03,11.90999984741211
