Date,SINT
2023-02-10,544.0
2023-02-13,576.0
2023-02-14,508.0
2023-02-15,520.0
2023-02-16,518.0
2023-02-17,486.0
2023-02-21,472.0
2023-02-22,494.0
2023-02-23,470.0
2023-02-24,442.0
2023-02-27,472.0
2023-02-28,560.0
2023-03-01,530.0
2023-03-02,550.0
2023-03-03,536.0
2023-03-06,522.0
2023-03-07,548.0
2023-03-08,666.0
2023-03-09,618.0
2023-03-10,506.0
2023-03-13,457.0
2023-03-14,542.0
2023-03-15,488.0
2023-03-16,490.0
2023-03-17,454.0
2023-03-20,446.0
2023-03-21,442.0
2023-03-22,442.0
2023-03-23,446.0
2023-03-24,456.0
2023-03-27,476.0
2023-03-28,454.0
2023-03-29,466.0
2023-03-30,404.0
2023-03-31,410.0
2023-04-03,380.0
2023-04-04,366.0
2023-04-05,332.0
2023-04-06,316.0
2023-04-10,324.0
2023-04-11,318.0
2023-04-12,316.0
2023-04-13,332.0
2023-04-14,350.0
2023-04-17,380.0
2023-04-18,400.0
2023-04-19,418.0
2023-04-20,354.0
2023-04-21,362.0
2023-04-24,328.0
2023-04-25,324.0
2023-04-26,316.0
2023-04-27,325.0
2023-04-28,320.0
2023-05-01,304.0
2023-05-02,308.0
2023-05-03,292.0
2023-05-04,276.0
2023-05-05,288.0
2023-05-08,294.0
2023-05-09,294.0
2023-05-10,288.0
2023-05-11,274.0
2023-05-12,286.0
2023-05-15,300.0
2023-05-16,296.0
2023-05-17,302.0
2023-05-18,294.0
2023-05-19,300.0
2023-05-22,298.0
2023-05-23,276.0
2023-05-24,270.0
2023-05-25,278.0
2023-05-26,276.0
2023-05-30,286.0
2023-05-31,294.0
2023-06-01,298.0
2023-06-02,290.0
2023-06-05,280.0
2023-06-06,278.0
2023-06-07,308.0
2023-06-08,326.0
2023-06-09,324.0
2023-06-12,320.0
2023-06-13,328.0
2023-06-14,304.0
2023-06-15,310.0
2023-06-16,286.0
2023-06-20,302.0
2023-06-21,280.0
2023-06-22,286.0
2023-06-23,274.0
2023-06-26,252.0
2023-06-27,246.0
2023-06-28,252.0
2023-06-29,250.0
2023-06-30,246.0
2023-07-03,258.0
2023-07-05,248.0
2023-07-06,248.0
2023-07-07,268.0
2023-07-10,280.0
2023-07-11,280.0
2023-07-12,278.0
2023-07-13,286.0
2023-07-14,290.0
2023-07-17,292.0
2023-07-18,278.0
2023-07-19,280.0
2023-07-20,334.0
2023-07-21,336.0
2023-07-24,338.0
2023-07-25,322.0
2023-07-26,310.0
2023-07-27,304.0
2023-07-28,314.0
2023-07-31,306.0
2023-08-01,296.0
2023-08-02,264.0
2023-08-03,270.0
2023-08-04,272.0
2023-08-07,260.0
2023-08-08,256.0
2023-08-09,238.0
2023-08-10,240.0
2023-08-11,242.0
2023-08-14,250.0
2023-08-15,250.0
2023-08-16,238.0
2023-08-17,216.0
2023-08-18,190.0
2023-08-21,195.8000030517578
2023-08-22,196.0
2023-08-23,192.39999389648438
2023-08-24,184.0
2023-08-25,178.39999389648438
2023-08-28,178.0
2023-08-29,183.8000030517578
2023-08-30,195.0
2023-08-31,188.0
2023-09-01,192.0
2023-09-05,186.0
2023-09-06,190.39999389648438
2023-09-07,205.39999389648438
2023-09-08,196.0
2023-09-11,198.1999969482422
2023-09-12,198.1999969482422
2023-09-13,196.0
2023-09-14,189.0
2023-09-15,195.8000030517578
2023-09-18,192.0
2023-09-19,182.0
2023-09-20,176.0
2023-09-21,168.0
2023-09-22,165.0
2023-09-25,162.0
2023-09-26,160.0
2023-09-27,158.60000610351562
2023-09-28,156.39999389648438
2023-09-29,162.0
2023-10-02,161.8000030517578
2023-10-03,152.0
2023-10-04,152.0
2023-10-05,150.0
2023-10-06,152.0
2023-10-09,148.1999969482422
2023-10-10,163.39999389648438
2023-10-11,160.39999389648438
2023-10-12,156.39999389648438
2023-10-13,150.8000030517578
2023-10-16,146.0
2023-10-17,132.1999969482422
2023-10-18,123.5999984741211
2023-10-19,112.4000015258789
2023-10-20,116.19999694824219
2023-10-23,106.5999984741211
2023-10-24,88.4000015258789
2023-10-25,86.4000015258789
2023-10-26,86.0
2023-10-27,86.4000015258789
2023-10-30,88.0
2023-10-31,92.5999984741211
2023-11-01,90.0
2023-11-02,83.80000305175781
2023-11-03,83.4000015258789
2023-11-06,80.0
2023-11-07,73.19999694824219
2023-11-08,73.19999694824219
2023-11-09,78.0
2023-11-10,81.5999984741211
2023-11-13,99.0
2023-11-14,92.5999984741211
2023-11-15,83.4000015258789
2023-11-16,85.19999694824219
2023-11-17,87.0
2023-11-20,85.0
2023-11-21,77.5999984741211
2023-11-22,75.19999694824219
2023-11-24,82.0
2023-11-27,78.0
2023-11-28,79.0
2023-11-29,72.0
2023-11-30,70.0
2023-12-01,75.5999984741211
2023-12-04,77.0
2023-12-05,75.5999984741211
2023-12-06,84.0
2023-12-07,79.5999984741211
2023-12-08,84.5999984741211
2023-12-11,81.4000015258789
2023-12-12,78.4000015258789
2023-12-13,77.5999984741211
2023-12-14,79.0
2023-12-15,78.0
2023-12-18,70.0
2023-12-19,85.0
2023-12-20,74.19999694824219
2023-12-21,73.0
2023-12-22,94.0
2023-12-26,95.0
2023-12-27,81.4000015258789
2023-12-28,78.5999984741211
2023-12-29,76.19999694824219
2024-01-02,77.4000015258789
2024-01-03,79.19999694824219
2024-01-04,81.80000305175781
2024-01-05,81.4000015258789
2024-01-08,78.4000015258789
2024-01-09,77.0
2024-01-10,78.4000015258789
2024-01-11,76.19999694824219
2024-01-12,71.80000305175781
2024-01-16,66.0
2024-01-17,59.79999923706055
2024-01-18,59.599998474121094
2024-01-19,59.20000076293945
2024-01-22,62.0
2024-01-23,62.599998474121094
2024-01-24,62.599998474121094
2024-01-25,57.79999923706055
2024-01-26,60.0
2024-01-29,54.400001525878906
2024-01-30,47.0
2024-01-31,30.799999237060547
2024-02-01,30.0
2024-02-02,31.0
2024-02-05,29.799999237060547
2024-02-06,28.399999618530273
2024-02-07,27.399999618530273
2024-02-08,32.0
2024-02-09,29.200000762939453
2024-02-12,30.0
2024-02-13,29.0
2024-02-14,26.799999237060547
2024-02-15,29.200000762939453
2024-02-16,29.0
2024-02-20,29.600000381469727
2024-02-21,30.0
2024-02-22,28.0
2024-02-23,28.200000762939453
2024-02-26,27.399999618530273
2024-02-27,28.600000381469727
2024-02-28,27.399999618530273
2024-02-29,27.600000381469727
2024-03-01,27.799999237060547
2024-03-04,27.200000762939453
2024-03-05,26.200000762939453
2024-03-06,26.0
2024-03-07,26.399999618530273
2024-03-08,26.399999618530273
2024-03-11,25.600000381469727
2024-03-12,25.200000762939453
2024-03-13,25.600000381469727
2024-03-14,25.399999618530273
2024-03-15,25.0
2024-03-18,25.399999618530273
2024-03-19,26.0
2024-03-20,28.200000762939453
2024-03-21,27.200000762939453
2024-03-22,18.600000381469727
2024-03-25,10.0
2024-03-26,9.800000190734863
2024-03-27,10.199999809265137
2024-03-28,10.0
2024-04-01,7.800000190734863
2024-04-02,8.199999809265137
2024-04-03,4.599999904632568
2024-04-04,5.0
2024-04-05,5.0
2024-04-08,5.0
2024-04-09,5.199999809265137
2024-04-10,5.0
2024-04-11,5.0
2024-04-12,4.800000190734863
2024-04-15,4.400000095367432
2024-04-16,4.599999904632568
2024-04-17,7.400000095367432
2024-04-18,8.0
2024-04-19,8.399999618530273
2024-04-22,7.599999904632568
2024-04-23,7.199999809265137
2024-04-24,7.800000190734863
2024-04-25,7.400000095367432
2024-04-26,8.0
2024-04-29,11.0
2024-04-30,9.0
2024-05-01,9.399999618530273
2024-05-02,9.399999618530273
2024-05-03,9.399999618530273
2024-05-06,8.399999618530273
2024-05-07,9.0
2024-05-08,8.800000190734863
2024-05-09,8.800000190734863
2024-05-10,8.0
2024-05-13,7.800000190734863
2024-05-14,11.0
2024-05-15,25.600000381469727
2024-05-16,28.0
2024-05-17,17.0
2024-05-20,22.600000381469727
2024-05-21,18.200000762939453
2024-05-22,18.600000381469727
2024-05-23,16.0
2024-05-24,13.600000381469727
2024-05-28,9.279999732971191
2024-05-29,7.820000171661377
2024-05-30,7.71999979019165
2024-05-31,7.25
2024-06-03,6.510000228881836
2024-06-04,7.019999980926514
2024-06-05,6.619999885559082
2024-06-06,5.869999885559082
2024-06-07,5.150000095367432
2024-06-10,4.550000190734863
2024-06-11,4.599999904632568
2024-06-12,4.760000228881836
2024-06-13,4.730000019073486
2024-06-14,4.829999923706055
2024-06-17,6.059999942779541
2024-06-18,5.760000228881836
2024-06-20,5.420000076293945
2024-06-21,5.650000095367432
2024-06-24,5.380000114440918
2024-06-25,5.260000228881836
2024-06-26,5.269999980926514
2024-06-27,5.159999847412109
2024-06-28,4.800000190734863
2024-07-01,4.550000190734863
2024-07-02,4.5
2024-07-03,4.650000095367432
2024-07-05,4.5
2024-07-08,4.53000020980835
2024-07-09,4.78000020980835
2024-07-10,4.980000019073486
2024-07-11,5.489999771118164
2024-07-12,5.170000076293945
2024-07-15,5.329999923706055
2024-07-16,5.369999885559082
2024-07-17,5.170000076293945
2024-07-18,5.110000133514404
2024-07-19,5.099999904632568
2024-07-22,4.980000019073486
2024-07-23,5.110000133514404
2024-07-24,5.079999923706055
2024-07-25,4.96999979019165
2024-07-26,5.269999980926514
2024-07-29,4.980000019073486
2024-07-30,5.070000171661377
2024-07-31,5.090000152587891
2024-08-01,4.829999923706055
2024-08-02,4.610000133514404
2024-08-05,4.53000020980835
2024-08-06,4.610000133514404
2024-08-07,4.489999771118164
2024-08-08,4.559999942779541
2024-08-09,4.400000095367432
2024-08-12,4.289999961853027
2024-08-13,4.300000190734863
2024-08-14,4.210000038146973
2024-08-15,4.230000019073486
2024-08-16,4.449999809265137
2024-08-19,4.75
2024-08-20,4.300000190734863
2024-08-21,4.739999771118164
2024-08-22,4.289999961853027
2024-08-23,4.309999942779541
2024-08-26,4.230000019073486
2024-08-27,4.245999813079834
2024-08-28,3.4200000762939453
2024-08-29,3.430000066757202
2024-08-30,3.490000009536743
2024-09-03,3.4100000858306885
2024-09-04,2.990000009536743
2024-09-05,2.9600000381469727
2024-09-06,2.819999933242798
2024-09-09,4.360000133514404
2024-09-10,3.680000066757202
2024-09-11,3.2899999618530273
2024-09-12,3.4700000286102295
2024-09-13,4.070000171661377
2024-09-16,3.6500000953674316
2024-09-17,3.75
2024-09-18,3.549999952316284
2024-09-19,3.640000104904175
2024-09-20,3.4600000381469727
2024-09-23,3.559999942779541
2024-09-24,3.390000104904175
2024-09-25,3.319999933242798
2024-09-26,3.4600000381469727
2024-09-27,3.430000066757202
2024-09-30,3.259999990463257
2024-10-01,3.140000104904175
2024-10-02,3.200000047683716
2024-10-03,3.2200000286102295
2024-10-04,3.2300000190734863
2024-10-07,3.1500000953674316
2024-10-08,3.140000104904175
2024-10-09,2.7699999809265137
2024-10-10,3.0999999046325684
2024-10-11,3.180000066757202
2024-10-14,3.109999895095825
2024-10-15,2.890000104904175
2024-10-16,2.9700000286102295
2024-10-17,2.9100000858306885
2024-10-18,3.25
2024-10-21,3.2699999809265137
2024-10-22,3.2200000286102295
2024-10-23,3.359999895095825
2024-10-24,3.180000066757202
2024-10-25,3.2100000381469727
2024-10-28,3.259999990463257
2024-10-29,3.2100000381469727
2024-10-30,3.119999885559082
2024-10-31,3.140000104904175
2024-11-01,3.119999885559082
2024-11-04,2.930000066757202
2024-11-05,2.9000000953674316
2024-11-06,2.8299999237060547
2024-11-07,2.8949999809265137
2024-11-08,2.890000104904175
2024-11-11,2.690000057220459
2024-11-12,2.369999885559082
2024-11-13,2.1700000762939453
2024-11-14,2.190000057220459
2024-11-15,2.0399999618530273
2024-11-18,3.180000066757202
2024-11-19,3.25
2024-11-20,3.7200000286102295
2024-11-21,4.300000190734863
