Date,APPS
2023-08-10,9.5
2023-08-11,9.199999809265137
2023-08-14,9.149999618530273
2023-08-15,9.010000228881836
2023-08-16,9.020000457763672
2023-08-17,9.149999618530273
2023-08-18,9.0600004196167
2023-08-21,8.920000076293945
2023-08-22,8.920000076293945
2023-08-23,9.029999732971191
2023-08-24,8.720000267028809
2023-08-25,8.760000228881836
2023-08-28,8.920000076293945
2023-08-29,9.09000015258789
2023-08-30,9.010000228881836
2023-08-31,8.90999984741211
2023-09-01,8.84000015258789
2023-09-05,8.430000305175781
2023-09-06,8.300000190734863
2023-09-07,7.909999847412109
2023-09-08,7.429999828338623
2023-09-11,7.210000038146973
2023-09-12,7.150000095367432
2023-09-13,6.940000057220459
2023-09-14,6.840000152587891
2023-09-15,6.889999866485596
2023-09-18,6.659999847412109
2023-09-19,6.710000038146973
2023-09-20,6.570000171661377
2023-09-21,6.28000020980835
2023-09-22,6.159999847412109
2023-09-25,6.199999809265137
2023-09-26,5.929999828338623
2023-09-27,5.980000019073486
2023-09-28,6.079999923706055
2023-09-29,6.050000190734863
2023-10-02,6.010000228881836
2023-10-03,5.809999942779541
2023-10-04,5.699999809265137
2023-10-05,5.460000038146973
2023-10-06,5.510000228881836
2023-10-09,5.559999942779541
2023-10-10,5.860000133514404
2023-10-11,5.909999847412109
2023-10-12,5.559999942779541
2023-10-13,5.349999904632568
2023-10-16,5.510000228881836
2023-10-17,5.679999828338623
2023-10-18,5.46999979019165
2023-10-19,5.380000114440918
2023-10-20,5.150000095367432
2023-10-23,4.860000133514404
2023-10-24,5.090000152587891
2023-10-25,4.769999980926514
2023-10-26,4.820000171661377
2023-10-27,4.75
2023-10-30,4.670000076293945
2023-10-31,4.739999771118164
2023-11-01,4.440000057220459
2023-11-02,4.829999923706055
2023-11-03,5.260000228881836
2023-11-06,5.010000228881836
2023-11-07,5.130000114440918
2023-11-08,5.099999904632568
2023-11-09,4.829999923706055
2023-11-10,4.75
2023-11-13,4.699999809265137
2023-11-14,5.170000076293945
2023-11-15,5.269999980926514
2023-11-16,5.179999828338623
2023-11-17,5.309999942779541
2023-11-20,5.300000190734863
2023-11-21,5.010000228881836
2023-11-22,5.059999942779541
2023-11-24,5.010000228881836
2023-11-27,4.920000076293945
2023-11-28,4.809999942779541
2023-11-29,4.889999866485596
2023-11-30,4.650000095367432
2023-12-01,5.070000171661377
2023-12-04,5.769999980926514
2023-12-05,5.760000228881836
2023-12-06,5.96999979019165
2023-12-07,5.809999942779541
2023-12-08,6.159999847412109
2023-12-11,6.099999904632568
2023-12-12,6.46999979019165
2023-12-13,6.789999961853027
2023-12-14,6.809999942779541
2023-12-15,6.590000152587891
2023-12-18,6.820000171661377
2023-12-19,7.059999942779541
2023-12-20,6.639999866485596
2023-12-21,6.889999866485596
2023-12-22,6.829999923706055
2023-12-26,6.96999979019165
2023-12-27,6.989999771118164
2023-12-28,7.050000190734863
2023-12-29,6.860000133514404
2024-01-02,6.940000057220459
2024-01-03,6.320000171661377
2024-01-04,6.380000114440918
2024-01-05,6.28000020980835
2024-01-08,6.360000133514404
2024-01-09,6.03000020980835
2024-01-10,6.070000171661377
2024-01-11,5.869999885559082
2024-01-12,5.880000114440918
2024-01-16,5.460000038146973
2024-01-17,5.230000019073486
2024-01-18,5.340000152587891
2024-01-19,5.349999904632568
2024-01-22,5.610000133514404
2024-01-23,5.739999771118164
2024-01-24,5.710000038146973
2024-01-25,5.789999961853027
2024-01-26,5.71999979019165
2024-01-29,6.010000228881836
2024-01-30,5.699999809265137
2024-01-31,5.389999866485596
2024-02-01,5.449999809265137
2024-02-02,5.349999904632568
2024-02-05,5.119999885559082
2024-02-06,5.28000020980835
2024-02-07,5.039999961853027
2024-02-08,3.809999942779541
2024-02-09,3.9100000858306885
2024-02-12,3.8499999046325684
2024-02-13,3.509999990463257
2024-02-14,3.5799999237060547
2024-02-15,3.5299999713897705
2024-02-16,3.4800000190734863
2024-02-20,3.569999933242798
2024-02-21,3.430000066757202
2024-02-22,3.1600000858306885
2024-02-23,3.0799999237060547
2024-02-26,3.0999999046325684
2024-02-27,3.359999895095825
2024-02-28,3.1600000858306885
2024-02-29,3.1700000762939453
2024-03-01,3.2100000381469727
2024-03-04,3.190000057220459
2024-03-05,3.0299999713897705
2024-03-06,3.049999952316284
2024-03-07,3.069999933242798
2024-03-08,3.0999999046325684
2024-03-11,3.109999895095825
2024-03-12,3.0
2024-03-13,2.9800000190734863
2024-03-14,2.799999952316284
2024-03-15,2.9600000381469727
2024-03-18,2.819999933242798
2024-03-19,2.819999933242798
2024-03-20,2.8499999046325684
2024-03-21,2.7799999713897705
2024-03-22,2.559999942779541
2024-03-25,2.569999933242798
2024-03-26,2.4700000286102295
2024-03-27,2.609999895095825
2024-03-28,2.619999885559082
2024-04-01,2.4200000762939453
2024-04-02,2.359999895095825
2024-04-03,2.299999952316284
2024-04-04,2.25
2024-04-05,2.1700000762939453
2024-04-08,2.1500000953674316
2024-04-09,2.1700000762939453
2024-04-10,2.049999952316284
2024-04-11,2.0399999618530273
2024-04-12,1.8700000047683716
2024-04-15,1.8700000047683716
2024-04-16,1.7899999618530273
2024-04-17,1.8600000143051147
2024-04-18,1.909999966621399
2024-04-19,1.850000023841858
2024-04-22,1.8600000143051147
2024-04-23,1.940000057220459
2024-04-24,1.9199999570846558
2024-04-25,1.8200000524520874
2024-04-26,1.8200000524520874
2024-04-29,1.9600000381469727
2024-04-30,1.909999966621399
2024-05-01,1.940000057220459
2024-05-02,2.0199999809265137
2024-05-03,2.059999942779541
2024-05-06,2.0899999141693115
2024-05-07,2.1600000858306885
2024-05-08,2.130000114440918
2024-05-09,2.240000009536743
2024-05-10,2.1500000953674316
2024-05-13,2.3299999237060547
2024-05-14,2.359999895095825
2024-05-15,2.559999942779541
2024-05-16,2.5899999141693115
2024-05-17,2.490000009536743
2024-05-20,2.369999885559082
2024-05-21,2.3399999141693115
2024-05-22,2.3399999141693115
2024-05-23,2.190000057220459
2024-05-24,2.140000104904175
2024-05-28,2.240000009536743
2024-05-29,1.8600000143051147
2024-05-30,1.940000057220459
2024-05-31,1.8899999856948853
2024-06-03,1.75
2024-06-04,1.6100000143051147
2024-06-05,1.7000000476837158
2024-06-06,1.649999976158142
2024-06-07,1.600000023841858
2024-06-10,1.5099999904632568
2024-06-11,1.5800000429153442
2024-06-12,1.6100000143051147
2024-06-13,1.5399999618530273
2024-06-14,1.4700000286102295
2024-06-17,1.5199999809265137
2024-06-18,1.440000057220459
2024-06-20,1.409999966621399
2024-06-21,1.4600000381469727
2024-06-24,1.5099999904632568
2024-06-25,1.4299999475479126
2024-06-26,1.4199999570846558
2024-06-27,1.4900000095367432
2024-06-28,1.659999966621399
2024-07-01,1.690000057220459
2024-07-02,1.6799999475479126
2024-07-03,1.6699999570846558
2024-07-05,1.690000057220459
2024-07-08,1.75
2024-07-09,1.7799999713897705
2024-07-10,1.6699999570846558
2024-07-11,2.0
2024-07-12,2.130000114440918
2024-07-15,2.069999933242798
2024-07-16,2.4700000286102295
2024-07-17,2.390000104904175
2024-07-18,2.2200000286102295
2024-07-19,2.1700000762939453
2024-07-22,2.25
2024-07-23,2.359999895095825
2024-07-24,2.180000066757202
2024-07-25,2.319999933242798
2024-07-26,2.369999885559082
2024-07-29,2.369999885559082
2024-07-30,2.309999942779541
2024-07-31,2.380000114440918
2024-08-01,2.2100000381469727
2024-08-02,1.9800000190734863
2024-08-05,1.840000033378601
2024-08-06,1.7799999713897705
2024-08-07,1.7799999713897705
2024-08-08,2.880000114440918
2024-08-09,3.119999885559082
2024-08-12,2.809999942779541
2024-08-13,3.25
2024-08-14,3.240000009536743
2024-08-15,3.4000000953674316
2024-08-16,3.6500000953674316
2024-08-19,4.179999828338623
2024-08-20,4.059999942779541
2024-08-21,3.9600000381469727
2024-08-22,3.609999895095825
2024-08-23,3.9800000190734863
2024-08-26,3.7100000381469727
2024-08-27,3.6500000953674316
2024-08-28,3.490000009536743
2024-08-29,3.4600000381469727
2024-08-30,3.2200000286102295
2024-09-03,3.0399999618530273
2024-09-04,2.799999952316284
2024-09-05,2.940000057220459
2024-09-06,2.8399999141693115
2024-09-09,2.880000114440918
2024-09-10,2.7200000286102295
2024-09-11,2.759999990463257
2024-09-12,2.75
2024-09-13,2.940000057220459
2024-09-16,2.9200000762939453
2024-09-17,2.869999885559082
2024-09-18,2.9100000858306885
2024-09-19,2.9000000953674316
2024-09-20,2.7899999618530273
2024-09-23,2.6700000762939453
2024-09-24,2.759999990463257
2024-09-25,2.680000066757202
2024-09-26,3.0
2024-09-27,3.140000104904175
2024-09-30,3.069999933242798
2024-10-01,2.809999942779541
2024-10-02,2.7699999809265137
2024-10-03,2.690000057220459
2024-10-04,2.7699999809265137
2024-10-07,3.049999952316284
2024-10-08,3.0299999713897705
2024-10-09,3.130000114440918
2024-10-10,2.9600000381469727
2024-10-11,3.490000009536743
2024-10-14,3.509999990463257
2024-10-15,3.4800000190734863
2024-10-16,3.4600000381469727
2024-10-17,3.240000009536743
2024-10-18,3.309999942779541
2024-10-21,3.1700000762939453
2024-10-22,3.2899999618530273
2024-10-23,3.059999942779541
2024-10-24,3.069999933242798
2024-10-25,3.0799999237060547
2024-10-28,3.5
2024-10-29,3.700000047683716
2024-10-30,3.5299999713897705
2024-10-31,3.200000047683716
2024-11-01,3.1600000858306885
2024-11-04,3.109999895095825
2024-11-05,3.25
2024-11-06,3.240000009536743
2024-11-07,1.7899999618530273
2024-11-08,1.4600000381469727
2024-11-11,1.399999976158142
2024-11-12,1.3600000143051147
2024-11-13,1.4900000095367432
2024-11-14,1.399999976158142
2024-11-15,1.309999942779541
2024-11-18,1.25
2024-11-19,1.2100000381469727
2024-11-20,1.4299999475479126
2024-11-21,1.4700000286102295
