Date,NCL
2023-10-19,4.599999904632568
2023-10-20,6.0
2023-10-23,6.389999866485596
2023-10-24,6.550000190734863
2023-10-25,7.039999961853027
2023-10-26,8.119999885559082
2023-10-27,9.119999885559082
2023-10-30,10.0
2023-10-31,10.640000343322754
2023-11-01,12.170000076293945
2023-11-02,14.609999656677246
2023-11-03,16.520000457763672
2023-11-06,19.790000915527344
2023-11-07,5.78000020980835
2023-11-08,4.840000152587891
2023-11-09,4.860000133514404
2023-11-10,4.840000152587891
2023-11-13,4.949999809265137
2023-11-14,5.75
2023-11-15,5.989999771118164
2023-11-16,8.899999618530273
2023-11-17,10.84000015258789
2023-11-20,9.699999809265137
2023-11-21,7.820000171661377
2023-11-22,8.520000457763672
2023-11-24,9.579999923706055
2023-11-27,10.069999694824219
2023-11-28,10.109999656677246
2023-11-29,9.0
2023-11-30,9.0600004196167
2023-12-01,9.196999549865723
2023-12-04,11.1899995803833
2023-12-05,9.199999809265137
2023-12-06,10.149999618530273
2023-12-07,10.680000305175781
2023-12-08,11.289999961853027
2023-12-11,11.050000190734863
2023-12-12,10.8100004196167
2023-12-13,11.9399995803833
2023-12-14,11.199999809265137
2023-12-15,15.920000076293945
2023-12-18,15.600000381469727
2023-12-19,1.7999999523162842
2023-12-20,1.649999976158142
2023-12-21,1.850000023841858
2023-12-22,2.0399999618530273
2023-12-26,1.7999999523162842
2023-12-27,1.600000023841858
2023-12-28,1.5199999809265137
2023-12-29,1.4900000095367432
2024-01-02,1.2610000371932983
2024-01-03,1.1100000143051147
2024-01-04,1.1150000095367432
2024-01-05,1.1100000143051147
2024-01-08,1.0399999618530273
2024-01-09,1.0099999904632568
2024-01-10,1.0199999809265137
2024-01-11,1.1299999952316284
2024-01-12,1.2100000381469727
2024-01-16,1.0700000524520874
2024-01-17,1.1399999856948853
2024-01-18,1.0800000429153442
2024-01-19,1.3600000143051147
2024-01-22,1.399999976158142
2024-01-23,1.5800000429153442
2024-01-24,1.2899999618530273
2024-01-25,1.1699999570846558
2024-01-26,1.1399999856948853
2024-01-29,1.0700000524520874
2024-01-30,1.0199999809265137
2024-01-31,1.0299999713897705
2024-02-01,0.9769999980926514
2024-02-02,0.9120000004768372
2024-02-05,0.7269999980926514
2024-02-06,0.7699999809265137
2024-02-07,0.7379999756813049
2024-02-08,0.7699999809265137
2024-02-09,0.800000011920929
2024-02-12,0.7990000247955322
2024-02-13,0.7699999809265137
2024-02-14,0.7400000095367432
2024-02-15,0.7450000047683716
2024-02-16,0.7509999871253967
2024-02-20,0.7599999904632568
2024-02-21,0.75
2024-02-22,0.7400000095367432
2024-02-23,0.7200000286102295
2024-02-26,0.699999988079071
2024-02-27,0.6800000071525574
2024-02-28,0.7350000143051147
2024-02-29,0.7440000176429749
2024-03-01,0.800000011920929
2024-03-04,0.796999990940094
2024-03-05,0.6970000267028809
2024-03-06,0.7200000286102295
2024-03-07,0.753000020980835
2024-03-08,0.7080000042915344
2024-03-11,0.7450000047683716
2024-03-12,0.7200000286102295
2024-03-13,0.7080000042915344
2024-03-14,0.6899999976158142
2024-03-15,0.6949999928474426
2024-03-18,0.7099999785423279
2024-03-19,0.699999988079071
2024-03-20,0.6980000138282776
2024-03-21,0.6949999928474426
2024-03-22,0.6899999976158142
2024-03-25,0.699999988079071
2024-03-26,0.6840000152587891
2024-03-27,0.6499999761581421
2024-03-28,0.6389999985694885
2024-04-01,0.6230000257492065
2024-04-02,0.625
2024-04-03,0.5820000171661377
2024-04-04,0.5730000138282776
2024-04-05,0.5400000214576721
2024-04-08,0.503000020980835
2024-04-09,0.5099999904632568
2024-04-10,0.5249999761581421
2024-04-11,0.503000020980835
2024-04-12,0.5
2024-04-15,0.4779999852180481
2024-04-16,0.49399998784065247
2024-04-17,0.4699999988079071
2024-04-18,0.4950000047683716
2024-04-19,0.4950000047683716
2024-04-22,0.5
2024-04-23,0.5600000023841858
2024-04-24,0.5289999842643738
2024-04-25,0.4650000035762787
2024-04-26,0.4699999988079071
2024-04-29,0.4650000035762787
2024-04-30,0.44999998807907104
2024-05-01,0.44999998807907104
2024-05-02,0.4189999997615814
2024-05-03,0.41499999165534973
2024-05-06,0.4099999964237213
2024-05-07,0.4320000112056732
2024-05-08,0.4350000023841858
2024-05-09,0.4009999930858612
2024-05-10,0.4269999861717224
2024-05-13,0.4300000071525574
2024-05-14,0.41999998688697815
2024-05-15,0.41499999165534973
2024-05-16,0.40400001406669617
2024-05-17,0.4169999957084656
2024-05-20,0.4180000126361847
2024-05-21,0.4099999964237213
2024-05-22,0.39800000190734863
2024-05-23,0.3880000114440918
2024-05-24,0.37599998712539673
2024-05-28,0.3709999918937683
2024-05-29,0.4000000059604645
2024-05-30,0.39100000262260437
2024-05-31,0.3720000088214874
2024-06-03,0.38499999046325684
2024-06-04,0.39800000190734863
2024-06-05,0.3959999978542328
2024-06-06,0.39100000262260437
2024-06-07,0.3700000047683716
2024-06-10,0.41100001335144043
2024-06-11,0.25200000405311584
2024-06-12,0.2630000114440918
2024-06-13,0.257999986410141
