Date,WOOF
2022-02-28,17.520000457763672
2022-03-01,17.899999618530273
2022-03-02,18.149999618530273
2022-03-03,18.020000457763672
2022-03-04,18.239999771118164
2022-03-07,17.690000534057617
2022-03-08,19.110000610351562
2022-03-09,19.1200008392334
2022-03-10,18.8799991607666
2022-03-11,18.43000030517578
2022-03-14,18.3700008392334
2022-03-15,18.8799991607666
2022-03-16,19.299999237060547
2022-03-17,19.770000457763672
2022-03-18,19.59000015258789
2022-03-21,19.389999389648438
2022-03-22,19.709999084472656
2022-03-23,19.450000762939453
2022-03-24,19.809999465942383
2022-03-25,19.739999771118164
2022-03-28,19.540000915527344
2022-03-29,20.5
2022-03-30,19.729999542236328
2022-03-31,19.56999969482422
2022-04-01,20.079999923706055
2022-04-04,20.34000015258789
2022-04-05,20.110000610351562
2022-04-06,19.989999771118164
2022-04-07,20.149999618530273
2022-04-08,20.860000610351562
2022-04-11,20.670000076293945
2022-04-12,20.639999389648438
2022-04-13,21.399999618530273
2022-04-14,21.84000015258789
2022-04-18,21.719999313354492
2022-04-19,22.399999618530273
2022-04-20,22.09000015258789
2022-04-21,21.450000762939453
2022-04-22,21.389999389648438
2022-04-25,22.100000381469727
2022-04-26,21.059999465942383
2022-04-27,20.540000915527344
2022-04-28,20.68000030517578
2022-04-29,19.260000228881836
2022-05-02,19.049999237060547
2022-05-03,19.940000534057617
2022-05-04,20.3700008392334
2022-05-05,20.290000915527344
2022-05-06,20.290000915527344
2022-05-09,19.360000610351562
2022-05-10,18.8799991607666
2022-05-11,17.899999618530273
2022-05-12,18.229999542236328
2022-05-13,18.639999389648438
2022-05-16,18.360000610351562
2022-05-17,19.219999313354492
2022-05-18,16.3700008392334
2022-05-19,16.770000457763672
2022-05-20,15.109999656677246
2022-05-23,14.600000381469727
2022-05-24,15.140000343322754
2022-05-25,15.34000015258789
2022-05-26,16.010000228881836
2022-05-27,16.459999084472656
2022-05-31,15.960000038146973
2022-06-01,15.630000114440918
2022-06-02,16.1200008392334
2022-06-03,16.079999923706055
2022-06-06,16.219999313354492
2022-06-07,16.299999237060547
2022-06-08,16.079999923706055
2022-06-09,16.09000015258789
2022-06-10,15.6899995803833
2022-06-13,15.619999885559082
2022-06-14,15.6899995803833
2022-06-15,16.260000228881836
2022-06-16,15.550000190734863
2022-06-17,16.0
2022-06-21,16.049999237060547
2022-06-22,15.819999694824219
2022-06-23,16.399999618530273
2022-06-24,17.06999969482422
2022-06-27,16.489999771118164
2022-06-28,15.619999885559082
2022-06-29,15.130000114440918
2022-06-30,14.739999771118164
2022-07-01,15.109999656677246
2022-07-05,15.8100004196167
2022-07-06,15.729999542236328
2022-07-07,15.90999984741211
2022-07-08,16.010000228881836
2022-07-11,15.369999885559082
2022-07-12,15.0600004196167
2022-07-13,14.600000381469727
2022-07-14,14.15999984741211
2022-07-15,13.90999984741211
2022-07-18,14.210000038146973
2022-07-19,14.5600004196167
2022-07-20,14.699999809265137
2022-07-21,14.75
2022-07-22,14.729999542236328
2022-07-25,14.34000015258789
2022-07-26,13.4399995803833
2022-07-27,13.649999618530273
2022-07-28,13.970000267028809
2022-07-29,13.920000076293945
2022-08-01,14.050000190734863
2022-08-02,13.869999885559082
2022-08-03,14.260000228881836
2022-08-04,14.170000076293945
