Date,GPRO
2022-02-28,8.600000381469727
2022-03-01,8.359999656677246
2022-03-02,8.720000267028809
2022-03-03,8.569999694824219
2022-03-04,8.229999542236328
2022-03-07,7.659999847412109
2022-03-08,7.71999979019165
2022-03-09,7.960000038146973
2022-03-10,7.909999847412109
2022-03-11,7.690000057220459
2022-03-14,7.440000057220459
2022-03-15,7.619999885559082
2022-03-16,7.929999828338623
2022-03-17,8.0
2022-03-18,8.140000343322754
2022-03-21,8.020000457763672
2022-03-22,8.260000228881836
2022-03-23,8.239999771118164
2022-03-24,8.40999984741211
2022-03-25,8.369999885559082
2022-03-28,8.449999809265137
2022-03-29,8.819999694824219
2022-03-30,8.649999618530273
2022-03-31,8.529999732971191
2022-04-01,8.539999961853027
2022-04-04,8.829999923706055
2022-04-05,8.5
2022-04-06,8.279999732971191
2022-04-07,8.319999694824219
2022-04-08,8.3100004196167
2022-04-11,8.359999656677246
2022-04-12,8.579999923706055
2022-04-13,8.850000381469727
2022-04-14,8.75
2022-04-18,8.829999923706055
2022-04-19,8.859999656677246
2022-04-20,9.0600004196167
2022-04-21,8.829999923706055
2022-04-22,8.59000015258789
2022-04-25,8.920000076293945
2022-04-26,8.680000305175781
2022-04-27,8.460000038146973
2022-04-28,8.619999885559082
2022-04-29,8.920000076293945
2022-05-02,8.84000015258789
2022-05-03,9.239999771118164
2022-05-04,9.390000343322754
2022-05-05,8.75
2022-05-06,7.150000095367432
2022-05-09,6.449999809265137
2022-05-10,6.489999771118164
2022-05-11,6.349999904632568
2022-05-12,6.670000076293945
2022-05-13,7.050000190734863
2022-05-16,6.889999866485596
2022-05-17,7.079999923706055
2022-05-18,6.789999961853027
2022-05-19,6.659999847412109
2022-05-20,6.630000114440918
2022-05-23,6.679999828338623
2022-05-24,6.28000020980835
2022-05-25,6.429999828338623
2022-05-26,6.679999828338623
2022-05-27,6.989999771118164
2022-05-31,6.909999847412109
2022-06-01,6.800000190734863
2022-06-02,6.980000019073486
2022-06-03,6.820000171661377
2022-06-06,6.789999961853027
2022-06-07,6.820000171661377
2022-06-08,6.670000076293945
2022-06-09,6.510000228881836
2022-06-10,6.349999904632568
2022-06-13,5.880000114440918
2022-06-14,5.739999771118164
2022-06-15,5.980000019073486
2022-06-16,5.760000228881836
2022-06-17,5.869999885559082
2022-06-21,5.960000038146973
2022-06-22,5.929999828338623
2022-06-23,6.059999942779541
2022-06-24,5.96999979019165
2022-06-27,5.96999979019165
2022-06-28,5.809999942779541
2022-06-29,5.599999904632568
2022-06-30,5.53000020980835
2022-07-01,5.559999942779541
2022-07-05,5.699999809265137
2022-07-06,5.550000190734863
2022-07-07,5.550000190734863
2022-07-08,5.559999942779541
2022-07-11,5.460000038146973
2022-07-12,5.46999979019165
2022-07-13,5.449999809265137
2022-07-14,5.260000228881836
2022-07-15,5.400000095367432
2022-07-18,5.590000152587891
2022-07-19,5.849999904632568
2022-07-20,5.960000038146973
2022-07-21,6.239999771118164
2022-07-22,6.03000020980835
2022-07-25,6.070000171661377
2022-07-26,5.880000114440918
2022-07-27,6.170000076293945
2022-07-28,6.309999942779541
2022-07-29,6.360000133514404
2022-08-01,6.449999809265137
2022-08-02,6.449999809265137
2022-08-03,6.739999771118164
2022-08-04,6.840000152587891
2022-08-05,6.559999942779541
2022-08-08,6.679999828338623
2022-08-09,6.579999923706055
2022-08-10,6.75
2022-08-11,6.710000038146973
2022-08-12,6.840000152587891
2022-08-15,6.829999923706055
2022-08-16,6.869999885559082
2022-08-17,6.760000228881836
2022-08-18,6.639999866485596
2022-08-19,6.409999847412109
2022-08-22,6.25
2022-08-23,6.289999961853027
2022-08-24,6.320000171661377
2022-08-25,6.380000114440918
2022-08-26,6.099999904632568
2022-08-29,6.130000114440918
2022-08-30,6.050000190734863
2022-08-31,6.090000152587891
2022-09-01,5.960000038146973
2022-09-02,5.900000095367432
2022-09-06,5.679999828338623
2022-09-07,5.800000190734863
2022-09-08,5.78000020980835
2022-09-09,5.929999828338623
2022-09-12,6.059999942779541
2022-09-13,5.710000038146973
2022-09-14,5.769999980926514
2022-09-15,5.730000019073486
2022-09-16,5.650000095367432
2022-09-19,5.599999904632568
2022-09-20,5.340000152587891
2022-09-21,5.28000020980835
2022-09-22,5.119999885559082
2022-09-23,5.03000020980835
2022-09-26,4.989999771118164
2022-09-27,4.949999809265137
2022-09-28,5.130000114440918
2022-09-29,4.989999771118164
2022-09-30,4.929999828338623
2022-10-03,5.090000152587891
2022-10-04,5.230000019073486
2022-10-05,5.159999847412109
2022-10-06,5.150000095367432
2022-10-07,5.010000228881836
2022-10-10,5.03000020980835
2022-10-11,4.960000038146973
2022-10-12,4.989999771118164
2022-10-13,5.150000095367432
2022-10-14,5.130000114440918
2022-10-17,5.210000038146973
2022-10-18,5.260000228881836
2022-10-19,5.119999885559082
2022-10-20,5.179999828338623
2022-10-21,5.389999866485596
2022-10-24,5.46999979019165
2022-10-25,5.489999771118164
2022-10-26,5.480000019073486
2022-10-27,5.400000095367432
2022-10-28,5.5
2022-10-31,5.449999809265137
2022-11-01,5.519999980926514
2022-11-02,5.21999979019165
2022-11-03,5.0
2022-11-04,4.909999847412109
2022-11-07,5.21999979019165
2022-11-08,5.28000020980835
