Date,CETX
2023-03-06,509.3999938964844
2023-03-07,549.5999755859375
2023-03-08,565.5
2023-03-09,484.79998779296875
2023-03-10,486.6000061035156
2023-03-13,509.3999938964844
2023-03-14,528.0
2023-03-15,478.20001220703125
2023-03-16,497.3999938964844
2023-03-17,478.20001220703125
2023-03-20,468.0
2023-03-21,526.7999877929688
2023-03-22,515.4000244140625
2023-03-23,596.4000244140625
2023-03-24,513.5999755859375
2023-03-27,465.6000061035156
2023-03-28,488.70001220703125
2023-03-29,503.3999938964844
2023-03-30,506.760009765625
2023-03-31,493.79998779296875
2023-04-03,500.3999938964844
2023-04-04,538.1400146484375
2023-04-05,520.7999877929688
2023-04-06,525.0
2023-04-10,525.0
2023-04-11,553.3200073242188
2023-04-12,579.719970703125
2023-04-13,602.4000244140625
2023-04-14,611.4000244140625
2023-04-17,605.4000244140625
2023-04-18,599.4000244140625
2023-04-19,580.5
2023-04-20,549.0
2023-04-21,570.0
2023-04-24,555.0
2023-04-25,534.2999877929688
2023-04-26,495.29998779296875
2023-04-27,511.79998779296875
2023-04-28,504.0
2023-05-01,600.0
2023-05-02,588.0
2023-05-03,627.6599731445312
2023-05-04,591.5999755859375
2023-05-05,528.0
2023-05-08,584.4000244140625
2023-05-09,570.5999755859375
2023-05-10,600.5999755859375
2023-05-11,652.7999877929688
2023-05-12,571.7999877929688
2023-05-15,571.2000122070312
2023-05-16,535.7999877929688
2023-05-17,555.0
2023-05-18,550.2000122070312
2023-05-19,556.7999877929688
2023-05-22,530.4000244140625
2023-05-23,529.2000122070312
2023-05-24,535.7999877929688
2023-05-25,542.0999755859375
2023-05-26,558.0
2023-05-30,561.5999755859375
2023-05-31,575.4000244140625
2023-06-01,564.5999755859375
2023-06-02,583.7999877929688
2023-06-05,591.0
2023-06-06,615.0
2023-06-07,615.0
2023-06-08,585.5999755859375
2023-06-09,594.0
2023-06-12,585.2999877929688
2023-06-13,583.7999877929688
2023-06-14,571.2000122070312
2023-06-15,546.5999755859375
2023-06-16,543.5999755859375
2023-06-20,514.2000122070312
2023-06-21,523.7999877929688
2023-06-22,516.0
2023-06-23,489.0
2023-06-26,454.79998779296875
2023-06-27,447.6000061035156
2023-06-28,435.05999755859375
2023-06-29,435.0
2023-06-30,457.9200134277344
2023-07-03,444.0
2023-07-05,462.0
2023-07-06,483.0
2023-07-07,509.3999938964844
2023-07-10,516.5999755859375
2023-07-11,520.7999877929688
2023-07-12,495.0
2023-07-13,499.79998779296875
2023-07-14,493.20001220703125
2023-07-17,493.20001220703125
2023-07-18,476.3999938964844
2023-07-19,480.0
2023-07-20,461.5199890136719
2023-07-21,429.0
2023-07-24,432.6000061035156
2023-07-25,420.6000061035156
2023-07-26,429.1199951171875
2023-07-27,403.20001220703125
2023-07-28,418.79998779296875
2023-07-31,417.0
2023-08-01,386.3999938964844
2023-08-02,364.20001220703125
2023-08-03,387.0
2023-08-04,378.0
2023-08-07,370.20001220703125
2023-08-08,352.5
2023-08-09,342.6000061035156
2023-08-10,330.0
2023-08-11,300.0
2023-08-14,292.20001220703125
2023-08-15,273.6000061035156
2023-08-16,283.20001220703125
2023-08-17,305.70001220703125
2023-08-18,331.79998779296875
2023-08-21,332.3999938964844
2023-08-22,331.5
2023-08-23,337.20001220703125
2023-08-24,328.20001220703125
2023-08-25,331.1400146484375
2023-08-28,291.29998779296875
2023-08-29,288.6000061035156
2023-08-30,304.79998779296875
2023-08-31,292.79998779296875
2023-09-01,299.94000244140625
2023-09-05,299.3999938964844
2023-09-06,274.79998779296875
2023-09-07,297.0
2023-09-08,297.0
2023-09-11,287.3999938964844
2023-09-12,271.79998779296875
2023-09-13,277.79998779296875
2023-09-14,294.0
2023-09-15,296.3999938964844
2023-09-18,279.0
2023-09-19,327.0
2023-09-20,396.0
2023-09-21,338.3999938964844
2023-09-22,390.29998779296875
2023-09-25,336.6000061035156
2023-09-26,304.20001220703125
2023-09-27,286.20001220703125
2023-09-28,291.0
2023-09-29,286.79998779296875
2023-10-02,273.0
2023-10-03,259.20001220703125
2023-10-04,293.3999938964844
2023-10-05,291.0
2023-10-06,292.20001220703125
2023-10-09,281.3999938964844
2023-10-10,313.79998779296875
2023-10-11,288.0
2023-10-12,293.3999938964844
2023-10-13,286.20001220703125
2023-10-16,289.20001220703125
2023-10-17,294.0
2023-10-18,274.20001220703125
2023-10-19,268.79998779296875
2023-10-20,271.55999755859375
2023-10-23,269.3399963378906
2023-10-24,269.5799865722656
2023-10-25,253.8000030517578
2023-10-26,243.3000030517578
2023-10-27,243.60000610351562
2023-10-30,242.94000244140625
2023-10-31,235.8000030517578
2023-11-01,237.0
2023-11-02,262.79998779296875
2023-11-03,292.20001220703125
2023-11-06,297.0
2023-11-07,306.4200134277344
2023-11-08,298.79998779296875
2023-11-09,298.20001220703125
2023-11-10,299.3999938964844
2023-11-13,298.9200134277344
2023-11-14,298.20001220703125
2023-11-15,302.3999938964844
2023-11-16,303.0
2023-11-17,322.79998779296875
2023-11-20,318.6000061035156
2023-11-21,320.82000732421875
2023-11-22,343.79998779296875
2023-11-24,333.6600036621094
2023-11-27,336.0
2023-11-28,334.55999755859375
2023-11-29,351.0
2023-11-30,341.82000732421875
2023-12-01,364.20001220703125
2023-12-04,345.0
2023-12-05,356.94000244140625
2023-12-06,360.0
2023-12-07,351.0
2023-12-08,348.6000061035156
2023-12-11,344.3999938964844
2023-12-12,342.6000061035156
2023-12-13,337.20001220703125
2023-12-14,347.2799987792969
2023-12-15,338.3999938964844
2023-12-18,339.0
2023-12-19,339.1199951171875
2023-12-20,355.20001220703125
2023-12-21,389.3999938964844
2023-12-22,323.3999938964844
2023-12-26,324.0
2023-12-27,310.79998779296875
2023-12-28,296.3999938964844
2023-12-29,300.6000061035156
2024-01-02,286.20001220703125
2024-01-03,274.1400146484375
2024-01-04,286.79998779296875
2024-01-05,283.20001220703125
2024-01-08,291.8399963378906
2024-01-09,291.0
2024-01-10,285.0
2024-01-11,276.6000061035156
2024-01-12,276.0
2024-01-16,262.79998779296875
2024-01-17,257.3999938964844
2024-01-18,224.39999389648438
2024-01-19,224.39999389648438
2024-01-22,224.39999389648438
2024-01-23,219.0
2024-01-24,210.60000610351562
2024-01-25,214.1999969482422
2024-01-26,219.0
2024-01-29,218.4600067138672
2024-01-30,210.60000610351562
2024-01-31,246.0
2024-02-01,214.8000030517578
2024-02-02,192.60000610351562
2024-02-05,192.0
2024-02-06,201.0
2024-02-07,193.8000030517578
2024-02-08,192.0
2024-02-09,219.0
2024-02-12,223.8000030517578
2024-02-13,183.0
2024-02-14,186.0
2024-02-15,191.39999389648438
2024-02-16,192.60000610351562
2024-02-20,192.0
2024-02-21,181.1999969482422
2024-02-22,202.86000061035156
2024-02-23,194.33999633789062
2024-02-26,195.60000610351562
2024-02-27,204.60000610351562
2024-02-28,224.39999389648438
2024-02-29,225.0
2024-03-01,226.8000030517578
2024-03-04,225.60000610351562
2024-03-05,210.0
2024-03-06,282.0
2024-03-07,252.0
2024-03-08,240.0
2024-03-11,221.39999389648438
2024-03-12,223.1999969482422
2024-03-13,221.39999389648438
2024-03-14,203.39999389648438
2024-03-15,199.3800048828125
2024-03-18,213.0
2024-03-19,211.8000030517578
2024-03-20,269.3999938964844
2024-03-21,264.0
2024-03-22,250.8000030517578
2024-03-25,246.60000610351562
2024-03-26,244.8000030517578
2024-03-27,255.60000610351562
2024-03-28,251.39999389648438
2024-04-01,241.1999969482422
2024-04-02,237.0
2024-04-03,232.0800018310547
2024-04-04,237.0
2024-04-05,210.0
2024-04-08,210.0
2024-04-09,210.60000610351562
2024-04-10,194.39999389648438
2024-04-11,201.0
2024-04-12,200.39999389648438
2024-04-15,195.60000610351562
2024-04-16,192.0
2024-04-17,181.8000030517578
2024-04-18,183.60000610351562
2024-04-19,187.44000244140625
2024-04-22,188.39999389648438
2024-04-23,149.39999389648438
2024-04-24,129.60000610351562
2024-04-25,101.4000015258789
2024-04-26,102.5999984741211
2024-04-29,106.80000305175781
2024-04-30,68.4000015258789
2024-05-01,18.360000610351562
2024-05-02,18.0
2024-05-03,16.6200008392334
2024-05-06,16.200000762939453
2024-05-07,17.399999618530273
2024-05-08,17.100000381469727
2024-05-09,16.860000610351562
2024-05-10,16.860000610351562
2024-05-13,16.860000610351562
2024-05-14,18.0
2024-05-15,17.940000534057617
2024-05-16,19.6200008392334
2024-05-17,29.219999313354492
2024-05-20,26.399999618530273
2024-05-21,22.979999542236328
2024-05-22,23.459999084472656
2024-05-23,21.059999465942383
2024-05-24,21.65999984741211
2024-05-28,21.65999984741211
2024-05-29,23.639999389648438
2024-05-30,23.280000686645508
2024-05-31,22.31999969482422
2024-06-03,21.600000381469727
2024-06-04,19.979999542236328
2024-06-05,21.959999084472656
2024-06-06,20.579999923706055
2024-06-07,19.200000762939453
2024-06-10,18.600000381469727
2024-06-11,19.200000762939453
2024-06-12,19.5
2024-06-13,18.719999313354492
2024-06-14,16.739999771118164
2024-06-17,15.0600004196167
2024-06-18,14.640000343322754
2024-06-20,15.0
2024-06-21,13.979999542236328
2024-06-24,13.199999809265137
2024-06-25,13.800000190734863
2024-06-26,13.979999542236328
2024-06-27,13.5
2024-06-28,13.199999809265137
2024-07-01,13.140000343322754
2024-07-02,12.84000015258789
2024-07-03,12.899999618530273
2024-07-05,13.5
2024-07-08,12.960000038146973
2024-07-09,12.420000076293945
2024-07-10,12.779999732971191
2024-07-11,13.319999694824219
2024-07-12,13.979999542236328
2024-07-15,14.279999732971191
2024-07-16,14.699999809265137
2024-07-17,14.399999618530273
2024-07-18,13.680000305175781
2024-07-19,13.680000305175781
2024-07-22,12.960000038146973
2024-07-23,12.899999618530273
2024-07-24,12.420000076293945
2024-07-25,12.300000190734863
2024-07-26,12.180000305175781
2024-07-29,11.640000343322754
2024-07-30,11.279999732971191
2024-07-31,11.520000457763672
2024-08-01,10.680000305175781
2024-08-02,9.779999732971191
2024-08-05,9.0600004196167
2024-08-06,9.300000190734863
2024-08-07,9.300000190734863
2024-08-08,9.420000076293945
2024-08-09,9.180000305175781
2024-08-12,9.180000305175781
2024-08-13,9.84000015258789
2024-08-14,9.899999618530273
2024-08-15,9.300000190734863
2024-08-16,8.699999809265137
2024-08-19,9.0600004196167
2024-08-20,9.479999542236328
2024-08-21,9.0600004196167
2024-08-22,8.819999694824219
2024-08-23,9.300000190734863
2024-08-26,9.65999984741211
2024-08-27,9.119999885559082
2024-08-28,8.819999694824219
2024-08-29,8.819999694824219
2024-08-30,8.880000114440918
2024-09-03,8.520000457763672
2024-09-04,8.699999809265137
2024-09-05,9.119999885559082
2024-09-06,9.0
2024-09-09,8.9399995803833
2024-09-10,8.9399995803833
2024-09-11,8.640000343322754
2024-09-12,8.579999923706055
2024-09-13,8.640000343322754
2024-09-16,8.579999923706055
2024-09-17,8.9399995803833
2024-09-18,8.699999809265137
2024-09-19,9.0
2024-09-20,9.600000381469727
2024-09-23,8.9399995803833
2024-09-24,8.640000343322754
2024-09-25,8.399999618530273
2024-09-26,8.039999961853027
2024-09-27,7.380000114440918
2024-09-30,6.900000095367432
2024-10-01,5.579999923706055
2024-10-02,5.21999979019165
2024-10-03,2.559999942779541
2024-10-04,2.009999990463257
2024-10-07,1.3700000047683716
2024-10-08,0.9010000228881836
2024-10-09,0.7099999785423279
2024-10-10,0.4690000116825104
2024-10-11,0.4350000023841858
2024-10-14,0.4090000092983246
2024-10-15,0.38600000739097595
2024-10-16,0.4560000002384186
2024-10-17,0.4099999964237213
2024-10-18,0.29100000858306885
2024-10-21,0.29499998688697815
2024-10-22,0.3009999990463257
2024-10-23,0.30300000309944153
2024-10-24,0.29499998688697815
2024-10-25,0.28999999165534973
2024-10-28,0.2720000147819519
2024-10-29,0.29899999499320984
2024-10-30,0.289000004529953
2024-10-31,0.26899999380111694
2024-11-01,0.25200000405311584
2024-11-04,0.22200000286102295
2024-11-05,0.20900000631809235
2024-11-06,0.1899999976158142
2024-11-07,0.19300000369548798
2024-11-08,0.20999999344348907
2024-11-11,0.20499999821186066
2024-11-12,0.19699999690055847
2024-11-13,0.18700000643730164
2024-11-14,0.18400000035762787
2024-11-15,0.17599999904632568
2024-11-18,0.1809999942779541
2024-11-19,0.17499999701976776
2024-11-20,0.23399999737739563
2024-11-21,0.19699999690055847
