Date,QNCX
2022-02-28,4.349999904632568
2022-03-01,4.409999847412109
2022-03-02,4.590000152587891
2022-03-03,4.300000190734863
2022-03-04,4.380000114440918
2022-03-07,4.25
2022-03-08,4.599999904632568
2022-03-09,4.820000171661377
2022-03-10,4.760000228881836
2022-03-11,4.75
2022-03-14,4.789999961853027
2022-03-15,5.170000076293945
2022-03-16,5.610000133514404
2022-03-17,6.070000171661377
2022-03-18,6.25
2022-03-21,6.079999923706055
2022-03-22,6.150000095367432
2022-03-23,6.139999866485596
2022-03-24,6.199999809265137
2022-03-25,5.96999979019165
2022-03-28,5.940000057220459
2022-03-29,6.239999771118164
2022-03-30,6.170000076293945
2022-03-31,6.190000057220459
2022-04-01,6.699999809265137
2022-04-04,6.639999866485596
2022-04-05,6.170000076293945
2022-04-06,5.650000095367432
2022-04-07,5.650000095367432
2022-04-08,5.480000019073486
2022-04-11,5.0
2022-04-12,4.809999942779541
2022-04-13,4.820000171661377
2022-04-14,4.659999847412109
2022-04-18,4.289999961853027
2022-04-19,4.320000171661377
2022-04-20,4.119999885559082
2022-04-21,3.9000000953674316
2022-04-22,3.75
2022-04-25,3.9100000858306885
2022-04-26,3.880000114440918
2022-04-27,3.859999895095825
2022-04-28,3.8299999237060547
2022-04-29,3.6600000858306885
2022-05-02,3.880000114440918
2022-05-03,3.690000057220459
2022-05-04,3.740000009536743
2022-05-05,3.450000047683716
2022-05-06,3.5299999713897705
2022-05-09,3.2799999713897705
2022-05-10,3.7200000286102295
2022-05-11,3.140000104904175
2022-05-12,3.359999895095825
2022-05-13,3.380000114440918
2022-05-16,3.390000104904175
2022-05-17,3.259999990463257
2022-05-18,3.2699999809265137
2022-05-19,3.299999952316284
2022-05-20,3.0999999046325684
2022-05-23,2.9800000190734863
2022-05-24,2.8399999141693115
2022-05-25,2.740000009536743
2022-05-26,2.75
2022-05-27,2.7100000381469727
2022-05-31,2.5899999141693115
2022-06-01,2.4100000858306885
2022-06-02,2.640000104904175
2022-06-03,3.1700000762939453
2022-06-06,2.9200000762939453
2022-06-07,3.2799999713897705
2022-06-08,3.2300000190734863
2022-06-09,3.200000047683716
2022-06-10,3.0299999713897705
2022-06-13,2.7100000381469727
2022-06-14,2.799999952316284
2022-06-15,2.8299999237060547
2022-06-16,2.5399999618530273
2022-06-17,2.4800000190734863
2022-06-21,2.440000057220459
2022-06-22,2.4600000381469727
2022-06-23,2.369999885559082
2022-06-24,2.2699999809265137
2022-06-27,2.4000000953674316
2022-06-28,2.2699999809265137
2022-06-29,2.259999990463257
2022-06-30,2.2200000286102295
2022-07-01,2.5199999809265137
2022-07-05,2.319999933242798
2022-07-06,2.4800000190734863
2022-07-07,2.430000066757202
2022-07-08,2.490000009536743
2022-07-11,2.2200000286102295
2022-07-12,2.240000009536743
2022-07-13,2.2100000381469727
2022-07-14,2.1600000858306885
2022-07-15,2.1700000762939453
2022-07-18,2.1700000762939453
2022-07-19,2.180000066757202
2022-07-20,2.240000009536743
2022-07-21,2.140000104904175
2022-07-22,2.069999933242798
2022-07-25,1.9900000095367432
2022-07-26,1.840000033378601
2022-07-27,1.8899999856948853
2022-07-28,1.899999976158142
2022-07-29,1.9500000476837158
2022-08-01,2.009999990463257
2022-08-02,1.909999966621399
2022-08-03,1.940000057220459
2022-08-04,2.009999990463257
2022-08-05,2.059999942779541
2022-08-08,2.2100000381469727
2022-08-09,2.140000104904175
2022-08-10,2.309999942779541
2022-08-11,2.369999885559082
2022-08-12,2.3399999141693115
2022-08-15,2.299999952316284
2022-08-16,2.2200000286102295
2022-08-17,2.049999952316284
2022-08-18,2.0399999618530273
2022-08-19,2.0199999809265137
2022-08-22,1.9299999475479126
2022-08-23,1.909999966621399
2022-08-24,1.8700000047683716
2022-08-25,1.8300000429153442
2022-08-26,1.850000023841858
2022-08-29,1.7200000286102295
2022-08-30,1.7899999618530273
2022-08-31,1.7599999904632568
2022-09-01,1.649999976158142
2022-09-02,1.659999966621399
2022-09-06,1.649999976158142
2022-09-07,1.690000057220459
2022-09-08,1.649999976158142
2022-09-09,1.7100000381469727
2022-09-12,1.6799999475479126
2022-09-13,1.600000023841858
2022-09-14,1.6100000143051147
2022-09-15,1.6100000143051147
2022-09-16,1.5
2022-09-19,1.5099999904632568
2022-09-20,1.4500000476837158
2022-09-21,1.4299999475479126
2022-09-22,1.350000023841858
2022-09-23,1.2899999618530273
2022-09-26,1.2599999904632568
2022-09-27,1.25
2022-09-28,1.409999966621399
2022-09-29,1.399999976158142
2022-09-30,1.3300000429153442
2022-10-03,1.2400000095367432
2022-10-04,1.2699999809265137
2022-10-05,1.2799999713897705
2022-10-06,1.2400000095367432
2022-10-07,1.1399999856948853
