Date,DDC
2024-03-25,1.2699999809265137
2024-03-26,1.2799999713897705
2024-03-27,1.2200000286102295
2024-03-28,1.2200000286102295
2024-04-01,1.1799999475479126
2024-04-02,1.2999999523162842
2024-04-03,1.399999976158142
2024-04-04,1.5299999713897705
2024-04-05,1.399999976158142
2024-04-08,1.440000057220459
2024-04-09,1.5499999523162842
2024-04-10,1.399999976158142
2024-04-11,1.600000023841858
2024-04-12,1.5199999809265137
2024-04-15,1.3300000429153442
2024-04-16,1.3700000047683716
2024-04-17,1.3250000476837158
2024-04-18,1.25
2024-04-19,1.2599999904632568
2024-04-22,1.1799999475479126
2024-04-23,1.159999966621399
2024-04-24,1.2000000476837158
2024-04-25,1.0800000429153442
2024-04-26,1.0
2024-04-29,0.8759999871253967
2024-04-30,0.8199999928474426
2024-05-01,0.7570000290870667
2024-05-02,0.781000018119812
2024-05-03,0.7400000095367432
2024-05-06,0.7099999785423279
2024-05-07,0.8299999833106995
2024-05-08,0.8190000057220459
2024-05-09,0.8009999990463257
2024-05-10,0.8399999737739563
2024-05-13,0.7879999876022339
2024-05-14,0.7300000190734863
2024-05-15,0.7590000033378601
2024-05-16,0.7350000143051147
2024-05-17,0.7400000095367432
2024-05-20,0.7910000085830688
2024-05-21,0.8040000200271606
2024-05-22,0.8040000200271606
2024-05-23,0.7860000133514404
2024-05-24,0.7490000128746033
2024-05-28,0.7900000214576721
2024-05-29,0.7099999785423279
2024-05-30,0.7300000190734863
2024-05-31,0.6000000238418579
2024-06-03,0.6370000243186951
2024-06-04,0.7279999852180481
2024-06-05,0.7200000286102295
2024-06-06,0.6200000047683716
2024-06-07,0.550000011920929
2024-06-10,0.550000011920929
2024-06-11,0.5170000195503235
2024-06-12,1.5399999618530273
2024-06-13,1.1399999856948853
2024-06-14,1.2000000476837158
2024-06-17,1.0199999809265137
2024-06-18,1.059999942779541
2024-06-20,1.149999976158142
2024-06-21,1.2300000190734863
2024-06-24,1.1399999856948853
2024-06-25,1.0
2024-06-26,0.8500000238418579
2024-06-27,0.7879999876022339
2024-06-28,0.7649999856948853
2024-07-01,0.7080000042915344
2024-07-02,0.6000000238418579
2024-07-03,0.6460000276565552
2024-07-05,0.6499999761581421
2024-07-08,0.6430000066757202
2024-07-09,0.6150000095367432
2024-07-10,0.621999979019165
2024-07-11,0.6169999837875366
2024-07-12,0.5799999833106995
2024-07-15,0.609000027179718
2024-07-16,0.593999981880188
2024-07-17,0.6100000143051147
2024-07-18,0.5989999771118164
2024-07-19,0.6700000166893005
2024-07-22,0.6399999856948853
2024-07-23,0.6050000190734863
2024-07-24,0.6150000095367432
2024-07-25,0.5830000042915344
2024-07-26,0.6190000176429749
2024-07-29,0.5
2024-07-30,0.4779999852180481
2024-07-31,0.5389999747276306
2024-08-01,0.47999998927116394
2024-08-02,0.4129999876022339
2024-08-05,0.4659999907016754
2024-08-06,0.4399999976158142
2024-08-07,0.4399999976158142
2024-08-08,0.4000000059604645
2024-08-09,0.4399999976158142
2024-08-12,0.42100000381469727
2024-08-13,0.4000000059604645
2024-08-14,0.4000000059604645
2024-08-15,0.40400001406669617
2024-08-16,0.41999998688697815
2024-08-19,0.4300000071525574
2024-08-20,0.4320000112056732
2024-08-21,0.41999998688697815
2024-08-22,0.4169999957084656
2024-08-23,0.4000000059604645
2024-08-26,0.4169999957084656
2024-08-27,0.42500001192092896
2024-08-28,0.4000000059604645
2024-08-29,0.4129999876022339
2024-08-30,0.3930000066757202
2024-09-03,0.382999986410141
2024-09-04,0.3930000066757202
2024-09-05,0.3540000021457672
2024-09-06,0.3089999854564667
2024-09-09,0.3009999990463257
2024-09-10,0.3310000002384186
2024-09-11,0.33000001311302185
2024-09-12,0.33000001311302185
2024-09-13,0.30000001192092896
2024-09-16,0.28999999165534973
2024-09-17,0.26100000739097595
2024-09-18,0.2619999945163727
2024-09-19,0.29499998688697815
2024-09-20,0.2720000147819519
2024-09-23,0.27300000190734863
2024-09-24,0.3149999976158142
2024-09-25,0.31200000643730164
2024-09-26,0.30399999022483826
2024-09-27,0.328000009059906
2024-09-30,0.3109999895095825
2024-10-01,0.3100000023841858
2024-10-02,0.3529999852180481
2024-10-03,0.3089999854564667
2024-10-04,0.33799999952316284
2024-10-07,0.3199999928474426
2024-10-08,0.30799999833106995
2024-10-09,0.3230000138282776
2024-10-10,0.3070000112056732
2024-10-11,0.29499998688697815
2024-10-14,0.30300000309944153
2024-10-15,0.2800000011920929
2024-10-16,0.2930000126361847
2024-10-17,0.26499998569488525
2024-10-18,0.2669999897480011
2024-10-21,0.2630000114440918
2024-10-22,0.26100000739097595
2024-10-23,0.26100000739097595
2024-10-24,0.2529999911785126
2024-10-25,0.25999999046325684
2024-10-28,0.2619999945163727
2024-10-29,0.2549999952316284
2024-10-30,0.23100000619888306
2024-10-31,0.23000000417232513
2024-11-01,0.210999995470047
2024-11-04,0.21199999749660492
2024-11-05,0.19699999690055847
2024-11-06,0.17000000178813934
2024-11-07,0.18799999356269836
2024-11-08,0.19599999487400055
2024-11-11,0.2150000035762787
2024-11-12,0.24500000476837158
2024-11-13,0.23100000619888306
2024-11-14,0.2029999941587448
2024-11-15,0.20600000023841858
2024-11-18,0.1850000023841858
2024-11-19,0.1770000010728836
2024-11-20,0.18299999833106995
2024-11-21,0.20000000298023224
