Date,WORX
2022-02-28,13.380000114440918
2022-03-01,13.380000114440918
2022-03-02,13.199999809265137
2022-03-03,12.75
2022-03-04,12.885000228881836
2022-03-07,11.130000114440918
2022-03-08,11.25
2022-03-09,12.119999885559082
2022-03-10,12.359999656677246
2022-03-11,11.475000381469727
2022-03-14,10.5
2022-03-15,10.725000381469727
2022-03-16,11.399999618530273
2022-03-17,12.119999885559082
2022-03-18,12.149999618530273
2022-03-21,12.600000381469727
2022-03-22,17.25
2022-03-23,16.950000762939453
2022-03-24,16.799999237060547
2022-03-25,14.760000228881836
2022-03-28,16.049999237060547
2022-03-29,16.200000762939453
2022-03-30,16.049999237060547
2022-03-31,16.799999237060547
2022-04-01,16.200000762939453
2022-04-04,16.950000762939453
2022-04-05,16.350000381469727
2022-04-06,15.75
2022-04-07,15.300000190734863
2022-04-08,14.399999618530273
2022-04-11,14.100000381469727
2022-04-12,13.8149995803833
2022-04-13,13.350000381469727
2022-04-14,16.799999237060547
2022-04-18,14.220000267028809
2022-04-19,15.0
2022-04-20,14.550000190734863
2022-04-21,15.149999618530273
2022-04-22,14.550000190734863
2022-04-25,15.300000190734863
2022-04-26,14.25
2022-04-27,14.25
2022-04-28,14.100000381469727
2022-04-29,13.949999809265137
2022-05-02,13.96500015258789
2022-05-03,14.489999771118164
2022-05-04,14.399999618530273
2022-05-05,14.25
2022-05-06,14.175000190734863
2022-05-09,14.15999984741211
2022-05-10,13.229999542236328
2022-05-11,11.579999923706055
2022-05-12,11.954999923706055
2022-05-13,12.449999809265137
2022-05-16,12.449999809265137
2022-05-17,12.494999885559082
2022-05-18,12.300000190734863
2022-05-19,12.3149995803833
2022-05-20,11.760000228881836
2022-05-23,11.670000076293945
2022-05-24,11.34000015258789
2022-05-25,11.399999618530273
2022-05-26,11.25
2022-05-27,11.25
2022-05-31,11.550000190734863
2022-06-01,11.399999618530273
2022-06-02,11.265000343322754
2022-06-03,11.324999809265137
2022-06-06,11.324999809265137
2022-06-07,11.100000381469727
2022-06-08,11.295000076293945
2022-06-09,11.699999809265137
2022-06-10,11.25
2022-06-13,10.725000381469727
2022-06-14,10.635000228881836
2022-06-15,10.050000190734863
2022-06-16,10.470000267028809
2022-06-17,10.125
2022-06-21,10.125
2022-06-22,10.800000190734863
2022-06-23,10.425000190734863
2022-06-24,10.5600004196167
2022-06-27,10.800000190734863
2022-06-28,10.350000381469727
2022-06-29,10.40999984741211
2022-06-30,9.75
2022-07-01,9.449999809265137
2022-07-05,9.300000190734863
2022-07-06,11.100000381469727
2022-07-07,11.805000305175781
2022-07-08,11.71500015258789
2022-07-11,12.300000190734863
2022-07-12,11.71500015258789
2022-07-13,11.100000381469727
2022-07-14,10.920000076293945
2022-07-15,10.5
2022-07-18,11.010000228881836
2022-07-19,12.914999961853027
2022-07-20,12.149999618530273
2022-07-21,11.970000267028809
2022-07-22,10.949999809265137
2022-07-25,11.25
2022-07-26,11.25
2022-07-27,11.640000343322754
2022-07-28,11.699999809265137
2022-07-29,11.5649995803833
2022-08-01,11.25
2022-08-02,11.100000381469727
2022-08-03,11.399999618530273
2022-08-04,11.399999618530273
2022-08-05,11.444999694824219
2022-08-08,11.399999618530273
2022-08-09,11.550000190734863
2022-08-10,11.550000190734863
2022-08-11,11.550000190734863
2022-08-12,11.864999771118164
