Date,SANA
2022-02-28,6.460000038146973
2022-03-01,6.03000020980835
2022-03-02,5.989999771118164
2022-03-03,5.699999809265137
2022-03-04,5.400000095367432
2022-03-07,5.239999771118164
2022-03-08,5.360000133514404
2022-03-09,5.889999866485596
2022-03-10,5.849999904632568
2022-03-11,5.679999828338623
2022-03-14,5.28000020980835
2022-03-15,5.739999771118164
2022-03-16,6.380000114440918
2022-03-17,6.949999809265137
2022-03-18,7.360000133514404
2022-03-21,6.860000133514404
2022-03-22,7.460000038146973
2022-03-23,7.489999771118164
2022-03-24,7.320000171661377
2022-03-25,7.059999942779541
2022-03-28,7.039999961853027
2022-03-29,8.15999984741211
2022-03-30,8.149999618530273
2022-03-31,8.260000228881836
2022-04-01,8.680000305175781
2022-04-04,9.149999618530273
2022-04-05,8.680000305175781
2022-04-06,9.010000228881836
2022-04-07,8.699999809265137
2022-04-08,8.649999618530273
2022-04-11,8.6899995803833
2022-04-12,9.0
2022-04-13,9.350000381469727
2022-04-14,8.359999656677246
2022-04-18,7.489999771118164
2022-04-19,7.53000020980835
2022-04-20,8.119999885559082
2022-04-21,7.900000095367432
2022-04-22,7.519999980926514
2022-04-25,8.050000190734863
2022-04-26,7.309999942779541
2022-04-27,7.179999828338623
2022-04-28,7.46999979019165
2022-04-29,7.550000190734863
2022-05-02,7.820000171661377
2022-05-03,7.940000057220459
2022-05-04,8.619999885559082
2022-05-05,7.659999847412109
2022-05-06,6.380000114440918
2022-05-09,5.71999979019165
2022-05-10,6.239999771118164
2022-05-11,5.400000095367432
2022-05-12,4.829999923706055
2022-05-13,5.039999961853027
2022-05-16,4.900000095367432
2022-05-17,5.050000190734863
2022-05-18,4.389999866485596
2022-05-19,4.53000020980835
2022-05-20,4.480000019073486
2022-05-23,4.400000095367432
2022-05-24,4.239999771118164
2022-05-25,4.369999885559082
2022-05-26,4.53000020980835
2022-05-27,4.929999828338623
2022-05-31,5.130000114440918
2022-06-01,4.96999979019165
2022-06-02,5.429999828338623
2022-06-03,5.590000152587891
2022-06-06,4.949999809265137
2022-06-07,5.21999979019165
2022-06-08,5.400000095367432
2022-06-09,5.070000171661377
2022-06-10,4.650000095367432
2022-06-13,4.159999847412109
2022-06-14,4.119999885559082
2022-06-15,4.340000152587891
2022-06-16,4.239999771118164
2022-06-17,5.150000095367432
2022-06-21,5.739999771118164
2022-06-22,5.739999771118164
2022-06-23,6.690000057220459
2022-06-24,7.010000228881836
2022-06-27,6.519999980926514
2022-06-28,6.320000171661377
2022-06-29,6.25
2022-06-30,6.429999828338623
2022-07-01,6.510000228881836
2022-07-05,7.510000228881836
2022-07-06,7.769999980926514
2022-07-07,8.329999923706055
2022-07-08,8.829999923706055
2022-07-11,7.940000057220459
2022-07-12,7.730000019073486
2022-07-13,7.730000019073486
2022-07-14,7.460000038146973
2022-07-15,7.610000133514404
2022-07-18,7.46999979019165
2022-07-19,8.5600004196167
2022-07-20,9.039999961853027
2022-07-21,8.989999771118164
2022-07-22,7.460000038146973
2022-07-25,7.489999771118164
2022-07-26,7.539999961853027
2022-07-27,7.900000095367432
2022-07-28,7.28000020980835
2022-07-29,6.679999828338623
2022-08-01,6.099999904632568
2022-08-02,6.159999847412109
2022-08-03,6.730000019073486
2022-08-04,7.409999847412109
2022-08-05,8.229999542236328
2022-08-08,8.550000190734863
2022-08-09,7.960000038146973
2022-08-10,8.170000076293945
2022-08-11,8.180000305175781
2022-08-12,8.40999984741211
2022-08-15,8.4399995803833
2022-08-16,7.920000076293945
2022-08-17,7.579999923706055
2022-08-18,7.210000038146973
2022-08-19,6.71999979019165
2022-08-22,6.659999847412109
2022-08-23,7.139999866485596
2022-08-24,7.75
2022-08-25,7.710000038146973
2022-08-26,6.840000152587891
2022-08-29,6.440000057220459
2022-08-30,6.639999866485596
2022-08-31,6.809999942779541
2022-09-01,6.760000228881836
2022-09-02,6.53000020980835
2022-09-06,6.230000019073486
2022-09-07,6.860000133514404
2022-09-08,7.320000171661377
2022-09-09,7.099999904632568
2022-09-12,7.03000020980835
2022-09-13,6.710000038146973
2022-09-14,6.639999866485596
2022-09-15,7.130000114440918
2022-09-16,6.519999980926514
2022-09-19,6.559999942779541
2022-09-20,6.679999828338623
2022-09-21,6.409999847412109
2022-09-22,6.260000228881836
2022-09-23,5.929999828338623
2022-09-26,5.800000190734863
2022-09-27,5.980000019073486
2022-09-28,6.25
2022-09-29,5.579999923706055
2022-09-30,6.0
2022-10-03,6.010000228881836
2022-10-04,6.460000038146973
2022-10-05,6.230000019073486
2022-10-06,6.320000171661377
2022-10-07,5.489999771118164
2022-10-10,5.519999980926514
2022-10-11,5.579999923706055
2022-10-12,5.579999923706055
2022-10-13,5.619999885559082
2022-10-14,5.070000171661377
2022-10-17,5.199999809265137
2022-10-18,5.409999847412109
2022-10-19,5.190000057220459
2022-10-20,5.239999771118164
2022-10-21,5.570000171661377
2022-10-24,5.409999847412109
2022-10-25,5.670000076293945
2022-10-26,5.78000020980835
2022-10-27,5.590000152587891
2022-10-28,6.0
2022-10-31,5.800000190734863
2022-11-01,5.820000171661377
2022-11-02,5.809999942779541
2022-11-03,5.0
2022-11-04,5.150000095367432
2022-11-07,4.559999942779541
2022-11-08,4.610000133514404
2022-11-09,4.630000114440918
2022-11-10,5.28000020980835
2022-11-11,6.019999980926514
2022-11-14,5.96999979019165
2022-11-15,5.550000190734863
2022-11-16,4.900000095367432
2022-11-17,4.679999828338623
2022-11-18,4.760000228881836
2022-11-21,4.659999847412109
2022-11-22,4.71999979019165
2022-11-23,4.829999923706055
2022-11-25,4.829999923706055
2022-11-28,4.659999847412109
2022-11-29,4.710000038146973
2022-11-30,4.989999771118164
2022-12-01,4.429999828338623
2022-12-02,4.53000020980835
2022-12-05,4.349999904632568
2022-12-06,4.309999942779541
2022-12-07,4.480000019073486
2022-12-08,4.429999828338623
2022-12-09,4.130000114440918
2022-12-12,4.420000076293945
2022-12-13,4.519999980926514
2022-12-14,4.28000020980835
2022-12-15,3.9000000953674316
2022-12-16,3.6700000762939453
2022-12-19,3.4200000762939453
