Date,ME
2022-12-06,60.400001525878906
2022-12-07,60.20000076293945
2022-12-08,61.599998474121094
2022-12-09,61.599998474121094
2022-12-12,60.0
2022-12-13,59.79999923706055
2022-12-14,57.79999923706055
2022-12-15,53.79999923706055
2022-12-16,52.0
2022-12-19,48.20000076293945
2022-12-20,47.599998474121094
2022-12-21,46.79999923706055
2022-12-22,45.79999923706055
2022-12-23,44.20000076293945
2022-12-27,41.20000076293945
2022-12-28,41.400001525878906
2022-12-29,43.20000076293945
2022-12-30,43.20000076293945
2023-01-03,42.0
2023-01-04,42.0
2023-01-05,41.20000076293945
2023-01-06,41.0
2023-01-09,42.0
2023-01-10,43.79999923706055
2023-01-11,46.400001525878906
2023-01-12,47.79999923706055
2023-01-13,48.400001525878906
2023-01-17,50.400001525878906
2023-01-18,47.20000076293945
2023-01-19,47.0
2023-01-20,49.0
2023-01-23,49.79999923706055
2023-01-24,48.599998474121094
2023-01-25,47.20000076293945
2023-01-26,48.400001525878906
2023-01-27,50.20000076293945
2023-01-30,48.599998474121094
2023-01-31,50.0
2023-02-01,51.20000076293945
2023-02-02,55.0
2023-02-03,53.79999923706055
2023-02-06,52.0
2023-02-07,50.599998474121094
2023-02-08,50.400001525878906
2023-02-09,54.400001525878906
2023-02-10,52.0
2023-02-13,55.0
2023-02-14,55.0
2023-02-15,57.400001525878906
2023-02-16,57.0
2023-02-17,57.400001525878906
2023-02-21,51.400001525878906
2023-02-22,53.5
2023-02-23,51.79999923706055
2023-02-24,50.0
2023-02-27,50.400001525878906
2023-02-28,50.20000076293945
2023-03-01,46.599998474121094
2023-03-02,47.599998474121094
2023-03-03,51.0
2023-03-06,48.599998474121094
2023-03-07,47.79999923706055
2023-03-08,46.599998474121094
2023-03-09,45.20000076293945
2023-03-10,45.0
2023-03-13,46.20000076293945
2023-03-14,44.599998474121094
2023-03-15,45.79999923706055
2023-03-16,46.599998474121094
2023-03-17,45.79999923706055
2023-03-20,43.20000076293945
2023-03-21,45.599998474121094
2023-03-22,43.79999923706055
2023-03-23,43.79999923706055
2023-03-24,44.599998474121094
2023-03-27,45.0
2023-03-28,43.599998474121094
2023-03-29,45.0
2023-03-30,45.0
2023-03-31,45.599998474121094
2023-04-03,45.20000076293945
2023-04-04,44.599998474121094
2023-04-05,44.79999923706055
2023-04-06,45.0
2023-04-10,45.0
2023-04-11,43.79999923706055
2023-04-12,44.20000076293945
2023-04-13,45.79999923706055
2023-04-14,44.0
2023-04-17,41.79999923706055
2023-04-18,41.20000076293945
2023-04-19,41.599998474121094
2023-04-20,40.599998474121094
2023-04-21,41.79999923706055
2023-04-24,40.0
2023-04-25,39.400001525878906
2023-04-26,37.400001525878906
2023-04-27,37.599998474121094
2023-04-28,39.400001525878906
2023-05-01,40.400001525878906
2023-05-02,38.20000076293945
2023-05-03,40.0
2023-05-04,40.400001525878906
2023-05-05,42.20000076293945
2023-05-08,43.20000076293945
2023-05-09,43.20000076293945
2023-05-10,42.20000076293945
2023-05-11,42.0
2023-05-12,40.400001525878906
2023-05-15,40.400001525878906
2023-05-16,38.599998474121094
2023-05-17,39.599998474121094
2023-05-18,40.599998474121094
2023-05-19,38.79999923706055
2023-05-22,41.20000076293945
2023-05-23,43.20000076293945
2023-05-24,41.79999923706055
2023-05-25,40.79999923706055
2023-05-26,41.599998474121094
2023-05-30,38.79999923706055
2023-05-31,38.400001525878906
2023-06-01,39.599998474121094
2023-06-02,41.0
2023-06-05,41.599998474121094
2023-06-06,41.20000076293945
2023-06-07,40.0
2023-06-08,40.20000076293945
2023-06-09,38.599998474121094
2023-06-12,37.599998474121094
2023-06-13,39.20000076293945
2023-06-14,37.20000076293945
2023-06-15,37.79999923706055
2023-06-16,36.20000076293945
2023-06-20,33.5
2023-06-21,32.29999923706055
2023-06-22,31.799999237060547
2023-06-23,32.79999923706055
2023-06-26,32.20000076293945
2023-06-27,32.79999923706055
2023-06-28,34.20000076293945
2023-06-29,34.400001525878906
2023-06-30,35.0
2023-07-03,33.79999923706055
2023-07-05,33.400001525878906
2023-07-06,32.599998474121094
2023-07-07,33.79999923706055
2023-07-10,35.20000076293945
2023-07-11,35.0
2023-07-12,35.400001525878906
2023-07-13,36.599998474121094
2023-07-14,35.400001525878906
2023-07-17,36.0
2023-07-18,36.20000076293945
2023-07-19,37.599998474121094
2023-07-20,36.400001525878906
2023-07-21,40.20000076293945
2023-07-24,39.20000076293945
2023-07-25,38.400001525878906
2023-07-26,40.0
2023-07-27,35.900001525878906
2023-07-28,36.79999923706055
2023-07-31,38.400001525878906
2023-08-01,36.400001525878906
2023-08-02,34.599998474121094
2023-08-03,34.400001525878906
2023-08-04,35.0
2023-08-07,34.79999923706055
2023-08-08,34.79999923706055
2023-08-09,30.299999237060547
2023-08-10,30.5
2023-08-11,29.600000381469727
2023-08-14,27.100000381469727
2023-08-15,25.799999237060547
2023-08-16,23.600000381469727
2023-08-17,22.600000381469727
2023-08-18,22.799999237060547
2023-08-21,22.799999237060547
2023-08-22,20.600000381469727
2023-08-23,21.0
2023-08-24,21.0
2023-08-25,22.200000762939453
2023-08-28,22.0
2023-08-29,22.799999237060547
2023-08-30,23.0
2023-08-31,22.0
2023-09-01,22.399999618530273
2023-09-05,20.600000381469727
2023-09-06,21.799999237060547
2023-09-07,21.600000381469727
2023-09-08,21.0
2023-09-11,22.799999237060547
2023-09-12,22.399999618530273
2023-09-13,21.799999237060547
2023-09-14,22.0
2023-09-15,22.0
2023-09-18,20.399999618530273
2023-09-19,20.399999618530273
2023-09-20,19.899999618530273
2023-09-21,20.200000762939453
2023-09-22,20.0
2023-09-25,21.600000381469727
2023-09-26,19.260000228881836
2023-09-27,19.700000762939453
2023-09-28,20.399999618530273
2023-09-29,19.559999465942383
2023-10-02,19.100000381469727
2023-10-03,18.1200008392334
2023-10-04,17.5
2023-10-05,17.420000076293945
2023-10-06,17.18000030517578
2023-10-09,16.100000381469727
2023-10-10,18.34000015258789
2023-10-11,18.440000534057617
2023-10-12,15.920000076293945
2023-10-13,16.940000534057617
2023-10-16,17.780000686645508
2023-10-17,17.700000762939453
2023-10-18,15.960000038146973
2023-10-19,16.479999542236328
2023-10-20,16.360000610351562
2023-10-23,15.739999771118164
2023-10-24,15.5600004196167
2023-10-25,15.399999618530273
2023-10-26,14.84000015258789
2023-10-27,15.380000114440918
2023-10-30,15.4399995803833
2023-10-31,16.940000534057617
2023-11-01,16.399999618530273
2023-11-02,17.739999771118164
2023-11-03,18.639999389648438
2023-11-06,17.760000228881836
2023-11-07,18.219999313354492
2023-11-08,18.200000762939453
2023-11-09,14.199999809265137
2023-11-10,14.600000381469727
2023-11-13,16.479999542236328
2023-11-14,16.81999969482422
2023-11-15,16.68000030517578
2023-11-16,15.260000228881836
2023-11-17,17.0
2023-11-20,18.1200008392334
2023-11-21,17.260000228881836
2023-11-22,17.579999923706055
2023-11-24,18.600000381469727
2023-11-27,18.18000030517578
2023-11-28,17.420000076293945
2023-11-29,17.920000076293945
2023-11-30,17.219999313354492
2023-12-01,17.860000610351562
2023-12-04,19.479999542236328
2023-12-05,19.0
2023-12-06,18.799999237060547
2023-12-07,16.940000534057617
2023-12-08,17.459999084472656
2023-12-11,16.600000381469727
2023-12-12,17.0
2023-12-13,17.479999542236328
2023-12-14,19.0
2023-12-15,19.020000457763672
2023-12-18,17.260000228881836
2023-12-19,19.079999923706055
2023-12-20,17.65999984741211
2023-12-21,17.040000915527344
2023-12-22,17.639999389648438
2023-12-26,18.440000534057617
2023-12-27,18.040000915527344
2023-12-28,18.559999465942383
2023-12-29,18.280000686645508
2024-01-02,18.15999984741211
2024-01-03,16.700000762939453
2024-01-04,17.059999465942383
2024-01-05,15.920000076293945
2024-01-08,16.8799991607666
2024-01-09,16.3799991607666
2024-01-10,14.5
2024-01-11,14.180000305175781
2024-01-12,14.15999984741211
2024-01-16,13.279999732971191
2024-01-17,12.739999771118164
2024-01-18,13.399999618530273
2024-01-19,14.220000267028809
2024-01-22,14.4399995803833
2024-01-23,14.039999961853027
2024-01-24,14.0
2024-01-25,14.84000015258789
2024-01-26,14.960000038146973
2024-01-29,15.4399995803833
2024-01-30,14.859999656677246
2024-01-31,14.619999885559082
2024-02-01,14.5600004196167
2024-02-02,13.880000114440918
2024-02-05,13.140000343322754
2024-02-06,14.680000305175781
2024-02-07,14.5
2024-02-08,12.600000381469727
2024-02-09,12.4399995803833
2024-02-12,15.399999618530273
2024-02-13,14.779999732971191
2024-02-14,15.220000267028809
2024-02-15,16.18000030517578
2024-02-16,15.5600004196167
2024-02-20,14.319999694824219
2024-02-21,13.399999618530273
2024-02-22,12.0
2024-02-23,11.300000190734863
2024-02-26,12.84000015258789
2024-02-27,13.260000228881836
2024-02-28,12.300000190734863
2024-02-29,11.399999618530273
2024-03-01,10.880000114440918
2024-03-04,10.520000457763672
2024-03-05,9.800000190734863
2024-03-06,10.380000114440918
2024-03-07,10.899999618530273
2024-03-08,10.699999809265137
2024-03-11,10.760000228881836
2024-03-12,10.020000457763672
2024-03-13,9.920000076293945
2024-03-14,8.960000038146973
2024-03-15,8.880000114440918
2024-03-18,9.420000076293945
2024-03-19,9.420000076293945
2024-03-20,9.4399995803833
2024-03-21,8.739999771118164
2024-03-22,8.039999961853027
2024-03-25,9.020000457763672
2024-03-26,9.760000228881836
2024-03-27,10.199999809265137
2024-03-28,10.640000343322754
2024-04-01,10.539999961853027
2024-04-02,10.579999923706055
2024-04-03,10.319999694824219
2024-04-04,9.420000076293945
2024-04-05,9.579999923706055
2024-04-08,9.5
2024-04-09,9.720000267028809
2024-04-10,9.399999618530273
2024-04-11,9.239999771118164
2024-04-12,8.859999656677246
2024-04-15,8.039999961853027
2024-04-16,7.800000190734863
2024-04-17,7.119999885559082
2024-04-18,10.100000381469727
2024-04-19,9.65999984741211
2024-04-22,9.199999809265137
2024-04-23,9.880000114440918
2024-04-24,9.34000015258789
2024-04-25,9.180000305175781
2024-04-26,9.279999732971191
2024-04-29,10.319999694824219
2024-04-30,10.039999961853027
2024-05-01,10.0
2024-05-02,10.100000381469727
2024-05-03,10.039999961853027
2024-05-06,9.739999771118164
2024-05-07,9.960000038146973
2024-05-08,9.65999984741211
2024-05-09,10.199999809265137
2024-05-10,9.960000038146973
2024-05-13,10.579999923706055
2024-05-14,12.220000267028809
2024-05-15,11.699999809265137
2024-05-16,11.9399995803833
2024-05-17,11.739999771118164
2024-05-20,10.9399995803833
2024-05-21,10.600000381469727
2024-05-22,10.460000038146973
2024-05-23,10.180000305175781
2024-05-24,10.260000228881836
2024-05-28,10.880000114440918
2024-05-29,12.180000305175781
2024-05-30,11.15999984741211
2024-05-31,10.899999618530273
2024-06-03,10.619999885559082
2024-06-04,9.0
2024-06-05,8.84000015258789
2024-06-06,8.380000114440918
2024-06-07,8.079999923706055
2024-06-10,8.0600004196167
2024-06-11,8.279999732971191
2024-06-12,8.239999771118164
2024-06-13,8.239999771118164
2024-06-14,7.920000076293945
2024-06-17,8.0
2024-06-18,8.180000305175781
2024-06-20,8.359999656677246
2024-06-21,8.479999542236328
2024-06-24,8.800000190734863
2024-06-25,8.84000015258789
2024-06-26,8.039999961853027
2024-06-27,8.460000038146973
2024-06-28,7.820000171661377
2024-07-01,7.519999980926514
2024-07-02,7.840000152587891
2024-07-03,8.5
2024-07-05,8.5600004196167
2024-07-08,8.520000457763672
2024-07-09,8.960000038146973
2024-07-10,9.199999809265137
2024-07-11,9.399999618530273
2024-07-12,9.65999984741211
2024-07-15,9.720000267028809
2024-07-16,10.140000343322754
2024-07-17,10.220000267028809
2024-07-18,9.479999542236328
2024-07-19,8.84000015258789
2024-07-22,9.119999885559082
2024-07-23,9.239999771118164
2024-07-24,9.0
2024-07-25,8.960000038146973
2024-07-26,8.800000190734863
2024-07-29,8.800000190734863
2024-07-30,8.140000343322754
2024-07-31,8.0
2024-08-01,7.659999847412109
2024-08-02,7.639999866485596
2024-08-05,7.300000190734863
2024-08-06,7.400000095367432
2024-08-07,7.480000019073486
2024-08-08,7.460000038146973
2024-08-09,7.21999979019165
2024-08-12,7.300000190734863
2024-08-13,6.920000076293945
2024-08-14,6.679999828338623
2024-08-15,6.619999885559082
2024-08-16,6.860000133514404
2024-08-19,7.199999809265137
2024-08-20,7.119999885559082
2024-08-21,6.679999828338623
2024-08-22,6.199999809265137
2024-08-23,6.460000038146973
2024-08-26,6.679999828338623
2024-08-27,6.460000038146973
2024-08-28,6.21999979019165
2024-08-29,6.179999828338623
2024-08-30,6.300000190734863
2024-09-03,6.019999980926514
2024-09-04,6.099999904632568
2024-09-05,6.21999979019165
2024-09-06,6.079999923706055
2024-09-09,6.0
2024-09-10,6.0
2024-09-11,6.079999923706055
2024-09-12,6.5
2024-09-13,6.800000190734863
2024-09-16,6.840000152587891
2024-09-17,6.820000171661377
2024-09-18,6.699999809265137
2024-09-19,6.599999904632568
2024-09-20,6.800000190734863
2024-09-23,6.78000020980835
2024-09-24,6.800000190734863
2024-09-25,6.320000171661377
2024-09-26,6.360000133514404
2024-09-27,5.880000114440918
2024-09-30,6.960000038146973
2024-10-01,7.380000114440918
2024-10-02,7.760000228881836
2024-10-03,7.78000020980835
2024-10-04,5.900000095367432
2024-10-07,6.260000228881836
2024-10-08,5.880000114440918
2024-10-09,6.099999904632568
2024-10-10,6.0
2024-10-11,5.840000152587891
2024-10-14,5.820000171661377
2024-10-15,5.400000095367432
2024-10-16,5.340000152587891
2024-10-17,4.909999847412109
2024-10-18,4.909999847412109
2024-10-21,4.889999866485596
2024-10-22,4.849999904632568
2024-10-23,4.71999979019165
2024-10-24,4.849999904632568
2024-10-25,4.670000076293945
2024-10-28,4.849999904632568
2024-10-29,4.940000057220459
2024-10-30,4.809999942779541
2024-10-31,4.650000095367432
2024-11-01,4.650000095367432
2024-11-04,4.699999809265137
2024-11-05,4.75
2024-11-06,4.760000228881836
2024-11-07,4.670000076293945
2024-11-08,4.480000019073486
2024-11-11,4.610000133514404
2024-11-12,4.710000038146973
2024-11-13,4.25
2024-11-14,3.819999933242798
2024-11-15,3.0
2024-11-18,2.8299999237060547
2024-11-19,3.430000066757202
2024-11-20,3.1500000953674316
2024-11-21,3.2300000190734863
