Date,RVNC
2022-02-28,13.569999694824219
2022-03-01,15.199999809265137
2022-03-02,15.239999771118164
2022-03-03,15.149999618530273
2022-03-04,15.25
2022-03-07,14.920000076293945
2022-03-08,15.760000228881836
2022-03-09,16.459999084472656
2022-03-10,16.5
2022-03-11,16.059999465942383
2022-03-14,15.25
2022-03-15,15.789999961853027
2022-03-16,16.579999923706055
2022-03-17,17.280000686645508
2022-03-18,17.540000915527344
2022-03-21,19.059999465942383
2022-03-22,19.700000762939453
2022-03-23,19.56999969482422
2022-03-24,19.920000076293945
2022-03-25,19.549999237060547
2022-03-28,19.770000457763672
2022-03-29,20.309999465942383
2022-03-30,19.440000534057617
2022-03-31,19.5
2022-04-01,19.709999084472656
2022-04-04,19.770000457763672
2022-04-05,19.969999313354492
2022-04-06,20.399999618530273
2022-04-07,20.229999542236328
2022-04-08,19.34000015258789
2022-04-11,18.809999465942383
2022-04-12,18.770000457763672
2022-04-13,18.809999465942383
2022-04-14,18.600000381469727
2022-04-18,17.799999237060547
2022-04-19,17.709999084472656
2022-04-20,17.40999984741211
2022-04-21,16.889999389648438
2022-04-22,17.049999237060547
2022-04-25,17.350000381469727
2022-04-26,16.899999618530273
2022-04-27,16.850000381469727
2022-04-28,16.59000015258789
2022-04-29,16.3799991607666
2022-05-02,17.829999923706055
2022-05-03,17.639999389648438
2022-05-04,18.1200008392334
2022-05-05,17.489999771118164
2022-05-06,16.280000686645508
2022-05-09,14.819999694824219
2022-05-10,14.859999656677246
2022-05-11,13.220000267028809
2022-05-12,13.149999618530273
2022-05-13,13.880000114440918
2022-05-16,14.729999542236328
2022-05-17,15.59000015258789
2022-05-18,14.369999885559082
2022-05-19,13.800000190734863
2022-05-20,13.760000228881836
2022-05-23,13.15999984741211
2022-05-24,12.800000190734863
2022-05-25,12.239999771118164
2022-05-26,12.699999809265137
2022-05-27,14.0
2022-05-31,13.680000305175781
2022-06-01,13.119999885559082
2022-06-02,13.289999961853027
2022-06-03,13.300000190734863
2022-06-06,13.149999618530273
2022-06-07,13.34000015258789
2022-06-08,12.920000076293945
2022-06-09,12.5600004196167
2022-06-10,12.010000228881836
2022-06-13,11.520000457763672
2022-06-14,12.010000228881836
2022-06-15,12.25
2022-06-16,12.25
2022-06-17,12.90999984741211
2022-06-21,13.59000015258789
2022-06-22,14.5
2022-06-23,15.130000114440918
2022-06-24,15.279999732971191
2022-06-27,15.300000190734863
2022-06-28,14.550000190734863
2022-06-29,14.229999542236328
2022-06-30,13.819999694824219
2022-07-01,14.329999923706055
2022-07-05,14.729999542236328
2022-07-06,14.479999542236328
2022-07-07,14.989999771118164
2022-07-08,15.350000381469727
2022-07-11,15.15999984741211
2022-07-12,14.739999771118164
2022-07-13,14.770000457763672
2022-07-14,14.710000038146973
2022-07-15,15.069999694824219
2022-07-18,14.829999923706055
2022-07-19,15.670000076293945
2022-07-20,16.270000457763672
