Date,ICCT
2023-09-05,6.730000019073486
2023-09-06,7.829999923706055
2023-09-07,6.5
2023-09-08,6.159999847412109
2023-09-11,5.389999866485596
2023-09-12,5.570000171661377
2023-09-13,5.829999923706055
2023-09-14,5.619999885559082
2023-09-15,5.159999847412109
2023-09-18,4.53000020980835
2023-09-19,3.8499999046325684
2023-09-20,3.930000066757202
2023-09-21,4.059999942779541
2023-09-22,3.990000009536743
2023-09-25,4.010000228881836
2023-09-26,3.680000066757202
2023-09-27,3.8299999237060547
2023-09-28,3.9600000381469727
2023-09-29,3.9800000190734863
2023-10-02,4.010000228881836
2023-10-03,3.809999942779541
2023-10-04,3.4100000858306885
2023-10-05,3.2300000190734863
2023-10-06,3.25
2023-10-09,3.3299999237060547
2023-10-10,3.0199999809265137
2023-10-11,2.4000000953674316
2023-10-12,1.850000023841858
2023-10-13,2.009999990463257
2023-10-16,2.109999895095825
2023-10-17,2.369999885559082
2023-10-18,2.2799999713897705
2023-10-19,2.119999885559082
2023-10-20,2.119999885559082
2023-10-23,1.9900000095367432
2023-10-24,1.9900000095367432
2023-10-25,1.899999976158142
2023-10-26,1.7999999523162842
2023-10-27,1.6699999570846558
2023-10-30,1.600000023841858
2023-10-31,1.5800000429153442
2023-11-01,1.6399999856948853
2023-11-02,1.7899999618530273
2023-11-03,1.600000023841858
2023-11-06,1.4600000381469727
2023-11-07,1.4199999570846558
2023-11-08,1.5
2023-11-09,1.3799999952316284
2023-11-10,1.440000057220459
2023-11-13,1.4700000286102295
2023-11-14,1.3799999952316284
2023-11-15,1.4299999475479126
2023-11-16,1.409999966621399
2023-11-17,1.2999999523162842
2023-11-20,1.350000023841858
2023-11-21,1.2599999904632568
2023-11-22,1.2599999904632568
2023-11-24,1.25
2023-11-27,1.25
2023-11-28,1.190000057220459
2023-11-29,1.159999966621399
2023-11-30,1.2400000095367432
2023-12-01,1.1200000047683716
2023-12-04,1.1100000143051147
2023-12-05,1.059999942779541
2023-12-06,0.9800000190734863
2023-12-07,0.9610000252723694
2023-12-08,0.9559999704360962
2023-12-11,0.9800000190734863
2023-12-12,0.9599999785423279
2023-12-13,0.9900000095367432
2023-12-14,0.9879999756813049
2023-12-15,1.7000000476837158
2023-12-18,2.309999942779541
2023-12-19,1.690000057220459
2023-12-20,1.7100000381469727
2023-12-21,1.5
2023-12-22,1.4600000381469727
2023-12-26,1.3600000143051147
2023-12-27,1.2999999523162842
2023-12-28,1.309999942779541
2023-12-29,1.2400000095367432
2024-01-02,1.2699999809265137
2024-01-03,1.25
2024-01-04,1.2999999523162842
2024-01-05,1.3799999952316284
2024-01-08,1.3300000429153442
2024-01-09,1.2999999523162842
2024-01-10,1.590000033378601
2024-01-11,1.5199999809265137
2024-01-12,1.4700000286102295
2024-01-16,1.4299999475479126
2024-01-17,1.4600000381469727
2024-01-18,1.4700000286102295
2024-01-19,1.4900000095367432
2024-01-22,1.5800000429153442
2024-01-23,1.7200000286102295
2024-01-24,1.7300000190734863
2024-01-25,1.7999999523162842
2024-01-26,1.8200000524520874
2024-01-29,1.659999966621399
2024-01-30,1.5299999713897705
2024-01-31,1.402999997138977
2024-02-01,1.5399999618530273
2024-02-02,1.7999999523162842
2024-02-05,1.6699999570846558
2024-02-06,1.659999966621399
2024-02-07,1.5
2024-02-08,1.5950000286102295
2024-02-09,1.4800000190734863
2024-02-12,1.4600000381469727
2024-02-13,1.4700000286102295
2024-02-14,1.5199999809265137
2024-02-15,1.4850000143051147
2024-02-16,1.4700000286102295
2024-02-20,1.4199999570846558
2024-02-21,1.4299999475479126
2024-02-22,1.4299999475479126
2024-02-23,1.4800000190734863
2024-02-26,1.5399999618530273
2024-02-27,1.5
2024-02-28,1.5
2024-02-29,1.4500000476837158
2024-03-01,1.4550000429153442
2024-03-04,1.4500000476837158
2024-03-05,1.440000057220459
2024-03-06,1.3700000047683716
2024-03-07,1.3200000524520874
2024-03-08,1.399999976158142
2024-03-11,1.5
2024-03-12,1.4600000381469727
2024-03-13,1.3600000143051147
2024-03-14,1.2599999904632568
2024-03-15,1.1699999570846558
2024-03-18,1.2300000190734863
2024-03-19,1.2599999904632568
2024-03-20,1.2899999618530273
2024-03-21,1.2599999904632568
2024-03-22,1.2799999713897705
2024-03-25,1.2100000381469727
2024-03-26,1.149999976158142
2024-03-27,1.2000000476837158
2024-03-28,1.2200000286102295
2024-04-01,1.2000000476837158
2024-04-02,1.1699999570846558
2024-04-03,1.1299999952316284
2024-04-04,1.1299999952316284
2024-04-05,1.1200000047683716
2024-04-08,1.100000023841858
2024-04-09,1.1299999952316284
2024-04-10,1.690000057220459
2024-04-11,1.4800000190734863
2024-04-12,1.3200000524520874
2024-04-15,1.2400000095367432
2024-04-16,1.2599999904632568
2024-04-17,1.2000000476837158
2024-04-18,1.190000057220459
2024-04-19,1.1699999570846558
2024-04-22,1.1200000047683716
2024-04-23,1.100000023841858
2024-04-24,1.1050000190734863
2024-04-25,1.0809999704360962
2024-04-26,1.0950000286102295
2024-04-29,1.0750000476837158
2024-04-30,1.100000023841858
2024-05-01,1.090000033378601
2024-05-02,1.1299999952316284
2024-05-03,1.1399999856948853
2024-05-06,1.149999976158142
2024-05-07,1.2100000381469727
2024-05-08,1.1799999475479126
2024-05-09,1.2200000286102295
2024-05-10,1.309999942779541
2024-05-13,1.090000033378601
2024-05-14,1.1200000047683716
2024-05-15,1.1699999570846558
2024-05-16,1.149999976158142
2024-05-17,1.1200000047683716
2024-05-20,0.9909999966621399
2024-05-21,1.0049999952316284
2024-05-22,1.0
2024-05-23,1.0049999952316284
2024-05-24,1.0
2024-05-28,1.0
2024-05-29,0.9800000190734863
2024-05-30,0.9300000071525574
2024-05-31,0.9300000071525574
2024-06-03,0.9769999980926514
2024-06-04,1.0
2024-06-05,0.9819999933242798
2024-06-06,1.0199999809265137
2024-06-07,0.9549999833106995
2024-06-10,1.0
2024-06-11,1.0199999809265137
2024-06-12,0.9900000095367432
2024-06-13,1.0
2024-06-14,0.9829999804496765
2024-06-17,0.8930000066757202
2024-06-18,0.8899999856948853
2024-06-20,0.8700000047683716
2024-06-21,0.8309999704360962
2024-06-24,0.8799999952316284
2024-06-25,0.8560000061988831
2024-06-26,0.9279999732971191
2024-06-27,0.9290000200271606
2024-06-28,0.9279999732971191
2024-07-01,0.8619999885559082
2024-07-02,0.8999999761581421
2024-07-03,0.8709999918937683
2024-07-05,0.8999999761581421
2024-07-08,0.8899999856948853
2024-07-09,0.9399999976158142
2024-07-10,0.8650000095367432
2024-07-11,0.8240000009536743
2024-07-12,0.8640000224113464
2024-07-15,0.8299999833106995
2024-07-16,0.8209999799728394
2024-07-17,0.8199999928474426
2024-07-18,0.800000011920929
2024-07-19,0.7739999890327454
2024-07-22,0.722000002861023
2024-07-23,0.7110000252723694
2024-07-24,0.7350000143051147
