Date,LYEL
2022-02-28,7.239999771118164
2022-03-01,6.869999885559082
2022-03-02,6.789999961853027
2022-03-03,6.460000038146973
2022-03-04,6.519999980926514
2022-03-07,6.730000019073486
2022-03-08,6.380000114440918
2022-03-09,6.789999961853027
2022-03-10,6.840000152587891
2022-03-11,6.550000190734863
2022-03-14,5.619999885559082
2022-03-15,6.010000228881836
2022-03-16,5.980000019073486
2022-03-17,6.340000152587891
2022-03-18,5.989999771118164
2022-03-21,5.110000133514404
2022-03-22,5.340000152587891
2022-03-23,5.059999942779541
2022-03-24,5.119999885559082
2022-03-25,5.099999904632568
2022-03-28,5.050000190734863
2022-03-29,5.190000057220459
2022-03-30,5.360000133514404
2022-03-31,5.050000190734863
2022-04-01,5.360000133514404
2022-04-04,5.360000133514404
2022-04-05,5.289999961853027
2022-04-06,5.199999809265137
2022-04-07,5.289999961853027
2022-04-08,5.449999809265137
2022-04-11,5.289999961853027
2022-04-12,5.440000057220459
2022-04-13,5.699999809265137
2022-04-14,5.389999866485596
2022-04-18,5.139999866485596
2022-04-19,5.420000076293945
2022-04-20,5.559999942779541
2022-04-21,5.369999885559082
2022-04-22,5.199999809265137
2022-04-25,5.46999979019165
2022-04-26,5.320000171661377
2022-04-27,5.099999904632568
2022-04-28,5.130000114440918
2022-04-29,5.130000114440918
2022-05-02,5.440000057220459
2022-05-03,5.420000076293945
2022-05-04,5.670000076293945
2022-05-05,5.420000076293945
2022-05-06,5.309999942779541
2022-05-09,5.170000076293945
2022-05-10,5.090000152587891
2022-05-11,4.53000020980835
2022-05-12,4.110000133514404
2022-05-13,3.990000009536743
2022-05-16,3.9100000858306885
2022-05-17,4.03000020980835
2022-05-18,3.680000066757202
2022-05-19,3.880000114440918
2022-05-20,4.110000133514404
2022-05-23,4.28000020980835
2022-05-24,4.199999809265137
2022-05-25,4.110000133514404
2022-05-26,4.090000152587891
2022-05-27,4.340000152587891
2022-05-31,4.139999866485596
2022-06-01,4.159999847412109
2022-06-02,4.610000133514404
2022-06-03,5.039999961853027
2022-06-06,4.900000095367432
2022-06-07,5.239999771118164
2022-06-08,5.309999942779541
2022-06-09,5.25
2022-06-10,5.099999904632568
2022-06-13,4.489999771118164
2022-06-14,4.519999980926514
2022-06-15,4.730000019073486
2022-06-16,4.550000190734863
2022-06-17,5.460000038146973
2022-06-21,5.71999979019165
2022-06-22,6.360000133514404
2022-06-23,6.800000190734863
2022-06-24,6.659999847412109
2022-06-27,6.539999961853027
2022-06-28,6.539999961853027
2022-06-29,6.710000038146973
2022-06-30,6.519999980926514
2022-07-01,5.989999771118164
2022-07-05,6.449999809265137
2022-07-06,6.510000228881836
2022-07-07,6.809999942779541
2022-07-08,6.71999979019165
2022-07-11,5.875
2022-07-12,5.545000076293945
2022-07-13,5.909999847412109
2022-07-14,5.690000057220459
2022-07-15,5.900000095367432
2022-07-18,5.619999885559082
2022-07-19,5.840000152587891
2022-07-20,5.849999904632568
2022-07-21,5.989999771118164
2022-07-22,5.71999979019165
2022-07-25,5.849999904632568
2022-07-26,5.849999904632568
2022-07-27,5.829999923706055
2022-07-28,5.630000114440918
2022-07-29,5.570000171661377
2022-08-01,5.539999961853027
2022-08-02,5.829999923706055
2022-08-03,6.25
2022-08-04,6.650000095367432
2022-08-05,7.269999980926514
2022-08-08,7.650000095367432
2022-08-09,7.510000228881836
2022-08-10,7.630000114440918
2022-08-11,7.190000057220459
2022-08-12,7.309999942779541
2022-08-15,7.519999980926514
2022-08-16,7.085000038146973
2022-08-17,7.21999979019165
2022-08-18,7.360000133514404
2022-08-19,7.039999961853027
2022-08-22,7.070000171661377
2022-08-23,7.369999885559082
2022-08-24,7.559999942779541
2022-08-25,7.630000114440918
2022-08-26,6.289999961853027
2022-08-29,6.289999961853027
2022-08-30,6.289999961853027
2022-08-31,6.699999809265137
2022-09-01,7.159999847412109
2022-09-02,6.880000114440918
2022-09-06,6.96999979019165
2022-09-07,7.309999942779541
2022-09-08,7.5
2022-09-09,7.590000152587891
2022-09-12,8.270000457763672
2022-09-13,7.730000019073486
2022-09-14,7.949999809265137
2022-09-15,7.960000038146973
2022-09-16,7.190000057220459
2022-09-19,7.329999923706055
2022-09-20,7.420000076293945
2022-09-21,7.25
2022-09-22,6.760000228881836
2022-09-23,6.380000114440918
2022-09-26,6.590000152587891
2022-09-27,6.980000019073486
2022-09-28,7.889999866485596
2022-09-29,7.409999847412109
2022-09-30,7.329999923706055
2022-10-03,7.449999809265137
2022-10-04,7.960000038146973
2022-10-05,7.929999828338623
2022-10-06,8.09000015258789
2022-10-07,7.070000171661377
2022-10-10,6.909999847412109
2022-10-11,6.869999885559082
2022-10-12,6.900000095367432
2022-10-13,6.940000057220459
2022-10-14,6.539999961853027
2022-10-17,6.78000020980835
2022-10-18,6.679999828338623
2022-10-19,6.010000228881836
2022-10-20,6.394999980926514
2022-10-21,6.550000190734863
2022-10-24,6.420000076293945
2022-10-25,5.960000038146973
2022-10-26,5.989999771118164
2022-10-27,5.929999828338623
2022-10-28,6.110000133514404
2022-10-31,5.880000114440918
2022-11-01,5.869999885559082
2022-11-02,5.519999980926514
2022-11-03,5.579999923706055
2022-11-04,5.679999828338623
2022-11-07,5.460000038146973
2022-11-08,5.480000019073486
2022-11-09,4.460000038146973
2022-11-10,4.960000038146973
2022-11-11,4.53000020980835
2022-11-14,4.699999809265137
2022-11-15,4.599999904632568
2022-11-16,4.449999809265137
2022-11-17,4.409999847412109
2022-11-18,4.389999866485596
2022-11-21,4.320000171661377
2022-11-22,4.28000020980835
2022-11-23,4.21999979019165
2022-11-25,4.159999847412109
2022-11-28,4.139999866485596
2022-11-29,4.110000133514404
2022-11-30,4.210000038146973
2022-12-01,4.03000020980835
2022-12-02,4.03000020980835
2022-12-05,3.930000066757202
