Date,MREO
2022-02-28,1.2400000095367432
2022-03-01,1.2300000190734863
2022-03-02,1.190000057220459
2022-03-03,1.190000057220459
2022-03-04,1.149999976158142
2022-03-07,1.2799999713897705
2022-03-08,1.4600000381469727
2022-03-09,1.4600000381469727
2022-03-10,1.3799999952316284
2022-03-11,1.350000023841858
2022-03-14,1.2100000381469727
2022-03-15,1.2999999523162842
2022-03-16,1.309999942779541
2022-03-17,1.3300000429153442
2022-03-18,1.3300000429153442
2022-03-21,1.2100000381469727
2022-03-22,1.2000000476837158
2022-03-23,1.190000057220459
2022-03-24,1.2400000095367432
2022-03-25,1.4199999570846558
2022-03-28,1.2899999618530273
2022-03-29,1.3200000524520874
2022-03-30,1.0399999618530273
2022-03-31,1.1200000047683716
2022-04-01,1.100000023841858
2022-04-04,1.0700000524520874
2022-04-05,1.0399999618530273
2022-04-06,0.9890000224113464
2022-04-07,1.0199999809265137
2022-04-08,0.9900000095367432
2022-04-11,0.9259999990463257
2022-04-12,0.8820000290870667
2022-04-13,0.9300000071525574
2022-04-14,0.9150000214576721
2022-04-18,0.890999972820282
2022-04-19,0.8849999904632568
2022-04-20,0.8119999766349792
2022-04-21,0.7599999904632568
2022-04-22,0.7400000095367432
2022-04-25,0.7149999737739563
2022-04-26,0.6930000185966492
2022-04-27,0.6830000281333923
2022-04-28,0.6679999828338623
2022-04-29,0.6200000047683716
2022-05-02,0.6330000162124634
2022-05-03,0.6299999952316284
2022-05-04,0.6019999980926514
2022-05-05,0.593999981880188
2022-05-06,0.5820000171661377
2022-05-09,0.4000000059604645
2022-05-10,0.42899999022483826
2022-05-11,0.33000001311302185
2022-05-12,0.36000001430511475
2022-05-13,0.38999998569488525
2022-05-16,0.43700000643730164
2022-05-17,0.4300000071525574
2022-05-18,0.48399999737739563
2022-05-19,0.49000000953674316
2022-05-20,0.5329999923706055
2022-05-23,0.5210000276565552
2022-05-24,0.4740000069141388
2022-05-25,0.4869999885559082
2022-05-26,0.4790000021457672
2022-05-27,0.5210000276565552
2022-05-31,0.5049999952316284
2022-06-01,0.5270000100135803
2022-06-02,0.5
2022-06-03,0.5699999928474426
2022-06-06,0.5540000200271606
2022-06-07,0.625
2022-06-08,0.6399999856948853
2022-06-09,0.6899999976158142
2022-06-10,0.6570000052452087
2022-06-13,0.5989999771118164
2022-06-14,0.6359999775886536
2022-06-15,0.6899999976158142
2022-06-16,0.800000011920929
2022-06-17,1.2999999523162842
2022-06-21,1.690000057220459
2022-06-22,1.4500000476837158
2022-06-23,1.409999966621399
2022-06-24,1.5299999713897705
2022-06-27,1.5499999523162842
2022-06-28,1.5099999904632568
2022-06-29,1.350000023841858
2022-06-30,1.1200000047683716
2022-07-01,1.3899999856948853
2022-07-05,1.3799999952316284
2022-07-06,1.2899999618530273
2022-07-07,1.3200000524520874
2022-07-08,1.3700000047683716
2022-07-11,1.5499999523162842
2022-07-12,1.5499999523162842
2022-07-13,1.5399999618530273
2022-07-14,1.5299999713897705
2022-07-15,1.7300000190734863
2022-07-18,1.6699999570846558
2022-07-19,1.7000000476837158
2022-07-20,1.6799999475479126
2022-07-21,1.590000033378601
2022-07-22,1.559999942779541
2022-07-25,1.4199999570846558
2022-07-26,1.409999966621399
2022-07-27,1.3300000429153442
2022-07-28,1.2899999618530273
2022-07-29,1.2100000381469727
2022-08-01,1.1799999475479126
2022-08-02,1.1799999475479126
2022-08-03,1.1399999856948853
2022-08-04,1.1799999475479126
2022-08-05,1.2899999618530273
2022-08-08,1.1799999475479126
2022-08-09,1.1699999570846558
2022-08-10,1.2100000381469727
2022-08-11,1.149999976158142
2022-08-12,1.350000023841858
2022-08-15,1.2999999523162842
2022-08-16,1.2000000476837158
2022-08-17,1.1799999475479126
2022-08-18,1.1699999570846558
2022-08-19,1.2100000381469727
2022-08-22,1.159999966621399
2022-08-23,1.25
2022-08-24,1.3799999952316284
2022-08-25,1.3799999952316284
2022-08-26,1.3200000524520874
2022-08-29,1.3300000429153442
2022-08-30,1.2000000476837158
2022-08-31,1.2000000476837158
2022-09-01,1.1399999856948853
2022-09-02,1.0700000524520874
2022-09-06,0.9779999852180481
2022-09-07,0.9789999723434448
2022-09-08,1.0099999904632568
2022-09-09,1.0700000524520874
2022-09-12,1.0700000524520874
2022-09-13,1.0299999713897705
2022-09-14,1.0800000429153442
2022-09-15,1.0700000524520874
2022-09-16,1.059999942779541
2022-09-19,1.0
2022-09-20,0.9789999723434448
2022-09-21,0.9300000071525574
2022-09-22,0.8709999918937683
2022-09-23,0.8420000076293945
2022-09-26,0.8240000009536743
2022-09-27,0.8560000061988831
2022-09-28,0.8859999775886536
2022-09-29,0.8799999952316284
2022-09-30,0.8610000014305115
2022-10-03,0.8899999856948853
2022-10-04,0.9599999785423279
2022-10-05,0.9649999737739563
2022-10-06,0.9430000185966492
2022-10-07,0.9629999995231628
