Date,CMPS
2022-02-28,14.4399995803833
2022-03-01,14.619999885559082
2022-03-02,14.520000457763672
2022-03-03,13.3100004196167
2022-03-04,12.430000305175781
2022-03-07,12.15999984741211
2022-03-08,12.539999961853027
2022-03-09,13.010000228881836
2022-03-10,12.569999694824219
2022-03-11,12.149999618530273
2022-03-14,11.130000114440918
2022-03-15,11.489999771118164
2022-03-16,12.15999984741211
2022-03-17,12.369999885559082
2022-03-18,13.550000190734863
2022-03-21,13.859999656677246
2022-03-22,12.770000457763672
2022-03-23,13.449999809265137
2022-03-24,13.15999984741211
2022-03-25,12.520000457763672
2022-03-28,12.350000381469727
2022-03-29,13.100000381469727
2022-03-30,12.819999694824219
2022-03-31,12.890000343322754
2022-04-01,13.369999885559082
2022-04-04,14.180000305175781
2022-04-05,13.710000038146973
2022-04-06,13.170000076293945
2022-04-07,13.020000457763672
2022-04-08,12.5
2022-04-11,12.529999732971191
2022-04-12,12.449999809265137
2022-04-13,13.149999618530273
2022-04-14,12.600000381469727
2022-04-18,12.25
2022-04-19,12.680000305175781
2022-04-20,12.680000305175781
2022-04-21,12.420000076293945
2022-04-22,12.609999656677246
2022-04-25,12.149999618530273
2022-04-26,11.34000015258789
2022-04-27,10.199999809265137
2022-04-28,9.520000457763672
2022-04-29,9.0600004196167
2022-05-02,9.800000190734863
2022-05-03,9.569999694824219
2022-05-04,9.569999694824219
2022-05-05,8.829999923706055
2022-05-06,8.300000190734863
2022-05-09,7.360000133514404
2022-05-10,8.199999809265137
2022-05-11,6.760000228881836
2022-05-12,7.059999942779541
2022-05-13,7.630000114440918
2022-05-16,8.210000038146973
2022-05-17,8.970000267028809
2022-05-18,8.260000228881836
2022-05-19,8.350000381469727
2022-05-20,8.359999656677246
2022-05-23,8.029999732971191
2022-05-24,7.909999847412109
2022-05-25,7.769999980926514
2022-05-26,7.800000190734863
2022-05-27,8.40999984741211
2022-05-31,9.09000015258789
2022-06-01,8.479999542236328
2022-06-02,8.850000381469727
2022-06-03,9.239999771118164
2022-06-06,9.460000038146973
2022-06-07,9.75
2022-06-08,9.9399995803833
2022-06-09,9.789999961853027
2022-06-10,9.180000305175781
2022-06-13,8.59000015258789
2022-06-14,9.4399995803833
2022-06-15,9.40999984741211
2022-06-16,9.40999984741211
2022-06-17,9.930000305175781
2022-06-21,10.359999656677246
2022-06-22,10.199999809265137
2022-06-23,10.699999809265137
2022-06-24,10.75
2022-06-27,10.899999618530273
2022-06-28,10.380000114440918
2022-06-29,10.359999656677246
2022-06-30,10.819999694824219
2022-07-01,10.800000190734863
2022-07-05,11.4399995803833
2022-07-06,12.210000038146973
2022-07-07,13.010000228881836
2022-07-08,13.609999656677246
2022-07-11,12.34000015258789
2022-07-12,11.520000457763672
2022-07-13,11.979999542236328
2022-07-14,11.359999656677246
2022-07-15,12.09000015258789
2022-07-18,13.020000457763672
2022-07-19,13.670000076293945
2022-07-20,15.109999656677246
2022-07-21,14.25
2022-07-22,14.510000228881836
2022-07-25,14.90999984741211
2022-07-26,15.199999809265137
2022-07-27,16.059999465942383
2022-07-28,16.18000030517578
2022-07-29,15.59000015258789
2022-08-01,14.9399995803833
2022-08-02,15.90999984741211
2022-08-03,16.040000915527344
2022-08-04,17.5
2022-08-05,20.06999969482422
2022-08-08,19.639999389648438
2022-08-09,18.940000534057617
2022-08-10,19.729999542236328
2022-08-11,17.329999923706055
2022-08-12,18.354999542236328
2022-08-15,17.889999389648438
2022-08-16,17.3700008392334
2022-08-17,16.959999084472656
2022-08-18,17.610000610351562
2022-08-19,15.770000457763672
2022-08-22,16.979999542236328
2022-08-23,17.56999969482422
2022-08-24,18.200000762939453
2022-08-25,18.200000762939453
2022-08-26,17.520000457763672
2022-08-29,16.989999771118164
2022-08-30,15.600000381469727
2022-08-31,16.34000015258789
2022-09-01,16.100000381469727
2022-09-02,16.770000457763672
2022-09-06,15.510000228881836
2022-09-07,15.75
2022-09-08,16.170000076293945
2022-09-09,15.739999771118164
2022-09-12,15.600000381469727
2022-09-13,13.930000305175781
2022-09-14,14.079999923706055
2022-09-15,14.640000343322754
2022-09-16,13.699999809265137
2022-09-19,13.520000457763672
2022-09-20,13.09000015258789
2022-09-21,12.630000114440918
2022-09-22,12.479999542236328
2022-09-23,11.800000190734863
2022-09-26,11.510000228881836
2022-09-27,12.119999885559082
2022-09-28,12.0
2022-09-29,10.970000267028809
2022-09-30,10.729999542236328
2022-10-03,10.739999771118164
2022-10-04,11.680000305175781
2022-10-05,11.420000076293945
2022-10-06,11.65999984741211
