Date,NKLA
2022-06-14,161.10000610351562
2022-06-15,169.8000030517578
2022-06-16,157.5
2022-06-17,170.39999389648438
2022-06-21,171.3000030517578
2022-06-22,168.0
2022-06-23,170.10000610351562
2022-06-24,168.3000030517578
2022-06-27,161.6999969482422
2022-06-28,152.39999389648438
2022-06-29,141.60000610351562
2022-06-30,142.8000030517578
2022-07-01,141.60000610351562
2022-07-05,155.6999969482422
2022-07-06,155.39999389648438
2022-07-07,162.60000610351562
2022-07-08,164.6999969482422
2022-07-11,154.1999969482422
2022-07-12,155.6999969482422
2022-07-13,159.3000030517578
2022-07-14,158.6999969482422
2022-07-15,162.3000030517578
2022-07-18,168.0
2022-07-19,169.1999969482422
2022-07-20,176.6999969482422
2022-07-21,189.60000610351562
2022-07-22,176.6999969482422
2022-07-25,173.10000610351562
2022-07-26,172.5
2022-07-27,177.60000610351562
2022-07-28,191.39999389648438
2022-07-29,186.60000610351562
2022-08-01,201.3000030517578
2022-08-02,208.8000030517578
2022-08-03,224.39999389648438
2022-08-04,238.5
2022-08-05,241.5
2022-08-08,233.6999969482422
2022-08-09,208.8000030517578
2022-08-10,209.6999969482422
2022-08-11,200.6999969482422
2022-08-12,204.89999389648438
2022-08-15,201.60000610351562
2022-08-16,207.0
2022-08-17,197.10000610351562
2022-08-18,198.0
2022-08-19,180.0
2022-08-22,164.6999969482422
2022-08-23,174.0
2022-08-24,178.5
2022-08-25,185.10000610351562
2022-08-26,180.0
2022-08-29,179.10000610351562
2022-08-30,162.3000030517578
2022-08-31,160.8000030517578
2022-09-01,159.60000610351562
2022-09-02,158.10000610351562
2022-09-06,151.8000030517578
2022-09-07,155.10000610351562
2022-09-08,157.5
2022-09-09,162.60000610351562
2022-09-12,161.6999969482422
2022-09-13,150.89999389648438
2022-09-14,161.10000610351562
2022-09-15,156.60000610351562
2022-09-16,153.60000610351562
2022-09-19,137.39999389648438
2022-09-20,136.8000030517578
2022-09-21,131.39999389648438
2022-09-22,122.4000015258789
2022-09-23,116.69999694824219
2022-09-26,115.5
2022-09-27,117.0
2022-09-28,118.19999694824219
2022-09-29,107.0999984741211
2022-09-30,105.5999984741211
2022-10-03,105.5999984741211
2022-10-04,117.5999984741211
2022-10-05,111.0
2022-10-06,106.19999694824219
2022-10-07,97.5
2022-10-10,90.0
2022-10-11,89.69999694824219
2022-10-12,90.0
2022-10-13,93.0
2022-10-14,91.80000305175781
2022-10-17,89.0999984741211
2022-10-18,91.80000305175781
2022-10-19,87.0
2022-10-20,86.4000015258789
2022-10-21,90.30000305175781
2022-10-24,88.5
2022-10-25,93.30000305175781
2022-10-26,94.19999694824219
2022-10-27,92.0999984741211
2022-10-28,96.0
2022-10-31,113.69999694824219
2022-11-01,102.0
2022-11-02,99.0
2022-11-03,88.19999694824219
2022-11-04,88.80000305175781
2022-11-07,85.80000305175781
2022-11-08,84.5999984741211
2022-11-09,76.80000305175781
2022-11-10,82.19999694824219
2022-11-11,89.0999984741211
2022-11-14,92.4000015258789
2022-11-15,92.4000015258789
2022-11-16,89.69999694824219
2022-11-17,86.0999984741211
2022-11-18,82.19999694824219
2022-11-21,75.9000015258789
2022-11-22,69.0
2022-11-23,71.4000015258789
2022-11-25,71.69999694824219
2022-11-28,69.30000305175781
2022-11-29,70.5
2022-11-30,78.5999984741211
2022-12-01,78.0
2022-12-02,85.5
2022-12-05,80.0999984741211
2022-12-06,73.80000305175781
2022-12-07,72.30000305175781
2022-12-08,71.4000015258789
2022-12-09,69.5999984741211
2022-12-12,70.19999694824219
2022-12-13,64.80000305175781
2022-12-14,63.29999923706055
2022-12-15,63.900001525878906
2022-12-16,72.5999984741211
2022-12-19,69.5999984741211
2022-12-20,67.80000305175781
2022-12-21,73.5
2022-12-22,74.69999694824219
2022-12-23,78.5999984741211
2022-12-27,71.69999694824219
2022-12-28,67.80000305175781
2022-12-29,71.69999694824219
2022-12-30,64.80000305175781
2023-01-03,66.5999984741211
2023-01-04,69.0
2023-01-05,64.19999694824219
2023-01-06,63.900001525878906
2023-01-09,68.4000015258789
2023-01-10,71.4000015258789
2023-01-11,71.69999694824219
2023-01-12,75.30000305175781
2023-01-13,76.5
2023-01-17,78.0
2023-01-18,74.0999984741211
2023-01-19,71.69999694824219
2023-01-20,75.5999984741211
2023-01-23,82.80000305175781
2023-01-24,78.30000305175781
2023-01-25,80.0999984741211
2023-01-26,75.9000015258789
2023-01-27,83.0999984741211
2023-01-30,75.30000305175781
2023-01-31,81.30000305175781
2023-02-01,79.80000305175781
2023-02-02,81.9000015258789
2023-02-03,82.5
2023-02-06,78.9000015258789
2023-02-07,78.30000305175781
2023-02-08,76.19999694824219
2023-02-09,72.5999984741211
2023-02-10,72.5999984741211
2023-02-13,75.30000305175781
2023-02-14,75.30000305175781
2023-02-15,80.0999984741211
2023-02-16,75.30000305175781
2023-02-17,75.30000305175781
2023-02-21,71.69999694824219
2023-02-22,69.9000015258789
2023-02-23,66.0
2023-02-24,66.5999984741211
2023-02-27,66.5999984741211
2023-02-28,66.5999984741211
2023-03-01,64.80000305175781
2023-03-02,63.29999923706055
2023-03-03,64.5
2023-03-06,61.79999923706055
2023-03-07,58.5
2023-03-08,58.20000076293945
2023-03-09,54.0
2023-03-10,49.79999923706055
2023-03-13,53.400001525878906
2023-03-14,50.099998474121094
2023-03-15,49.20000076293945
2023-03-16,52.5
2023-03-17,51.0
2023-03-20,46.79999923706055
2023-03-21,48.599998474121094
2023-03-22,45.29999923706055
2023-03-23,42.29999923706055
2023-03-24,45.0
2023-03-27,45.29999923706055
2023-03-28,44.400001525878906
2023-03-29,45.0
2023-03-30,42.0
2023-03-31,36.29999923706055
2023-04-03,38.70000076293945
2023-04-04,36.599998474121094
2023-04-05,35.099998474121094
2023-04-06,36.599998474121094
2023-04-10,35.70000076293945
2023-04-11,32.70000076293945
2023-04-12,29.790000915527344
2023-04-13,29.100000381469727
2023-04-14,24.600000381469727
2023-04-17,27.270000457763672
2023-04-18,29.34000015258789
2023-04-19,27.299999237060547
2023-04-20,27.299999237060547
2023-04-21,27.690000534057617
2023-04-24,24.600000381469727
2023-04-25,24.479999542236328
2023-04-26,24.149999618530273
2023-04-27,26.3700008392334
2023-04-28,26.579999923706055
2023-05-01,25.110000610351562
2023-05-02,25.799999237060547
2023-05-03,27.600000381469727
2023-05-04,27.420000076293945
2023-05-05,29.3700008392334
2023-05-08,29.549999237060547
2023-05-09,25.709999084472656
2023-05-10,24.0
2023-05-11,24.899999618530273
2023-05-12,23.040000915527344
2023-05-15,22.739999771118164
2023-05-16,21.149999618530273
2023-05-17,22.170000076293945
2023-05-18,22.170000076293945
2023-05-19,22.739999771118164
2023-05-22,24.389999389648438
2023-05-23,23.43000030517578
2023-05-24,23.15999984741211
2023-05-25,18.450000762939453
2023-05-26,17.700000762939453
2023-05-30,18.299999237060547
2023-05-31,18.719999313354492
2023-06-01,17.219999313354492
2023-06-02,17.579999923706055
2023-06-05,16.68000030517578
2023-06-06,16.260000228881836
2023-06-07,17.790000915527344
2023-06-08,18.270000457763672
2023-06-09,21.149999618530273
2023-06-12,22.979999542236328
2023-06-13,27.420000076293945
2023-06-14,32.400001525878906
2023-06-15,42.0
2023-06-16,35.70000076293945
2023-06-20,39.599998474121094
2023-06-21,43.20000076293945
2023-06-22,41.400001525878906
2023-06-23,38.70000076293945
2023-06-26,33.0
2023-06-27,33.0
2023-06-28,34.79999923706055
2023-06-29,37.79999923706055
2023-06-30,41.400001525878906
2023-07-03,41.099998474121094
2023-07-05,42.900001525878906
2023-07-06,39.0
2023-07-07,42.29999923706055
2023-07-10,44.25
2023-07-11,42.29999923706055
2023-07-12,41.400001525878906
2023-07-13,66.5999984741211
2023-07-14,67.5
2023-07-17,69.9000015258789
2023-07-18,75.5999984741211
2023-07-19,77.69999694824219
2023-07-20,73.5
2023-07-21,75.0
2023-07-24,71.4000015258789
2023-07-25,60.900001525878906
2023-07-26,67.5
2023-07-27,63.0
2023-07-28,68.0999984741211
2023-07-31,80.0999984741211
2023-08-01,93.5999984741211
2023-08-02,90.5999984741211
2023-08-03,101.8499984741211
2023-08-04,75.0
2023-08-07,71.69999694824219
2023-08-08,66.30000305175781
2023-08-09,58.20000076293945
2023-08-10,58.79999923706055
2023-08-11,58.5
2023-08-14,54.599998474121094
2023-08-15,57.29999923706055
2023-08-16,58.20000076293945
2023-08-17,56.099998474121094
2023-08-18,58.79999923706055
2023-08-21,45.29999923706055
2023-08-22,42.599998474121094
2023-08-23,39.599998474121094
2023-08-24,36.75
2023-08-25,39.29999923706055
2023-08-28,37.20000076293945
2023-08-29,39.0
2023-08-30,38.099998474121094
2023-08-31,35.400001525878906
2023-09-01,35.400001525878906
2023-09-05,35.099998474121094
2023-09-06,33.29999923706055
2023-09-07,31.200000762939453
2023-09-08,26.399999618530273
2023-09-11,27.209999084472656
2023-09-12,27.360000610351562
2023-09-13,26.100000381469727
2023-09-14,34.5
2023-09-15,35.70000076293945
2023-09-18,47.70000076293945
2023-09-19,46.5
2023-09-20,41.849998474121094
2023-09-21,39.0
2023-09-22,37.5
2023-09-25,41.849998474121094
2023-09-26,45.0
2023-09-27,46.79999923706055
2023-09-28,49.5
2023-09-29,47.099998474121094
2023-10-02,42.29999923706055
2023-10-03,43.79999923706055
2023-10-04,42.599998474121094
2023-10-05,40.79999923706055
2023-10-06,42.0
2023-10-09,41.400001525878906
2023-10-10,42.900001525878906
2023-10-11,41.400001525878906
2023-10-12,38.099998474121094
2023-10-13,38.70000076293945
2023-10-16,36.599998474121094
2023-10-17,33.900001525878906
2023-10-18,31.049999237060547
2023-10-19,31.799999237060547
2023-10-20,30.600000381469727
2023-10-23,28.649999618530273
2023-10-24,31.200000762939453
2023-10-25,30.0
2023-10-26,31.5
2023-10-27,30.899999618530273
2023-10-30,31.200000762939453
2023-10-31,32.400001525878906
2023-11-01,31.5
2023-11-02,34.79999923706055
2023-11-03,34.20000076293945
2023-11-06,32.849998474121094
2023-11-07,30.899999618530273
2023-11-08,30.600000381469727
2023-11-09,29.3700008392334
2023-11-10,28.979999542236328
2023-11-13,30.299999237060547
2023-11-14,32.70000076293945
2023-11-15,32.099998474121094
2023-11-16,30.600000381469727
2023-11-17,31.200000762939453
2023-11-20,29.610000610351562
2023-11-21,28.079999923706055
2023-11-22,28.200000762939453
2023-11-24,29.010000228881836
2023-11-27,29.1299991607666
2023-11-28,29.90999984741211
2023-11-29,30.299999237060547
2023-11-30,29.15999984741211
2023-12-01,30.600000381469727
2023-12-04,30.299999237060547
2023-12-05,29.100000381469727
2023-12-06,29.459999084472656
2023-12-07,22.59000015258789
2023-12-08,21.450000762939453
2023-12-11,20.639999389648438
2023-12-12,21.540000915527344
2023-12-13,24.0
2023-12-14,27.329999923706055
2023-12-15,27.209999084472656
2023-12-18,24.600000381469727
2023-12-19,27.899999618530273
2023-12-20,25.59000015258789
2023-12-21,24.899999618530273
2023-12-22,26.579999923706055
2023-12-26,26.610000610351562
2023-12-27,26.760000228881836
2023-12-28,26.610000610351562
2023-12-29,26.25
2024-01-02,24.989999771118164
2024-01-03,22.200000762939453
2024-01-04,23.8799991607666
2024-01-05,23.15999984741211
2024-01-08,24.389999389648438
2024-01-09,22.799999237060547
2024-01-10,23.309999465942383
2024-01-11,22.079999923706055
2024-01-12,21.0
2024-01-16,19.139999389648438
2024-01-17,18.989999771118164
2024-01-18,18.65999984741211
2024-01-19,19.559999465942383
2024-01-22,19.559999465942383
2024-01-23,19.5
2024-01-24,20.790000915527344
2024-01-25,21.030000686645508
2024-01-26,21.239999771118164
2024-01-29,23.850000381469727
2024-01-30,22.290000915527344
2024-01-31,22.40999984741211
2024-02-01,21.899999618530273
2024-02-02,21.84000015258789
2024-02-05,20.3700008392334
2024-02-06,21.510000228881836
2024-02-07,20.579999923706055
2024-02-08,21.270000457763672
2024-02-09,21.600000381469727
2024-02-12,22.110000610351562
2024-02-13,20.520000457763672
2024-02-14,21.270000457763672
2024-02-15,22.5
2024-02-16,22.200000762939453
2024-02-20,21.18000030517578
2024-02-21,21.09000015258789
2024-02-22,21.059999465942383
2024-02-23,22.920000076293945
2024-02-26,21.690000534057617
2024-02-27,22.68000030517578
2024-02-28,23.040000915527344
2024-02-29,22.31999969482422
2024-03-01,21.959999084472656
2024-03-04,20.8799991607666
2024-03-05,20.280000686645508
2024-03-06,21.09000015258789
2024-03-07,20.610000610351562
2024-03-08,20.100000381469727
2024-03-11,19.860000610351562
2024-03-12,19.889999389648438
2024-03-13,19.139999389648438
2024-03-14,18.0
2024-03-15,19.31999969482422
2024-03-18,18.09000015258789
2024-03-19,18.56999969482422
2024-03-20,18.899999618530273
2024-03-21,19.5
2024-03-22,19.860000610351562
2024-03-25,22.31999969482422
2024-03-26,24.420000076293945
2024-03-27,27.270000457763672
2024-03-28,31.200000762939453
2024-04-01,30.899999618530273
2024-04-02,29.219999313354492
2024-04-03,26.760000228881836
2024-04-04,28.5
2024-04-05,30.600000381469727
2024-04-08,30.299999237060547
2024-04-09,30.0
2024-04-10,29.3700008392334
2024-04-11,21.510000228881836
2024-04-12,21.0
2024-04-15,19.6200008392334
2024-04-16,19.950000762939453
2024-04-17,19.290000915527344
2024-04-18,19.799999237060547
2024-04-19,19.31999969482422
2024-04-22,18.93000030517578
2024-04-23,19.049999237060547
2024-04-24,18.600000381469727
2024-04-25,18.0
2024-04-26,19.290000915527344
2024-04-29,19.59000015258789
2024-04-30,18.6299991607666
2024-05-01,18.1200008392334
2024-05-02,18.389999389648438
2024-05-03,19.739999771118164
2024-05-06,19.110000610351562
2024-05-07,18.09000015258789
2024-05-08,17.3700008392334
2024-05-09,17.280000686645508
2024-05-10,16.110000610351562
2024-05-13,16.5
2024-05-14,16.799999237060547
2024-05-15,16.770000457763672
2024-05-16,16.5
2024-05-17,16.049999237060547
2024-05-20,15.8100004196167
2024-05-21,16.139999389648438
2024-05-22,15.930000305175781
2024-05-23,15.869999885559082
2024-05-24,15.8100004196167
2024-05-28,15.420000076293945
2024-05-29,14.850000381469727
2024-05-30,15.569999694824219
2024-05-31,15.359999656677246
2024-06-03,15.899999618530273
2024-06-04,15.09000015258789
2024-06-05,16.049999237060547
2024-06-06,15.329999923706055
2024-06-07,14.880000114440918
2024-06-10,14.850000381469727
2024-06-11,14.699999809265137
2024-06-12,15.119999885559082
2024-06-13,14.789999961853027
2024-06-14,15.210000038146973
2024-06-17,14.729999542236328
2024-06-18,14.430000305175781
2024-06-20,9.899999618530273
2024-06-21,10.710000038146973
2024-06-24,10.529999732971191
2024-06-25,9.369999885559082
2024-06-26,9.920000076293945
2024-06-27,8.550000190734863
2024-06-28,8.1899995803833
2024-07-01,7.400000095367432
2024-07-02,8.039999961853027
2024-07-03,8.149999618530273
2024-07-05,8.989999771118164
2024-07-08,10.489999771118164
2024-07-09,9.75
2024-07-10,9.5
2024-07-11,9.989999771118164
2024-07-12,9.979999542236328
2024-07-15,9.649999618530273
2024-07-16,9.96500015258789
2024-07-17,9.399999618530273
2024-07-18,8.729999542236328
2024-07-19,9.460000038146973
2024-07-22,9.680000305175781
2024-07-23,9.899999618530273
2024-07-24,9.699999809265137
2024-07-25,9.380000114440918
2024-07-26,9.329999923706055
2024-07-29,9.260000228881836
2024-07-30,9.140000343322754
2024-07-31,8.979999542236328
2024-08-01,8.539999961853027
2024-08-02,7.920000076293945
2024-08-05,7.670000076293945
2024-08-06,7.610000133514404
2024-08-07,7.329999923706055
2024-08-08,7.800000190734863
2024-08-09,8.4399995803833
2024-08-12,8.020000457763672
2024-08-13,7.769999980926514
2024-08-14,7.710000038146973
2024-08-15,8.680000305175781
2024-08-16,8.130000114440918
2024-08-19,7.364999771118164
2024-08-20,7.289999961853027
2024-08-21,7.489999771118164
2024-08-22,7.289999961853027
2024-08-23,7.505000114440918
2024-08-26,7.380000114440918
2024-08-27,7.21999979019165
2024-08-28,6.510000228881836
2024-08-29,6.570000171661377
2024-08-30,6.630000114440918
2024-09-03,6.190000057220459
2024-09-04,5.909999847412109
2024-09-05,5.639999866485596
2024-09-06,5.260000228881836
2024-09-09,5.269999980926514
2024-09-10,5.130000114440918
2024-09-11,5.380000114440918
2024-09-12,5.110000133514404
2024-09-13,5.400000095367432
2024-09-16,5.460000038146973
2024-09-17,5.260000228881836
2024-09-18,5.150000095367432
2024-09-19,5.110000133514404
2024-09-20,5.03000020980835
2024-09-23,4.78000020980835
2024-09-24,4.679999828338623
2024-09-25,4.320000171661377
2024-09-26,4.179999828338623
2024-09-27,4.289999961853027
2024-09-30,4.579999923706055
2024-10-01,4.650000095367432
2024-10-02,5.559999942779541
2024-10-03,5.199999809265137
2024-10-04,5.03000020980835
2024-10-07,4.840000152587891
2024-10-08,4.5
2024-10-09,4.480000019073486
2024-10-10,4.349999904632568
2024-10-11,4.300000190734863
2024-10-14,4.239999771118164
2024-10-15,4.25
2024-10-16,4.159999847412109
2024-10-17,3.8399999141693115
2024-10-18,3.819999933242798
2024-10-21,4.039999961853027
2024-10-22,4.269999980926514
2024-10-23,3.9700000286102295
2024-10-24,4.21999979019165
2024-10-25,4.420000076293945
2024-10-28,5.309999942779541
2024-10-29,4.380000114440918
2024-10-30,4.230000019073486
2024-10-31,3.930000066757202
2024-11-01,3.755000114440918
2024-11-04,3.2899999618530273
2024-11-05,3.2100000381469727
2024-11-06,3.119999885559082
2024-11-07,3.0799999237060547
2024-11-08,3.0199999809265137
2024-11-11,3.25
2024-11-12,3.109999895095825
2024-11-13,3.119999885559082
2024-11-14,2.4100000858306885
2024-11-15,2.3399999141693115
2024-11-18,2.0199999809265137
2024-11-19,1.940000057220459
2024-11-20,1.909999966621399
2024-11-21,2.0299999713897705
