Date,CLDI
2022-02-28,98.5
2022-03-01,98.5
2022-03-02,98.5
2022-03-03,98.5
2022-03-04,98.5999984741211
2022-03-07,98.5999984741211
2022-03-08,98.5999984741211
2022-03-09,98.5999984741211
2022-03-10,98.5999984741211
2022-03-11,98.5999984741211
2022-03-14,98.69999694824219
2022-03-15,98.5999984741211
2022-03-16,98.5999984741211
2022-03-17,98.69999694824219
2022-03-18,98.69999694824219
2022-03-21,98.79000091552734
2022-03-22,98.69999694824219
2022-03-23,98.69999694824219
2022-03-24,98.9000015258789
2022-03-25,98.63999938964844
2022-03-28,98.69999694824219
2022-03-29,98.69999694824219
2022-03-30,98.69999694824219
2022-03-31,98.9000015258789
2022-04-01,99.0999984741211
2022-04-04,99.0
2022-04-05,98.9000015258789
2022-04-06,98.9000015258789
2022-04-07,98.9000015258789
2022-04-08,99.0
2022-04-11,99.0
2022-04-12,99.0
2022-04-13,99.0
2022-04-14,99.0
2022-04-18,99.0
2022-04-19,99.0
2022-04-20,99.0
2022-04-21,99.0
2022-04-22,99.0
2022-04-25,99.30000305175781
2022-04-26,99.25
2022-04-27,99.25
2022-04-28,99.0999984741211
2022-04-29,99.0999984741211
2022-05-02,99.0999984741211
2022-05-03,99.0999984741211
2022-05-04,99.0999984741211
2022-05-05,99.0999984741211
2022-05-06,99.0999984741211
2022-05-09,99.0999984741211
2022-05-10,99.0999984741211
2022-05-11,98.94999694824219
2022-05-12,98.94999694824219
2022-05-13,98.94999694824219
2022-05-16,99.19999694824219
2022-05-17,99.19999694824219
2022-05-18,99.19999694824219
2022-05-19,99.19999694824219
2022-05-20,99.30000305175781
2022-05-23,99.30000305175781
2022-05-24,99.0999984741211
2022-05-25,99.0999984741211
2022-05-26,99.19999694824219
2022-05-27,99.30000305175781
2022-05-31,99.0
2022-06-01,99.19999694824219
2022-06-02,99.19999694824219
2022-06-03,100.0999984741211
2022-06-06,99.4000015258789
2022-06-07,99.4000015258789
2022-06-08,99.19999694824219
2022-06-09,99.4000015258789
2022-06-10,99.4000015258789
2022-06-13,99.19999694824219
2022-06-14,99.30000305175781
2022-06-15,99.4000015258789
2022-06-16,99.30000305175781
2022-06-17,99.4000015258789
2022-06-21,99.30000305175781
2022-06-22,99.30000305175781
2022-06-23,99.30000305175781
2022-06-24,99.5
2022-06-27,99.5
2022-06-28,99.5
2022-06-29,99.4000015258789
2022-06-30,99.4000015258789
2022-07-01,99.4000015258789
2022-07-05,99.5999984741211
2022-07-06,99.69999694824219
2022-07-07,99.5
2022-07-08,99.4000015258789
2022-07-11,99.4000015258789
2022-07-12,99.30000305175781
2022-07-13,99.30000305175781
2022-07-14,99.30000305175781
2022-07-15,99.30000305175781
2022-07-18,99.62000274658203
2022-07-19,99.5
2022-07-20,99.5
2022-07-21,99.5
2022-07-22,99.5
2022-07-25,99.5
2022-07-26,99.5999984741211
2022-07-27,99.5999984741211
2022-07-28,99.5999984741211
2022-07-29,99.5999984741211
2022-08-01,99.69999694824219
2022-08-02,99.69999694824219
2022-08-03,99.69999694824219
2022-08-04,99.69999694824219
2022-08-05,99.69999694824219
2022-08-08,99.69999694824219
2022-08-09,99.69999694824219
2022-08-10,99.69999694824219
2022-08-11,99.69999694824219
2022-08-12,99.80000305175781
2022-08-15,99.80000305175781
2022-08-16,100.0
2022-08-17,99.9000015258789
2022-08-18,99.9000015258789
2022-08-19,99.86000061035156
2022-08-22,99.86000061035156
2022-08-23,100.0
2022-08-24,99.94999694824219
2022-08-25,100.0
2022-08-26,100.0
2022-08-29,100.0
2022-08-30,100.0999984741211
2022-08-31,100.0
2022-09-01,100.30000305175781
2022-09-02,100.30000305175781
2022-09-06,100.0999984741211
2022-09-07,100.0999984741211
2022-09-08,100.51000213623047
2022-09-09,101.1500015258789
2022-09-12,105.48999786376953
2022-09-13,101.19999694824219
2022-09-14,100.30000305175781
2022-09-15,100.4000015258789
2022-09-16,99.30000305175781
2022-09-19,99.4000015258789
2022-09-20,99.19999694824219
2022-09-21,99.5
2022-09-22,99.5999984741211
2022-09-23,99.5999984741211
2022-09-26,99.4000015258789
2022-09-27,100.0
2022-09-28,99.19999694824219
2022-09-29,99.0
2022-09-30,98.5
2022-10-03,99.30000305175781
2022-10-04,98.9000015258789
2022-10-05,98.9000015258789
2022-10-06,98.9000015258789
2022-10-07,98.80000305175781
2022-10-10,98.9000015258789
2022-10-11,98.80000305175781
2022-10-12,98.80000305175781
2022-10-13,98.69999694824219
2022-10-14,98.80000305175781
2022-10-17,98.94999694824219
2022-10-18,99.0999984741211
2022-10-19,99.0999984741211
2022-10-20,99.19999694824219
2022-10-21,99.19999694824219
2022-10-24,99.19999694824219
2022-10-25,99.19999694824219
2022-10-26,99.30000305175781
2022-10-27,99.5999984741211
2022-10-28,99.5
2022-10-31,99.5
2022-11-01,99.69999694824219
2022-11-02,100.0
2022-11-03,99.69999694824219
2022-11-04,99.69999694824219
2022-11-07,99.5
2022-11-08,99.5
2022-11-09,100.0999984741211
2022-11-10,100.0
2022-11-11,100.0
2022-11-14,100.0
2022-11-15,100.0
2022-11-16,100.30000305175781
2022-11-17,100.30000305175781
2022-11-18,100.30000305175781
2022-11-21,99.9000015258789
2022-11-22,99.9000015258789
2022-11-23,99.9000015258789
2022-11-25,99.9000015258789
2022-11-28,100.69999694824219
2022-11-29,100.80000305175781
2022-11-30,100.9000015258789
2022-12-01,100.9000015258789
2022-12-02,100.9000015258789
2022-12-05,100.9000015258789
2022-12-06,100.9000015258789
2022-12-07,100.9000015258789
2022-12-08,100.80000305175781
2022-12-09,100.69999694824219
2022-12-12,101.0999984741211
2022-12-13,101.0999984741211
2022-12-14,101.5
2022-12-15,101.0999984741211
2022-12-16,101.0999984741211
2022-12-19,101.0999984741211
2022-12-20,101.0999984741211
2022-12-21,100.0
2022-12-22,100.02999877929688
2022-12-23,100.02999877929688
2022-12-27,100.5
2022-12-28,100.5
2022-12-29,100.5
2022-12-30,101.69999694824219
2023-01-03,101.0999984741211
2023-01-04,101.19999694824219
2023-01-05,101.19999694824219
2023-01-06,101.4000015258789
2023-01-09,101.5999984741211
2023-01-10,101.69999694824219
2023-01-11,102.0999984741211
2023-01-12,102.0999984741211
2023-01-13,102.0
2023-01-17,102.0
2023-01-18,102.0
2023-01-19,102.1500015258789
2023-01-20,102.4000015258789
2023-01-23,102.0
2023-01-24,102.0
2023-01-25,102.0
2023-01-26,102.0
2023-01-27,102.0999984741211
2023-01-30,102.0999984741211
2023-01-31,102.5
2023-02-01,102.5999984741211
2023-02-02,102.30000305175781
2023-02-03,102.0999984741211
2023-02-06,102.0999984741211
2023-02-07,102.0999984741211
2023-02-08,102.0999984741211
2023-02-09,102.0999984741211
2023-02-10,102.30000305175781
2023-02-13,102.19999694824219
2023-02-14,102.5
2023-02-15,102.5
2023-02-16,102.5
2023-02-17,102.5
2023-02-21,102.5
2023-02-22,102.5
2023-02-23,102.5
2023-02-24,102.5
2023-02-27,102.5
2023-02-28,102.5999984741211
2023-03-01,102.5999984741211
2023-03-02,102.5999984741211
2023-03-03,102.5999984741211
2023-03-06,102.5999984741211
2023-03-07,102.5999984741211
2023-03-08,102.5999984741211
2023-03-09,102.5999984741211
2023-03-10,102.5999984741211
2023-03-13,102.5999984741211
2023-03-14,102.5999984741211
2023-03-15,102.5999984741211
2023-03-16,102.5999984741211
2023-03-17,101.5999984741211
2023-03-20,102.0
2023-03-21,102.0999984741211
2023-03-22,102.0999984741211
2023-03-23,102.0999984741211
2023-03-24,102.5999984741211
2023-03-27,102.5999984741211
2023-03-28,102.5999984741211
2023-03-29,102.5999984741211
2023-03-30,102.5
2023-03-31,102.69999694824219
2023-04-03,102.69999694824219
2023-04-04,102.69999694824219
2023-04-05,102.69999694824219
2023-04-06,102.69999694824219
2023-04-10,102.69999694824219
2023-04-11,102.69999694824219
2023-04-12,102.69999694824219
2023-04-13,102.69999694824219
2023-04-14,102.69999694824219
2023-04-17,102.69999694824219
2023-04-18,102.69999694824219
2023-04-19,102.69999694824219
2023-04-20,102.69999694824219
2023-04-21,102.69999694824219
2023-04-24,102.69999694824219
2023-04-25,102.69999694824219
2023-04-26,102.69999694824219
2023-04-27,102.69999694824219
2023-04-28,102.69999694824219
2023-05-01,102.69999694824219
2023-05-02,102.69999694824219
2023-05-03,102.80000305175781
2023-05-04,102.9000015258789
2023-05-05,103.0
2023-05-08,103.0999984741211
2023-05-09,103.19999694824219
2023-05-10,103.19999694824219
2023-05-11,103.19999694824219
2023-05-12,103.19999694824219
2023-05-15,103.19999694824219
2023-05-16,103.19999694824219
2023-05-17,103.19999694824219
2023-05-18,103.4000015258789
2023-05-19,103.4000015258789
2023-05-22,103.5999984741211
2023-05-23,103.69999694824219
2023-05-24,103.69999694824219
2023-05-25,103.5
2023-05-26,103.5
2023-05-30,103.5
2023-05-31,104.0999984741211
2023-06-01,104.0999984741211
2023-06-02,104.0999984741211
2023-06-05,104.0999984741211
2023-06-06,104.0999984741211
2023-06-07,104.0999984741211
2023-06-08,104.5
2023-06-09,104.5
2023-06-12,104.0999984741211
2023-06-13,104.0999984741211
2023-06-14,104.0999984741211
2023-06-15,104.0999984741211
2023-06-16,104.0999984741211
2023-06-20,104.0999984741211
2023-06-21,104.4000015258789
2023-06-22,104.4000015258789
2023-06-23,105.0
2023-06-26,105.0
2023-06-27,104.19999694824219
2023-06-28,104.19999694824219
2023-06-29,104.9000015258789
2023-06-30,104.9000015258789
2023-07-03,104.9000015258789
