Date,FFIE
2022-08-18,20256.0
2022-08-19,19200.0
2022-08-22,17472.0
2022-08-23,16800.0
2022-08-24,16608.0
2022-08-25,16704.0
2022-08-26,14400.0
2022-08-29,13440.0
2022-08-30,11424.0
2022-08-31,10752.0
2022-09-01,10272.0
2022-09-02,10080.0
2022-09-06,9696.0
2022-09-07,9600.0
2022-09-08,8764.7998046875
2022-09-09,10656.0
2022-09-12,9888.0
2022-09-13,8918.400390625
2022-09-14,9091.2001953125
2022-09-15,10176.0
2022-09-16,9264.0
2022-09-19,9043.2001953125
2022-09-20,8169.60009765625
2022-09-21,7747.2001953125
2022-09-22,7152.0
2022-09-23,7363.2001953125
2022-09-26,8064.0
2022-09-27,8544.0
2022-09-28,7920.0
2022-09-29,6748.7998046875
2022-09-30,6105.60009765625
2022-10-03,6163.2001953125
2022-10-04,6710.39990234375
2022-10-05,6220.7998046875
2022-10-06,6816.0
2022-10-07,6124.7998046875
2022-10-10,6432.0
2022-10-11,5145.60009765625
2022-10-12,5289.60009765625
2022-10-13,5030.39990234375
2022-10-14,4819.2001953125
2022-10-17,5020.7998046875
2022-10-18,5059.2001953125
2022-10-19,4934.39990234375
2022-10-20,4886.39990234375
2022-10-21,5088.0
2022-10-24,4416.0
2022-10-25,5529.60009765625
2022-10-26,5433.60009765625
2022-10-27,4934.39990234375
2022-10-28,4896.0
2022-10-31,5184.0
2022-11-01,5174.39990234375
2022-11-02,5395.2001953125
2022-11-03,5376.0
2022-11-04,5577.60009765625
2022-11-07,6624.0
2022-11-08,6326.39990234375
2022-11-09,5395.2001953125
2022-11-10,5942.39990234375
2022-11-11,6048.0
2022-11-14,5424.0
2022-11-15,4896.0
2022-11-16,4521.60009765625
2022-11-17,4003.199951171875
2022-11-18,3504.0
2022-11-21,3264.0
2022-11-22,3187.199951171875
2022-11-23,3120.0
2022-11-25,3081.60009765625
2022-11-28,2918.39990234375
2022-11-29,3408.0
2022-11-30,3081.60009765625
2022-12-01,2985.60009765625
2022-12-02,2985.60009765625
2022-12-05,2870.39990234375
2022-12-06,2496.0
2022-12-07,2400.0
2022-12-08,2534.39990234375
2022-12-09,2832.0
2022-12-12,4406.39990234375
2022-12-13,5107.2001953125
2022-12-14,4896.0
2022-12-15,4608.0
2022-12-16,3388.800048828125
2022-12-19,3129.60009765625
2022-12-20,3446.39990234375
2022-12-21,3696.0
2022-12-22,3408.0
2022-12-23,3360.0
2022-12-27,3100.800048828125
2022-12-28,3024.0
2022-12-29,2812.800048828125
2022-12-30,2784.0
2023-01-03,2601.60009765625
2023-01-04,2851.199951171875
2023-01-05,3244.800048828125
2023-01-06,3110.39990234375
2023-01-09,3580.800048828125
2023-01-10,3590.39990234375
2023-01-11,4492.7998046875
2023-01-12,4387.2001953125
2023-01-13,4838.39990234375
2023-01-17,4560.0
2023-01-18,5731.2001953125
2023-01-19,5606.39990234375
2023-01-20,5884.7998046875
2023-01-23,8870.400390625
2023-01-24,9024.0
2023-01-25,8188.7998046875
2023-01-26,7622.39990234375
2023-01-27,8419.2001953125
2023-01-30,7584.0
2023-01-31,8160.0
2023-02-01,8563.2001953125
2023-02-02,9504.0
2023-02-03,10368.0
2023-02-06,7603.2001953125
2023-02-07,7680.0
2023-02-08,6883.2001953125
2023-02-09,6825.60009765625
2023-02-10,6624.0
2023-02-13,6883.2001953125
2023-02-14,6537.60009765625
2023-02-15,6316.7998046875
2023-02-16,6019.2001953125
2023-02-17,5635.2001953125
2023-02-21,5817.60009765625
2023-02-22,5606.39990234375
2023-02-23,5548.7998046875
2023-02-24,5347.2001953125
2023-02-27,4934.39990234375
2023-02-28,5107.2001953125
2023-03-01,5030.39990234375
2023-03-02,4876.7998046875
2023-03-03,5472.0
2023-03-06,5664.0
2023-03-07,5366.39990234375
2023-03-08,4934.39990234375
2023-03-09,5068.7998046875
2023-03-10,4512.0
2023-03-13,4032.0
2023-03-14,3696.0
2023-03-15,4080.0
2023-03-16,4080.0
2023-03-17,4329.60009765625
2023-03-20,4867.2001953125
2023-03-21,4886.39990234375
2023-03-22,4598.39990234375
2023-03-23,3753.60009765625
2023-03-24,3580.800048828125
2023-03-27,3417.60009765625
2023-03-28,3340.800048828125
2023-03-29,3408.0
2023-03-30,3369.60009765625
2023-03-31,3398.39990234375
2023-04-03,2889.60009765625
2023-04-04,2928.0
2023-04-05,2716.800048828125
2023-04-06,2736.0
2023-04-10,2630.39990234375
2023-04-11,2697.60009765625
2023-04-12,2630.39990234375
2023-04-13,2976.0
2023-04-14,2572.800048828125
2023-04-17,2476.800048828125
2023-04-18,2409.60009765625
2023-04-19,2227.199951171875
2023-04-20,2198.39990234375
2023-04-21,2092.800048828125
2023-04-24,1958.4000244140625
2023-04-25,1920.0
2023-04-26,1968.0
2023-04-27,1795.199951171875
2023-04-28,1641.5999755859375
2023-05-01,1468.800048828125
2023-05-02,1449.5999755859375
2023-05-03,1699.199951171875
2023-05-04,2169.60009765625
2023-05-05,2304.0
2023-05-08,2544.0
2023-05-09,2342.39990234375
2023-05-10,1900.800048828125
2023-05-11,1862.4000244140625
2023-05-12,2332.800048828125
2023-05-15,2611.199951171875
2023-05-16,2390.39990234375
2023-05-17,2448.0
2023-05-18,2102.39990234375
2023-05-19,2140.800048828125
2023-05-22,2150.39990234375
2023-05-23,2236.800048828125
2023-05-24,2073.60009765625
2023-05-25,1987.199951171875
2023-05-26,2112.0
2023-05-30,2400.0
2023-05-31,2371.199951171875
2023-06-01,2102.39990234375
2023-06-02,2304.0
2023-06-05,2611.199951171875
2023-06-06,3436.800048828125
2023-06-07,3206.39990234375
2023-06-08,2966.39990234375
2023-06-09,3148.800048828125
2023-06-12,3033.60009765625
2023-06-13,3168.0
2023-06-14,3350.39990234375
2023-06-15,3840.0
2023-06-16,4320.0
2023-06-20,2697.60009765625
2023-06-21,2352.0
2023-06-22,2236.800048828125
2023-06-23,2179.199951171875
2023-06-26,2265.60009765625
2023-06-27,2275.199951171875
2023-06-28,2112.0
2023-06-29,2016.0
2023-06-30,1920.0
2023-07-03,2016.0
2023-07-05,1929.5999755859375
2023-07-06,1920.0
2023-07-07,1872.0
2023-07-10,1920.0
2023-07-11,2160.0
2023-07-12,2198.39990234375
2023-07-13,2265.60009765625
2023-07-14,2438.39990234375
2023-07-17,2755.199951171875
2023-07-18,3024.0
2023-07-19,2822.39990234375
2023-07-20,2745.60009765625
2023-07-21,2784.0
2023-07-24,2793.60009765625
2023-07-25,2592.0
2023-07-26,2649.60009765625
2023-07-27,2486.39990234375
2023-07-28,2467.199951171875
2023-07-31,2899.199951171875
2023-08-01,3129.60009765625
2023-08-02,3168.0
2023-08-03,3206.39990234375
2023-08-04,3129.60009765625
2023-08-07,2784.0
2023-08-08,2620.800048828125
2023-08-09,2640.0
2023-08-10,2524.800048828125
2023-08-11,2553.60009765625
2023-08-14,2572.800048828125
2023-08-15,2323.199951171875
2023-08-16,2102.39990234375
2023-08-17,2640.0
2023-08-18,2390.39990234375
2023-08-21,1968.0
2023-08-22,1776.0
2023-08-23,1728.0
2023-08-24,1776.0
2023-08-25,1497.5999755859375
2023-08-28,1137.5999755859375
2023-08-29,1012.7999877929688
2023-08-30,1015.2000122070312
2023-08-31,903.0
2023-09-01,871.7999877929688
2023-09-05,751.2000122070312
2023-09-06,612.0
2023-09-07,466.79998779296875
2023-09-08,451.20001220703125
2023-09-11,426.6000061035156
2023-09-12,465.6000061035156
2023-09-13,614.4000244140625
2023-09-14,563.4000244140625
2023-09-15,613.2000122070312
2023-09-18,561.5999755859375
2023-09-19,492.0
2023-09-20,468.0
2023-09-21,439.20001220703125
2023-09-22,470.3999938964844
2023-09-25,356.3999938964844
2023-09-26,295.20001220703125
2023-09-27,164.39999389648438
2023-09-28,156.0
2023-09-29,159.60000610351562
2023-10-02,143.39999389648438
2023-10-03,142.8000030517578
2023-10-04,141.60000610351562
2023-10-05,136.8000030517578
2023-10-06,135.60000610351562
2023-10-09,133.1999969482422
2023-10-10,145.1999969482422
2023-10-11,135.60000610351562
2023-10-12,132.0
2023-10-13,126.0
2023-10-16,129.60000610351562
2023-10-17,165.60000610351562
2023-10-18,208.8000030517578
2023-10-19,141.60000610351562
2023-10-20,140.39999389648438
2023-10-23,132.60000610351562
2023-10-24,126.0
2023-10-25,126.5999984741211
2023-10-26,128.39999389648438
2023-10-27,126.0
2023-10-30,128.39999389648438
2023-10-31,127.19999694824219
2023-11-01,127.19999694824219
2023-11-02,133.1999969482422
2023-11-03,134.39999389648438
2023-11-06,123.0
2023-11-07,127.80000305175781
2023-11-08,127.19999694824219
2023-11-09,113.04000091552734
2023-11-10,94.80000305175781
2023-11-13,105.12000274658203
2023-11-14,99.4800033569336
2023-11-15,81.0
2023-11-16,62.63999938964844
2023-11-17,68.16000366210938
2023-11-20,66.83999633789062
2023-11-21,61.20000076293945
2023-11-22,58.79999923706055
2023-11-24,59.52000045776367
2023-11-27,53.279998779296875
2023-11-28,54.119998931884766
2023-11-29,54.0
2023-11-30,46.439998626708984
2023-12-01,45.47999954223633
2023-12-04,42.720001220703125
2023-12-05,37.20000076293945
2023-12-06,31.920000076293945
2023-12-07,30.360000610351562
2023-12-08,35.52000045776367
2023-12-11,30.959999084472656
2023-12-12,30.479999542236328
2023-12-13,31.68000030517578
2023-12-14,31.440000534057617
2023-12-15,32.040000915527344
2023-12-18,33.0
2023-12-19,33.959999084472656
2023-12-20,30.719999313354492
2023-12-21,43.68000030517578
2023-12-22,41.52000045776367
2023-12-26,40.68000030517578
2023-12-27,40.20000076293945
2023-12-28,31.079999923706055
2023-12-29,27.719999313354492
2024-01-02,24.0
2024-01-03,21.239999771118164
2024-01-04,20.760000228881836
2024-01-05,19.079999923706055
2024-01-08,22.68000030517578
2024-01-09,21.360000610351562
2024-01-10,20.280000686645508
2024-01-11,20.520000457763672
2024-01-12,20.520000457763672
2024-01-16,19.920000076293945
2024-01-17,19.559999465942383
2024-01-18,19.31999969482422
2024-01-19,18.719999313354492
2024-01-22,17.639999389648438
2024-01-23,17.639999389648438
2024-01-24,17.399999618530273
2024-01-25,16.31999969482422
2024-01-26,16.559999465942383
2024-01-29,17.639999389648438
2024-01-30,16.920000076293945
2024-01-31,16.200000762939453
2024-02-01,15.239999771118164
2024-02-02,14.15999984741211
2024-02-05,12.84000015258789
2024-02-06,12.479999542236328
2024-02-07,10.920000076293945
2024-02-08,10.680000305175781
2024-02-09,10.680000305175781
2024-02-12,9.960000038146973
2024-02-13,8.640000343322754
2024-02-14,7.679999828338623
2024-02-15,13.079999923706055
2024-02-16,11.279999732971191
2024-02-20,9.720000267028809
2024-02-21,8.880000114440918
2024-02-22,9.600000381469727
2024-02-23,10.319999694824219
2024-02-26,9.359999656677246
2024-02-27,9.84000015258789
2024-02-28,7.559999942779541
2024-02-29,8.399999618530273
2024-03-01,7.920000076293945
2024-03-04,7.360000133514404
2024-03-05,7.0
2024-03-06,6.519999980926514
2024-03-07,5.920000076293945
2024-03-08,5.320000171661377
2024-03-11,5.159999847412109
2024-03-12,4.039999961853027
2024-03-13,4.320000171661377
2024-03-14,4.28000020980835
2024-03-15,3.880000114440918
2024-03-18,4.199999809265137
2024-03-19,3.680000066757202
2024-03-20,3.680000066757202
2024-03-21,5.440000057220459
2024-03-22,5.28000020980835
2024-03-25,4.559999942779541
2024-03-26,4.0
2024-03-27,3.799999952316284
2024-03-28,4.0
2024-04-01,3.799999952316284
2024-04-02,3.5999999046325684
2024-04-03,3.5999999046325684
2024-04-04,3.440000057220459
2024-04-05,3.119999885559082
2024-04-08,3.5999999046325684
2024-04-09,4.480000019073486
2024-04-10,3.640000104904175
2024-04-11,3.319999933242798
2024-04-12,3.200000047683716
2024-04-15,2.880000114440918
2024-04-16,2.640000104904175
2024-04-17,2.440000057220459
2024-04-18,2.4800000190734863
2024-04-19,2.359999895095825
2024-04-22,2.240000009536743
2024-04-23,2.1600000858306885
2024-04-24,2.0
2024-04-25,1.9600000381469727
2024-04-26,1.8799999952316284
2024-04-29,1.6799999475479126
2024-04-30,1.7599999904632568
2024-05-01,1.840000033378601
2024-05-02,1.600000023841858
2024-05-03,1.6399999856948853
2024-05-06,1.6399999856948853
2024-05-07,1.7599999904632568
2024-05-08,1.6799999475479126
2024-05-09,1.6399999856948853
2024-05-10,1.840000033378601
2024-05-13,2.440000057220459
2024-05-14,11.399999618530273
2024-05-15,28.200000762939453
2024-05-16,66.0
2024-05-17,41.20000076293945
2024-05-20,72.0
2024-05-21,55.599998474121094
2024-05-22,44.79999923706055
2024-05-23,47.599998474121094
2024-05-24,46.400001525878906
2024-05-28,46.79999923706055
2024-05-29,17.760000228881836
2024-05-30,22.600000381469727
2024-05-31,23.31999969482422
2024-06-03,25.0
2024-06-04,22.280000686645508
2024-06-05,21.280000686645508
2024-06-06,21.760000228881836
2024-06-07,24.440000534057617
2024-06-10,22.399999618530273
2024-06-11,22.399999618530273
2024-06-12,20.84000015258789
2024-06-13,20.360000610351562
2024-06-14,20.600000381469727
2024-06-17,20.479999542236328
2024-06-18,18.959999084472656
2024-06-20,16.280000686645508
2024-06-21,15.84000015258789
2024-06-24,13.039999961853027
2024-06-25,10.600000381469727
2024-06-26,18.360000610351562
2024-06-27,24.0
2024-06-28,20.280000686645508
2024-07-01,18.399999618530273
2024-07-02,17.360000610351562
2024-07-03,16.959999084472656
2024-07-05,16.0
2024-07-08,16.600000381469727
2024-07-09,15.600000381469727
2024-07-10,15.960000038146973
2024-07-11,16.200000762939453
2024-07-12,16.8799991607666
2024-07-15,20.600000381469727
2024-07-16,19.559999465942383
2024-07-17,18.440000534057617
2024-07-18,16.68000030517578
2024-07-19,16.040000915527344
2024-07-22,15.84000015258789
2024-07-23,15.479999542236328
2024-07-24,14.279999732971191
2024-07-25,14.399999618530273
2024-07-26,14.279999732971191
2024-07-29,13.600000381469727
2024-07-30,12.640000343322754
2024-07-31,14.0
2024-08-01,12.319999694824219
2024-08-02,12.199999809265137
2024-08-05,10.399999618530273
2024-08-06,10.399999618530273
2024-08-07,9.119999885559082
2024-08-08,9.399999618530273
2024-08-09,8.920000076293945
2024-08-12,8.520000457763672
2024-08-13,7.679999828338623
2024-08-14,6.71999979019165
2024-08-15,5.079999923706055
2024-08-16,5.119999885559082
2024-08-19,3.990000009536743
2024-08-20,3.0
2024-08-21,3.5899999141693115
2024-08-22,8.039999961853027
2024-08-23,7.230000019073486
2024-08-26,7.579999923706055
2024-08-27,7.079999923706055
2024-08-28,6.25
2024-08-29,5.489999771118164
2024-08-30,5.025000095367432
2024-09-03,3.430000066757202
2024-09-04,5.239999771118164
2024-09-05,5.210000038146973
2024-09-06,4.800000190734863
2024-09-09,4.480000019073486
2024-09-10,4.190000057220459
2024-09-11,3.9800000190734863
2024-09-12,4.039999961853027
2024-09-13,3.990000009536743
2024-09-16,3.6449999809265137
2024-09-17,3.559999942779541
2024-09-18,3.9200000762939453
2024-09-19,3.700000047683716
2024-09-20,3.369999885559082
2024-09-23,3.0999999046325684
2024-09-24,2.940000057220459
2024-09-25,2.744999885559082
2024-09-26,3.009999990463257
2024-09-27,2.7799999713897705
2024-09-30,2.869999885559082
2024-10-01,2.7899999618530273
2024-10-02,2.940000057220459
2024-10-03,2.799999952316284
2024-10-04,2.700000047683716
2024-10-07,2.4800000190734863
2024-10-08,2.3299999237060547
2024-10-09,2.450000047683716
2024-10-10,2.75
2024-10-11,2.509999990463257
2024-10-14,2.430000066757202
2024-10-15,2.2799999713897705
2024-10-16,2.309999942779541
2024-10-17,2.2300000190734863
2024-10-18,2.240000009536743
2024-10-21,2.2200000286102295
2024-10-22,2.119999885559082
2024-10-23,2.0199999809265137
2024-10-24,2.0
2024-10-25,2.1600000858306885
2024-10-28,2.240000009536743
2024-10-29,2.0899999141693115
2024-10-30,2.0299999713897705
2024-10-31,2.049999952316284
2024-11-01,2.0199999809265137
2024-11-04,1.940000057220459
2024-11-05,1.909999966621399
2024-11-06,1.8200000524520874
2024-11-07,1.7899999618530273
2024-11-08,1.6799999475479126
2024-11-11,1.5800000429153442
2024-11-12,1.4700000286102295
2024-11-13,1.4199999570846558
2024-11-14,1.3799999952316284
2024-11-15,1.2599999904632568
2024-11-18,1.2799999713897705
2024-11-19,1.2699999809265137
2024-11-20,1.4700000286102295
2024-11-21,1.5700000524520874
