Date,GDRX
2022-02-28,27.399999618530273
2022-03-01,16.739999771118164
2022-03-02,15.5600004196167
2022-03-03,17.100000381469727
2022-03-04,15.979999542236328
2022-03-07,14.390000343322754
2022-03-08,15.5
2022-03-09,15.539999961853027
2022-03-10,14.979999542236328
2022-03-11,13.869999885559082
2022-03-14,13.619999885559082
2022-03-15,15.029999732971191
2022-03-16,15.8100004196167
2022-03-17,17.15999984741211
2022-03-18,17.860000610351562
2022-03-21,17.040000915527344
2022-03-22,17.829999923706055
2022-03-23,17.989999771118164
2022-03-24,18.1200008392334
2022-03-25,17.1299991607666
2022-03-28,17.670000076293945
2022-03-29,19.190000534057617
2022-03-30,18.959999084472656
2022-03-31,19.329999923706055
2022-04-01,19.68000030517578
2022-04-04,20.020000457763672
2022-04-05,19.280000686645508
2022-04-06,18.719999313354492
2022-04-07,19.020000457763672
2022-04-08,18.520000457763672
2022-04-11,18.170000076293945
2022-04-12,18.149999618530273
2022-04-13,18.790000915527344
2022-04-14,18.600000381469727
2022-04-18,17.31999969482422
2022-04-19,18.170000076293945
2022-04-20,17.43000030517578
2022-04-21,16.649999618530273
2022-04-22,15.979999542236328
2022-04-25,16.610000610351562
2022-04-26,15.630000114440918
2022-04-27,15.239999771118164
2022-04-28,15.010000228881836
2022-04-29,13.550000190734863
2022-05-02,13.739999771118164
2022-05-03,13.619999885559082
2022-05-04,14.399999618530273
2022-05-05,13.109999656677246
2022-05-06,12.739999771118164
2022-05-09,10.75
2022-05-10,7.96999979019165
2022-05-11,7.739999771118164
2022-05-12,8.039999961853027
2022-05-13,8.899999618530273
2022-05-16,8.170000076293945
2022-05-17,8.699999809265137
2022-05-18,8.3100004196167
2022-05-19,8.119999885559082
2022-05-20,7.96999979019165
2022-05-23,8.220000267028809
2022-05-24,7.5
2022-05-25,7.789999961853027
2022-05-26,7.889999866485596
2022-05-27,8.109999656677246
2022-05-31,7.96999979019165
2022-06-01,7.510000228881836
2022-06-02,7.96999979019165
2022-06-03,7.579999923706055
2022-06-06,7.539999961853027
2022-06-07,7.46999979019165
2022-06-08,7.199999809265137
2022-06-09,6.769999980926514
2022-06-10,6.429999828338623
2022-06-13,5.840000152587891
2022-06-14,5.860000133514404
2022-06-15,6.260000228881836
2022-06-16,5.940000057220459
2022-06-17,6.110000133514404
2022-06-21,5.909999847412109
2022-06-22,6.130000114440918
2022-06-23,6.710000038146973
2022-06-24,6.960000038146973
2022-06-27,6.789999961853027
2022-06-28,6.559999942779541
2022-06-29,6.300000190734863
2022-06-30,5.920000076293945
2022-07-01,6.159999847412109
2022-07-05,6.489999771118164
2022-07-06,6.25
2022-07-07,6.679999828338623
2022-07-08,6.570000171661377
2022-07-11,6.380000114440918
2022-07-12,6.46999979019165
2022-07-13,6.389999866485596
2022-07-14,6.150000095367432
2022-07-15,6.53000020980835
2022-07-18,6.420000076293945
2022-07-19,6.949999809265137
2022-07-20,7.099999904632568
2022-07-21,7.099999904632568
2022-07-22,6.619999885559082
2022-07-25,6.610000133514404
2022-07-26,6.239999771118164
2022-07-27,6.340000152587891
2022-07-28,6.21999979019165
2022-07-29,6.230000019073486
2022-08-01,6.289999961853027
2022-08-02,6.079999923706055
2022-08-03,6.5
2022-08-04,6.619999885559082
2022-08-05,7.070000171661377
2022-08-08,7.760000228881836
2022-08-09,7.809999942779541
2022-08-10,7.409999847412109
2022-08-11,7.599999904632568
2022-08-12,7.360000133514404
2022-08-15,7.210000038146973
2022-08-16,7.309999942779541
2022-08-17,6.440000057220459
2022-08-18,6.349999904632568
2022-08-19,6.0
2022-08-22,6.059999942779541
2022-08-23,6.079999923706055
2022-08-24,6.179999828338623
2022-08-25,6.320000171661377
2022-08-26,6.110000133514404
2022-08-29,6.019999980926514
2022-08-30,6.150000095367432
2022-08-31,6.099999904632568
2022-09-01,5.699999809265137
2022-09-02,5.769999980926514
2022-09-06,5.900000095367432
2022-09-07,6.179999828338623
2022-09-08,6.460000038146973
2022-09-09,6.840000152587891
2022-09-12,6.630000114440918
2022-09-13,6.21999979019165
2022-09-14,6.420000076293945
2022-09-15,6.510000228881836
2022-09-16,6.010000228881836
2022-09-19,5.860000133514404
2022-09-20,5.710000038146973
2022-09-21,5.449999809265137
2022-09-22,5.25
2022-09-23,5.150000095367432
2022-09-26,5.050000190734863
2022-09-27,5.03000020980835
2022-09-28,5.099999904632568
2022-09-29,4.809999942779541
2022-09-30,4.670000076293945
2022-10-03,4.920000076293945
2022-10-04,5.320000171661377
2022-10-05,5.059999942779541
2022-10-06,5.03000020980835
2022-10-07,4.96999979019165
2022-10-10,4.849999904632568
2022-10-11,4.809999942779541
2022-10-12,4.75
2022-10-13,4.849999904632568
2022-10-14,4.75
2022-10-17,4.739999771118164
2022-10-18,4.900000095367432
2022-10-19,4.570000171661377
2022-10-20,4.559999942779541
2022-10-21,4.550000190734863
2022-10-24,4.599999904632568
2022-10-25,5.119999885559082
2022-10-26,5.21999979019165
2022-10-27,5.119999885559082
2022-10-28,5.329999923706055
2022-10-31,5.369999885559082
2022-11-01,5.320000171661377
2022-11-02,5.0
2022-11-03,4.900000095367432
2022-11-04,5.059999942779541
2022-11-07,5.170000076293945
2022-11-08,5.239999771118164
2022-11-09,4.059999942779541
2022-11-10,4.989999771118164
2022-11-11,5.710000038146973
2022-11-14,5.079999923706055
2022-11-15,5.369999885559082
2022-11-16,5.0
2022-11-17,4.960000038146973
2022-11-18,4.619999885559082
2022-11-21,4.5
2022-11-22,4.570000171661377
2022-11-23,4.769999980926514
2022-11-25,4.690000057220459
2022-11-28,4.460000038146973
2022-11-29,4.440000057220459
2022-11-30,4.360000133514404
2022-12-01,5.159999847412109
2022-12-02,5.329999923706055
2022-12-05,5.360000133514404
2022-12-06,5.0
2022-12-07,4.980000019073486
2022-12-08,5.210000038146973
2022-12-09,5.420000076293945
2022-12-12,5.550000190734863
2022-12-13,5.420000076293945
2022-12-14,5.610000133514404
2022-12-15,5.199999809265137
2022-12-16,4.980000019073486
2022-12-19,4.679999828338623
2022-12-20,4.659999847412109
2022-12-21,4.559999942779541
2022-12-22,4.670000076293945
2022-12-23,4.590000152587891
2022-12-27,4.489999771118164
2022-12-28,4.440000057220459
2022-12-29,4.730000019073486
2022-12-30,4.659999847412109
2023-01-03,4.710000038146973
2023-01-04,4.849999904632568
2023-01-05,4.769999980926514
2023-01-06,4.840000152587891
2023-01-09,4.960000038146973
2023-01-10,5.099999904632568
2023-01-11,5.190000057220459
2023-01-12,5.190000057220459
2023-01-13,5.269999980926514
2023-01-17,5.369999885559082
2023-01-18,5.210000038146973
2023-01-19,5.179999828338623
2023-01-20,5.300000190734863
2023-01-23,5.630000114440918
2023-01-24,5.210000038146973
2023-01-25,4.809999942779541
2023-01-26,4.989999771118164
2023-01-27,5.320000171661377
2023-01-30,5.300000190734863
2023-01-31,5.590000152587891
2023-02-01,5.909999847412109
2023-02-02,6.119999885559082
2023-02-03,5.769999980926514
2023-02-06,5.409999847412109
2023-02-07,5.650000095367432
2023-02-08,5.480000019073486
2023-02-09,5.210000038146973
2023-02-10,5.239999771118164
2023-02-13,5.25
2023-02-14,5.25
2023-02-15,5.610000133514404
2023-02-16,5.349999904632568
2023-02-17,5.289999961853027
2023-02-21,5.21999979019165
2023-02-22,5.360000133514404
2023-02-23,5.309999942779541
2023-02-24,5.300000190734863
2023-02-27,5.210000038146973
2023-02-28,5.289999961853027
2023-03-01,5.5
2023-03-02,5.5
2023-03-03,5.920000076293945
2023-03-06,5.519999980926514
2023-03-07,5.5
2023-03-08,5.550000190734863
2023-03-09,5.489999771118164
2023-03-10,5.760000228881836
2023-03-13,6.150000095367432
2023-03-14,6.349999904632568
2023-03-15,6.440000057220459
2023-03-16,6.610000133514404
2023-03-17,6.539999961853027
2023-03-20,6.449999809265137
2023-03-21,6.610000133514404
2023-03-22,6.659999847412109
2023-03-23,6.420000076293945
2023-03-24,6.380000114440918
2023-03-27,6.150000095367432
2023-03-28,5.900000095367432
2023-03-29,6.019999980926514
2023-03-30,5.949999809265137
2023-03-31,6.25
2023-04-03,6.010000228881836
2023-04-04,6.0
2023-04-05,5.789999961853027
2023-04-06,5.900000095367432
2023-04-10,5.739999771118164
2023-04-11,5.809999942779541
2023-04-12,5.960000038146973
2023-04-13,6.199999809265137
2023-04-14,5.949999809265137
2023-04-17,5.789999961853027
2023-04-18,5.760000228881836
2023-04-19,5.829999923706055
2023-04-20,5.71999979019165
2023-04-21,5.760000228881836
2023-04-24,5.659999847412109
2023-04-25,5.489999771118164
2023-04-26,4.860000133514404
2023-04-27,4.670000076293945
2023-04-28,4.670000076293945
2023-05-01,4.579999923706055
2023-05-02,4.449999809265137
2023-05-03,4.360000133514404
2023-05-04,4.380000114440918
2023-05-05,4.599999904632568
2023-05-08,4.610000133514404
2023-05-09,4.690000057220459
2023-05-10,4.800000190734863
2023-05-11,5.019999980926514
2023-05-12,5.099999904632568
2023-05-15,5.199999809265137
2023-05-16,5.070000171661377
2023-05-17,5.264999866485596
2023-05-18,5.139999866485596
2023-05-19,5.079999923706055
