Date,XXII
2022-02-28,561.5999755859375
2022-03-01,537.5999755859375
2022-03-02,549.5999755859375
2022-03-03,523.2000122070312
2022-03-04,506.3999938964844
2022-03-07,501.6000061035156
2022-03-08,520.7999877929688
2022-03-09,544.7999877929688
2022-03-10,559.2000122070312
2022-03-11,518.4000244140625
2022-03-14,499.20001220703125
2022-03-15,480.0
2022-03-16,506.3999938964844
2022-03-17,535.2000122070312
2022-03-18,564.0
2022-03-21,525.5999755859375
2022-03-22,549.5999755859375
2022-03-23,537.5999755859375
2022-03-24,566.4000244140625
2022-03-25,578.4000244140625
2022-03-28,566.4000244140625
2022-03-29,590.4000244140625
2022-03-30,571.2000122070312
2022-03-31,556.7999877929688
2022-04-01,554.4000244140625
2022-04-04,571.2000122070312
2022-04-05,540.0
2022-04-06,530.4000244140625
2022-04-07,530.4000244140625
2022-04-08,520.7999877929688
2022-04-11,525.5999755859375
2022-04-12,523.2000122070312
2022-04-13,535.2000122070312
2022-04-14,506.3999938964844
2022-04-18,516.0
2022-04-19,523.2000122070312
2022-04-20,518.4000244140625
2022-04-21,499.20001220703125
2022-04-22,487.20001220703125
2022-04-25,494.3999938964844
2022-04-26,475.20001220703125
2022-04-27,465.6000061035156
2022-04-28,482.3999938964844
2022-04-29,458.3999938964844
2022-05-02,468.0
2022-05-03,472.79998779296875
2022-05-04,460.79998779296875
2022-05-05,434.3999938964844
2022-05-06,422.3999938964844
2022-05-09,381.6000061035156
2022-05-10,367.20001220703125
2022-05-11,360.0
2022-05-12,376.79998779296875
2022-05-13,403.20001220703125
2022-05-16,434.3999938964844
2022-05-17,458.3999938964844
2022-05-18,424.79998779296875
2022-05-19,422.3999938964844
2022-05-20,429.6000061035156
2022-05-23,427.20001220703125
2022-05-24,408.0
2022-05-25,439.20001220703125
2022-05-26,444.0
2022-05-27,448.79998779296875
2022-05-31,436.79998779296875
2022-06-01,434.3999938964844
2022-06-02,475.20001220703125
2022-06-03,446.3999938964844
2022-06-06,444.0
2022-06-07,456.0
2022-06-08,434.3999938964844
2022-06-09,400.79998779296875
2022-06-10,388.79998779296875
2022-06-13,396.0
2022-06-14,408.0
2022-06-15,444.0
2022-06-16,415.20001220703125
2022-06-17,393.6000061035156
2022-06-21,391.20001220703125
2022-06-22,470.3999938964844
2022-06-23,616.7999877929688
2022-06-24,580.7999877929688
2022-06-27,595.2000122070312
2022-06-28,554.4000244140625
2022-06-29,484.79998779296875
2022-06-30,511.20001220703125
2022-07-01,511.20001220703125
2022-07-05,544.7999877929688
2022-07-06,537.5999755859375
2022-07-07,532.7999877929688
2022-07-08,518.4000244140625
2022-07-11,494.3999938964844
2022-07-12,494.3999938964844
2022-07-13,458.3999938964844
2022-07-14,434.3999938964844
2022-07-15,434.3999938964844
2022-07-18,434.3999938964844
2022-07-19,458.3999938964844
2022-07-20,489.6000061035156
2022-07-21,499.20001220703125
2022-07-22,475.20001220703125
2022-07-25,417.6000061035156
2022-07-26,405.6000061035156
2022-07-27,405.6000061035156
2022-07-28,403.20001220703125
2022-07-29,403.20001220703125
2022-08-01,400.79998779296875
2022-08-02,429.6000061035156
2022-08-03,444.0
2022-08-04,458.3999938964844
2022-08-05,482.3999938964844
2022-08-08,492.0
2022-08-09,466.79998779296875
2022-08-10,439.20001220703125
2022-08-11,432.0
2022-08-12,436.79998779296875
2022-08-15,417.6000061035156
2022-08-16,408.0
2022-08-17,391.20001220703125
2022-08-18,364.79998779296875
2022-08-19,340.79998779296875
2022-08-22,340.79998779296875
2022-08-23,336.0
2022-08-24,343.20001220703125
2022-08-25,357.6000061035156
2022-08-26,338.3999938964844
2022-08-29,336.0
2022-08-30,326.3999938964844
2022-08-31,321.6000061035156
2022-09-01,321.6000061035156
2022-09-02,316.79998779296875
2022-09-06,292.79998779296875
2022-09-07,312.0
2022-09-08,331.20001220703125
2022-09-09,338.3999938964844
2022-09-12,324.0
2022-09-13,309.6000061035156
2022-09-14,304.79998779296875
2022-09-15,302.3999938964844
2022-09-16,295.20001220703125
2022-09-19,283.20001220703125
2022-09-20,244.8000030517578
2022-09-21,247.1999969482422
2022-09-22,238.55999755859375
2022-09-23,232.8000030517578
2022-09-26,219.1199951171875
2022-09-27,225.1199951171875
2022-09-28,240.0
2022-09-29,226.32000732421875
2022-09-30,222.47999572753906
2022-10-03,223.44000244140625
2022-10-04,242.39999389648438
2022-10-05,232.8000030517578
2022-10-06,233.0399932861328
2022-10-07,221.27999877929688
2022-10-10,219.83999633789062
2022-10-11,207.1199951171875
2022-10-12,242.39999389648438
2022-10-13,273.6000061035156
2022-10-14,266.3999938964844
2022-10-17,292.79998779296875
2022-10-18,292.79998779296875
2022-10-19,300.0
2022-10-20,285.6000061035156
2022-10-21,288.0
2022-10-24,283.20001220703125
2022-10-25,319.20001220703125
2022-10-26,321.6000061035156
2022-10-27,307.20001220703125
2022-10-28,319.20001220703125
2022-10-31,314.3999938964844
2022-11-01,302.3999938964844
2022-11-02,278.3999938964844
2022-11-03,292.79998779296875
2022-11-04,304.79998779296875
2022-11-07,331.20001220703125
2022-11-08,271.20001220703125
2022-11-09,261.6000061035156
2022-11-10,271.20001220703125
2022-11-11,285.6000061035156
2022-11-14,300.0
2022-11-15,307.20001220703125
2022-11-16,295.20001220703125
2022-11-17,312.0
2022-11-18,297.6000061035156
2022-11-21,254.39999389648438
2022-11-22,285.6000061035156
2022-11-23,285.6000061035156
2022-11-25,283.20001220703125
2022-11-28,268.79998779296875
2022-11-29,273.6000061035156
2022-11-30,283.20001220703125
2022-12-01,280.79998779296875
2022-12-02,280.79998779296875
2022-12-05,271.20001220703125
2022-12-06,264.0
2022-12-07,254.39999389648438
2022-12-08,244.8000030517578
2022-12-09,238.55999755859375
2022-12-12,235.67999267578125
2022-12-13,240.0
2022-12-14,240.0
2022-12-15,237.1199951171875
2022-12-16,230.8800048828125
2022-12-19,218.39999389648438
2022-12-20,216.0
2022-12-21,211.67999267578125
2022-12-22,204.24000549316406
2022-12-23,212.16000366210938
2022-12-27,207.1199951171875
2022-12-28,196.8000030517578
2022-12-29,214.55999755859375
2022-12-30,221.0399932861328
2023-01-03,218.63999938964844
2023-01-04,224.16000366210938
2023-01-05,216.47999572753906
2023-01-06,217.1999969482422
2023-01-09,213.1199951171875
2023-01-10,218.63999938964844
2023-01-11,223.44000244140625
2023-01-12,240.0
2023-01-13,259.20001220703125
2023-01-17,276.0
2023-01-18,273.6000061035156
2023-01-19,259.20001220703125
2023-01-20,290.3999938964844
2023-01-23,278.3999938964844
2023-01-24,266.3999938964844
2023-01-25,273.6000061035156
2023-01-26,276.0
2023-01-27,266.3999938964844
2023-01-30,254.39999389648438
2023-01-31,264.0
2023-02-01,256.79998779296875
2023-02-02,261.6000061035156
2023-02-03,254.39999389648438
2023-02-06,247.1999969482422
2023-02-07,254.39999389648438
2023-02-08,242.39999389648438
2023-02-09,240.0
2023-02-10,234.0
2023-02-13,233.75999450683594
2023-02-14,230.39999389648438
2023-02-15,242.39999389648438
2023-02-16,237.60000610351562
2023-02-17,236.63999938964844
2023-02-21,225.36000061035156
2023-02-22,228.24000549316406
2023-02-23,227.27999877929688
2023-02-24,222.24000549316406
2023-02-27,220.32000732421875
2023-02-28,216.9600067138672
2023-03-01,207.36000061035156
2023-03-02,205.1999969482422
2023-03-03,219.1199951171875
2023-03-06,224.63999938964844
2023-03-07,220.8000030517578
2023-03-08,209.27999877929688
2023-03-09,206.39999389648438
2023-03-10,207.83999633789062
2023-03-13,201.83999633789062
2023-03-14,198.9600067138672
2023-03-15,202.55999755859375
2023-03-16,213.83999633789062
2023-03-17,209.27999877929688
2023-03-20,195.36000061035156
2023-03-21,209.27999877929688
2023-03-22,195.1199951171875
2023-03-23,172.8000030517578
2023-03-24,179.75999450683594
2023-03-27,182.8800048828125
2023-03-28,181.44000244140625
2023-03-29,184.32000732421875
2023-03-30,188.8800048828125
2023-03-31,184.55999755859375
2023-04-03,166.0800018310547
2023-04-04,171.36000061035156
2023-04-05,168.72000122070312
2023-04-06,171.83999633789062
2023-04-10,153.60000610351562
2023-04-11,156.0
2023-04-12,148.55999755859375
2023-04-13,159.83999633789062
2023-04-14,157.9199981689453
2023-04-17,164.16000366210938
2023-04-18,171.36000061035156
2023-04-19,166.8000030517578
2023-04-20,169.1999969482422
2023-04-21,167.52000427246094
2023-04-24,166.55999755859375
2023-04-25,169.67999267578125
2023-04-26,172.0800018310547
2023-04-27,174.9600067138672
2023-04-28,170.39999389648438
2023-05-01,169.1999969482422
2023-05-02,178.32000732421875
2023-05-03,177.36000061035156
2023-05-04,175.1999969482422
2023-05-05,177.83999633789062
2023-05-08,174.47999572753906
2023-05-09,170.16000366210938
2023-05-10,165.60000610351562
2023-05-11,154.8000030517578
2023-05-12,150.47999572753906
2023-05-15,151.1999969482422
2023-05-16,144.9600067138672
2023-05-17,145.67999267578125
2023-05-18,156.72000122070312
2023-05-19,150.0
2023-05-22,159.83999633789062
2023-05-23,165.1199951171875
2023-05-24,162.0
2023-05-25,149.0399932861328
