Date,TPET
2023-10-13,9.300000190734863
2023-10-16,9.5
2023-10-17,9.15999984741211
2023-10-18,8.199999809265137
2023-10-19,5.900000095367432
2023-10-20,5.760000228881836
2023-10-23,5.420000076293945
2023-10-24,6.0
2023-10-25,6.940000057220459
2023-10-26,7.599999904632568
2023-10-27,9.680000305175781
2023-10-30,12.380000114440918
2023-10-31,10.760000228881836
2023-11-01,9.84000015258789
2023-11-02,9.520000457763672
2023-11-03,8.239999771118164
2023-11-06,6.599999904632568
2023-11-07,6.599999904632568
2023-11-08,6.320000171661377
2023-11-09,6.539999961853027
2023-11-10,7.099999904632568
2023-11-13,7.179999828338623
2023-11-14,7.059999942779541
2023-11-15,6.980000019073486
2023-11-16,6.420000076293945
2023-11-17,6.179999828338623
2023-11-20,6.300000190734863
2023-11-21,6.460000038146973
2023-11-22,6.739999771118164
2023-11-24,6.800000190734863
2023-11-27,7.420000076293945
2023-11-28,7.119999885559082
2023-11-29,6.800000190734863
2023-11-30,6.360000133514404
2023-12-01,6.699999809265137
2023-12-04,6.699999809265137
2023-12-05,6.5
2023-12-06,6.119999885559082
2023-12-07,6.139999866485596
2023-12-08,6.199999809265137
2023-12-11,6.21999979019165
2023-12-12,6.420000076293945
2023-12-13,6.380000114440918
2023-12-14,6.800000190734863
2023-12-15,6.900000095367432
2023-12-18,6.800000190734863
2023-12-19,6.400000095367432
2023-12-20,6.059999942779541
2023-12-21,6.0
2023-12-22,5.980000019073486
2023-12-26,6.0
2023-12-27,6.239999771118164
2023-12-28,6.300000190734863
2023-12-29,6.199999809265137
2024-01-02,6.300000190734863
2024-01-03,6.199999809265137
2024-01-04,6.0
2024-01-05,6.199999809265137
2024-01-08,6.139999866485596
2024-01-09,5.820000171661377
2024-01-10,5.0
2024-01-11,5.320000171661377
2024-01-12,5.739999771118164
2024-01-16,5.320000171661377
2024-01-17,4.559999942779541
2024-01-18,4.21999979019165
2024-01-19,3.9800000190734863
2024-01-22,4.400000095367432
2024-01-23,3.9200000762939453
2024-01-24,3.799999952316284
2024-01-25,3.880000114440918
2024-01-26,3.819999933242798
2024-01-29,3.9800000190734863
2024-01-30,3.5199999809265137
2024-01-31,3.2799999713897705
2024-02-01,4.800000190734863
2024-02-02,4.599999904632568
2024-02-05,4.300000190734863
2024-02-06,3.200000047683716
2024-02-07,2.759999990463257
2024-02-08,2.7799999713897705
2024-02-09,2.640000104904175
2024-02-12,2.740000009536743
2024-02-13,2.700000047683716
2024-02-14,2.799999952316284
2024-02-15,2.700000047683716
2024-02-16,2.640000104904175
2024-02-20,2.559999942779541
2024-02-21,2.5199999809265137
2024-02-22,2.180000066757202
2024-02-23,2.2200000286102295
2024-02-26,2.200000047683716
2024-02-27,2.2200000286102295
2024-02-28,2.059999942779541
2024-02-29,1.9199999570846558
2024-03-01,2.200000047683716
2024-03-04,2.0
2024-03-05,2.0
2024-03-06,2.240000009536743
2024-03-07,2.0199999809265137
2024-03-08,2.380000114440918
2024-03-11,2.5799999237060547
2024-03-12,2.4200000762939453
2024-03-13,2.2200000286102295
2024-03-14,2.259999990463257
2024-03-15,2.200000047683716
2024-03-18,2.200000047683716
2024-03-19,2.1600000858306885
2024-03-20,2.0999999046325684
2024-03-21,2.0199999809265137
2024-03-22,1.9600000381469727
2024-03-25,1.8799999952316284
2024-03-26,1.899999976158142
2024-03-27,1.659999966621399
2024-03-28,1.7000000476837158
2024-04-01,2.059999942779541
2024-04-02,2.9800000190734863
2024-04-03,2.5999999046325684
2024-04-04,2.9000000953674316
2024-04-05,3.5999999046325684
2024-04-08,3.359999895095825
2024-04-09,2.4800000190734863
2024-04-10,3.6600000858306885
2024-04-11,4.619999885559082
2024-04-12,10.319999694824219
2024-04-15,12.600000381469727
2024-04-16,9.760000228881836
2024-04-17,6.800000190734863
2024-04-18,6.559999942779541
2024-04-19,7.960000038146973
2024-04-22,7.539999961853027
2024-04-23,7.199999809265137
2024-04-24,8.039999961853027
2024-04-25,7.400000095367432
2024-04-26,7.360000133514404
2024-04-29,6.659999847412109
2024-04-30,6.480000019073486
2024-05-01,6.699999809265137
2024-05-02,7.139999866485596
2024-05-03,7.480000019073486
2024-05-06,7.900000095367432
2024-05-07,7.21999979019165
2024-05-08,7.0
2024-05-09,7.420000076293945
2024-05-10,7.199999809265137
2024-05-13,7.0
2024-05-14,6.519999980926514
2024-05-15,5.739999771118164
2024-05-16,5.679999828338623
2024-05-17,5.599999904632568
2024-05-20,5.579999923706055
2024-05-21,5.360000133514404
2024-05-22,5.059999942779541
2024-05-23,4.800000190734863
2024-05-24,5.260000228881836
2024-05-28,5.239999771118164
2024-05-29,5.0
2024-05-30,5.059999942779541
2024-05-31,4.699999809265137
2024-06-03,4.519999980926514
2024-06-04,5.059999942779541
2024-06-05,5.199999809265137
2024-06-06,4.920000076293945
2024-06-07,4.599999904632568
2024-06-10,4.599999904632568
2024-06-11,7.199999809265137
2024-06-12,6.320000171661377
2024-06-13,6.099999904632568
2024-06-14,6.199999809265137
2024-06-17,6.039999961853027
2024-06-18,5.980000019073486
2024-06-20,6.099999904632568
2024-06-21,6.0
2024-06-24,5.699999809265137
2024-06-25,5.28000020980835
2024-06-26,5.579999923706055
2024-06-27,5.960000038146973
2024-06-28,6.059999942779541
2024-07-01,5.920000076293945
2024-07-02,5.460000038146973
2024-07-03,5.579999923706055
2024-07-05,5.639999866485596
2024-07-08,5.840000152587891
2024-07-09,5.400000095367432
2024-07-10,5.440000057220459
2024-07-11,5.260000228881836
2024-07-12,5.400000095367432
2024-07-15,5.480000019073486
2024-07-16,5.139999866485596
2024-07-17,5.039999961853027
2024-07-18,4.840000152587891
2024-07-19,5.239999771118164
2024-07-22,5.099999904632568
2024-07-23,5.079999923706055
2024-07-24,4.880000114440918
2024-07-25,4.960000038146973
2024-07-26,5.119999885559082
2024-07-29,5.059999942779541
2024-07-30,5.159999847412109
2024-07-31,5.139999866485596
2024-08-01,4.980000019073486
2024-08-02,4.900000095367432
2024-08-05,5.840000152587891
2024-08-06,5.059999942779541
2024-08-07,5.480000019073486
2024-08-08,5.21999979019165
2024-08-09,5.119999885559082
2024-08-12,6.139999866485596
2024-08-13,5.659999847412109
2024-08-14,5.340000152587891
2024-08-15,5.059999942779541
2024-08-16,4.679999828338623
2024-08-19,4.940000057220459
2024-08-20,4.940000057220459
2024-08-21,4.900000095367432
2024-08-22,4.820000171661377
2024-08-23,4.840000152587891
2024-08-26,4.920000076293945
2024-08-27,4.78000020980835
2024-08-28,4.460000038146973
2024-08-29,4.300000190734863
2024-08-30,3.9600000381469727
2024-09-03,3.9800000190734863
2024-09-04,3.8399999141693115
2024-09-05,3.759999990463257
2024-09-06,3.4200000762939453
2024-09-09,3.5
2024-09-10,4.199999809265137
2024-09-11,3.9800000190734863
2024-09-12,4.199999809265137
2024-09-13,4.0
2024-09-16,3.940000057220459
2024-09-17,3.859999895095825
2024-09-18,3.859999895095825
2024-09-19,3.799999952316284
2024-09-20,3.6600000858306885
2024-09-23,3.6600000858306885
2024-09-24,3.5399999618530273
2024-09-25,3.319999933242798
2024-09-26,3.380000114440918
2024-09-27,3.359999895095825
2024-09-30,3.6600000858306885
2024-10-01,3.6600000858306885
2024-10-02,3.759999990463257
2024-10-03,3.619999885559082
2024-10-04,3.4200000762939453
2024-10-07,3.5999999046325684
2024-10-08,3.319999933242798
2024-10-09,3.059999942779541
2024-10-10,3.359999895095825
2024-10-11,3.380000114440918
2024-10-14,3.0799999237060547
2024-10-15,3.059999942779541
2024-10-16,3.200000047683716
2024-10-17,3.119999885559082
2024-10-18,3.0999999046325684
2024-10-21,3.140000104904175
2024-10-22,2.9600000381469727
2024-10-23,2.8399999141693115
2024-10-24,2.740000009536743
2024-10-25,2.819999933242798
2024-10-28,2.799999952316284
2024-10-29,2.6600000858306885
2024-10-30,2.5799999237060547
2024-10-31,2.559999942779541
2024-11-01,2.4600000381469727
2024-11-04,2.559999942779541
2024-11-05,1.940000057220459
2024-11-06,1.940000057220459
2024-11-07,1.940000057220459
2024-11-08,1.940000057220459
2024-11-11,1.940000057220459
2024-11-12,1.940000057220459
2024-11-13,1.940000057220459
2024-11-14,1.940000057220459
2024-11-15,1.5809999704360962
2024-11-18,1.3899999856948853
2024-11-19,1.3300000429153442
2024-11-20,1.2300000190734863
2024-11-21,1.1699999570846558
