Date,HUMA
2022-02-28,6.03000020980835
2022-03-01,5.889999866485596
2022-03-02,5.980000019073486
2022-03-03,5.650000095367432
2022-03-04,5.409999847412109
2022-03-07,5.659999847412109
2022-03-08,5.639999866485596
2022-03-09,5.900000095367432
2022-03-10,5.849999904632568
2022-03-11,5.690000057220459
2022-03-14,5.460000038146973
2022-03-15,5.670000076293945
2022-03-16,5.960000038146973
2022-03-17,6.039999961853027
2022-03-18,6.389999866485596
2022-03-21,6.300000190734863
2022-03-22,6.440000057220459
2022-03-23,6.260000228881836
2022-03-24,6.449999809265137
2022-03-25,6.449999809265137
2022-03-28,6.369999885559082
2022-03-29,6.730000019073486
2022-03-30,7.269999980926514
2022-03-31,7.059999942779541
2022-04-01,7.150000095367432
2022-04-04,6.900000095367432
2022-04-05,6.96999979019165
2022-04-06,6.980000019073486
2022-04-07,6.570000171661377
2022-04-08,6.650000095367432
2022-04-11,6.570000171661377
2022-04-12,6.71999979019165
2022-04-13,7.019999980926514
2022-04-14,7.369999885559082
2022-04-18,7.130000114440918
2022-04-19,7.400000095367432
2022-04-20,7.860000133514404
2022-04-21,7.329999923706055
2022-04-22,7.099999904632568
2022-04-25,7.639999866485596
2022-04-26,7.239999771118164
2022-04-27,7.329999923706055
2022-04-28,7.420000076293945
2022-04-29,7.079999923706055
2022-05-02,7.329999923706055
2022-05-03,7.360000133514404
2022-05-04,7.550000190734863
2022-05-05,7.130000114440918
2022-05-06,6.28000020980835
2022-05-09,5.699999809265137
2022-05-10,5.21999979019165
2022-05-11,5.050000190734863
2022-05-12,5.039999961853027
2022-05-13,5.369999885559082
2022-05-16,4.559999942779541
2022-05-17,4.730000019073486
2022-05-18,4.400000095367432
2022-05-19,4.690000057220459
2022-05-20,4.710000038146973
2022-05-23,4.75
2022-05-24,4.760000228881836
2022-05-25,4.940000057220459
2022-05-26,5.110000133514404
2022-05-27,5.5
2022-05-31,5.429999828338623
2022-06-01,5.739999771118164
2022-06-02,6.25
2022-06-03,6.119999885559082
2022-06-06,4.630000114440918
2022-06-07,4.739999771118164
2022-06-08,4.550000190734863
2022-06-09,4.340000152587891
2022-06-10,4.090000152587891
2022-06-13,3.8399999141693115
2022-06-14,3.869999885559082
2022-06-15,3.7799999713897705
2022-06-16,3.75
2022-06-17,3.75
2022-06-21,3.5999999046325684
2022-06-22,3.490000009536743
2022-06-23,3.5899999141693115
2022-06-24,3.319999933242798
2022-06-27,3.4200000762939453
2022-06-28,3.359999895095825
2022-06-29,3.2300000190734863
2022-06-30,3.2100000381469727
2022-07-01,3.2899999618530273
2022-07-05,3.5399999618530273
2022-07-06,3.490000009536743
2022-07-07,3.7100000381469727
2022-07-08,3.559999942779541
2022-07-11,3.430000066757202
2022-07-12,3.4800000190734863
2022-07-13,3.490000009536743
2022-07-14,3.4600000381469727
2022-07-15,3.5
2022-07-18,3.390000104904175
2022-07-19,3.5
2022-07-20,3.5199999809265137
2022-07-21,3.5399999618530273
2022-07-22,3.444999933242798
2022-07-25,3.4700000286102295
2022-07-26,3.380000114440918
2022-07-27,3.5
2022-07-28,3.5
2022-07-29,3.4800000190734863
2022-08-01,3.3299999237060547
2022-08-02,3.380000114440918
2022-08-03,3.4700000286102295
2022-08-04,3.430000066757202
2022-08-05,3.5
2022-08-08,3.4600000381469727
2022-08-09,3.440000057220459
2022-08-10,3.490000009536743
2022-08-11,4.400000095367432
2022-08-12,4.619999885559082
2022-08-15,4.78000020980835
2022-08-16,5.139999866485596
2022-08-17,4.800000190734863
2022-08-18,4.679999828338623
2022-08-19,4.5
2022-08-22,4.21999979019165
2022-08-23,4.25
2022-08-24,4.53000020980835
2022-08-25,4.400000095367432
2022-08-26,4.190000057220459
2022-08-29,3.940000057220459
2022-08-30,3.9200000762939453
2022-08-31,3.6500000953674316
2022-09-01,4.179999828338623
2022-09-02,4.360000133514404
2022-09-06,3.9800000190734863
2022-09-07,4.289999961853027
2022-09-08,4.650000095367432
2022-09-09,4.510000228881836
2022-09-12,4.480000019073486
2022-09-13,4.179999828338623
2022-09-14,4.199999809265137
2022-09-15,4.090000152587891
2022-09-16,3.950000047683716
2022-09-19,3.7300000190734863
2022-09-20,3.880000114440918
2022-09-21,3.640000104904175
2022-09-22,3.5799999237060547
2022-09-23,3.490000009536743
2022-09-26,3.4200000762939453
2022-09-27,3.450000047683716
2022-09-28,3.549999952316284
2022-09-29,3.359999895095825
2022-09-30,3.259999990463257
2022-10-03,3.2100000381469727
2022-10-04,3.380000114440918
2022-10-05,3.200000047683716
2022-10-06,3.240000009536743
2022-10-07,3.140000104904175
2022-10-10,3.180000066757202
2022-10-11,3.1700000762939453
2022-10-12,3.180000066757202
2022-10-13,3.2799999713897705
2022-10-14,3.1500000953674316
2022-10-17,3.2200000286102295
2022-10-18,3.2899999618530273
2022-10-19,3.190000057220459
2022-10-20,3.299999952316284
2022-10-21,3.3399999141693115
2022-10-24,3.380000114440918
2022-10-25,3.609999895095825
2022-10-26,3.5899999141693115
2022-10-27,3.450000047683716
2022-10-28,3.559999942779541
2022-10-31,3.444999933242798
2022-11-01,3.619999885559082
2022-11-02,3.4700000286102295
2022-11-03,3.319999933242798
2022-11-04,3.2899999618530273
2022-11-07,3.4200000762939453
2022-11-08,3.2300000190734863
2022-11-09,3.140000104904175
2022-11-10,3.259999990463257
2022-11-11,3.2100000381469727
2022-11-14,3.1500000953674316
2022-11-15,2.9700000286102295
2022-11-16,2.869999885559082
2022-11-17,2.9000000953674316
2022-11-18,2.930000066757202
2022-11-21,3.200000047683716
2022-11-22,3.2699999809265137
2022-11-23,3.240000009536743
2022-11-25,3.1700000762939453
2022-11-28,3.0899999141693115
2022-11-29,3.069999933242798
2022-11-30,3.119999885559082
2022-12-01,3.140000104904175
2022-12-02,3.1500000953674316
2022-12-05,3.240000009536743
2022-12-06,3.0199999809265137
2022-12-07,2.9700000286102295
2022-12-08,3.069999933242798
2022-12-09,3.0
2022-12-12,3.0899999141693115
2022-12-13,2.819999933242798
2022-12-14,2.759999990463257
2022-12-15,2.5999999046325684
2022-12-16,2.490000009536743
2022-12-19,2.2100000381469727
2022-12-20,2.194999933242798
2022-12-21,2.109999895095825
2022-12-22,2.380000114440918
2022-12-23,2.299999952316284
2022-12-27,2.059999942779541
