Date,GOSS
2022-02-28,9.029999732971191
2022-03-01,9.069999694824219
2022-03-02,9.260000228881836
2022-03-03,9.039999961853027
2022-03-04,9.600000381469727
2022-03-07,9.8100004196167
2022-03-08,9.350000381469727
2022-03-09,9.710000038146973
2022-03-10,9.609999656677246
2022-03-11,8.970000267028809
2022-03-14,8.819999694824219
2022-03-15,8.4399995803833
2022-03-16,8.59000015258789
2022-03-17,9.010000228881836
2022-03-18,9.260000228881836
2022-03-21,8.75
2022-03-22,8.979999542236328
2022-03-23,8.800000190734863
2022-03-24,8.949999809265137
2022-03-25,8.670000076293945
2022-03-28,8.680000305175781
2022-03-29,9.020000457763672
2022-03-30,8.90999984741211
2022-03-31,8.680000305175781
2022-04-01,9.0
2022-04-04,9.010000228881836
2022-04-05,8.75
2022-04-06,9.579999923706055
2022-04-07,9.770000457763672
2022-04-08,9.970000267028809
2022-04-11,9.4399995803833
2022-04-12,9.130000114440918
2022-04-13,9.34000015258789
2022-04-14,8.850000381469727
2022-04-18,8.720000267028809
2022-04-19,8.3100004196167
2022-04-20,8.699999809265137
2022-04-21,8.649999618530273
2022-04-22,8.800000190734863
2022-04-25,9.079999923706055
2022-04-26,7.670000076293945
2022-04-27,7.139999866485596
2022-04-28,7.090000152587891
2022-04-29,6.909999847412109
2022-05-02,7.139999866485596
2022-05-03,7.150000095367432
2022-05-04,7.489999771118164
2022-05-05,7.420000076293945
2022-05-06,6.900000095367432
2022-05-09,6.409999847412109
2022-05-10,7.159999847412109
2022-05-11,7.210000038146973
2022-05-12,8.359999656677246
2022-05-13,8.600000381469727
2022-05-16,8.4399995803833
2022-05-17,8.640000343322754
2022-05-18,7.760000228881836
2022-05-19,7.639999866485596
2022-05-20,7.480000019073486
2022-05-23,7.820000171661377
2022-05-24,7.460000038146973
2022-05-25,7.449999809265137
2022-05-26,7.380000114440918
2022-05-27,7.599999904632568
2022-05-31,7.050000190734863
2022-06-01,6.920000076293945
2022-06-02,6.960000038146973
2022-06-03,7.199999809265137
2022-06-06,6.730000019073486
2022-06-07,7.019999980926514
2022-06-08,7.300000190734863
2022-06-09,7.019999980926514
2022-06-10,6.710000038146973
2022-06-13,6.130000114440918
2022-06-14,5.96999979019165
2022-06-15,6.110000133514404
2022-06-16,6.070000171661377
2022-06-17,6.690000057220459
2022-06-21,7.03000020980835
2022-06-22,7.269999980926514
2022-06-23,7.559999942779541
2022-06-24,7.639999866485596
2022-06-27,7.659999847412109
2022-06-28,7.480000019073486
2022-06-29,8.119999885559082
2022-06-30,8.369999885559082
2022-07-01,8.359999656677246
2022-07-05,8.789999961853027
2022-07-06,8.069999694824219
2022-07-07,7.690000057220459
2022-07-08,7.710000038146973
2022-07-11,7.269999980926514
2022-07-12,7.210000038146973
2022-07-13,9.510000228881836
2022-07-14,11.050000190734863
2022-07-15,11.079999923706055
2022-07-18,11.279999732971191
2022-07-19,11.989999771118164
2022-07-20,12.0
2022-07-21,12.020000457763672
2022-07-22,11.84000015258789
2022-07-25,11.789999961853027
2022-07-26,11.630000114440918
2022-07-27,11.920000076293945
2022-07-28,11.770000457763672
2022-07-29,11.229999542236328
2022-08-01,11.170000076293945
2022-08-02,11.779999732971191
2022-08-03,12.25
2022-08-04,12.850000381469727
2022-08-05,12.949999809265137
2022-08-08,13.020000457763672
2022-08-09,12.970000267028809
2022-08-10,13.619999885559082
2022-08-11,13.25
2022-08-12,13.869999885559082
2022-08-15,14.25
2022-08-16,13.84000015258789
2022-08-17,13.75
2022-08-18,14.180000305175781
2022-08-19,14.050000190734863
2022-08-22,13.75
2022-08-23,14.619999885559082
2022-08-24,14.880000114440918
2022-08-25,14.0600004196167
2022-08-26,13.649999618530273
2022-08-29,13.630000114440918
2022-08-30,13.369999885559082
2022-08-31,13.949999809265137
2022-09-01,14.579999923706055
2022-09-02,14.289999961853027
2022-09-06,13.649999618530273
2022-09-07,14.619999885559082
2022-09-08,14.800000190734863
2022-09-09,14.069999694824219
2022-09-12,13.989999771118164
2022-09-13,13.770000457763672
2022-09-14,14.449999809265137
2022-09-15,13.819999694824219
2022-09-16,13.520000457763672
2022-09-19,13.520000457763672
2022-09-20,13.600000381469727
2022-09-21,12.5600004196167
2022-09-22,12.279999732971191
2022-09-23,12.140000343322754
2022-09-26,12.050000190734863
2022-09-27,12.40999984741211
2022-09-28,12.430000305175781
2022-09-29,11.9399995803833
2022-09-30,11.979999542236328
2022-10-03,11.65999984741211
2022-10-04,12.010000228881836
2022-10-05,12.289999961853027
2022-10-06,12.6899995803833
2022-10-07,12.180000305175781
2022-10-10,12.199999809265137
2022-10-11,11.430000305175781
2022-10-12,11.739999771118164
2022-10-13,12.180000305175781
2022-10-14,12.170000076293945
2022-10-17,12.069999694824219
2022-10-18,12.5
2022-10-19,12.319999694824219
2022-10-20,12.869999885559082
2022-10-21,12.5600004196167
2022-10-24,12.069999694824219
2022-10-25,12.010000228881836
2022-10-26,11.789999961853027
2022-10-27,10.819999694824219
2022-10-28,10.539999961853027
2022-10-31,11.100000381469727
2022-11-01,10.850000381469727
2022-11-02,10.600000381469727
2022-11-03,10.600000381469727
2022-11-04,10.520000457763672
2022-11-07,10.039999961853027
2022-11-08,10.149999618530273
2022-11-09,9.949999809265137
2022-11-10,10.390000343322754
2022-11-11,9.84000015258789
2022-11-14,9.720000267028809
2022-11-15,10.010000228881836
2022-11-16,9.229999542236328
2022-11-17,9.119999885559082
2022-11-18,9.140000343322754
2022-11-21,9.390000343322754
2022-11-22,9.039999961853027
2022-11-23,9.029999732971191
2022-11-25,8.930000305175781
2022-11-28,8.729999542236328
2022-11-29,8.5600004196167
2022-11-30,8.5600004196167
2022-12-01,8.25
2022-12-02,9.020000457763672
2022-12-05,9.289999961853027
2022-12-06,2.359999895095825
2022-12-07,2.1600000858306885
2022-12-08,2.1500000953674316
2022-12-09,2.1700000762939453
2022-12-12,2.180000066757202
2022-12-13,2.3299999237060547
2022-12-14,2.440000057220459
2022-12-15,2.0999999046325684
2022-12-16,2.7300000190734863
2022-12-19,2.0299999713897705
2022-12-20,2.0799999237060547
2022-12-21,1.9500000476837158
2022-12-22,1.7400000095367432
2022-12-23,1.899999976158142
2022-12-27,1.7599999904632568
2022-12-28,2.0199999809265137
2022-12-29,2.2300000190734863
2022-12-30,2.1700000762939453
2023-01-03,2.0399999618530273
2023-01-04,2.1500000953674316
2023-01-05,2.1500000953674316
2023-01-06,2.200000047683716
2023-01-09,2.1600000858306885
2023-01-10,2.359999895095825
2023-01-11,2.319999933242798
2023-01-12,2.4700000286102295
2023-01-13,2.3399999141693115
2023-01-17,2.130000114440918
2023-01-18,1.9800000190734863
2023-01-19,1.8899999856948853
2023-01-20,1.9900000095367432
2023-01-23,2.0999999046325684
2023-01-24,2.4000000953674316
2023-01-25,2.2899999618530273
2023-01-26,2.319999933242798
2023-01-27,2.430000066757202
2023-01-30,2.380000114440918
2023-01-31,2.640000104904175
2023-02-01,2.8299999237060547
2023-02-02,2.9200000762939453
2023-02-03,2.7799999713897705
2023-02-06,2.7300000190734863
2023-02-07,2.7300000190734863
2023-02-08,2.4000000953674316
2023-02-09,2.2899999618530273
2023-02-10,2.299999952316284
2023-02-13,2.2899999618530273
2023-02-14,2.25
2023-02-15,2.3499999046325684
2023-02-16,2.2200000286102295
2023-02-17,2.2100000381469727
2023-02-21,1.9600000381469727
2023-02-22,1.7699999809265137
2023-02-23,1.7400000095367432
2023-02-24,1.7300000190734863
2023-02-27,1.7599999904632568
2023-02-28,1.7300000190734863
2023-03-01,1.659999966621399
2023-03-02,1.7599999904632568
2023-03-03,1.8300000429153442
