Date,BW
2022-08-25,8.350000381469727
2022-08-26,8.039999961853027
2022-08-29,8.119999885559082
2022-08-30,7.989999771118164
2022-08-31,7.980000019073486
2022-09-01,7.650000095367432
2022-09-02,7.460000038146973
2022-09-06,7.809999942779541
2022-09-07,8.029999732971191
2022-09-08,8.220000267028809
2022-09-09,8.479999542236328
2022-09-12,8.529999732971191
2022-09-13,8.359999656677246
2022-09-14,8.300000190734863
2022-09-15,8.020000457763672
2022-09-16,8.0600004196167
2022-09-19,8.140000343322754
2022-09-20,8.100000381469727
2022-09-21,7.869999885559082
2022-09-22,7.329999923706055
2022-09-23,6.769999980926514
2022-09-26,6.269999980926514
2022-09-27,6.409999847412109
2022-09-28,6.699999809265137
2022-09-29,6.550000190734863
2022-09-30,6.380000114440918
2022-10-03,6.690000057220459
2022-10-04,6.920000076293945
2022-10-05,6.820000171661377
2022-10-06,6.710000038146973
2022-10-07,6.539999961853027
2022-10-10,6.579999923706055
2022-10-11,6.460000038146973
2022-10-12,6.389999866485596
2022-10-13,6.590000152587891
2022-10-14,6.409999847412109
2022-10-17,6.800000190734863
2022-10-18,7.230000019073486
2022-10-19,7.130000114440918
2022-10-20,6.940000057220459
2022-10-21,7.230000019073486
2022-10-24,7.300000190734863
2022-10-25,7.690000057220459
2022-10-26,7.989999771118164
2022-10-27,5.019999980926514
2022-10-28,4.78000020980835
2022-10-31,4.559999942779541
2022-11-01,4.340000152587891
2022-11-02,4.099999904632568
2022-11-03,4.019999980926514
2022-11-04,4.099999904632568
2022-11-07,4.369999885559082
2022-11-08,4.260000228881836
2022-11-09,4.440000057220459
2022-11-10,4.78000020980835
2022-11-11,4.869999885559082
2022-11-14,5.230000019073486
2022-11-15,5.210000038146973
2022-11-16,5.070000171661377
2022-11-17,4.980000019073486
2022-11-18,4.920000076293945
2022-11-21,4.920000076293945
2022-11-22,4.949999809265137
2022-11-23,4.800000190734863
2022-11-25,4.679999828338623
2022-11-28,4.420000076293945
2022-11-29,4.409999847412109
2022-11-30,4.559999942779541
2022-12-01,5.110000133514404
2022-12-02,5.079999923706055
2022-12-05,5.039999961853027
2022-12-06,5.050000190734863
2022-12-07,5.050000190734863
2022-12-08,5.230000019073486
2022-12-09,4.960000038146973
2022-12-12,5.050000190734863
2022-12-13,5.150000095367432
2022-12-14,5.090000152587891
2022-12-15,5.0
2022-12-16,5.070000171661377
2022-12-19,5.050000190734863
2022-12-20,4.989999771118164
2022-12-21,5.110000133514404
2022-12-22,5.019999980926514
2022-12-23,5.170000076293945
2022-12-27,5.210000038146973
2022-12-28,5.150000095367432
2022-12-29,5.480000019073486
2022-12-30,5.769999980926514
2023-01-03,5.610000133514404
2023-01-04,5.789999961853027
2023-01-05,5.96999979019165
2023-01-06,6.070000171661377
2023-01-09,6.230000019073486
2023-01-10,6.380000114440918
2023-01-11,6.400000095367432
2023-01-12,6.429999828338623
2023-01-13,6.300000190734863
2023-01-17,6.380000114440918
2023-01-18,6.260000228881836
2023-01-19,6.369999885559082
2023-01-20,6.46999979019165
2023-01-23,6.400000095367432
2023-01-24,6.409999847412109
2023-01-25,6.460000038146973
2023-01-26,6.550000190734863
2023-01-27,6.5
2023-01-30,6.420000076293945
2023-01-31,6.639999866485596
2023-02-01,6.360000133514404
2023-02-02,6.510000228881836
2023-02-03,6.420000076293945
2023-02-06,6.429999828338623
2023-02-07,6.559999942779541
2023-02-08,6.650000095367432
2023-02-09,6.449999809265137
2023-02-10,6.429999828338623
2023-02-13,6.53000020980835
2023-02-14,6.519999980926514
2023-02-15,6.550000190734863
2023-02-16,6.699999809265137
2023-02-17,6.699999809265137
2023-02-21,6.28000020980835
2023-02-22,6.440000057220459
2023-02-23,6.570000171661377
2023-02-24,6.400000095367432
2023-02-27,6.440000057220459
2023-02-28,6.489999771118164
2023-03-01,6.590000152587891
2023-03-02,6.5
2023-03-03,6.599999904632568
2023-03-06,6.139999866485596
2023-03-07,5.760000228881836
2023-03-08,5.739999771118164
2023-03-09,5.940000057220459
2023-03-10,5.570000171661377
2023-03-13,5.269999980926514
2023-03-14,5.420000076293945
2023-03-15,5.380000114440918
2023-03-16,5.510000228881836
2023-03-17,5.590000152587891
2023-03-20,5.239999771118164
2023-03-21,5.659999847412109
2023-03-22,5.590000152587891
2023-03-23,5.53000020980835
2023-03-24,5.559999942779541
2023-03-27,5.679999828338623
2023-03-28,5.690000057220459
2023-03-29,5.949999809265137
2023-03-30,5.96999979019165
2023-03-31,6.059999942779541
2023-04-03,5.980000019073486
2023-04-04,5.71999979019165
2023-04-05,5.570000171661377
2023-04-06,5.559999942779541
2023-04-10,5.909999847412109
2023-04-11,5.800000190734863
2023-04-12,5.869999885559082
2023-04-13,6.039999961853027
2023-04-14,6.019999980926514
2023-04-17,6.190000057220459
2023-04-18,6.159999847412109
2023-04-19,6.199999809265137
2023-04-20,6.150000095367432
2023-04-21,6.159999847412109
2023-04-24,6.289999961853027
2023-04-25,6.050000190734863
2023-04-26,5.929999828338623
2023-04-27,5.909999847412109
2023-04-28,6.21999979019165
2023-05-01,6.210000038146973
2023-05-02,6.110000133514404
2023-05-03,6.039999961853027
2023-05-04,5.75
2023-05-05,6.039999961853027
2023-05-08,6.059999942779541
2023-05-09,5.949999809265137
2023-05-10,5.949999809265137
2023-05-11,5.380000114440918
2023-05-12,5.489999771118164
2023-05-15,5.5
2023-05-16,5.670000076293945
2023-05-17,5.800000190734863
2023-05-18,5.599999904632568
2023-05-19,5.639999866485596
2023-05-22,5.670000076293945
2023-05-23,5.599999904632568
2023-05-24,5.420000076293945
2023-05-25,5.230000019073486
2023-05-26,5.099999904632568
2023-05-30,4.980000019073486
2023-05-31,4.800000190734863
2023-06-01,4.960000038146973
2023-06-02,5.570000171661377
2023-06-05,5.380000114440918
2023-06-06,5.590000152587891
2023-06-07,5.820000171661377
2023-06-08,5.840000152587891
2023-06-09,5.710000038146973
2023-06-12,5.699999809265137
2023-06-13,6.260000228881836
2023-06-14,6.269999980926514
2023-06-15,6.380000114440918
2023-06-16,6.46999979019165
2023-06-20,6.440000057220459
2023-06-21,6.630000114440918
2023-06-22,6.420000076293945
2023-06-23,6.340000152587891
2023-06-26,5.789999961853027
2023-06-27,5.889999866485596
2023-06-28,6.25
2023-06-29,6.119999885559082
2023-06-30,5.900000095367432
2023-07-03,5.920000076293945
2023-07-05,5.909999847412109
2023-07-06,5.840000152587891
2023-07-07,6.050000190734863
2023-07-10,6.300000190734863
2023-07-11,6.420000076293945
2023-07-12,6.46999979019165
2023-07-13,6.420000076293945
2023-07-14,5.869999885559082
2023-07-17,5.710000038146973
2023-07-18,5.679999828338623
2023-07-19,5.639999866485596
2023-07-20,5.570000171661377
2023-07-21,5.400000095367432
2023-07-24,5.300000190734863
2023-07-25,5.260000228881836
2023-07-26,5.489999771118164
2023-07-27,5.360000133514404
2023-07-28,5.340000152587891
2023-07-31,5.480000019073486
2023-08-01,5.400000095367432
2023-08-02,5.199999809265137
2023-08-03,5.210000038146973
2023-08-04,5.28000020980835
2023-08-07,5.199999809265137
2023-08-08,5.25
2023-08-09,5.429999828338623
2023-08-10,5.349999904632568
2023-08-11,5.539999961853027
2023-08-14,5.630000114440918
2023-08-15,5.099999904632568
2023-08-16,5.019999980926514
2023-08-17,4.800000190734863
2023-08-18,4.739999771118164
2023-08-21,4.769999980926514
2023-08-22,4.889999866485596
2023-08-23,4.920000076293945
2023-08-24,4.75
2023-08-25,4.880000114440918
2023-08-28,5.179999828338623
2023-08-29,5.090000152587891
2023-08-30,5.059999942779541
2023-08-31,5.25
2023-09-01,5.5
2023-09-05,5.420000076293945
2023-09-06,5.28000020980835
2023-09-07,5.260000228881836
2023-09-08,4.929999828338623
2023-09-11,4.710000038146973
2023-09-12,4.78000020980835
2023-09-13,4.659999847412109
2023-09-14,5.039999961853027
2023-09-15,4.869999885559082
2023-09-18,4.760000228881836
2023-09-19,4.900000095367432
2023-09-20,4.840000152587891
2023-09-21,4.710000038146973
2023-09-22,4.5
2023-09-25,4.409999847412109
2023-09-26,4.21999979019165
2023-09-27,4.269999980926514
2023-09-28,4.21999979019165
2023-09-29,4.210000038146973
2023-10-02,3.5999999046325684
2023-10-03,3.4000000953674316
2023-10-04,3.4800000190734863
2023-10-05,3.3499999046325684
2023-10-06,3.3499999046325684
2023-10-09,3.059999942779541
2023-10-10,3.380000114440918
2023-10-11,3.2899999618530273
2023-10-12,3.0299999713897705
2023-10-13,2.7300000190734863
2023-10-16,2.8299999237060547
2023-10-17,3.0799999237060547
2023-10-18,2.9200000762939453
2023-10-19,2.7799999713897705
2023-10-20,2.700000047683716
2023-10-23,2.450000047683716
2023-10-24,2.450000047683716
2023-10-25,2.4200000762939453
2023-10-26,2.4600000381469727
2023-10-27,2.3499999046325684
2023-10-30,2.4800000190734863
2023-10-31,2.630000114440918
2023-11-01,2.4600000381469727
2023-11-02,2.549999952316284
2023-11-03,2.549999952316284
2023-11-06,2.359999895095825
2023-11-07,2.319999933242798
2023-11-08,2.3399999141693115
2023-11-09,2.309999942779541
2023-11-10,1.0499999523162842
2023-11-13,1.0
2023-11-14,1.309999942779541
2023-11-15,1.659999966621399
2023-11-16,1.5299999713897705
2023-11-17,1.7799999713897705
2023-11-20,1.75
2023-11-21,1.659999966621399
2023-11-22,1.659999966621399
2023-11-24,1.6699999570846558
2023-11-27,1.6299999952316284
2023-11-28,1.5700000524520874
2023-11-29,1.5399999618530273
2023-11-30,1.4199999570846558
2023-12-01,1.6699999570846558
2023-12-04,1.7300000190734863
2023-12-05,1.5299999713897705
2023-12-06,1.600000023841858
2023-12-07,1.6200000047683716
2023-12-08,1.6799999475479126
2023-12-11,1.649999976158142
2023-12-12,1.600000023841858
2023-12-13,1.7300000190734863
2023-12-14,1.8300000429153442
2023-12-15,1.7400000095367432
2023-12-18,1.600000023841858
2023-12-19,1.5299999713897705
2023-12-20,1.4500000476837158
2023-12-21,1.4800000190734863
2023-12-22,1.440000057220459
2023-12-26,1.5099999904632568
2023-12-27,1.5
2023-12-28,1.5399999618530273
2023-12-29,1.4600000381469727
2024-01-02,1.4700000286102295
2024-01-03,1.309999942779541
2024-01-04,1.2999999523162842
2024-01-05,1.2599999904632568
2024-01-08,1.309999942779541
2024-01-09,1.2599999904632568
2024-01-10,1.25
2024-01-11,1.2000000476837158
2024-01-12,1.2200000286102295
2024-01-16,1.100000023841858
2024-01-17,1.1299999952316284
2024-01-18,1.1299999952316284
2024-01-19,1.1699999570846558
2024-01-22,1.2799999713897705
2024-01-23,1.3300000429153442
2024-01-24,1.2400000095367432
2024-01-25,1.3700000047683716
2024-01-26,1.3799999952316284
2024-01-29,1.4199999570846558
2024-01-30,1.3600000143051147
2024-01-31,1.3200000524520874
2024-02-01,1.340000033378601
2024-02-02,1.2999999523162842
2024-02-05,1.149999976158142
2024-02-06,1.1699999570846558
2024-02-07,1.100000023841858
2024-02-08,1.1799999475479126
2024-02-09,1.2999999523162842
2024-02-12,1.399999976158142
2024-02-13,1.1799999475479126
2024-02-14,1.309999942779541
2024-02-15,1.3799999952316284
2024-02-16,1.2100000381469727
2024-02-20,1.1299999952316284
2024-02-21,1.149999976158142
2024-02-22,1.1299999952316284
2024-02-23,1.0800000429153442
2024-02-26,1.090000033378601
2024-02-27,1.2899999618530273
2024-02-28,1.2300000190734863
2024-02-29,1.2799999713897705
2024-03-01,1.3200000524520874
2024-03-04,1.3200000524520874
2024-03-05,1.2799999713897705
2024-03-06,1.4600000381469727
2024-03-07,1.4600000381469727
2024-03-08,1.4299999475479126
2024-03-11,1.2899999618530273
2024-03-12,1.2400000095367432
2024-03-13,1.2300000190734863
2024-03-14,1.2799999713897705
2024-03-15,0.9900000095367432
2024-03-18,0.7820000052452087
2024-03-19,0.8899999856948853
2024-03-20,1.0800000429153442
2024-03-21,1.059999942779541
2024-03-22,1.3200000524520874
2024-03-25,1.2699999809265137
2024-03-26,1.1799999475479126
2024-03-27,1.2300000190734863
2024-03-28,1.1299999952316284
2024-04-01,1.2200000286102295
2024-04-02,1.159999966621399
2024-04-03,1.1799999475479126
2024-04-04,1.149999976158142
2024-04-05,1.1299999952316284
2024-04-08,1.100000023841858
2024-04-09,1.1200000047683716
2024-04-10,1.0800000429153442
2024-04-11,1.0299999713897705
2024-04-12,1.0499999523162842
2024-04-15,1.0499999523162842
2024-04-16,0.9950000047683716
2024-04-17,1.0
2024-04-18,0.9679999947547913
2024-04-19,0.9279999732971191
2024-04-22,0.972000002861023
2024-04-23,0.9169999957084656
2024-04-24,1.059999942779541
2024-04-25,1.0
2024-04-26,1.0399999618530273
2024-04-29,1.0199999809265137
2024-04-30,1.0199999809265137
2024-05-01,1.0499999523162842
2024-05-02,1.059999942779541
2024-05-03,1.0800000429153442
2024-05-06,1.1699999570846558
2024-05-07,1.1399999856948853
2024-05-08,1.1699999570846558
2024-05-09,1.2200000286102295
2024-05-10,1.2899999618530273
2024-05-13,1.190000057220459
2024-05-14,1.1399999856948853
2024-05-15,1.1200000047683716
2024-05-16,1.2000000476837158
2024-05-17,1.2300000190734863
2024-05-20,1.2200000286102295
2024-05-21,1.1399999856948853
2024-05-22,1.159999966621399
2024-05-23,1.1299999952316284
2024-05-24,1.1799999475479126
2024-05-28,1.1699999570846558
2024-05-29,1.1200000047683716
2024-05-30,1.159999966621399
2024-05-31,1.1699999570846558
2024-06-03,1.2400000095367432
2024-06-04,1.1699999570846558
2024-06-05,1.2400000095367432
2024-06-06,1.2300000190734863
2024-06-07,1.190000057220459
2024-06-10,1.3300000429153442
2024-06-11,1.4600000381469727
2024-06-12,1.409999966621399
2024-06-13,1.350000023841858
2024-06-14,1.2899999618530273
2024-06-17,1.3799999952316284
2024-06-18,1.4900000095367432
2024-06-20,1.6699999570846558
2024-06-21,1.6100000143051147
2024-06-24,1.7599999904632568
2024-06-25,1.6299999952316284
2024-06-26,1.5700000524520874
2024-06-27,1.5399999618530273
2024-06-28,1.4500000476837158
2024-07-01,1.5499999523162842
2024-07-02,1.559999942779541
2024-07-03,1.7799999713897705
2024-07-05,1.9199999570846558
2024-07-08,2.1500000953674316
2024-07-09,2.049999952316284
2024-07-10,1.8700000047683716
2024-07-11,2.049999952316284
2024-07-12,2.049999952316284
2024-07-15,1.7599999904632568
2024-07-16,1.9299999475479126
2024-07-17,1.7599999904632568
2024-07-18,1.6200000047683716
2024-07-19,1.590000033378601
2024-07-22,1.5700000524520874
2024-07-23,1.6699999570846558
2024-07-24,1.590000033378601
2024-07-25,1.5700000524520874
2024-07-26,1.6299999952316284
2024-07-29,1.559999942779541
2024-07-30,1.409999966621399
2024-07-31,1.350000023841858
2024-08-01,1.3200000524520874
2024-08-02,1.2300000190734863
2024-08-05,1.149999976158142
2024-08-06,1.1799999475479126
2024-08-07,1.1100000143051147
2024-08-08,1.1100000143051147
2024-08-09,1.1799999475479126
2024-08-12,1.0099999904632568
2024-08-13,1.059999942779541
2024-08-14,1.0499999523162842
2024-08-15,1.0199999809265137
2024-08-16,1.0199999809265137
2024-08-19,1.090000033378601
2024-08-20,1.0199999809265137
2024-08-21,1.100000023841858
2024-08-22,1.2000000476837158
2024-08-23,1.2599999904632568
2024-08-26,1.3200000524520874
2024-08-27,1.2300000190734863
2024-08-28,1.2000000476837158
2024-08-29,1.2200000286102295
2024-08-30,1.1799999475479126
2024-09-03,1.100000023841858
2024-09-04,1.1399999856948853
2024-09-05,1.159999966621399
2024-09-06,1.1399999856948853
2024-09-09,1.1399999856948853
2024-09-10,1.1200000047683716
2024-09-11,1.1799999475479126
2024-09-12,1.2599999904632568
2024-09-13,1.2599999904632568
2024-09-16,1.2300000190734863
2024-09-17,1.25
2024-09-18,1.2999999523162842
2024-09-19,1.3600000143051147
2024-09-20,1.4199999570846558
2024-09-23,1.5099999904632568
2024-09-24,1.6299999952316284
2024-09-25,1.690000057220459
2024-09-26,1.809999942779541
2024-09-27,1.899999976158142
2024-09-30,2.0399999618530273
2024-10-01,1.9199999570846558
2024-10-02,1.7899999618530273
2024-10-03,2.0
2024-10-04,2.180000066757202
2024-10-07,2.4800000190734863
2024-10-08,2.450000047683716
2024-10-09,2.430000066757202
2024-10-10,2.380000114440918
2024-10-11,2.380000114440918
2024-10-14,2.559999942779541
2024-10-15,2.940000057220459
2024-10-16,2.7899999618530273
2024-10-17,2.619999885559082
2024-10-18,2.569999933242798
2024-10-21,2.700000047683716
2024-10-22,2.5299999713897705
2024-10-23,2.390000104904175
2024-10-24,2.4000000953674316
2024-10-25,2.3499999046325684
2024-10-28,2.5299999713897705
2024-10-29,2.4200000762939453
2024-10-30,2.369999885559082
2024-10-31,2.299999952316284
2024-11-01,2.319999933242798
2024-11-04,2.2200000286102295
2024-11-05,2.259999990463257
2024-11-06,2.509999990463257
2024-11-07,2.509999990463257
2024-11-08,2.559999942779541
2024-11-11,2.630000114440918
2024-11-12,2.5299999713897705
2024-11-13,1.809999942779541
2024-11-14,1.840000033378601
2024-11-15,1.7699999809265137
2024-11-18,1.8899999856948853
2024-11-19,1.9900000095367432
2024-11-20,1.9700000286102295
2024-11-21,1.8899999856948853
