Date,ZNTL
2022-02-28,49.88999938964844
2022-03-01,50.40999984741211
2022-03-02,49.849998474121094
2022-03-03,47.2599983215332
2022-03-04,45.56999969482422
2022-03-07,44.810001373291016
2022-03-08,44.0
2022-03-09,48.25
2022-03-10,46.75
2022-03-11,44.130001068115234
2022-03-14,41.58000183105469
2022-03-15,42.77000045776367
2022-03-16,43.470001220703125
2022-03-17,47.630001068115234
2022-03-18,50.29999923706055
2022-03-21,48.95000076293945
2022-03-22,50.7400016784668
2022-03-23,48.61000061035156
2022-03-24,48.970001220703125
2022-03-25,46.16999816894531
2022-03-28,45.41999816894531
2022-03-29,48.38999938964844
2022-03-30,45.58000183105469
2022-03-31,46.13999938964844
2022-04-01,46.58000183105469
2022-04-04,52.25
2022-04-05,49.2400016784668
2022-04-06,48.88999938964844
2022-04-07,48.540000915527344
2022-04-08,33.970001220703125
2022-04-11,31.219999313354492
2022-04-12,27.139999389648438
2022-04-13,26.959999084472656
2022-04-14,26.479999542236328
2022-04-18,24.479999542236328
2022-04-19,24.8700008392334
2022-04-20,24.549999237060547
2022-04-21,22.950000762939453
2022-04-22,22.520000457763672
2022-04-25,23.8700008392334
2022-04-26,21.84000015258789
2022-04-27,24.40999984741211
2022-04-28,25.84000015258789
2022-04-29,26.520000457763672
2022-05-02,27.06999969482422
2022-05-03,26.56999969482422
2022-05-04,26.670000076293945
2022-05-05,24.8799991607666
2022-05-06,22.299999237060547
2022-05-09,19.420000076293945
2022-05-10,20.06999969482422
2022-05-11,17.90999984741211
2022-05-12,18.940000534057617
2022-05-13,20.530000686645508
2022-05-16,24.40999984741211
2022-05-17,26.520000457763672
2022-05-18,24.06999969482422
2022-05-19,23.739999771118164
2022-05-20,22.40999984741211
2022-05-23,21.420000076293945
2022-05-24,20.729999542236328
2022-05-25,20.979999542236328
2022-05-26,22.329999923706055
2022-05-27,24.75
2022-05-31,24.110000610351562
2022-06-01,23.639999389648438
2022-06-02,24.989999771118164
2022-06-03,27.020000457763672
2022-06-06,26.190000534057617
2022-06-07,27.100000381469727
2022-06-08,27.600000381469727
2022-06-09,25.81999969482422
2022-06-10,23.290000915527344
2022-06-13,21.3799991607666
2022-06-14,21.670000076293945
2022-06-15,22.360000610351562
2022-06-16,21.209999084472656
2022-06-17,22.110000610351562
2022-06-21,23.940000534057617
2022-06-22,25.1200008392334
2022-06-23,27.309999465942383
2022-06-24,28.34000015258789
2022-06-27,28.06999969482422
2022-06-28,26.940000534057617
2022-06-29,27.139999389648438
2022-06-30,28.100000381469727
2022-07-01,29.030000686645508
2022-07-05,30.65999984741211
2022-07-06,31.729999542236328
2022-07-07,30.75
2022-07-08,29.739999771118164
2022-07-11,27.15999984741211
2022-07-12,28.0
2022-07-13,29.520000457763672
2022-07-14,30.0
2022-07-15,30.600000381469727
2022-07-18,28.84000015258789
2022-07-19,30.09000015258789
2022-07-20,30.65999984741211
2022-07-21,29.420000076293945
2022-07-22,27.280000686645508
2022-07-25,28.239999771118164
2022-07-26,29.059999465942383
2022-07-27,29.959999084472656
2022-07-28,29.059999465942383
2022-07-29,29.200000762939453
2022-08-01,28.81999969482422
2022-08-02,29.450000762939453
2022-08-03,30.25
2022-08-04,30.700000762939453
2022-08-05,30.719999313354492
2022-08-08,30.770000457763672
2022-08-09,30.40999984741211
2022-08-10,30.739999771118164
2022-08-11,28.079999923706055
2022-08-12,28.510000228881836
2022-08-15,29.729999542236328
2022-08-16,27.90999984741211
2022-08-17,25.68000030517578
2022-08-18,25.850000381469727
2022-08-19,26.219999313354492
2022-08-22,26.270000457763672
2022-08-23,27.360000610351562
2022-08-24,28.049999237060547
2022-08-25,27.309999465942383
2022-08-26,26.0
2022-08-29,25.1299991607666
2022-08-30,25.670000076293945
2022-08-31,26.809999465942383
2022-09-01,27.860000610351562
2022-09-02,27.450000762939453
2022-09-06,26.700000762939453
2022-09-07,28.06999969482422
2022-09-08,28.270000457763672
2022-09-09,29.729999542236328
2022-09-12,31.18000030517578
2022-09-13,26.450000762939453
2022-09-14,24.719999313354492
2022-09-15,25.3799991607666
2022-09-16,23.860000610351562
2022-09-19,22.920000076293945
2022-09-20,22.5
2022-09-21,21.860000610351562
2022-09-22,20.760000228881836
2022-09-23,20.709999084472656
2022-09-26,20.229999542236328
2022-09-27,21.079999923706055
2022-09-28,21.850000381469727
2022-09-29,21.479999542236328
2022-09-30,21.65999984741211
2022-10-03,22.209999084472656
2022-10-04,22.200000762939453
2022-10-05,22.950000762939453
2022-10-06,22.3799991607666
2022-10-07,21.579999923706055
2022-10-10,21.5
2022-10-11,22.450000762939453
2022-10-12,22.360000610351562
2022-10-13,23.110000610351562
2022-10-14,23.06999969482422
2022-10-17,23.739999771118164
2022-10-18,23.690000534057617
2022-10-19,22.479999542236328
2022-10-20,21.530000686645508
2022-10-21,22.329999923706055
2022-10-24,21.899999618530273
2022-10-25,22.770000457763672
2022-10-26,24.18000030517578
2022-10-27,23.799999237060547
2022-10-28,25.209999084472656
2022-10-31,25.09000015258789
2022-11-01,25.600000381469727
2022-11-02,24.5
2022-11-03,24.229999542236328
2022-11-04,24.389999389648438
2022-11-07,23.549999237060547
2022-11-08,23.56999969482422
2022-11-09,18.389999389648438
2022-11-10,20.25
2022-11-11,21.760000228881836
2022-11-14,22.559999465942383
2022-11-15,22.940000534057617
2022-11-16,21.579999923706055
2022-11-17,21.110000610351562
2022-11-18,22.200000762939453
2022-11-21,21.1200008392334
2022-11-22,21.479999542236328
2022-11-23,21.200000762939453
2022-11-25,21.6299991607666
2022-11-28,20.649999618530273
2022-11-29,20.8700008392334
2022-11-30,22.1200008392334
2022-12-01,21.09000015258789
2022-12-02,21.889999389648438
2022-12-05,20.149999618530273
2022-12-06,19.43000030517578
2022-12-07,19.350000381469727
2022-12-08,19.75
2022-12-09,19.459999084472656
2022-12-12,20.010000228881836
2022-12-13,19.989999771118164
2022-12-14,19.979999542236328
2022-12-15,19.3799991607666
2022-12-16,19.809999465942383
2022-12-19,18.600000381469727
2022-12-20,18.989999771118164
2022-12-21,18.989999771118164
2022-12-22,18.8700008392334
2022-12-23,18.280000686645508
2022-12-27,18.06999969482422
2022-12-28,18.110000610351562
2022-12-29,18.399999618530273
2022-12-30,20.139999389648438
2023-01-03,20.649999618530273
2023-01-04,21.040000915527344
2023-01-05,21.270000457763672
2023-01-06,21.209999084472656
2023-01-09,18.530000686645508
2023-01-10,20.170000076293945
2023-01-11,21.1200008392334
2023-01-12,23.809999465942383
2023-01-13,24.940000534057617
2023-01-17,24.350000381469727
2023-01-18,24.260000228881836
2023-01-19,23.170000076293945
2023-01-20,23.75
2023-01-23,22.989999771118164
2023-01-24,23.450000762939453
2023-01-25,23.170000076293945
2023-01-26,22.969999313354492
2023-01-27,23.540000915527344
2023-01-30,23.5
2023-01-31,23.600000381469727
2023-02-01,23.649999618530273
2023-02-02,24.520000457763672
2023-02-03,23.290000915527344
2023-02-06,22.049999237060547
2023-02-07,21.229999542236328
2023-02-08,21.010000228881836
2023-02-09,20.610000610351562
2023-02-10,20.549999237060547
2023-02-13,20.459999084472656
2023-02-14,20.059999465942383
2023-02-15,20.3700008392334
2023-02-16,19.469999313354492
2023-02-17,19.770000457763672
2023-02-21,18.549999237060547
2023-02-22,19.489999771118164
2023-02-23,19.219999313354492
2023-02-24,18.65999984741211
2023-02-27,18.75
2023-02-28,18.93000030517578
2023-03-01,18.8700008392334
2023-03-02,19.15999984741211
2023-03-03,19.5
2023-03-06,18.530000686645508
2023-03-07,18.610000610351562
2023-03-08,18.559999465942383
2023-03-09,17.90999984741211
2023-03-10,16.139999389648438
2023-03-13,16.920000076293945
2023-03-14,17.450000762939453
2023-03-15,18.270000457763672
2023-03-16,18.93000030517578
2023-03-17,18.829999923706055
2023-03-20,18.450000762939453
2023-03-21,18.3700008392334
2023-03-22,18.010000228881836
2023-03-23,17.829999923706055
2023-03-24,17.149999618530273
2023-03-27,17.65999984741211
2023-03-28,16.920000076293945
2023-03-29,17.600000381469727
2023-03-30,16.6299991607666
2023-03-31,17.200000762939453
2023-04-03,17.90999984741211
2023-04-04,17.489999771118164
2023-04-05,17.56999969482422
2023-04-06,17.969999313354492
2023-04-10,17.40999984741211
2023-04-11,17.59000015258789
2023-04-12,17.5
2023-04-13,18.479999542236328
2023-04-14,18.239999771118164
2023-04-17,19.610000610351562
2023-04-18,20.219999313354492
2023-04-19,20.139999389648438
2023-04-20,20.0
2023-04-21,21.0
2023-04-24,21.5
2023-04-25,21.790000915527344
2023-04-26,21.43000030517578
2023-04-27,21.790000915527344
2023-04-28,22.030000686645508
2023-05-01,21.90999984741211
2023-05-02,21.200000762939453
2023-05-03,21.329999923706055
2023-05-04,21.979999542236328
2023-05-05,22.290000915527344
2023-05-08,21.860000610351562
2023-05-09,22.809999465942383
2023-05-10,24.389999389648438
2023-05-11,26.1200008392334
2023-05-12,26.889999389648438
2023-05-15,28.020000457763672
2023-05-16,27.65999984741211
2023-05-17,26.610000610351562
2023-05-18,26.690000534057617
2023-05-19,26.350000381469727
2023-05-22,27.299999237060547
2023-05-23,26.739999771118164
2023-05-24,26.600000381469727
2023-05-25,27.15999984741211
2023-05-26,30.049999237060547
2023-05-30,26.459999084472656
2023-05-31,26.040000915527344
2023-06-01,25.739999771118164
2023-06-02,26.270000457763672
2023-06-05,24.68000030517578
2023-06-06,25.139999389648438
2023-06-07,24.260000228881836
2023-06-08,24.229999542236328
2023-06-09,23.43000030517578
2023-06-12,24.1299991607666
2023-06-13,25.139999389648438
2023-06-14,24.6299991607666
2023-06-15,27.75
2023-06-16,27.6200008392334
2023-06-20,28.520000457763672
2023-06-21,29.65999984741211
2023-06-22,28.989999771118164
2023-06-23,29.0
2023-06-26,27.809999465942383
2023-06-27,28.989999771118164
2023-06-28,29.0
2023-06-29,28.1299991607666
2023-06-30,28.209999084472656
2023-07-03,28.290000915527344
2023-07-05,27.979999542236328
2023-07-06,27.860000610351562
2023-07-07,27.559999465942383
2023-07-10,27.049999237060547
2023-07-11,27.329999923706055
2023-07-12,27.270000457763672
2023-07-13,27.6299991607666
2023-07-14,28.1200008392334
2023-07-17,27.510000228881836
2023-07-18,26.649999618530273
2023-07-19,26.389999389648438
2023-07-20,25.649999618530273
2023-07-21,26.190000534057617
2023-07-24,25.68000030517578
2023-07-25,25.59000015258789
2023-07-26,25.920000076293945
2023-07-27,26.09000015258789
2023-07-28,26.739999771118164
2023-07-31,26.709999084472656
2023-08-01,26.25
2023-08-02,26.110000610351562
2023-08-03,26.1299991607666
2023-08-04,26.280000686645508
2023-08-07,25.190000534057617
2023-08-08,25.399999618530273
2023-08-09,25.579999923706055
2023-08-10,26.739999771118164
2023-08-11,27.059999465942383
2023-08-14,28.25
2023-08-15,27.639999389648438
2023-08-16,26.309999465942383
2023-08-17,25.479999542236328
2023-08-18,25.709999084472656
2023-08-21,25.489999771118164
2023-08-22,25.31999969482422
2023-08-23,25.690000534057617
2023-08-24,25.219999313354492
2023-08-25,25.59000015258789
2023-08-28,25.6200008392334
2023-08-29,25.59000015258789
