Date,EB
2022-09-30,6.079999923706055
2022-10-03,6.25
2022-10-04,6.730000019073486
2022-10-05,6.460000038146973
2022-10-06,6.369999885559082
2022-10-07,6.179999828338623
2022-10-10,6.079999923706055
2022-10-11,5.909999847412109
2022-10-12,6.139999866485596
2022-10-13,6.150000095367432
2022-10-14,5.949999809265137
2022-10-17,6.53000020980835
2022-10-18,6.610000133514404
2022-10-19,6.260000228881836
2022-10-20,6.329999923706055
2022-10-21,6.25
2022-10-24,6.269999980926514
2022-10-25,6.690000057220459
2022-10-26,6.590000152587891
2022-10-27,6.440000057220459
2022-10-28,6.559999942779541
2022-10-31,6.570000171661377
2022-11-01,6.579999923706055
2022-11-02,6.230000019073486
2022-11-03,6.269999980926514
2022-11-04,6.670000076293945
2022-11-07,7.090000152587891
2022-11-08,6.929999828338623
2022-11-09,6.510000228881836
2022-11-10,7.050000190734863
2022-11-11,7.269999980926514
2022-11-14,7.260000228881836
2022-11-15,7.440000057220459
2022-11-16,7.300000190734863
2022-11-17,7.289999961853027
2022-11-18,7.21999979019165
2022-11-21,7.059999942779541
2022-11-22,7.119999885559082
2022-11-23,7.179999828338623
2022-11-25,7.090000152587891
2022-11-28,7.179999828338623
2022-11-29,6.980000019073486
2022-11-30,7.289999961853027
2022-12-01,7.409999847412109
2022-12-02,7.210000038146973
2022-12-05,7.21999979019165
2022-12-06,6.809999942779541
2022-12-07,6.679999828338623
2022-12-08,6.579999923706055
2022-12-09,6.460000038146973
2022-12-12,6.590000152587891
2022-12-13,6.679999828338623
2022-12-14,6.53000020980835
2022-12-15,5.800000190734863
2022-12-16,5.920000076293945
2022-12-19,5.929999828338623
2022-12-20,5.900000095367432
2022-12-21,5.869999885559082
2022-12-22,5.679999828338623
2022-12-23,5.760000228881836
2022-12-27,5.519999980926514
2022-12-28,5.300000190734863
2022-12-29,5.829999923706055
2022-12-30,5.860000133514404
2023-01-03,5.929999828338623
2023-01-04,6.329999923706055
2023-01-05,6.380000114440918
2023-01-06,5.989999771118164
2023-01-09,5.869999885559082
2023-01-10,6.03000020980835
2023-01-11,6.860000133514404
2023-01-12,7.519999980926514
2023-01-13,7.570000171661377
2023-01-17,7.610000133514404
2023-01-18,7.800000190734863
2023-01-19,7.670000076293945
2023-01-20,8.09000015258789
2023-01-23,8.270000457763672
2023-01-24,8.140000343322754
2023-01-25,8.220000267028809
2023-01-26,8.270000457763672
2023-01-27,8.579999923706055
2023-01-30,8.4399995803833
2023-01-31,8.890000343322754
2023-02-01,8.989999771118164
2023-02-02,9.289999961853027
2023-02-03,9.0600004196167
2023-02-06,8.770000457763672
2023-02-07,8.850000381469727
2023-02-08,8.680000305175781
2023-02-09,8.600000381469727
2023-02-10,8.579999923706055
2023-02-13,8.460000038146973
2023-02-14,8.380000114440918
2023-02-15,8.720000267028809
2023-02-16,8.520000457763672
2023-02-17,8.270000457763672
2023-02-21,8.020000457763672
2023-02-22,8.300000190734863
2023-02-23,8.539999961853027
2023-02-24,8.420000076293945
2023-02-27,8.699999809265137
2023-02-28,8.760000228881836
2023-03-01,9.850000381469727
2023-03-02,9.579999923706055
2023-03-03,9.270000457763672
2023-03-06,8.880000114440918
2023-03-07,9.079999923706055
2023-03-08,8.960000038146973
2023-03-09,8.470000267028809
2023-03-10,8.210000038146973
2023-03-13,7.880000114440918
2023-03-14,8.15999984741211
2023-03-15,8.069999694824219
2023-03-16,8.84000015258789
2023-03-17,8.289999961853027
2023-03-20,8.329999923706055
2023-03-21,8.869999885559082
2023-03-22,8.59000015258789
2023-03-23,8.5
2023-03-24,8.59000015258789
2023-03-27,8.579999923706055
2023-03-28,8.510000228881836
2023-03-29,8.460000038146973
2023-03-30,8.369999885559082
2023-03-31,8.579999923706055
2023-04-03,8.579999923706055
2023-04-04,8.470000267028809
2023-04-05,8.25
2023-04-06,8.399999618530273
2023-04-10,8.470000267028809
2023-04-11,8.239999771118164
2023-04-12,7.929999828338623
2023-04-13,8.329999923706055
2023-04-14,8.149999618530273
2023-04-17,8.119999885559082
2023-04-18,8.569999694824219
2023-04-19,8.600000381469727
2023-04-20,8.329999923706055
2023-04-21,7.989999771118164
2023-04-24,7.449999809265137
2023-04-25,7.21999979019165
2023-04-26,7.099999904632568
2023-04-27,7.170000076293945
2023-04-28,7.269999980926514
2023-05-01,7.289999961853027
2023-05-02,6.960000038146973
2023-05-03,6.489999771118164
2023-05-04,6.309999942779541
2023-05-05,6.460000038146973
2023-05-08,6.46999979019165
2023-05-09,6.329999923706055
2023-05-10,7.460000038146973
2023-05-11,7.25
2023-05-12,7.010000228881836
2023-05-15,7.079999923706055
2023-05-16,7.269999980926514
2023-05-17,7.340000152587891
2023-05-18,7.690000057220459
2023-05-19,7.389999866485596
2023-05-22,7.539999961853027
2023-05-23,7.889999866485596
2023-05-24,7.449999809265137
2023-05-25,7.340000152587891
2023-05-26,7.329999923706055
2023-05-30,7.260000228881836
2023-05-31,7.260000228881836
2023-06-01,7.369999885559082
2023-06-02,7.590000152587891
2023-06-05,7.760000228881836
2023-06-06,8.069999694824219
2023-06-07,8.039999961853027
2023-06-08,7.679999828338623
2023-06-09,7.860000133514404
2023-06-12,7.730000019073486
2023-06-13,8.300000190734863
2023-06-14,8.520000457763672
2023-06-15,8.989999771118164
2023-06-16,8.949999809265137
2023-06-20,8.6899995803833
2023-06-21,8.670000076293945
2023-06-22,8.760000228881836
2023-06-23,8.699999809265137
2023-06-26,8.930000305175781
2023-06-27,9.079999923706055
2023-06-28,9.350000381469727
2023-06-29,9.5
2023-06-30,9.550000190734863
2023-07-03,9.65999984741211
2023-07-05,9.300000190734863
2023-07-06,9.260000228881836
2023-07-07,9.220000267028809
2023-07-10,9.449999809265137
2023-07-11,9.880000114440918
2023-07-12,10.289999961853027
2023-07-13,10.390000343322754
2023-07-14,10.720000267028809
2023-07-17,10.859999656677246
2023-07-18,10.770000457763672
2023-07-19,10.390000343322754
2023-07-20,10.350000381469727
2023-07-21,10.229999542236328
2023-07-24,10.039999961853027
2023-07-25,9.779999732971191
2023-07-26,9.8100004196167
2023-07-27,10.789999961853027
2023-07-28,11.579999923706055
2023-07-31,11.510000228881836
2023-08-01,11.109999656677246
2023-08-02,11.0
2023-08-03,10.770000457763672
2023-08-04,11.25
2023-08-07,11.869999885559082
2023-08-08,11.359999656677246
2023-08-09,11.210000038146973
2023-08-10,11.130000114440918
2023-08-11,10.710000038146973
2023-08-14,10.84000015258789
2023-08-15,10.720000267028809
2023-08-16,10.550000190734863
2023-08-17,10.199999809265137
2023-08-18,10.289999961853027
2023-08-21,10.25
2023-08-22,10.180000305175781
2023-08-23,10.479999542236328
2023-08-24,10.239999771118164
2023-08-25,10.010000228881836
2023-08-28,10.029999732971191
2023-08-29,10.15999984741211
2023-08-30,10.180000305175781
2023-08-31,10.130000114440918
2023-09-01,10.260000228881836
2023-09-05,9.979999542236328
2023-09-06,9.699999809265137
2023-09-07,9.6899995803833
2023-09-08,9.59000015258789
2023-09-11,9.550000190734863
2023-09-12,10.020000457763672
2023-09-13,9.789999961853027
2023-09-14,9.699999809265137
2023-09-15,9.579999923706055
2023-09-18,10.100000381469727
2023-09-19,9.890000343322754
2023-09-20,10.229999542236328
2023-09-21,9.859999656677246
2023-09-22,9.789999961853027
2023-09-25,9.760000228881836
2023-09-26,9.520000457763672
2023-09-27,9.75
2023-09-28,9.600000381469727
2023-09-29,9.859999656677246
2023-10-02,9.829999923706055
2023-10-03,9.59000015258789
2023-10-04,9.430000305175781
2023-10-05,9.489999771118164
2023-10-06,9.529999732971191
2023-10-09,9.359999656677246
2023-10-10,9.34000015258789
2023-10-11,9.319999694824219
2023-10-12,8.800000190734863
2023-10-13,8.399999618530273
2023-10-16,8.680000305175781
2023-10-17,8.729999542236328
2023-10-18,8.5
2023-10-19,8.699999809265137
2023-10-20,8.619999885559082
2023-10-23,8.619999885559082
2023-10-24,8.699999809265137
2023-10-25,8.270000457763672
2023-10-26,8.289999961853027
2023-10-27,8.199999809265137
2023-10-30,8.229999542236328
2023-10-31,8.279999732971191
2023-11-01,7.53000020980835
2023-11-02,7.960000038146973
2023-11-03,8.199999809265137
2023-11-06,8.109999656677246
2023-11-07,8.239999771118164
2023-11-08,7.909999847412109
2023-11-09,7.610000133514404
2023-11-10,7.230000019073486
2023-11-13,7.099999904632568
2023-11-14,7.480000019073486
2023-11-15,7.460000038146973
2023-11-16,7.269999980926514
2023-11-17,7.289999961853027
2023-11-20,7.010000228881836
2023-11-21,6.869999885559082
2023-11-22,6.889999866485596
2023-11-24,7.0
2023-11-27,6.849999904632568
2023-11-28,6.690000057220459
2023-11-29,6.900000095367432
2023-11-30,7.050000190734863
2023-12-01,7.440000057220459
2023-12-04,7.78000020980835
2023-12-05,7.559999942779541
2023-12-06,7.659999847412109
2023-12-07,7.380000114440918
2023-12-08,7.800000190734863
2023-12-11,7.909999847412109
2023-12-12,7.900000095367432
2023-12-13,7.909999847412109
2023-12-14,8.359999656677246
2023-12-15,8.0600004196167
2023-12-18,8.050000190734863
2023-12-19,8.300000190734863
2023-12-20,8.010000228881836
2023-12-21,8.229999542236328
2023-12-22,8.1899995803833
2023-12-26,8.350000381469727
2023-12-27,8.239999771118164
2023-12-28,8.729999542236328
2023-12-29,8.359999656677246
2024-01-02,8.0
2024-01-03,7.760000228881836
2024-01-04,8.0
2024-01-05,7.929999828338623
2024-01-08,7.989999771118164
2024-01-09,7.630000114440918
2024-01-10,7.75
2024-01-11,7.78000020980835
2024-01-12,7.699999809265137
2024-01-16,7.599999904632568
2024-01-17,7.46999979019165
2024-01-18,7.630000114440918
2024-01-19,7.789999961853027
2024-01-22,7.829999923706055
2024-01-23,7.929999828338623
2024-01-24,7.929999828338623
2024-01-25,8.25
2024-01-26,8.279999732971191
2024-01-29,8.640000343322754
2024-01-30,8.649999618530273
2024-01-31,8.369999885559082
2024-02-01,8.550000190734863
2024-02-02,8.600000381469727
2024-02-05,8.489999771118164
2024-02-06,8.460000038146973
2024-02-07,8.449999809265137
2024-02-08,8.649999618530273
2024-02-09,8.739999771118164
2024-02-12,8.960000038146973
2024-02-13,8.550000190734863
2024-02-14,8.760000228881836
2024-02-15,9.170000076293945
2024-02-16,8.84000015258789
2024-02-20,8.729999542236328
2024-02-21,8.279999732971191
2024-02-22,8.130000114440918
2024-02-23,8.399999618530273
2024-02-26,8.210000038146973
2024-02-27,8.319999694824219
2024-02-28,5.800000190734863
2024-02-29,5.599999904632568
2024-03-01,5.690000057220459
2024-03-04,5.360000133514404
2024-03-05,5.099999904632568
2024-03-06,5.269999980926514
2024-03-07,5.489999771118164
2024-03-08,5.449999809265137
2024-03-11,5.300000190734863
2024-03-12,5.119999885559082
2024-03-13,5.110000133514404
2024-03-14,5.559999942779541
2024-03-15,5.5
2024-03-18,5.730000019073486
2024-03-19,5.739999771118164
2024-03-20,5.760000228881836
2024-03-21,5.659999847412109
2024-03-22,5.690000057220459
2024-03-25,5.670000076293945
2024-03-26,5.46999979019165
2024-03-27,5.570000171661377
2024-03-28,5.480000019073486
2024-04-01,5.420000076293945
2024-04-02,5.230000019073486
2024-04-03,5.599999904632568
2024-04-04,5.570000171661377
2024-04-05,5.539999961853027
2024-04-08,5.619999885559082
2024-04-09,5.869999885559082
2024-04-10,5.650000095367432
2024-04-11,5.699999809265137
2024-04-12,5.449999809265137
2024-04-15,5.210000038146973
2024-04-16,5.090000152587891
2024-04-17,5.150000095367432
2024-04-18,5.150000095367432
2024-04-19,5.170000076293945
2024-04-22,5.289999961853027
2024-04-23,5.380000114440918
2024-04-24,5.260000228881836
2024-04-25,5.199999809265137
2024-04-26,5.380000114440918
2024-04-29,5.380000114440918
2024-04-30,5.28000020980835
2024-05-01,5.369999885559082
2024-05-02,5.550000190734863
2024-05-03,5.510000228881836
2024-05-06,5.619999885559082
2024-05-07,5.590000152587891
2024-05-08,5.449999809265137
2024-05-09,5.480000019073486
2024-05-10,5.369999885559082
2024-05-13,5.440000057220459
2024-05-14,5.329999923706055
2024-05-15,5.210000038146973
2024-05-16,5.369999885559082
2024-05-17,5.269999980926514
2024-05-20,5.300000190734863
2024-05-21,5.110000133514404
2024-05-22,5.159999847412109
2024-05-23,5.019999980926514
2024-05-24,4.989999771118164
2024-05-28,5.019999980926514
2024-05-29,4.909999847412109
2024-05-30,4.940000057220459
2024-05-31,4.980000019073486
2024-06-03,4.760000228881836
2024-06-04,4.869999885559082
2024-06-05,5.139999866485596
2024-06-06,5.340000152587891
2024-06-07,5.139999866485596
2024-06-10,5.199999809265137
2024-06-11,5.139999866485596
2024-06-12,5.309999942779541
2024-06-13,5.119999885559082
2024-06-14,4.829999923706055
2024-06-17,4.940000057220459
2024-06-18,4.809999942779541
2024-06-20,4.820000171661377
2024-06-21,4.860000133514404
2024-06-24,4.739999771118164
2024-06-25,4.659999847412109
2024-06-26,4.840000152587891
2024-06-27,4.730000019073486
2024-06-28,4.840000152587891
2024-07-01,4.610000133514404
2024-07-02,4.659999847412109
2024-07-03,4.739999771118164
2024-07-05,4.690000057220459
2024-07-08,4.699999809265137
2024-07-09,4.5
2024-07-10,4.46999979019165
2024-07-11,4.53000020980835
2024-07-12,4.690000057220459
2024-07-15,4.639999866485596
2024-07-16,5.699999809265137
2024-07-17,5.670000076293945
2024-07-18,5.429999828338623
2024-07-19,5.159999847412109
2024-07-22,5.190000057220459
2024-07-23,5.329999923706055
2024-07-24,5.099999904632568
2024-07-25,5.199999809265137
2024-07-26,5.170000076293945
2024-07-29,5.300000190734863
2024-07-30,5.21999979019165
2024-07-31,4.889999866485596
2024-08-01,4.550000190734863
2024-08-02,4.329999923706055
2024-08-05,4.110000133514404
2024-08-06,3.9800000190734863
2024-08-07,3.880000114440918
2024-08-08,3.799999952316284
2024-08-09,3.140000104904175
2024-08-12,3.049999952316284
2024-08-13,3.0799999237060547
2024-08-14,2.890000104904175
2024-08-15,2.809999942779541
2024-08-16,2.9000000953674316
2024-08-19,3.049999952316284
2024-08-20,3.130000114440918
2024-08-21,3.380000114440918
2024-08-22,3.369999885559082
2024-08-23,3.4100000858306885
2024-08-26,3.299999952316284
2024-08-27,3.2300000190734863
2024-08-28,3.1500000953674316
2024-08-29,3.180000066757202
2024-08-30,3.180000066757202
2024-09-03,3.0799999237060547
2024-09-04,3.140000104904175
2024-09-05,3.200000047683716
2024-09-06,2.940000057220459
2024-09-09,3.0299999713897705
2024-09-10,3.069999933242798
2024-09-11,3.0399999618530273
2024-09-12,2.990000009536743
2024-09-13,2.9800000190734863
2024-09-16,2.990000009536743
2024-09-17,3.0199999809265137
2024-09-18,2.9600000381469727
2024-09-19,2.940000057220459
2024-09-20,2.9000000953674316
2024-09-23,2.8299999237060547
2024-09-24,2.819999933242798
2024-09-25,2.7200000286102295
2024-09-26,2.7799999713897705
2024-09-27,2.809999942779541
2024-09-30,2.7300000190734863
2024-10-01,2.640000104904175
2024-10-02,2.8299999237060547
2024-10-03,2.7899999618530273
2024-10-04,2.759999990463257
2024-10-07,2.700000047683716
2024-10-08,2.7300000190734863
2024-10-09,2.7899999618530273
2024-10-10,2.7100000381469727
2024-10-11,2.6700000762939453
2024-10-14,2.6700000762939453
2024-10-15,2.869999885559082
2024-10-16,2.950000047683716
2024-10-17,2.8399999141693115
2024-10-18,2.9800000190734863
2024-10-21,2.890000104904175
2024-10-22,2.859999895095825
2024-10-23,2.930000066757202
2024-10-24,2.890000104904175
2024-10-25,3.0
2024-10-28,3.119999885559082
2024-10-29,3.2100000381469727
2024-10-30,3.1600000858306885
2024-10-31,3.200000047683716
2024-11-01,3.3499999046325684
2024-11-04,3.2799999713897705
2024-11-05,3.390000104904175
2024-11-06,3.4200000762939453
2024-11-07,3.4200000762939453
2024-11-08,3.450000047683716
2024-11-11,3.5799999237060547
2024-11-12,3.640000104904175
2024-11-13,3.5899999141693115
2024-11-14,3.759999990463257
2024-11-15,3.5
2024-11-18,3.4800000190734863
2024-11-19,3.5299999713897705
2024-11-20,3.4600000381469727
2024-11-21,3.5799999237060547
